"Berberis_vulgaris"	"Crataegus_monogyna"	"Hedera_helix"	"Taxus_baccata"	"Rosa_canina"	"Lonicera_arborea"	"Viscum_album"	"Juniperus_communis"	"Turdus_torquatus"	"Turdus_merula"	"Turdus_viscivorus"	"Turdus_iliacus"	"Turdus_philomelos"
"Berberis_vulgaris"	1.86664910061449	0.866649100614494	0.645251946314946	0.645251946314946	0.469221609600783	0.309838950219491	0.309838950219491	0.150456290838199	1.3373892518951	1.06255106254195	1.06255106254195	0.782357052062943	0.491993676221218
"Crataegus_monogyna"	0.866649100614494	1.86664910061449	0.645251946314946	0.645251946314946	0.469221609600783	0.309838950219491	0.309838950219491	0.150456290838199	1.3373892518951	1.06255106254195	1.06255106254195	0.782357052062943	0.491993676221218
"Hedera_helix"	0.806564932893682	0.806564932893682	1.67590141376491	0.675901413764905	0.491509636056821	0.324556300354917	0.324556300354917	0.157602964653013	1.40091524136012	1.11302223801269	1.11302223801269	0.819519012035933	0.290363375841726
"Taxus_baccata"	0.806564932893682	0.806564932893682	0.675901413764905	1.67590141376491	0.491509636056821	0.324556300354917	0.324556300354917	0.157602964653013	1.40091524136012	1.11302223801269	1.11302223801269	0.819519012035933	0.290363375841726
"Rosa_canina"	0.782036016001306	0.782036016001306	0.655346181409094	0.655346181409094	1.52564746324532	0.347098374979011	0.347098374979011	0.168549286712704	1.4982158818907	1.19032725510871	1.19032725510871	0.576438747394562	0.28153296576047
"Lonicera_arborea"	0.774597375548727	0.774597375548727	0.649112600709834	0.649112600709834	0.520647562468516	1.39012751504555	0.317741456064313	0.187221408641344	1.66419029903417	1.35270737602802	0.870133649486463	0.570955725516967	0.278855055197542
"Viscum_album"	0.774597375548727	0.774597375548727	0.649112600709834	0.649112600709834	0.520647562468516	0.317741456064313	1.39012751504555	0.187221408641344	1.66419029903417	0.870133649486463	1.35270737602802	0.570955725516967	0.278855055197542
"Juniperus_communis"	0.752281454190993	0.752281454190993	0.630411858612052	0.630411858612052	0.505647860138111	0.374442817282688	0.374442817282688	1.24323777442726	2.16211355046457	0.874700285702824	0.874700285702824	0.554506659884181	0.270821323508758
"Turdus_torquatus"	0.835868282434437	0.835868282434437	0.700457620680058	0.700457620680058	0.561830955709013	0.416047574758542	0.416047574758542	0.270264193808071	2.40234838940508	0.971889206336471	0.971889206336471	0.616118510982423	0.300912581676397
"Turdus_merula"	0.885459218784957	0.885459218784957	0.742014825341794	0.742014825341794	0.595163627554356	0.450902458676006	0.290044549828821	0.145783380950471	1.29585227511529	2.0341271848369	0.961741125855669	0.652671990166392	0.318765318762585
"Turdus_viscivorus"	0.885459218784957	0.885459218784957	0.742014825341794	0.742014825341794	0.595163627554356	0.290044549828821	0.450902458676006	0.145783380950471	1.29585227511529	0.961741125855669	2.0341271848369	0.652671990166392	0.318765318762585
"Turdus_iliacus"	0.977946315078679	0.977946315078679	0.819519012035933	0.819519012035933	0.432329060545922	0.285477862758484	0.285477862758484	0.138626664971045	1.23223702196485	0.979007985249588	0.979007985249589	1.72084422884449	0.352060673428324
"Turdus_philomelos"	1.22998419055304	1.22998419055304	0.580726751683451	0.580726751683451	0.422299448640705	0.278855055197542	0.278855055197542	0.135410661754379	1.20365032670559	0.956295956287754	0.956295956287754	0.704121346856649	1.4427943085991
