"Apodemus_flavicollis"	"Clethrionomys_glareolus"	"Apodemus_sylvaticus"	"Microtus_agrestis"	"Neomys_fodiens"	"Sorex_araneus"	"Ctenophthalmus_agyrtes"	"Palaeopsylla_soricis"	"Nosopsyllus_fasciatus"	"Megabothris_turbidus"	"Peromyscopsylla_silvatica"	"Doratopsylla_dasycnema"	"Ctenophthalmus_uncinatus"	"Hystrichopsylla_talpae"	"Leptopsylla_segnis"	"Amalaraeus_penicilliger"	"Rhadinopsylla_integella"
"Apodemus_flavicollis"	2.18482408382992	1.01031921647609	0.729802788367119	0.604201651130682	0.438411083214239	0.295599071718793	0.793400063863592	0.790474274632645	0.412270455541356	0.66187673889932	0.530512236993239	0.681394232377407	0.113660911853561	0.245025413759642	0.280905953635275	0.113660911853561	0.113660911853561
"Clethrionomys_glareolus"	0.884029314416583	2.52274411555479	0.709418636811252	0.539427942274644	0.372001240312442	0.235536645367137	0.758136638585027	0.742756841988444	0.241356266479586	0.646536266491294	0.518840911865269	0.4526240613743	0.283808712999913	0.411504067625939	0.113660911853561	0.283808712999913	0.283808712999913
"Apodemus_sylvaticus"	1.02172390371397	1.135069818898	1.88818843323005	0.53990015062845	0.415184801530964	0.263090786735407	0.844966748864207	0.841880069003739	0.471238419887491	0.720411308404918	0.380537390423508	0.495788330287705	0.127695354626025	0.467569272607435	0.131364501906081	0.127695354626025	0.127695354626025
"Microtus_agrestis"	1.05735288947869	1.07885588454929	0.674875188285562	1.70257083266863	0.455621877241067	0.293881222513602	0.898559192930362	0.64772730571104	0.257422905395805	0.761872629758042	0.640395095866641	0.787956922158286	0.121371287011795	0.242848820903196	0.135945371504403	0.121371287011795	0.121371287011795
"Neomys_fodiens"	1.02295919416656	0.992003307499846	0.691974669218273	0.607495836321422	1.56192739653385	0.386797490996893	0.972943919649769	1.01031622742605	0.256078765423561	0.504365700689614	0.379810260230325	0.910846978045349	0.111600372093733	0.236155812553022	0.131523324964272	0.111600372093733	0.111600372093733
"Sorex_araneus"	1.03459675101577	0.94214658146855	0.657726966838516	0.587762445027203	0.580196236495339	1.46072891389146	0.663707347799324	1.18878880891936	0.25141043630439	0.489648476850722	0.371257622819789	1.09665301460434	0.105991490415212	0.224382344446145	0.133019582273457	0.105991490415212	0.105991490415212
"Ctenophthalmus_agyrtes"	1.11076008940903	1.21301862173604	0.844966748864207	0.718847354344289	0.583766351789861	0.26548293911973	1.76824118150073	0.725967849377145	0.294906026291004	0.593111275963774	0.441017261168217	0.599149894363748	0.136464594945305	0.288558609740862	0.142812011495447	0.136464594945305	0.136464594945305
"Palaeopsylla_soricis"	1.1066639844857	1.18841094718151	0.841880069003739	0.518181844568832	0.606189736455631	0.475515523567744	0.725967849377146	1.82335891995464	0.293823781854549	0.544110928440456	0.392572516019784	0.654715191004038	0.13369623155792	0.285234643978593	0.142285369433876	0.13369623155792	0.13369623155792
"Nosopsyllus_fasciatus"	1.44294659439475	0.965425065918344	1.17809604971873	0.514845810791609	0.384118148135342	0.25141043630439	0.73726506572751	0.734559454636373	1.39757899394298	0.622029621286907	0.409972332337536	0.5297321531993	0.108610319915814	0.320667608865185	0.18552170499361	0.108610319915814	0.108610319915814
"Megabothris_turbidus"	1.15828429307381	1.29307253298259	0.900514135506147	0.761872629758042	0.37827427551721	0.244824238425361	0.741389094954717	0.68013866055057	0.311014810643454	1.62790681229955	0.465814267908448	0.543996797894482	0.145470659960541	0.307563204351648	0.148922266252347	0.145470659960541	0.145470659960541
"Peromyscopsylla_silvatica"	1.23786188631756	1.38357576497405	0.63422898403918	0.853860127822187	0.379810260230325	0.24750508187986	0.735028768613694	0.654287526699639	0.273314888225024	0.621085690544597	1.50692447341754	0.576592564772998	0.155652273559581	0.269813490686633	0.159153671097972	0.155652273559581	0.155652273559581
"Doratopsylla_dasycnema"	1.19243990666046	0.9052481227486	0.619735412859631	0.787956922158286	0.683135233534012	0.548326507302168	0.748937367954686	0.818393988755047	0.26486607659965	0.543996797894482	0.432444423579749	1.78229150811671	0.101840413809218	0.213392788123951	0.153313702284917	0.101840413809218	0.101840413809218
"Ctenophthalmus_uncinatus"	0.795626382974925	2.27046970399931	0.638476773130127	0.48548514804718	0.334801116281198	0.211982980830424	0.682322974726525	0.6684811577896	0.217220639831627	0.581882639842165	0.466956820678742	0.40736165523687	1.25542784169992	0.370353660863345	0.102294820668205	0.255427841699922	0.255427841699922
"Hystrichopsylla_talpae"	0.857588948158748	1.64601627050376	1.16892318151859	0.485697641806393	0.354233718829533	0.224382344446145	0.721396524352155	0.713086609946482	0.320667608865185	0.615126408703296	0.40472023602995	0.426785576247902	0.185176830431673	1.39558300310502	0.110261436191839	0.185176830431673	0.185176830431673
"Leptopsylla_segnis"	1.96634167544692	0.909287294828484	0.656822509530407	0.543781486017614	0.394569974892815	0.266039164546913	0.714060057477233	0.711426847169381	0.371043409987221	0.595689065009388	0.477461013293915	0.613254809139666	0.102294820668205	0.220522872383678	1.25281535827175	0.102294820668205	0.102294820668205
