"Meriones_persicus"	"Meriones_libycus"	"Meriones_tristrami"	"Microtus_socialis"	"Apodemus_fulvipectus"	"Microtus_arvalis"	"Cricetulus_migratorius"	"Allactaga_elater"	"Arvicola_terrestris"	"Dryomys_nitedula"	"Xenopsylla_conformis"	"Nosopsyllus_iranus"	"Nosopsyllus_laeviceps"	"Stenoponia_tripectinata"	"Rhadinopsylla_ucrainica"	"Nosopsyllus_consimilis"	"Ctenophthalmus_secundus"	"Leptopsylla_taschenbergi"	"Amphipsylla_schelkovnikovi"	"Mesopsylla_apscheronica"	"Ctenophthalmus_bogatschevi"	"Amphipsylla_rossica"	"Ctenophthalmus_proximus"	"Nosopsyllus_mokrzeckyi"	"Myoxopsylla_jordani"	"Ceratophyllus_sciurorum"	"Callopsylla_caspia"	"Megabothris_turbidus"	"Neopsylla_pleskei"	"Stenoponia_ivanovi"
"Meriones_persicus"	1.61949419810214	0.696098353016696	0.598877878636413	0.760171415794697	0.494921344199199	0.255000452844994	0.59107583396051	0.163298609610478	0.0842198085717125	0	0.574266777130179	0.647751151454894	0.255347183048507	0.422254171184359	0.574266777130179	0.611325065876362	0.540113746557128	0.131674115588761	0.207691257168231	0.0734843743247149	0.0573751018901236	0.133392243469593	0.0935775650796806	0.0935775650796806	0	0.05567865122241	0.0760171415794697	0.05567865122241	0.0759954643663512	0.0573751018901236
"Meriones_libycus"	0.596655731157168	1.71435698236285	0.621439925444844	0.787041888984202	0.47994992141697	0.251720477134952	0.572379350133907	0.157941467608726	0.0816721504932238	0	0.555427494424019	0.626501154847946	0.392337504018942	0.403131674794097	0.555427494424019	0.59246733720729	0.516205871766702	0.127585996890911	0.206290185789332	0.0710736604239266	0.0566371073553642	0.135341296253784	0.0907468338813598	0.0907468338813598	0	0.0539943661594091	0.0787041888984202	0.0539943661594091	0.0735916307315023	0.0566371073553642
"Meriones_tristrami"	0.598877878636413	0.725013246352318	1.65612072172175	0.788171286446949	0.439828534577411	0.259635327257344	0.555261299839198	0.165404828265185	0.0748447716402737	0	0.5816736460659	0.656105818785233	0.420451225719684	0.431465778870451	0.5816736460659	0.618181566288007	0.382736247947596	0.120871448690713	0.199688577335408	0.0744321727193332	0.0584179486329025	0.137235077277597	0.0831608573780819	0.0831608573780819	0	0.0494807101399587	0.0788171286446949	0.0494807101399587	0.071390738550754	0.0584179486329025
"Microtus_socialis"	0.506780943863131	0.612143691432157	0.525447524297966	1.93687841020304	0.5251155615004	0.348053909958455	0.576805450672412	0.142574502637998	0.0893579001712866	0	0.501387000943627	0.565545527130726	0.351209158563419	0.233538459122585	0.501387000943627	0.564613930552335	0.481645372967727	0.133236201469534	0.326924042489837	0.0641585261870992	0.0783121297406523	0.271999970760956	0.099286555745874	0.099286555745874	0	0.059075500668795	0.193687841020304	0.059075500668795	0.0741607008007386	0.0783121297406523
"Apodemus_fulvipectus"	0.3711910081494	0.419956181239848	0.329871400933058	0.59075500668795	2.28766051024666	0.212875283999905	0.578360815285767	0.0832009206942938	0.389286767499958	0	0.2925899044416	0.330030318754032	0.162550576968163	0.159153727521778	0.2925899044416	0.523487974493301	0.500471001704391	0.331722483653777	0.390797984322572	0.0374404143124322	0.0478969388999785	0.106972439568774	0.432540852777731	0.432540852777731	0	0.25736180740275	0.059075500668795	0.25736180740275	0.0743606762510271	0.0478969388999785
"Microtus_arvalis"	0.382500679267491	0.440510834986166	0.389452990886016	0.783121297406523	0.425750567999809	2.34790509208945	0.337815423237891	0.083651857586218	0.0724491512772785	0	0.2941756991782	0.331819035091998	0.193367185728919	0.17243015787839	0.2941756991782	0.826917872239147	0.283654689445276	0.0913303504591359	0.169642480199788	0.0376433359137981	0.528278645720126	0.606590775460778	0.0804990569747539	0.0804990569747539	0	0.0478969388999785	0.0783121297406523	0.0478969388999785	0.0434334115591573	0.528278645720126
"Cricetulus_migratorius"	0.506636429109008	0.572379350133907	0.475938257005027	0.741607008007386	0.660983788898019	0.193037384707366	1.84858627773852	0.151511065312529	0.112478333825083	0	0.532813913015727	0.600993892406365	0.219143070082995	0.220977833648608	0.532813913015727	0.412932622259531	0.535783850716	0.312036054817408	0.386196755618146	0.068179979390638	0.0434334115591574	0.117594112359896	0.124975926472315	0.124975926472315	0	0.0743606762510271	0.0741607008007386	0.0743606762510271	0.237675378566381	0.0434334115591574
"Allactaga_elater"	0.489895828831433	0.55279513663054	0.496214484795554	0.641585261870992	0.332803682777175	0.167303715172436	0.530288728593852	1.99563849660068	0.0566325594641832	0	0.351328713045712	1.24936603651602	0.209664359330359	0.218990207467975	0.351328713045712	0.358232483881304	0.314336954638811	0.10562039370307	0.169778919890169	0.898037323470304	0.0376433359137981	0.101801862100897	0.0629250660713147	0.0629250660713147	0	0.0374404143124322	0.0641585261870992	0.0374404143124322	0.068179979390638	0.0376433359137981
"Arvicola_terrestris"	0.252659425715138	0.285852526726283	0.224534314920821	0.40211055077079	1.55714706999983	0.144898302554557	0.393674168387791	0.0566325594641832	1.94564897619745	0	0.199157834115711	0.224642485874593	0.110643670037153	0.108331528817345	0.199157834115711	0.35632374734418	0.340656732252569	0.225794295596268	0.266005350673347	0.0254846517588824	0.0326021180747753	0.0728131731518543	1.05072108466383	1.05072108466383	0	0.175179045374981	0.040211055077079	0.175179045374981	0.0506152502212874	0.0326021180747753
"Dryomys_nitedula"	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0
"Xenopsylla_conformis"	0.689120132556216	0.777598492193627	0.69800837527908	0.902496601698529	0.46814384710656	0.23534055934256	0.745939478222018	0.140531485218285	0.0796631336462844	0	1.4942023896843	0.55744155803253	0.294927865458038	0.308046225171618	0.494202389684301	0.503913693993035	0.442167316191927	0.148572687142319	0.238822347312172	0.0632391683482282	0.052951625852076	0.143201286021929	0.088514592940316	0.088514592940316	0	0.052666182799488	0.0902496601698529	0.052666182799488	0.0959065043428308	0.052951625852076
