"Rutilus_rutilus"	"Carassius_carassius"	"Abramis_brama"	"Alburnus_alburnus"	"Blicca_bjoerkna"	"Esox_lucius"	"Perca_fluviatilis"	"Scardinius_erythrophthalmus"	"Gymnocephalus_cernuus"	"Tinca_tinca"	"Gobio_gobio_gobio"	"Vimba_vimba"	"Anguilla_anguilla"	"Cyprinus_carpio_carpio"	"Lota_lota"	"Sander_lucioperca"	"Leuciscus_idus"	"Aspius_aspius"	"Leuciscus_cephalus"	"Gasterosteus_aculeatus"	"Leuciscus_leuciscus"	"Coregonus_albula"	"Coregonus_lavaretus"	"Osmerus_eperlanus_spirinchus"	"Silurus_glanis"	"Leucaspius_delineatus"	"Osmerus_eperlanus"	"Carassius_auratus_auratus"	"Lampetra_fluviatilis"	"Pelecus_cultratus"	"Coregonus_peled"	"Pungitius_pungitius"	"Zoarces_viviparus"	"Alburnoides_bipunctatus"	"Cobitis_taenia"	"Gadus_morhua_callarias"	"Phoxinus_phoxinus"	"Platichthys_flesus_trachurus"	"Psetta_maxima"	"Salmo_salar"	"Salmo_trutta_morpha_fario"	"Triglopsis_quadricornis"	"Alosa_fallax_fallax"	"Belone_belone"	"Clupea_harengus_membras"	"Cottus_gobio"	"Salmo_trutta"	"Taurulus_bubalis"	"Diplostomum_spathaceum"	"Tylodelphys_clavata"	"Argulus_foliaceus"	"Ergasilus_sieboldi"	"Piscicola_geometra"	"Raphidascaris_acus"	"Ichthyocotylurus_platycephalus"	"Acanthocephalus_anguillae"	"Paracoenogonimus_ovatus"	"Acanthocephalus_lucii"	"Bucephalus_polymorphus"	"Diplozoon_paradoxum"	"Myxobolus_muelleri"	"Posthodiplostomum_cuticola"	"Allocreadium_isoporum"	"Myxobolus_ellipsoides"	"Zschokkella_nova"	"Myxobolus_bramae"	"Myxobolus_dispar"	"Sphaerostomum_bramae"	"Neoechinorhynchus_rutili"	"Ichthyocotylurus_variegatus"	"Myxobolus_oviformis"	"Phyllodistomum_folium"	"Triaenophorus_nodulosus"	"Proteocephalus_longicollis"	"Camallanus_(Camallanus)_lacustris"	"Posthodiplostomum_brevicaudatum"	"Diphyllobothrium_ditremum"	"Ergasilus_briani"	"Myxobolus_cycloides"	"Dactylogyrus_sphyrna"	"Acanthocephalus_clavula"	"Chloromyxum_fluviatile"	"Myxobolus_carassii"	"Myxobolus_macrocapsularis"	"Neodiplostomulum_sp."	"Ornithodiplostomum_scardinii"	"Azygia_lucii"	"Bunodera_luciopercae"	"Dactylogyrus_anchoratus"	"Dactylogyrus_cornu"	"Proteocephalus_percae"	"Proteocephalus_torulosus"	"Hemiclepsis_marginata"	"Henneguya_psorospermica"	"Myxobolus_anurum"	"Ichthyocotylurus_erraticus"	"Phyllodistomum_megalorchis"	"Phyllodistomum_pseudofolium"	"Dactylogyrus_crassus"	"Dactylogyrus_crucifer"	"Dactylogyrus_vastator"	"Khawia_dubius"	"Proteocephalus_sp."	"Achtheres_percarum"	"Myxidium_giardi"	"Myxidium_lieberkuehni"	"Myxidium_pfeifferi"	"Chloromyxum_dubium"	"Chloromyxum_mucronatum"	"Henneguya_lobosa"	"Henneguya_oviperda"	"Myxobolus_gigas"	"Myxobolus_permagnus"	"Myxobolus_rotundus"	"Myxobolus_thelohanellus"	"Thelohanellus_pyriformis"	"Asymphylodora_tincae"	"Parasymphylodora__markewitschi"	"Gyrodactylus_gobii"	"Gyrodactylus_markakulensis"	"Ancyrocephalus_percae"	"Dactylogyrus_amphibothrium"	"Dactylogyrus_difformis"	"Dactylogyrus_formosus"	"Dactylogyrus_fraternus"	"Dactylogyrus_intermedius"	"Dactylogyrus_m?cr?canthus"	"Dactylogyrus_minor"	"Dactylogyrus_nanus"	"Dactylogyrus_parvus"	"Dactylogyrus_wegeneri"	"Tetraonchus_monenteron"	"Bothriocephalus_claviceps"	"Lernaea_cyprinacea"
"Rutilus_rutilus"	1.43434139176413	0.305388941713935	0.274260843449627	0.227246367880844	0.252388837471272	0.180598802363399	0.200365913470278	0.222511485486615	0.157696898714962	0.176495661564398	0.170069322601887	0.182095450427897	0.108646190498356	0.118269292285439	0.101681379525574	0.100611622528555	0.1025516921727	0.0980158385462924	0.0980750186842975	0.0814613163392069	0.0857200799127871	0.0468869588609126	0.0412404443238944	0.0397666211075433	0.0480816169645699	0.039641945090912	0.0309392801005883	0.0315085819113657	0.0291167957875549	0.0330027735055618	0.0232430196157779	0.0246022080567166	0.0206508085247125	0.0146778168264847	0.0132735983618816	0.0152770891860646	0.0154494595146599	0.0197483587378278	0.0146778168264847	0.0129429268287152	0.0123498387348549	0.0146778168264847	0.00705798870358438	0.00705798870358438	0.00705798870358438	0.00705798870358438	0.00761982812290028	0.00705798870358438	0.337215015837921	0.195109403637158	0.17702067621585	0.178833677662622	0.173514343519027	0.228594843687009	0.158991123840992	0.16100488845679	0.156457805107855	0.150062677684862	0.17715327267826	0.140459289887523	0.134902829370924	0.125998322030194	0.126520173601795	0.111088286671684	0.0948224647831142	0.0962720878541181	0.0952713431285613	0.0939765507493216	0.0922635267589382	0.0843472671610756	0.0489811930113271	0.0452980670354843	0.0472907379959949	0.0352790002084703	0.0409596463805424	0.070502055745797	0.0295727705878607	0.0402901047004124	0.0627432001746428	0.0634102357385825	0.027611015059851	0.0550331863713958	0.0234081826310456	0.0552159404693271	0.0205082715136438	0.0555821463757181	0.02068014979122	0.0209370314224932	0.0230212461821636	0.0254423753683555	0.0199099723274261	0.0544060887881503	0.053509822574628	0.0137147297700123	0.0132599954014378	0.0115973937002232	0.0132950986287138	0.0139716114012855	0.0462966496896979	0.0470706029583158	0.0159318152521063	0.015672597216327	0.0130528359372822	0.0141785929061377	0.00698439796060861	0.00650155688508235	0.037967860370227	0.0065366601123583	0.00653666011235829	0.00650155688508235	0.00650155688508235	0.00851154341740223	0.00765311951708492	0.00765311951708493	0.00832878931947097	0.00756409978133133	0.00756409978133133	0.00910274258808879	0.00765311951708492	0.00765311951708493	0.00721317288493	0.0078662204266446	0.0091027425880888	0.00832878931947097	0.00786622042664461	0.00832878931947097	0.00756409978133133	0.00786622042664461	0.037967860370227	0.00786622042664461	0.00832878931947097	0.00650155688508235	0.00698439796060861	0.00832878931947097
"Carassius_carassius"	0.314643152068903	1.50360719135818	0.250352660759898	0.230119808275231	0.228821474752456	0.187559887317817	0.202209300889911	0.182848704297528	0.159172752628665	0.183835404545267	0.160374498418415	0.172054809340649	0.104995251545098	0.146289882295519	0.101719094514165	0.0965007553799447	0.104621059209706	0.0895098450420326	0.094751938775764	0.0807837752533433	0.0761363731301799	0.0469833330897439	0.0413281878963982	0.0398851313934416	0.0480766020045166	0.0404082908238336	0.0307904453637362	0.0435087686282039	0.0297244169503181	0.0330207114750017	0.0236763495595497	0.0254483812163911	0.0205894910631703	0.0145269296348415	0.0132680460934407	0.0154630192038567	0.0153728018855342	0.0135418706327666	0.0145269296348415	0.0128664592101366	0.0122688409602539	0.0145269296348415	0.00698035223712785	0.00698035223712785	0.00698035223712785	0.00698035223712785	0.00754657739771362	0.00698035223712785	0.333505717996109	0.195055846829915	0.182518452348733	0.17754166893597	0.179078524853164	0.226397321931408	0.165322806886085	0.162171790325271	0.154101253599585	0.152573906648689	0.177173937021911	0.140969798966984	0.132419985707742	0.127319477825207	0.125532743478414	0.112777437826524	0.0958302315804583	0.0960935534183467	0.0961272358899452	0.062075955638903	0.0935515716988284	0.0525436101872559	0.0459388459871336	0.0775871049748303	0.0473954690451909	0.0352565914875067	0.0408229810896775	0.0364528799757707	0.0295548989579056	0.0722447402450053	0.030349348791183	0.0317615644305438	0.0273810085606964	0.0572570015315098	0.0562526893583255	0.0240190980102146	0.0206403088777473	0.0235785289201159	0.0207125123017821	0.020782045756712	0.0602012913727095	0.0234327751110729	0.0202085380944293	0.0239081123035546	0.0566157930067309	0.0140316907754782	0.0135738453418128	0.0115829944198681	0.0133607740457105	0.0141012242304082	0.049336258174694	0.015808963586188	0.0504118184313635	0.014540385204995	0.013440149757263	0.0139603563583407	0.00674969474218491	0.00675215594344142	0.00832878931947095	0.00653908464733917	0.00653908464733916	0.00675215594344142	0.00675215594344142	0.00776956533392789	0.00721685242882867	0.00721685242882867	0.0410074688552231	0.00787866019479714	0.00787866019479713	0.00748017426671706	0.00721685242882867	0.00721685242882867	0.00727953483203681	0.00796568567106568	0.00748017426671706	0.0410074688552231	0.00796568567106568	0.0410074688552231	0.00787866019479714	0.00796568567106568	0.00832878931947095	0.00796568567106568	0.0410074688552231	0.00675215594344142	0.0067496947421849	0.0410074688552231
"Abramis_brama"	0.321547195768529	0.284884062244022	1.34250659545423	0.235813039686024	0.269778259550722	0.191791188540605	0.188995860280397	0.195268578565556	0.168079361531942	0.189838164385986	0.167775886985443	0.211766841323478	0.113037264560036	0.117445274448059	0.105185751580752	0.103735067759216	0.11246137596585	0.0943635619454354	0.0975147727089041	0.0826515178251186	0.0745784718713776	0.0482301808671684	0.0423591311510711	0.0408892068068136	0.0497423018102648	0.0408148957233906	0.0318139440132908	0.0321912060953148	0.0299908549247878	0.0340689547349843	0.0238472636092953	0.0254224140764902	0.0210399690267397	0.0150338716870663	0.0136458144568992	0.0156419162507798	0.0158010850243134	0.013835913531943	0.0150338716870663	0.0133263771841181	0.0126165171130755	0.0150338716870663	0.00718159215153838	0.00718159215153838	0.00718159215153838	0.00718159215153838	0.00785227953552796	0.00718159215153838	0.343120513906834	0.200710632108851	0.182341052411455	0.185687540490913	0.178606842095096	0.235568386065839	0.165405138353851	0.168068711217328	0.161531077348963	0.157070980063849	0.181967071758583	0.145757335281134	0.138840716922807	0.130934501851221	0.129895854675455	0.115453937372642	0.10066168792729	0.101100033045173	0.062526320714134	0.100886052242229	0.0969136028930152	0.0902324379979175	0.0839653129133952	0.0791428427901757	0.0485123750575442	0.0362328330769138	0.0421220159694379	0.0369684521133588	0.0304116536032784	0.0755335955117101	0.0317703734322374	0.0690435272821349	0.028670660278966	0.0256195869665474	0.0227361753700769	0.0595140194225784	0.0207691933516544	0.0581638012395885	0.0208899922947326	0.0211889107157826	0.0225626400627489	0.0605319838647327	0.020020324465578	0.0241321496705947	0.0230849597214244	0.0137083337575561	0.0141078839959736	0.0119275331767426	0.0139653423815602	0.0140072521786061	0.0162811087513301	0.0164998034496295	0.0153196186913031	0.0152705699826079	0.013652425145539	0.0139855095072708	0.00726668129314519	0.00690448278746179	0.00851154341740222	0.00676194117304836	0.00676194117304836	0.00690448278746179	0.00690448278746179	0.0416639977899589	0.00754991491434495	0.00754991491434495	0.00776956533392789	0.00813592133082797	0.00813592133082796	0.0079882600322273	0.00754991491434495	0.00754991491434495	0.00680385097009428	0.00816275906605469	0.0079882600322273	0.00776956533392789	0.0081627590660547	0.00776956533392789	0.00813592133082797	0.0081627590660547	0.00851154341740222	0.00816275906605469	0.00776956533392789	0.00690448278746179	0.00726668129314519	0.00776956533392789
"Alburnus_alburnus"	0.297168327228796	0.292075141272408	0.263022236572873	1.4140140856112	0.23564460260027	0.193737085836039	0.196654306806653	0.183643971519356	0.163487106665918	0.181355377337173	0.165055413900906	0.180453898774891	0.112635630715237	0.11778863259225	0.100557714632225	0.097719622236617	0.105580050620145	0.0929166152534423	0.0971384612469027	0.0827932399234816	0.0855236090235331	0.049212950774987	0.0432587644342087	0.0416107189420602	0.04828761628077	0.0419460171720864	0.0323442132559325	0.0331847815040055	0.0308144799743226	0.034719032323883	0.0245559730863786	0.0262834651368863	0.0214211036200171	0.0152769772536745	0.0139020999308367	0.0160527039327787	0.0161140302241688	0.0137985431643653	0.0152769772536745	0.0135563116800265	0.0128337152351278	0.0152769772536745	0.00729708366974562	0.00729708366974562	0.00729708366974562	0.00729708366974562	0.00797989358392891	0.00729708366974562	0.348638441998958	0.20448922671111	0.188961536746664	0.188152842834815	0.184840872219588	0.239396807517867	0.170464208049229	0.170337977100997	0.164698390946568	0.119269718040156	0.186135538371156	0.149132809690158	0.101469844041475	0.134255836302978	0.135203902078898	0.119155423251398	0.104418527525177	0.104503741825428	0.0624465557369002	0.10436003296902	0.102254913220052	0.0531576834362201	0.0884165166337528	0.0865076031310165	0.0484589663418641	0.0369108771025476	0.0415311715238228	0.0361192194145537	0.0309801005338756	0.0399397472929516	0.0304086904987134	0.0323063334891172	0.0281632683654181	0.0239888346492581	0.0639918821411084	0.0241859080442471	0.0205505698427933	0.0235416874184911	0.0208192947515181	0.0208513499471029	0.0230043878903973	0.0244401130624726	0.020480421221142	0.0653652227540012	0.0229114611427498	0.0140540901351369	0.0139811253757796	0.0121493377714233	0.0134710147977538	0.0140861453307217	0.0158319060977103	0.0153789283524364	0.0155378120519961	0.015029762146277	0.01390779308432	0.0138447596614207	0.00724086197455096	0.00697453509009741	0.0078662204266446	0.0064644245120716	0.0064644245120716	0.00697453509009741	0.00697453509009741	0.00816275906605469	0.00742749362554077	0.00742749362554078	0.00796568567106568	0.00777237331445028	0.00777237331445028	0.00751270792579182	0.00742749362554077	0.00742749362554078	0.00707955504503949	0.0489466414250032	0.00751270792579182	0.00796568567106568	0.0489466414250032	0.00796568567106568	0.00777237331445028	0.0489466414250032	0.0078662204266446	0.0489466414250032	0.00796568567106568	0.0069745350900974	0.00724086197455096	0.00796568567106568
"Blicca_bjoerkna"	0.330046941308586	0.290427256416579	0.300906520268113	0.235644602600271	1.28845261907015	0.18884241634189	0.192018114425897	0.188126193209153	0.165478219313136	0.187253901467337	0.171655624710068	0.211796405590578	0.115186954980132	0.119993323024804	0.106759306445709	0.105761298482192	0.108798376773416	0.0964469255737095	0.0996825279150848	0.0787951632402093	0.0760441024527941	0.0491500053986877	0.0431483766984983	0.041532672068123	0.0507313496666715	0.0416576564370189	0.0323968998551549	0.0328909481510659	0.0304644626183984	0.0347916858557596	0.0243206886335469	0.0259804291997744	0.0213229321939606	0.015290574564212	0.0139044945408553	0.0159389612226468	0.0161172804709148	0.0139112922856976	0.015290574564212	0.013556305642131	0.0128389655128345	0.015290574564212	0.00730584910461188	0.00730584910461188	0.00730584910461188	0.00730584910461188	0.00798472545960014	0.00730584910461188	0.349057234998123	0.204633687686576	0.186260609131114	0.189300586394239	0.182254589158516	0.239541763788004	0.169350027115854	0.171365949990859	0.164752980393395	0.160684486202662	0.18601910662195	0.149365850438447	0.142246963391433	0.134014033300448	0.132917170315808	0.118631555370283	0.104033478342364	0.104005046770785	0.0634430767017333	0.104083661796205	0.100112508413515	0.0935326479692522	0.0872421431905015	0.0463979654883565	0.0483923422431305	0.0368874427214842	0.0423928127900602	0.0366969065615874	0.0309532232362828	0.0429751052873583	0.0320482234264198	0.072206136116304	0.0284514623252716	0.0612575630063265	0.0229903240276959	0.062675297864728	0.0208676740756908	0.0257710864372896	0.0210329151564075	0.0213265118529481	0.0230350631709716	0.0634695994346062	0.0201078587658285	0.0244978754785251	0.0235699321578459	0.0137109791076403	0.0138902506731567	0.0121507283823306	0.0139550219563586	0.014004575804181	0.0166572800385137	0.0164326082220723	0.0156345998369817	0.0156156152043475	0.0136528310774477	0.0142345881680994	0.00740487567729423	0.00679832698830806	0.00873653668169786	0.00686309827150987	0.00686309827150987	0.00679832698830805	0.00679832698830806	0.00933847821521729	0.00772450311195306	0.00772450311195307	0.00792074335681579	0.00802516720574299	0.00802516720574299	0.00769607154037444	0.00772450311195307	0.00772450311195307	0.00691265211933228	0.00815692855154783	0.00769607154037445	0.00792074335681579	0.00815692855154783	0.00792074335681579	0.00802516720574299	0.00815692855154783	0.00873653668169786	0.00815692855154783	0.00792074335681579	0.00679832698830805	0.00740487567729423	0.00792074335681579
"Esox_lucius"	0.245614371214222	0.247579051259519	0.222477778707102	0.201486569269481	0.196396112995566	1.47676887414566	0.258304820832581	0.164720838477952	0.20877793676417	0.165161337114735	0.14880813473534	0.1471860440869	0.12284282090255	0.111260578390628	0.119213695414115	0.12818978308809	0.0948331483347371	0.0823062753104408	0.0868101939032761	0.0906469831077878	0.0702403058778744	0.0511757804176411	0.0451230060639663	0.050300068881825	0.0515619242083725	0.0432072257957852	0.0338985620316146	0.0336301480196366	0.0551983276813444	0.0346059648367468	0.0256858412424485	0.0271887265191738	0.0380645445648981	0.0158999396482923	0.0143012271351892	0.0167786470531276	0.0164376571711587	0.0143351425904535	0.0158999396482923	0.0142661096595505	0.0135796780183893	0.0158999396482923	0.00764847507990577	0.00764847507990577	0.00764847507990577	0.00764847507990577	0.00825146456838652	0.00764847507990577	0.365427142706609	0.204600591475027	0.197937648651575	0.191057132423362	0.192748074990239	0.247543937051596	0.172859028958587	0.168563166229354	0.16002701987726	0.166245318755318	0.185549399704229	0.143801394112426	0.0897302397282191	0.0869072129527506	0.128847194943187	0.0708227917570768	0.0543291387605947	0.0543713524534207	0.0547019570155777	0.0559144505750077	0.0576500622230204	0.0539490153467711	0.040731232710995	0.0909007076312669	0.102674293741442	0.0395413529232235	0.0958457322201807	0.0371481528363765	0.0334146949509109	0.034470839859122	0.0266706525022158	0.0268277386447627	0.0326666303899509	0.0200520398168318	0.0230256645835117	0.0202043666608522	0.0259103369736304	0.0201446194284604	0.0713373303099307	0.0271212767020084	0.0214714050015429	0.0203261817596804	0.0738820163886861	0.0205001225629672	0.0225526863784967	0.0624626530192168	0.0621113053305654	0.0126814843622445	0.0166113634236575	0.0182465994112945	0.0132537128285238	0.0132401366409986	0.0139046216971246	0.0134305158612173	0.0655833031975463	0.0181736508406868	0.00789703848659247	0.0531636794692439	0.00650155688508235	0.00766373756233597	0.00766373756233596	0.0531636794692438	0.0531636794692439	0.0069044827874618	0.00669636606309027	0.00669636606309028	0.00675215594344143	0.00707834301920293	0.00707834301920292	0.00673857975591623	0.00669636606309027	0.00669636606309028	0.0092989735499729	0.00697453509009741	0.00673857975591623	0.00675215594344143	0.00697453509009742	0.00675215594344143	0.00707834301920293	0.00697453509009741	0.00650155688508235	0.00697453509009741	0.00675215594344143	0.0531636794692438	0.00789703848659247	0.00675215594344143
"Perca_fluviatilis"	0.272497642319578	0.266916277174683	0.21923519792526	0.204520479078919	0.199698839002933	0.258304820832581	1.40530544450672	0.17000294477958	0.234927488919536	0.157254085783073	0.138231606712684	0.153503126046468	0.117765432774243	0.113266801921634	0.133529611855279	0.165560388692909	0.0903785114981596	0.074160831009376	0.0842323038984006	0.0927304552670025	0.0647183449702208	0.050755269507479	0.0447643736824815	0.0497595323874796	0.0494221565573856	0.0426511493522564	0.0337415199734069	0.0332444926395858	0.0324960066055668	0.0293868632645799	0.0250212478392654	0.0266321977568855	0.0371959308022862	0.015881306164416	0.0143240309148197	0.0164379572145108	0.0163787418312149	0.0225759698881109	0.015881306164416	0.014268559456854	0.0134820646915554	0.015881306164416	0.00758849268605333	0.00758849268605333	0.00758849268605333	0.00758849268605333	0.00829281347836268	0.00758849268605333	0.362561317222548	0.206077884449985	0.190739791661212	0.191424251263715	0.186822028934103	0.24878440435088	0.173767249180498	0.12556540691194	0.119149784304713	0.168692081333593	0.185571926397856	0.0989417499379355	0.0898251081690619	0.130761948986338	0.0846442452602598	0.113762966534232	0.0551562896448692	0.0558905332655994	0.0543805060158877	0.0561576289732313	0.0597891882659324	0.0999585066657394	0.0399918254639405	0.0488759763248681	0.101922642778531	0.0392904800366806	0.0975748450097338	0.0832637622336533	0.0331985887693961	0.0345088756558587	0.0264559654651144	0.0278373166464476	0.0345687433681939	0.0214053598362991	0.0649500858793183	0.0209296759743566	0.0692433634323472	0.0209716897778253	0.0713518426155702	0.0721211900192917	0.0220409829423344	0.0206241437615176	0.0710487487929008	0.0207645624269916	0.0650837037192089	0.059889969552215	0.0193672945036673	0.0125991511033177	0.0186523674301052	0.0606593169559365	0.0144927077169668	0.014167838807731	0.0145609720984275	0.0122881266573834	0.0166105750362254	0.0620528690655974	0.0075706349640585	0.0092989735499729	0.00721317288492999	0.00858404647641077	0.00858404647641076	0.0092989735499729	0.0092989735499729	0.00680385097009428	0.00622042230207079	0.00622042230207079	0.00727953483203681	0.00673946081927454	0.00673946081927453	0.00695466592280101	0.00622042230207079	0.00622042230207079	0.0505909960022421	0.00707955504503949	0.00695466592280101	0.00727953483203682	0.0070795550450395	0.00727953483203681	0.00673946081927454	0.0070795550450395	0.00721317288492999	0.0070795550450395	0.00727953483203682	0.0092989735499729	0.0075706349640585	0.00727953483203682
"Scardinius_erythrophthalmus"	0.343881386661133	0.274273056446292	0.257399489927324	0.217033784522875	0.222330955610817	0.187182770997673	0.19318516452225	1.3408285266977	0.156430570021547	0.183055058469226	0.178901203130911	0.172601377732623	0.103616495712913	0.124536087422612	0.0994641749527878	0.0969094588168196	0.104943807278451	0.110635893170738	0.102008138704938	0.0818533368914185	0.0847701210891027	0.0510678950478111	0.0448046655241693	0.042775414716712	0.049896436591816	0.0409323991771428	0.0336300181693663	0.0313641902480233	0.0316644522781043	0.0362820848601345	0.025426065594784	0.0246012877259734	0.0219398898983505	0.0158573261038838	0.0144277705945639	0.0166751579790977	0.0168071642617372	0.023649481473998	0.0158573261038838	0.0139818451255083	0.0133849435202161	0.0158573261038838	0.00764414218841082	0.00764414218841082	0.00764414218841082	0.00764414218841082	0.008213183915473	0.00764414218841082	0.365220126779628	0.212348137534099	0.194464613681916	0.195505321515586	0.19065477780339	0.24639551746419	0.128810214925782	0.177318883334363	0.172192674515305	0.118948953817463	0.193441577103557	0.15691589362128	0.150922228700012	0.140280724972475	0.141960301228013	0.125204868491996	0.0634427892835967	0.110244311234884	0.113366598593652	0.0629448105085163	0.0602019426447936	0.0529220857477233	0.048066683260313	0.0437906895875178	0.0472357114644559	0.038272008878702	0.0401617153163474	0.0889185515865954	0.0320481178335297	0.0389514986343345	0.081057400444219	0.0325541361586586	0.0271261535782318	0.0242789883951803	0.0219475481153099	0.0247870741606906	0.0200529587421179	0.071943078712495	0.0204023620583432	0.0203679495890647	0.0225430084068331	0.0234513935705698	0.0202752126482224	0.0250924626227909	0.0235375827776069	0.0136932456787173	0.0134427470425539	0.0126192754909188	0.0130982928193169	0.0136588332094387	0.0165829168548059	0.0639548186802676	0.0154860656010278	0.0171025817639514	0.0138630815184897	0.013663782302427	0.00666106043868724	0.00673857975591623	0.0091027425880888	0.00639412553267922	0.00639412553267921	0.00673857975591623	0.00673857975591623	0.00798826003222731	0.00805055414089099	0.008050554140891	0.00748017426671707	0.00784521679153826	0.00784521679153826	0.0548520760921788	0.00805055414089099	0.008050554140891	0.00695466592280101	0.00751270792579182	0.0548520760921788	0.00748017426671707	0.00751270792579183	0.00748017426671707	0.00784521679153826	0.00751270792579182	0.00910274258808879	0.00751270792579182	0.00748017426671707	0.00673857975591623	0.00666106043868724	0.00748017426671707
"Gymnocephalus_cernuus"	0.255318788395652	0.250128611273617	0.232109594496492	0.202412608253042	0.204877795340073	0.248545162814488	0.279675582047067	0.163879644784477	1.31450422282493	0.160639855521281	0.145584739018513	0.159828356004993	0.137634119199642	0.112471140159708	0.183680313914559	0.14158442309452	0.0984114608122048	0.0816563487860521	0.0892217874207791	0.104916198968159	0.068823145710014	0.0495824118561972	0.043598629591551	0.0496998470236238	0.0537954536915456	0.0416670660748073	0.0340869823144528	0.031537724547932	0.0306261780089768	0.0327408367006402	0.0234988458479732	0.0251933350469265	0.0241531253892446	0.0162745600597078	0.0146510249303749	0.0167726223702813	0.0167884417777775	0.0148419305803224	0.0162745600597078	0.0145168562196559	0.0135863438301507	0.0162745600597078	0.00770452496382832	0.00770452496382832	0.00770452496382832	0.00770452496382832	0.00857003509587949	0.00770452496382832	0.368105081605131	0.214358370454616	0.149471632837598	0.198312780157542	0.191437611914008	0.257101052876385	0.177536934185874	0.178330628051134	0.165543997089106	0.179055439307259	0.19177157718337	0.101287848248173	0.0952599073364701	0.1370938141862	0.0855328532914414	0.0729616601726482	0.0555101976064536	0.0556630516372583	0.0549291490268171	0.0587813613647088	0.0649804288439597	0.104452254169489	0.0417264784466866	0.0957576599249469	0.112905204882675	0.0392121257754824	0.105809768443926	0.039652253424967	0.0330378951320911	0.0354827914246496	0.0266948930504124	0.0282460394299407	0.0864342810141159	0.0206720515995756	0.023896600637748	0.021053763409716	0.0782122363978417	0.020666007011505	0.0288179453369443	0.0762062147395484	0.0211479650033516	0.0214876009135852	0.0262618844317893	0.0206473433730391	0.0236484488684213	0.019015946815016	0.0652835211252473	0.0125105383409697	0.0681439154441473	0.0664042162176201	0.0135801279147269	0.0134626058029932	0.0140519769800669	0.0132322872474192	0.0158385159133413	0.0198703194756227	0.00884790766283415	0.00894762586132156	0.00675843851635549	0.0118080201802216	0.0118080201802216	0.00894762586132155	0.00894762586132156	0.00720340120851181	0.00655131325583308	0.00655131325583309	0.00682168939837137	0.00688456523662634	0.00688456523662633	0.00670416728663771	0.00655131325583308	0.00655131325583309	0.0100683209536944	0.00700659028568221	0.00670416728663771	0.00682168939837137	0.00700659028568221	0.00682168939837137	0.00688456523662634	0.00700659028568221	0.00675843851635549	0.00700659028568221	0.00682168939837137	0.00894762586132155	0.00884790766283414	0.00682168939837137
"Tinca_tinca"	0.285754880628073	0.288884207142562	0.262157465104457	0.224535229084119	0.231838163721464	0.196620639422304	0.187207244979848	0.19177196601538	0.160639855521281	1.33943723468033	0.172095969096708	0.188695470201078	0.108098190768276	0.122523772772169	0.103863435326382	0.103811329237574	0.114455499412172	0.0935450723541763	0.0963330866348709	0.075725241061593	0.0791705848463328	0.0517720373283228	0.0454082523850875	0.0433343513074792	0.0533610482240103	0.0441999972687628	0.0339947863334961	0.0348348273081083	0.0322614777696731	0.0367152971702568	0.0258097487868524	0.02775691993148	0.022114302885219	0.0159786744740061	0.0146212329185595	0.0168468679889007	0.0169275398393663	0.0139741414321998	0.0159786744740061	0.0141954315281685	0.0134355698620924	0.0159786744740061	0.00762870714040784	0.00762870714040784	0.00762870714040784	0.00762870714040784	0.00834996733359823	0.00762870714040784	0.364482674486152	0.215462382590277	0.19917512884337	0.199217609424672	0.194605617912628	0.250499020007947	0.180877700939559	0.181085678023624	0.174048059411789	0.169455285162502	0.196308690311345	0.158680176578711	0.151802774791648	0.0936792495365883	0.143831572100059	0.127733176761522	0.113016289510421	0.113117187692608	0.0623613678467588	0.0634039876512446	0.0598175980573497	0.0530274487108376	0.0478227643574906	0.044565134791448	0.0476438980014257	0.0387124181445634	0.0415154117877463	0.0352524127321774	0.0324748010809459	0.090494493055458	0.0308073229202904	0.0322164844769508	0.0273259414668263	0.0234679271818715	0.022390494328522	0.0237251883179023	0.0203009611840254	0.0235452379036976	0.0210047420164634	0.0208109642338868	0.0235930245887609	0.0246523846956195	0.0204520947040432	0.0232535315804149	0.022182220795403	0.0138178038384775	0.0139629082558293	0.0127754663393851	0.0135615003647509	0.0136240260559009	0.0154427599761285	0.0154093165728696	0.0157551884444365	0.0153980063474208	0.0143371755173794	0.0139263989972604	0.00694916940653206	0.00707834301920293	0.00756409978133133	0.00667693512812454	0.00667693512812453	0.00707834301920293	0.00707834301920293	0.00813592133082798	0.00774431860935186	0.00774431860935186	0.00787866019479714	0.0574044529148713	0.0574044529148713	0.00784521679153826	0.00774431860935186	0.00774431860935186	0.00673946081927454	0.00777237331445029	0.00784521679153826	0.00787866019479715	0.00777237331445029	0.00787866019479715	0.0574044529148713	0.00777237331445029	0.00756409978133133	0.00777237331445029	0.00787866019479715	0.00707834301920293	0.00694916940653206	0.00787866019479715
