"Nephrosperma_vanhoutteanum"	"Canthium_bibracteatum"	"Erythroxylum_sechellarum"	"Paragenipa_wrightii"	"Premna_serratifolia"	"Ochna_kirkii"	"Lasioglossum_mahense"	"Apis_mellifera"	"Rhiparida_seychellensis"	"Megachile_seychellensis"	"Rhynchium_brunneum"	"Neophyllomyza_approximatonervis"	"Unidentified_sp1_M_PL_115"	"Unidentified_sp2_M_PL_115"	"Ceratina_tabescens"	"Hemipyrellia_sp1_M_PL_115"	"Lygistorrhina_sp1_M_PL_115"	"Tricimba_seychellensis"	"Unidentified_sp4_M_PL_115"	"Xylocopa_caffra"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Phelsuma_sp1_M_PL_115"	"Unidentified_sp3_M_PL_115"
"Nephrosperma_vanhoutteanum"	3.22830124803461	0.664338823445028	0.594631367072483	0.487964119115783	0.287922337068937	0	0.738205801902291	0.65182910078161	0.322830124803461	0.17179169270647	0.0863767011206812	0.322830124803461	0.24358398439236	0.322830124803461	0.0854149915857892	0.0854149915857893	0.45662218239477	0.322830124803461	0.322830124803461	0	0.0854149915857892	0.0854149915857892	0.322830124803461	0.109791926801051
"Canthium_bibracteatum"	0.854149915857893	2.87183199407618	0.494527939238714	0.509116287369516	0.53353175819454	0	0.840530012126511	0.68047048466815	0.0854149915857893	0.52929506955387	0.160059527458362	0.0854149915857893	0.225819950986852	0.0854149915857893	0.369235542095508	0.369235542095509	0.1966837779145	0.0854149915857893	0.0854149915857893	0	0.369235542095508	0.369235542095509	0.0854149915857893	0.114551164658141
"Erythroxylum_sechellarum"	1.33792057591309	0.86542389366775	1.88727353744308	0.797467919574766	0.375071968138163	0	0.961649262190483	0.849127671749034	0.133792057591309	0.223790376770159	0.112521590441449	0.133792057591309	0.604066827829015	0.133792057591309	0.111268786328711	0.111268786328711	0.558428603516001	0.133792057591309	0.133792057591309	0	0.111268786328711	0.111268786328711	0.133792057591309	0.179430281904322
"Paragenipa_wrightii"	1.09791926801051	0.890953502896653	0.797467919574766	2.09068078452332	0.386136419731591	0	0.990017475800739	0.874176549881262	0.109791926801051	0.230392090577618	0.115840925919477	0.109791926801051	0.64983345842207	0.109791926801051	0.114551164658141	0.114551164658141	0.289222208705374	0.109791926801051	0.109791926801051	0	0.114551164658141	0.114551164658141	0.109791926801051	0.470403176517747
"Premna_serratifolia"	0.863767011206812	1.24490743578726	0.50009595751755	0.514848559642121	2.1395389305831	0	1.1166604241149	0.474798744939969	0.0863767011206811	0.801921206633292	0.64186167917493	0.0863767011206812	0.228362516360926	0.0863767011206812	0.160059527458362	0.160059527458362	0.19889829156213	0.0863767011206811	0.0863767011206811	0	0.160059527458362	0.160059527458362	0.0863767011206811	0.115840925919477
"Ochna_kirkii"	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0
"Lasioglossum_mahense"	1.32877044342412	1.17674201697712	0.769319409752386	0.792013980640591	0.66999625446894	0	1.83647133570429	0.635472459363604	0.132877044342412	0.352294278523454	0.200998876340682	0.132877044342412	0.35130001283842	0.132877044342412	0.151295402182772	0.151295402182772	0.3059739115367	0.132877044342412	0.132877044342412	0	0.151295402182772	0.151295402182772	0.132877044342412	0.178203145644133
"Apis_mellifera"	1.46661547675862	1.19082334816926	0.849127671749034	0.874176549881262	0.356099058704977	0	0.794340574204505	1.68751085659301	0.146661547675862	0.259935576661827	0.106829717611493	0.146661547675862	0.387743449866817	0.146661547675862	0.153105859050334	0.153105859050334	0.337715273819395	0.146661547675862	0.146661547675862	0	0.153105859050334	0.153105859050334	0.146661547675862	0.196689723723284
"Rhiparida_seychellensis"	2.90547112323115	0.597904941100525	0.535168230365235	0.439167707204204	0.259130103362043	0	0.664385221712062	0.586646190703449	1.29054711232311	0.154612523435823	0.077739031008613	0.290547112323115	0.219225585953124	0.290547112323115	0.0768734924272103	0.0768734924272104	0.410959964155293	0.290547112323115	0.290547112323115	0	0.0768734924272104	0.0768734924272104	0.290547112323115	0.098812734120946
"Megachile_seychellensis"	0.773062617179117	1.85253274343855	0.447580753540319	0.460784181155237	1.20288180994994	0	0.880735696308635	0.519871153323653	0.0773062617179117	1.59904732428422	0.360864542984981	0.0773062617179117	0.2043821103065	0.0773062617179117	0.238182781299242	0.238182781299242	0.178011931264483	0.0773062617179117	0.0773062617179117	0	0.238182781299242	0.238182781299242	0.0773062617179117	0.103676440759928
"Rhynchium_brunneum"	0.77739031008613	1.12041669220853	0.450086361765795	0.463363703677909	1.92558503752479	0	1.00499438170341	0.427318870445972	0.077739031008613	0.721729085969962	1.57767551125744	0.0777390310086131	0.205526264724833	0.077739031008613	0.144053574712526	0.144053574712526	0.179008462405917	0.077739031008613	0.077739031008613	0	0.144053574712526	0.144053574712526	0.077739031008613	0.104256833327529
"Neophyllomyza_approximatonervis"	2.90547112323115	0.597904941100525	0.535168230365235	0.439167707204204	0.259130103362043	0	0.664385221712062	0.586646190703449	0.290547112323115	0.154612523435823	0.0777390310086131	1.29054711232312	0.219225585953124	0.290547112323115	0.0768734924272103	0.0768734924272104	0.410959964155293	0.290547112323115	0.290547112323115	0	0.0768734924272103	0.0768734924272104	0.290547112323115	0.098812734120946
"Unidentified_sp1_M_PL_115"	1.09612792976562	0.790369828453981	1.20813365565803	1.29966691684414	0.342543774541389	0	0.87825003209605	0.775486899733633	0.109612792976562	0.2043821103065	0.102763132362417	0.109612792976562	1.56425512881299	0.109612792976562	0.101618977944083	0.101618977944083	0.381442865499619	0.109612792976562	0.109612792976562	0	0.101618977944083	0.101618977944083	0.109612792976562	0.292425056289931
"Unidentified_sp2_M_PL_115"	2.90547112323115	0.597904941100525	0.535168230365235	0.439167707204204	0.259130103362043	0	0.664385221712062	0.586646190703449	0.290547112323115	0.154612523435823	0.077739031008613	0.290547112323115	0.219225585953124	1.29054711232312	0.0768734924272103	0.0768734924272104	0.410959964155293	0.290547112323115	0.290547112323115	0	0.0768734924272103	0.0768734924272103	0.290547112323115	0.098812734120946
"Ceratina_tabescens"	0.768734924272103	2.58464879466856	0.445075145314843	0.458204658632564	0.480178582375085	0	0.75647701091386	0.612423436201335	0.0768734924272104	0.476365562598483	0.144053574712526	0.0768734924272104	0.203237955888167	0.0768734924272104	1.33231198788596	0.332311987885958	0.17701540012305	0.0768734924272103	0.0768734924272104	0	0.332311987885958	0.332311987885958	0.0768734924272104	0.103096048192327
"Hemipyrellia_sp1_M_PL_115"	0.768734924272103	2.58464879466856	0.445075145314843	0.458204658632564	0.480178582375085	0	0.75647701091386	0.612423436201335	0.0768734924272104	0.476365562598483	0.144053574712526	0.0768734924272104	0.203237955888167	0.0768734924272104	0.332311987885958	1.33231198788596	0.17701540012305	0.0768734924272103	0.0768734924272104	0	0.332311987885958	0.332311987885958	0.0768734924272104	0.103096048192327
"Lygistorrhina_sp1_M_PL_115"	2.05479982077646	0.68839322270075	1.116857207032	0.578444417410747	0.298347437343195	0	0.764934778841749	0.67543054763879	0.205479982077646	0.178011931264483	0.0895042312029585	0.205479982077646	0.381442865499619	0.205479982077646	0.088507700061525	0.088507700061525	1.45677285365985	0.205479982077646	0.205479982077646	0	0.088507700061525	0.088507700061525	0.205479982077646	0.130149993917418
"Tricimba_seychellensis"	2.90547112323115	0.597904941100525	0.535168230365235	0.439167707204204	0.259130103362043	0	0.664385221712062	0.586646190703449	0.290547112323115	0.154612523435823	0.077739031008613	0.290547112323115	0.219225585953124	0.290547112323115	0.0768734924272103	0.0768734924272103	0.410959964155293	1.29054711232311	0.290547112323115	0	0.0768734924272103	0.0768734924272103	0.290547112323115	0.098812734120946
"Unidentified_sp4_M_PL_115"	2.90547112323115	0.597904941100525	0.535168230365235	0.439167707204204	0.259130103362043	0	0.664385221712062	0.586646190703449	0.290547112323115	0.154612523435823	0.077739031008613	0.290547112323115	0.219225585953124	0.290547112323115	0.0768734924272103	0.0768734924272103	0.410959964155293	0.290547112323115	1.29054711232311	0	0.0768734924272103	0.0768734924272103	0.290547112323115	0.098812734120946
"Xylocopa_caffra"	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0
"Hemipyrellia_germana"	0.768734924272103	2.58464879466856	0.445075145314843	0.458204658632564	0.480178582375086	0	0.75647701091386	0.612423436201335	0.0768734924272104	0.476365562598483	0.144053574712526	0.0768734924272104	0.203237955888167	0.0768734924272104	0.332311987885958	0.332311987885958	0.17701540012305	0.0768734924272103	0.0768734924272103	0	1.33231198788596	0.332311987885958	0.0768734924272103	0.103096048192327
