"Bouteloua_gracilis"	"Bouteloua_hirsuta"	"Unidentified_sp5_A_PH_005"	"Croton_pottsii"	"Buchloe_dactyloides"	"Polygala_longa"	"Unidentified_sp11_A_PH_005"	"Xanthocephalum_texanum"	"Cryptantha_mexicana"	"Unidentified_sp12_A_PH_005"	"Unidentified_sp4_A_PH_005"	"Allionia_incarnata"	"Eragrostis_intermedia"	"Lesquerella_fendleri"	"Unidentified_sp6_A_PH_005"	"Unidentified_sp8_A_PH_005"	"Gaillardia_pinnatifida"	"Gilia_rigidula"	"Iva_ambrosiaefolia"	"Sporobolus_sp1_A_PH_005"	"Unidentified_sp14_A_PH_005"	"Argythamnia_neomexicana"	"Bouteloua_curtipendula"	"Choenopodium_sp1_A_PH_005"	"Dalea_greggii"	"Hilaria_mutica"	"Lepidium_lasiocarpum"	"Muhlenbergia_sp1_A_PH_005"	"Scleropogon_brevifolius"	"Tidestromia_lanuginosa"	"Unidentified_sp1_A_PH_005"	"Unidentified_sp13_A_PH_005"	"Unidentified_sp2_A_PH_005"	"Verbena_wrightii"	"Acacia_constricta"	"Aristida_writgii"	"Asclepius_sp1_A_PH_005"	"Buddleja_scordioides"	"Calyophus_hartwegii"	"Cassia_roemeriana"	"Castilleja_sp1_A_PH_005"	"Convolvulus_equitans"	"Dyssodia_acerosa"	"Guara_coccinea"	"Leptaloma_cognata"	"Machaeranthera_scabrella"	"Setaria_leucopila"	"Sida_filicaulis"	"Unidentified_sp10_A_PH_005"	"Unidentified_sp15_A_PH_005"	"Unidentified_sp3_A_PH_005"	"Unidentified_sp7_A_PH_005"	"Unidentified_sp9_A_PH_005"	"Zinnia_grandiflora"	"Melanoplus_desultorius"	"Trimerotropis_pallidipennis"	"Hadrotettix_trifasciatus"	"Cibolacris_parviceps"	"Melanoplus_arizonae"	"Melanoplus_gladstoni"	"Hesperotettix_viridis"	"Ageneotettix_deorum"	"Heliaula_rufa"	"Leprus_cyaneus"	"Pedioscirtetes_maculipennis"	"Phoetaliotes_nebrascensis"	"Acrolophitus_variegatus"	"Aulocara_femoratum"	"Psoloessa_texana"	"Xanthippus_corallipes"	"Arphia_aberrans"	"Arphia_crassa"	"Eritettix_variabilis"	"Mermiria_bivittata"	"Opeia_obscura"	"Parapomala_wyomingensis"	"Syrbula_fuscovittata"	"Trachyrachys_aspera"
"Bouteloua_gracilis"	1.65935135027496	0.473262135476212	0.259803523024474	0.236213944418373	0.306206198359765	0.122915624976192	0.101799620436086	0.104291162919653	0.0923346793382312	0.0891028483586468	0.0867156109091713	0.0649074401814842	0.128495125015694	0.0802033457025232	0.0879809013129058	0.102305331412882	0.0478329501747101	0.0554357506606596	0.0775447500213249	0.0910109375287438	0.0697222237660494	0.0410794284651635	0.0712831795826035	0.0337024177033401	0.0260247794470229	0.0669561008807498	0.0307118432266543	0.0890354689486799	0.0712831795826035	0.0284868546668661	0.0358638654286895	0.0302496052471666	0.0302447969996296	0.033476627979214	0.0143563221954961	0.0345673640860328	0.0161190727757967	0.01413053247137	0.019346095507844	0.01413053247137	0.01413053247137	0.01413053247137	0.0118942469756529	0.01413053247137	0.0163555210311582	0.0161142645282597	0.0217333329573195	0.019346095507844	0.0217333329573195	0.01413053247137	0.021072690479207	0.0161142645282597	0.0118942469756529	0.0118942469756529	0.361113607601677	0.4829629546071	0.365426248481497	0.191417629273282	0.214856860376795	0.252982180068907	0.0925108098106338	0.235089156799295	0.230449093906885	0.240132040418062	0.107460485171978	0.140484603194713	0.0908640057286566	0.188967950286278	0.224037875819341	0.18357233809891	0.164812116858563	0.150742559744768	0.162362171003995	0.15120761310562	0.14355286186091	0.12061231434843	0.12061231434843	0.12061231434843
"Bouteloua_hirsuta"	0.618881254084277	1.53135812291515	0.231593661821128	0.227442581166213	0.228262065879645	0.124196208402938	0.112483450005457	0.112174862553348	0.0894115182926268	0.0970658187898016	0.0901279056893373	0.072909811026927	0.104851715054811	0.0724231542793111	0.101433360501559	0.109199064551058	0.0489606166041677	0.053029810070065	0.076606153891072	0.100205194994184	0.0684929913939428	0.0386329782406819	0.0777578492177918	0.0302443643994919	0.0317425219417575	0.0744738340136164	0.0305215518501263	0.0655390165484543	0.0777578492177918	0.0331130840340589	0.0415016978752489	0.0359518068681079	0.0422180852719594	0.0345637847747846	0.0143968318293831	0.0363295676435418	0.0172355546634321	0.0187162522046758	0.0158475325701088	0.0187162522046758	0.0187162522046758	0.0187162522046758	0.0130262697370817	0.0187162522046758	0.0161247200207432	0.0235018330672836	0.0227854456705731	0.0158475325701088	0.0227854456705731	0.0187162522046758	0.0182975293036255	0.0235018330672836	0.0130262697370817	0.0130262697370817	0.478304223008382	0.506343237123847	0.299342281879833	0.191957757725108	0.313357774230448	0.196282844643177	0.101315431288413	0.263394814822273	0.242197117623612	0.254990846629673	0.114903697756214	0.121983528690837	0.089581777893018	0.210614039445942	0.217545078249614	0.200862512236738	0.0978621887340534	0.172294627810144	0.0879363415450791	0.0820354199856072	0.0773923564290943	0.138781402504017	0.138781402504017	0.138781402504017
"Unidentified_sp5_A_PH_005"	0.401514535583278	0.27370160033406	1.34887259379599	0.258285645145289	0.216002924305502	0.134239640353474	0.162635323220501	0.15036052349988	0.126383423706919	0.129282406496854	0.130135559451462	0.0944548559431849	0.0978084048553264	0.0945926916824253	0.124126794497378	0.0907589842562419	0.0748182001050522	0.0755775314549482	0.0704131730458771	0.0774144682032092	0.0692240579305374	0.0485247884670353	0.0347513232968687	0.0517417136987346	0.0391374965967753	0.0414998670758448	0.0453912403576497	0.0372950691746419	0.0347513232968687	0.0501292293942306	0.0469123041625313	0.0594698382647963	0.0506644399070739	0.0477654571171392	0.027052742987913	0.0187581559629606	0.0363933518584787	0.0230764864063176	0.0246889707108216	0.0230764864063176	0.0230764864063176	0.0230764864063176	0.0160610101904577	0.0230764864063176	0.0183384973697367	0.0275879535007563	0.0238358177562137	0.0246889707108216	0.0238358177562137	0.0230764864063176	0.035110284935313	0.0275879535007563	0.0160610101904577	0.0160610101904577	0.589732430383672	0.529684839026971	0.466347224537741	0.36070323983884	0.367839380010083	0.308104509396148	0.124918968148004	0.115126527100439	0.125054373086404	0.116548961545352	0.242622345723192	0.23406856623542	0.101880540942981	0.201720396566276	0.103295225420046	0.1047108302445	0.179164992060028	0.0588801643987703	0.0623397619967784	0.067563871960638	0.155919283996952	0.0402052242146402	0.0402052242146402	0.0402052242146402
"Croton_pottsii"	0.401563705511235	0.295675355516077	0.284114209659818	1.32527203954306	0.21079743206183	0.156354353074881	0.136540988496255	0.152488882740353	0.120114384651847	0.122644088829057	0.123284143773713	0.0965885171419137	0.0999093099372976	0.121673554884452	0.0887826363539716	0.116065697509933	0.0663038732819055	0.067735481733781	0.0919796212029927	0.0602659481752305	0.0608702302851664	0.0488929154989094	0.0348551755869935	0.0436090514566545	0.0396082466501059	0.0423643427374686	0.0619391245275992	0.0373959191295482	0.0348551755869935	0.0415373880601226	0.0468212521023776	0.0415093173634809	0.0499910112242439	0.0474613070470339	0.0188425662348716	0.0365606469204935	0.0188144955382299	0.022694821825251	0.0247664852217828	0.022694821825251	0.022694821825251	0.022694821825251	0.0169134248248549	0.022694821825251	0.0430965582927276	0.0272961893989929	0.0241264302771266	0.0247664852217828	0.0241264302771266	0.022694821825251	0.0366915311923443	0.0272961893989929	0.0169134248248549	0.0169134248248549	0.579978779978637	0.536142895047257	0.467811387522565	0.251234216464955	0.363949191986571	0.329823123253498	0.131548859748872	0.117293311723211	0.243737646136623	0.115074525523413	0.125429970254866	0.244610207948962	0.239425323848486	0.103030672997902	0.104751556753757	0.212050610183618	0.187494157726561	0.0607930415344736	0.0618021297129062	0.0674535608405015	0.0682196741676855	0.0417290873026127	0.0417290873026127	0.0417290873026127
"Buchloe_dactyloides"	0.6506881715145	0.370925857054423	0.297004020920065	0.263496790077288	1.47888906335757	0.0918783453226502	0.087997400703623	0.118176001768946	0.0738049850155084	0.0736624757548026	0.0715327493087305	0.0541899358440672	0.198851518803329	0.0641170174299791	0.0687425259649534	0.104076238822699	0.0406730252865044	0.0450959006938642	0.0535986315040335	0.063648827374439	0.0751283804050433	0.0320287304396231	0.0722631565377833	0.0280166722510166	0.0233302118218411	0.0405983033074309	0.0291027259584406	0.139121093722364	0.0722631565377833	0.0257235232897289	0.0297355814783354	0.0280945072736891	0.0274633457715575	0.0276058550322633	0.0130671702542411	0.0474510804965416	0.0154381542382013	0.0126563530354878	0.0149495019967755	0.0126563530354878	0.0126563530354878	0.0126563530354878	0.0106738587863533	0.0126563530354878	0.0160355557041995	0.0148069927360697	0.0170792284428476	0.0149495019967755	0.0170792284428476	0.0126563530354878	0.0480100667714119	0.0148069927360697	0.0106738587863533	0.0106738587863533	0.323440133129133	0.379538409841058	0.282379482161315	0.174228936723214	0.197426569814262	0.178363680957294	0.083018901671637	0.167676322558378	0.316340536643611	0.314078054360178	0.102921028254676	0.320067111809413	0.0890864205788864	0.118989725265749	0.333848783260473	0.113703732083497	0.248838257034525	0.0783969162152774	0.263427709118264	0.245564808673949	0.225123545927569	0.0601276797269336	0.0601276797269336	0.0601276797269336
"Polygala_longa"	0.348260937432543	0.269091784873033	0.246106007314702	0.260590588458136	0.1225044604302	1.2289909036327	0.142018187982296	0.179127462904032	0.14279801639086	0.132950175246209	0.134860582141918	0.140929093987182	0.0745570385468061	0.111783226079091	0.0809406157397532	0.0628029662032813	0.0778296162938882	0.0771209115693631	0.115269282800542	0.0588418393167581	0.063543785477838	0.0577365784902941	0.0285126691738877	0.0492078257720704	0.0838981281391524	0.0451249922535879	0.0363756663681872	0.0278546218744153	0.0285126691738877	0.0480061236008868	0.0565348763191104	0.0449216248645826	0.0485974420701683	0.0584452832148192	0.019384333079069	0.0153350891032782	0.0162998343427648	0.0286217905218178	0.0298234926930014	0.0286217905218178	0.0286217905218178	0.0286217905218178	0.0552763376173346	0.0286217905218178	0.0169913332891182	0.0199756515483505	0.0279130857972927	0.0298234926930014	0.0279130857972927	0.0286217905218178	0.0175171047262347	0.0199756515483505	0.0552763376173346	0.0552763376173346	0.731445757779788	0.620290795495392	0.563332639756693	0.258457774387587	0.266342020644673	0.411725714440878	0.429927070357047	0.0945113964541342	0.102233927355188	0.0955730647051174	0.108665562285099	0.116780698174898	0.0943962960506567	0.0930669113963625	0.0801584403217853	0.279449348353169	0.0758081945590796	0.057373021520984	0.0447536753883132	0.0489944292178577	0.0523550415978474	0.0370667750068695	0.0370667750068695	0.0370667750068695
"Unidentified_sp11_A_PH_005"	0.288432257902243	0.243714141678489	0.298164759237585	0.227568314160425	0.117329867604831	0.142018187982296	1.2097476006445	0.156687307247763	0.14414716041968	0.14817510162408	0.151554450205691	0.101794061858143	0.0707278775630481	0.0980034775893307	0.132207964108237	0.10072926327501	0.09637789434855	0.0946851299793616	0.0645623749872863	0.0612414562412633	0.0816700261078403	0.058297265406404	0.029388094557455	0.0672261715669648	0.0466175060010027	0.0428921347771863	0.0557837690971508	0.0249578032060074	0.029388094557455	0.0655395873545428	0.0566106811939819	0.0801962224667313	0.0640179709799923	0.0599900297755923	0.0363878645729576	0.0153446190490908	0.0510444996851462	0.0291517227815852	0.0308383069940072	0.0291517227815852	0.0291517227815852	0.0291517227815852	0.0174657832194175	0.0291517227815852	0.0193959045241932	0.0348662481984071	0.0274589584123968	0.0308383069940072	0.0274589584123968	0.0291517227815852	0.0169062876419492	0.0348662481984071	0.0174657832194175	0.0174657832194175	0.744988471084954	0.610199075831039	0.582501354331247	0.485171527639435	0.464883309312095	0.225670085097039	0.13584498059547	0.0996282667771971	0.102297460327272	0.0962923636058365	0.340296664567641	0.112708584279661	0.107755025134407	0.104656987846039	0.072486854566164	0.0932950495341999	0.0733459999284697	0.0514439212159652	0.0397005646136597	0.0443833256226422	0.0528648516540315	0.0321424605662314	0.0321424605662314	0.0321424605662314
"Xanthocephalum_texanum"	0.29549162827235	0.243045535532255	0.27566095974978	0.254148137900587	0.157568002358595	0.179127462904032	0.156687307247763	1.2214590615095	0.125094292329708	0.130321531989745	0.132472585458435	0.138884259574883	0.107019586884745	0.0928048121708255	0.0962610902511236	0.0618603421326885	0.0773179148435242	0.0756369322390082	0.066146513220247	0.0572001272119742	0.0625569789132325	0.0563516679789341	0.0272284760393136	0.048536624983886	0.0837295889599728	0.0425910732964247	0.0350623382209035	0.0298222581828466	0.0272284760393136	0.0480665541197124	0.0558815971147606	0.0465717746249062	0.0632598902434867	0.0580326505834501	0.0192852642600741	0.0150846612966243	0.017790484765268	0.0287812898596383	0.0292513607238118	0.0287812898596383	0.0287812898596383	0.0287812898596383	0.0549482991003345	0.0287812898596383	0.0157770739608294	0.0344786003838484	0.0271003072551223	0.0292513607238118	0.0271003072551223	0.0287812898596383	0.0468992041867402	0.0344786003838484	0.0549482991003345	0.0549482991003345	0.735521851968533	0.602229050113829	0.55252570256089	0.257136856800988	0.459714671784646	0.229734113678466	0.427375659669269	0.0880541473997796	0.100564408644162	0.0934690261956441	0.118603231768453	0.312661361244935	0.0876504108934966	0.0938427658160273	0.0876957273176407	0.102056309633682	0.0787974856393247	0.0516358868043413	0.0467900908855708	0.0574494817523575	0.0559241532282718	0.0324699038209502	0.0324699038209502	0.0324699038209502
"Cryptantha_mexicana"	0.313937909749986	0.23246994756083	0.278043532155222	0.240228769303694	0.118087976024814	0.171357619669032	0.172976592503616	0.15011315079565	1.17374457759728	0.159801821640238	0.164297641048102	0.108556032741491	0.0737951798243804	0.122525216667206	0.084709937690779	0.0655423808351871	0.104921294878973	0.10410748789527	0.0879812064644114	0.0600090344132466	0.0891521889918616	0.0638976338566527	0.028399095443702	0.0744065806708762	0.0491796865723619	0.0456823143311681	0.0597150613552554	0.0258164604282291	0.028399095443702	0.0707245682467146	0.0602156214324911	0.0486151339331329	0.0507686848833102	0.0647114408403556	0.0402098540386176	0.0142832666707969	0.0181004197250359	0.030514714208097	0.0341967266322586	0.030514714208097	0.030514714208097	0.030514714208097	0.0186649723642649	0.030514714208097	0.0195052073166378	0.0202539706752132	0.0297009072243941	0.0341967266322586	0.0297009072243941	0.030514714208097	0.0167818596914224	0.0202539706752132	0.0186649723642649	0.0186649723642649	0.779820474206924	0.660020160542091	0.64593816972044	0.536131387181568	0.270052942336176	0.434693061043507	0.145172007277616	0.0910232474847774	0.0952217778053127	0.0983040554732363	0.120669464833572	0.111879064609483	0.10836226287021	0.0925257781451991	0.0742205355295346	0.106432909700565	0.074274745088251	0.0532713570225801	0.0415225467763762	0.0465090550441587	0.0526541558509186	0.0327143155735544	0.0327143155735544	0.0327143155735544
"Unidentified_sp12_A_PH_005"	0.302949684419399	0.252371128853484	0.284421294293078	0.245288177658114	0.117859961207684	0.159540210295451	0.177810121948896	0.156385838387694	0.159801821640237	1.1761714821064	0.16840702119416	0.127483685740399	0.0737483696779643	0.10897328822512	0.104326731564367	0.066294049294757	0.0912170790177005	0.089742994187399	0.0876298748352911	0.0608859484945711	0.0744971135406267	0.050997644704683	0.0279063792146272	0.060361941378936	0.0502937435639397	0.0455886252421725	0.0575173031890786	0.0257585019185576	0.0279063792146272	0.0696004871214805	0.0602361904472275	0.0500808753991122	0.0688413900011495	0.0524717295349845	0.038745349482716	0.0145251507751102	0.0192257377603477	0.0308551376387645	0.02161659189622	0.0308551376387645	0.0308551376387645	0.0308551376387645	0.0194386059251752	0.0308551376387645	0.0187719537063625	0.037986252362385	0.029381052808463	0.02161659189622	0.029381052808463	0.0308551376387645	0.0171081977566863	0.037986252362385	0.0194386059251752	0.0194386059251752	0.788520184101759	0.652912284632512	0.408313402484155	0.516604659769547	0.506483364831801	0.435596553489711	0.151189157195807	0.0918080470195768	0.096834338500735	0.0942344810779377	0.128171585068984	0.114054651711242	0.104288631702014	0.0985204924065084	0.0749543147634781	0.105806290070856	0.0746445274990849	0.0540252414456983	0.0408890842037718	0.0458911415179629	0.0525685915098546	0.0335103600867207	0.0335103600867207	0.0335103600867207
