"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Roscheria_melanochaetes"	"Erythroxylum_sechellarum"	"Dillenia_ferruginea"	"Dillenia_suffruticosa"	"Excoecaria_benthiamiana"	"Memecylon_eleagni"	"Gastonia_crassa"	"Psychotria_pervillei"	"Syzygium_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Neophyllomyza_approximatonervis"	"Forcipomyia_sp1_M_PL_128"	"Unidentified_sp6_M_PL_128"	"Xylocopa_caffra"	"Unidentified_sp1_M_PL_128"	"Mabuya_sechellensis"	"Nectarinia_dussumieri"	"Lygistorrhina_sp1_M_PL_128"	"Ornidia_obesa"	"Phelsuma_sp1_M_PL_128"	"Unidentified_sp7_M_PL_128"	"Cratopus_aurostriatus"	"Unidentified_sp5_M_PL_128"	"Hemipyrellia_germana"	"Rhiparida_seychellensis"	"Unidentified_sp3_M_PL_128"	"Unidentified_sp4_M_PL_128"	"Chalcidoma_disjunctum"	"Polistes_olivaceus"	"Simosyrphus_aegyptius"	"Unidentified_sp2_M_PL_128"
"Nephrosperma_vanhoutteanum"	2.09415701926309	0.630887372102671	0.632822077718767	0.27271751788994	0.273061925925006	0.15142653435744	0.0716671079427389	0.419699171492273	0.206036768053234	0.335638992506854	0.175043407484824	0.716671079427389	0.513270410837493	0.39884244922973	0.323323675915688	0.0709748293615505	0.0863872491959829	0.398869526784297	0.114324052661418	0.230802114864211	0.362205786654842	0.0409592888887509	0.34220156170383	0.0709748293615505	0.323323675915688	0.113907973989378	0.0409592888887509	0.0409592888887509	0.0709748293615505	0.0709748293615505	0.0755458508686092	0.0755458508686092	0.045427960307232	0.209415701926309
"Phoenicophorium_borsigianum"	0.709748293615505	2.40827107284984	0.254116538000541	0.309391675503747	0.289556042408806	0.163939800573407	0.077999148478583	0.344034676932085	0.232866836941797	0.285897436854058	0.187336372578471	0.779991484785829	0.56097599284822	0.181042729493811	0.116715806201648	0.270930495695607	0.092615346533343	0.178642048049423	0.126060962856081	0.233821292509564	0.434722827708282	0.0434334063613208	0.411765376139697	0.270930495695607	0.116715806201648	0.0457409768400974	0.0434334063613208	0.0434334063613208	0.270930495695607	0.270930495695607	0.0619262418477753	0.0619262418477753	0.0491819401720222	0.0709748293615505
"Roscheria_melanochaetes"	1.13907973989378	0.406586460800866	2.14157949776471	0.181587612439326	0.204794847603791	0.109744598009073	0.0514743836021424	0.429530107953459	0.138184960981631	0.331267672841484	0.129328012846584	0.514743836021424	0.36597588038223	0.57392750997636	0.499392283587026	0.0457409768400974	0.0636426065432905	0.576707703018648	0.0802538921484645	0.185508345678367	0.214125234561273	0.0307192271405687	0.201104439123965	0.0457409768400974	0.499392283587026	0.385484309597648	0.0307192271405687	0.0307192271405687	0.0457409768400974	0.0457409768400974	0.0773154194316226	0.0773154194316226	0.0329233794027218	0.113907973989378
"Erythroxylum_sechellarum"	0.818152553669821	0.825044468009992	0.302646020732209	1.42241884485891	0.361455631473997	0.216230299898786	0.104258773315283	0.454821194768184	0.178808735573375	0.364736477154665	0.214584895281622	1.04258773315283	0.765291933893852	0.218357246458579	0.13629153909878	0.0928175026511242	0.119087434690735	0.218159354157053	0.118018089256499	0.254302141337398	0.601358411475779	0.0542183447210996	0.228275378690119	0.0928175026511242	0.13629153909878	0.0544762837317977	0.0542183447210996	0.0542183447210996	0.0928175026511242	0.0928175026511242	0.081867815058273	0.081867815058273	0.0648690899696358	0.081815255366982
"Dillenia_ferruginea"	0.409592888887509	0.386074723211741	0.170662373003159	0.180727815736999	2.44255465381597	0.43322450246019	0.0928961398312356	0.258276621470166	0.262987066655173	0.319264547752283	0.306896561912422	0.928961398312355	0.256935355080065	0.143513039273583	0.0716785160293196	0.0434334063613208	0.496350548810452	0.118168307893949	0.170965088570279	0.609182809886937	0.138611039971171	0.366383198072395	0.163288815246624	0.0434334063613208	0.0716785160293196	0.0307192271405687	0.366383198072395	0.366383198072395	0.0434334063613208	0.0434334063613209	0.0464897918646298	0.0464897918646298	0.129967350738057	0.0409592888887509
"Dillenia_suffruticosa"	0.45427960307232	0.437172801529086	0.182907663348454	0.216230299898786	0.866449004920381	1.97767382339966	0.118230617090674	0.308508046104671	0.172272742969377	0.282817449354399	0.246615843049031	1.18230617090674	0.27864436485247	0.141985265814694	0.0783513397099538	0.0491819401720222	0.723269497757956	0.133882788008794	0.125666575805523	0.319267852648319	0.15947899044889	0.129967350738057	0.146291723370067	0.0491819401720222	0.0783513397099538	0.0329233794027218	0.129967350738057	0.129967350738057	0.0491819401720222	0.0491819401720222	0.0555314482988407	0.0555314482988407	0.593302147019899	0.045427960307232
"Excoecaria_benthiamiana"	0.645003971484649	0.623993187828664	0.257371918010712	0.312776319945848	0.557376838987413	0.354691851272023	1.1734187148752	0.44608483060142	0.200997084204993	0.375527005257927	0.31591617226799	1.73418714875203	0.393321372454233	0.195320918573427	0.110827342390393	0.0701992336307246	0.190014081229719	0.191122611898649	0.155073976941895	0.323174078973041	0.228532526762944	0.083606525848112	0.194998756040688	0.0701992336307246	0.110827342390393	0.0463269452419281	0.083606525848112	0.083606525848112	0.0701992336307246	0.0701992336307247	0.0802952695082556	0.0802952695082556	0.106407555381607	0.0645003971484649
"Memecylon_eleagni"	0.755458508686092	0.550455483091336	0.429530107953459	0.27289271686091	0.309931945764199	0.185104827662802	0.089216966120284	2.01438766176621	0.148740752927996	0.324109500433711	0.183329423469845	0.89216966120284	0.65485432449016	0.225785907897817	0.152861270300232	0.0619262418477754	0.102021240163471	0.51545104941815	0.0996210529193524	0.219035482381567	0.219339907774658	0.0464897918646298	0.182094318594783	0.0619262418477753	0.152861270300232	0.0773154194316226	0.0464897918646298	0.0464897918646298	0.0619262418477754	0.0619262418477754	0.362589779117918	0.362589779117918	0.0555314482988407	0.0755458508686092
"Gastonia_crassa"	0.618110304159703	0.620978231844793	0.230308268302718	0.178808735573375	0.525974133310347	0.172272742969377	0.0669990280683311	0.247901254879994	1.67968875471916	0.366101970495836	0.556014470413212	0.669990280683311	0.312308871410484	0.185639462072023	0.10326651871046	0.0698600510825392	0.130577942887365	0.147888744588859	0.670710967539711	0.831980030897826	0.185313702170522	0.078896119996552	0.635577707914257	0.0698600510825392	0.10326651871046	0.0414554882944893	0.078896119996552	0.078896119996552	0.0698600510825392	0.0698600510825393	0.0446222258783989	0.0446222258783989	0.0516818228908132	0.0618110304159703
"Psychotria_pervillei"	0.755187733140421	0.571794873708116	0.414084591051855	0.273552357865998	0.478896821628425	0.212113087015799	0.0938817513144819	0.405136875542138	0.274576477871877	1.4821406884017	0.301792637196028	0.938817513144819	0.628317696453973	0.48353565459376	0.150053999703376	0.0643269232921631	0.135468449349003	0.222978637300961	0.172910734520372	0.578226912655018	0.221911403966005	0.0718345232442637	0.222218639967768	0.064326923292163	0.150053999703376	0.074535226389334	0.0718345232442637	0.0718345232442637	0.0643269232921631	0.0643269232921631	0.0729246375975848	0.0729246375975849	0.0636339261047397	0.0755187733140421
