"Clethrionomys_rutilus"	"Spermophilus_undulatus"	"Microtus_gregalis"	"Tamias_sibiricus"	"Microtus_oeconomus"	"Myopus_schisticolor"	"Sorex_araneus"	"Sciurus_vulgaris"	"Citellophilus_tesquorum"	"Megabothris_advenarius"	"Catallagia_ioffi"	"Amphipsylla_primaris"	"Catallagia_dacenkoi"	"Frontopsylla_luculenta"	"Amalaraeus_penicilliger"	"Megabothris_calcarifer"	"Ceratophyllus_indages"	"Corrodopsylla_birulai"	"Megabothris_rectangulatus"	"Oropsylla_alaskensis"	"Ceratophyllus_paradoxus"	"Amphipsylla_marikovskii"	"Neopsylla_mana"	"Rhadinopsylla_dahurica"	"Rhadinopsylla_pseudodahurica"
"Clethrionomys_rutilus"	2.5526481184258	0.399279854983664	0.752297245127086	0.457476730409881	0.576159467021583	0.2098773279698	0.208953012050585	0.106466138748441	0.134556277512235	0.347779152944129	0.430124964417907	0.347779152944129	0.271166590400504	0.333225606787951	0.347779152944129	0.253403171603813	0.35488712916147	0.488068679386518	0.501995338314967	0.134556277512235	0.176721792814094	0.176721792814094	0.0846334400767972	0.176721792814094	0.176721792814094
"Spermophilus_undulatus"	1.03812762295753	1.85302787942029	0.63393691599768	0.438937710182943	0.42673081468018	0.211939232643076	0.59845258389762	0.0620051349575298	0.513080793464938	0.207197899148826	0.286206686981755	0.207197899148826	0.167243028586444	0.476733295242451	0.207197899148826	0.214336313084696	0.206683783191766	0.759332609884311	0.619751705277407	0.513080793464938	0.0718703738970595	0.0718703738970595	0.071317903049739	0.0718703738970595	0.0718703738970595
"Microtus_gregalis"	1.22248302333151	0.39621057249855	2.05661820909011	0.482921790260361	0.732189347924988	0.127350337992508	0.174880766108536	0.0705038475302721	0.1237821328823	0.425831390788183	0.512757313035048	0.425831390788183	0.141941092173426	0.387320891649174	0.425831390788183	0.428123872958251	0.235012825100907	0.352649147302591	0.584075216084787	0.1237821328823	0.0846334400767971	0.0846334400767972	0.231369548522638	0.0846334400767972	0.0846334400767972
"Tamias_sibiricus"	1.18943949906569	0.438937710182943	0.772674864416578	1.65093513162061	0.619957377928328	0.185714686072328	0.249533912368655	0.155964713081708	0.153868961543526	0.262265340409893	0.559433664101603	0.262265340409893	0.165917420206326	0.248280521553573	0.262265340409893	0.477087852627825	0.519882376939026	0.616954705441563	0.638442451934533	0.153868961543526	0.0823458114737786	0.0823458114737786	0.0869259222468651	0.0823458114737786	0.0823458114737786
"Microtus_oeconomus"	1.2483455118801	0.355609012233483	0.976252463899984	0.516631148273606	1.79932831859691	0.127895644590446	0.165362565094176	0.0737332301681452	0.11361839173028	0.466151570031522	0.559145176720771	0.466151570031522	0.143976960118938	0.260261944444013	0.466151570031522	0.472721256667533	0.245777433893817	0.350588958538467	0.623154798922797	0.11361839173028	0.0864239200532375	0.0864239200532375	0.109828402188748	0.0864239200532375	0.0864239200532375
"Myopus_schisticolor"	1.3642026318037	0.529848081607689	0.509401351970032	0.46428671518082	0.383686933771339	1.55274915842366	0.385825594725242	0.0731574272543662	0.211120333106956	0.20930548974874	0.292877098481287	0.20930548974874	0.793181918877055	0.247125104372423	0.20930548974874	0.198432300894877	0.243858090847887	1.08787386071656	0.388249753170671	0.211120333106956	0.09444479758641	0.09444479758641	0.0573076520966286	0.09444479758641	0.09444479758641
"Sorex_araneus"	0.9054630522192	0.9974209731627	0.466348709622763	0.415889853947758	0.330725130188352	0.257217063150161	1.83356732724354	0.056525785202372	0.729605973342347	0.164758902975989	0.239619076686585	0.164758902975989	0.178433582032748	0.294685908617022	0.164758902975989	0.17693317307141	0.188419284007907	0.982899729085691	0.419154851855871	0.729605973342347	0.0626859036151753	0.0626859036151754	0.0524642298325609	0.0626859036151754	0.0626859036151754
"Sciurus_vulgaris"	1.38405980372973	0.310025674787649	0.564030780242177	0.779823565408539	0.442399381008871	0.146314854508732	0.169577355607116	1.46692647944403	0.106677828143912	0.225632894802172	0.366001136575709	0.225632894802172	0.161661209402526	0.215077609112619	0.225632894802172	0.270181611702113	1.55642159814676	0.408707279319975	0.421805758037486	0.106677828143912	0.0958195248735968	0.0958195248735968	0.063453462777245	0.0958195248735968	0.0958195248735968
"Citellophilus_tesquorum"	0.874615803829527	1.28270198366235	0.4951285315292	0.384672403858815	0.340855175190839	0.211120333106956	1.09440896001352	0.0533389140719558	1.55920904506328	0.167380560956167	0.236621593650753	0.167380560956167	0.155554474778636	0.347138641736763	0.167380560956167	0.176071268770248	0.177796380239853	0.784004552536501	0.467507950709975	0.559209045063278	0.0605503248805057	0.0605503248805057	0.055701959797035	0.0605503248805057	0.0605503248805057
"Megabothris_advenarius"	1.50704299609122	0.345329831914709	1.13555037543516	0.437108900683155	0.932303140063043	0.139536993165826	0.164758902975989	0.0752109649340575	0.111587040637444	1.37192863412915	0.450608236252118	0.37192863412915	0.167125392807861	0.294242532864341	0.37192863412915	0.346274490368879	0.250703216446858	0.357392035568273	0.512767605996765	0.111587040637444	0.104333745883239	0.104333745883239	0.127749417236455	0.104333745883239	0.104333745883239
