"Microtus_maximowiczii"	"Clethrionomys_rutilus"	"Microtus_oeconomus"	"Spermophilus_undulatus"	"Clethrionomys_rufocanus"	"Cricetulus_barabensis"	"Micromys_minutus"	"Apodemus_peninsulae"	"Amalaraeus_penicilliger"	"Megabothris_calcarifer"	"Ctenophthalmus_assimilis"	"Frontopsylla_luculenta"	"Catallagia_dacenkoi"	"Oropsylla_alaskensis"	"Megabothris_rectangulatus"	"Neopsylla_bidentatiformis"	"Amphipsylla_vinogradovi"	"Peromyscopsylla_ostsibirica"	"Amphipsylla_sibirica"	"Leptopsylla_segnis"	"Rhadinopsylla_rothschildi"
"Microtus_maximowiczii"	1.80812438304763	1.14275760697661	0.65189564838412	0.150669514992982	1.13754976715109	0.142268051820004	0.197613616489277	0.0322793058751269	0.846686883745705	0.878282739952343	0.700010362859278	0.234807248083746	0.700010362859278	0.0452008544978946	0.439858897559989	0.0878812700438958	0.0717317908336154	0.292932919520139	0.146256398633712	0.146256398633712	0.14692597803985
"Clethrionomys_rutilus"	0.653004346843779	2.20967942686707	0.600450860288263	0.291340285554402	1.0114486549434	0.27509489789251	0.159722932909628	0.0624164894377963	0.696172460694626	0.709879701820569	0.561071017129767	0.454032195631268	0.561071017129767	0.0874020856663206	0.549246482654776	0.169930555034073	0.13870330986177	0.265144842057582	0.130043398492722	0.130043398492722	0.284101640597194
"Microtus_oeconomus"	0.65189564838412	1.05078900550446	1.86053017888143	0.138543702402635	1.20329525101254	0.130818385083879	0.197604241137821	0.0296814823299558	0.855106644115506	0.878241071723647	0.436487353867184	0.215910069810814	0.436487353867184	0.0415631107207905	0.70843012322908	0.0808086262459542	0.065958849622124	0.57332867966422	0.154709389415898	0.154709389415898	0.135101443564859
"Spermophilus_undulatus"	0.200892686657309	0.679793999626938	0.184724936536847	2.51306640773532	0.311165827133631	1.0794573786953	0.0491377573029797	0.244918901048513	0.214173085802187	0.218390032457687	0.172609975081396	1.16515922159551	0.172609975081396	0.753919922320597	0.168972231304292	1.07775713592919	0.544264224552252	0.0815701456379716	0.0400070349171811	0.0400070349171811	0.0874020856663206
"Clethrionomys_rufocanus"	0.650028438372052	1.0114486549434	0.687597286292879	0.13335678305727	2.50463446006394	0.125920692871577	0.121601337895956	0.0285702412397695	0.753033617121981	0.540450390648692	0.598324227706084	0.207826641271376	0.598324227706084	0.0400070349171811	0.60677721848827	0.0777832427786541	0.0634894249772656	0.476733819995548	0.32202443057965	0.32202443057965	0.130043398492722
"Cricetulus_barabensis"	0.189690735760005	0.641888095082523	0.174424513445172	1.0794573786953	0.293814950033679	2.31274415747023	0.0463977932272809	0.524740271022656	0.202230608300391	0.206212414343471	0.162985092775227	1.10018893021741	0.162985092775227	0.32383721360859	0.15955019275439	1.01766046084966	1.16608949116146	0.0770217233866368	0.0377762078614731	0.037776207861473	0.0825284693677529
"Micromys_minutus"	0.790454465957109	1.1180605303674	0.790416964551283	0.147413271908939	0.85120936527169	0.139193379681843	1.39482822581027	0.0315816911883173	0.608887915589414	1.75479211471229	0.431044098565375	0.2297326350959	0.431044098565375	0.0442239815726817	0.431035660749064	0.0859819954772345	0.0701815359740384	0.287285021130399	0.10944120410636	0.10944120410636	0.143750639618665
"Apodemus_peninsulae"	0.129117223500508	0.436915426064574	0.118725929319823	0.734756703145541	0.199991688678387	1.57422081306797	0.0315816911883173	2.03784841977172	0.137652766994384	0.140363071948077	0.110939432897424	0.748868095358069	0.110939432897424	0.220427010943662	0.10860139170677	0.692693254864053	2.30632982171494	0.0524265512127528	0.0257132171157926	0.0257132171157926	0.0561748404940167
"Amalaraeus_penicilliger"	0.846686883745705	1.2183018062156	0.855106644115506	0.16062981435164	1.31780882996347	0.151672956225293	0.152221978897353	0.0344131917485959	1.70897491127751	0.676542128432682	0.516575916351521	0.250329634829371	0.51657591635152	0.048188944305492	0.518470362434726	0.09369083117308	0.0764737594413243	0.361831558778435	0.169432563852446	0.169432563852446	0.156638803656291
"Megabothris_calcarifer"	0.878282739952343	1.242289478186	0.878241071723647	0.163792524343266	0.945788183635211	0.154659310757603	0.438698028678073	0.0350907679870192	0.676542128432682	1.94976901634699	0.478937887294861	0.255258483439889	0.478937887294861	0.0491377573029797	0.478928511943404	0.0955355505302606	0.0779794844155982	0.319205579033776	0.121601337895956	0.121601337895956	0.159722932909628
"Ctenophthalmus_assimilis"	0.933347150479038	1.30916570663612	0.581983138489579	0.172609975081396	1.39608986464753	0.162985092775227	0.143681366188458	0.0369798109658078	0.688767888468694	0.638583849726481	1.55782168230854	0.268999825495917	0.557821682308539	0.0517829925244189	0.478764779610911	0.100678520356987	0.0821773577017952	0.310443474471981	0.179497268311825	0.179497268311825	0.16832130513893
"Frontopsylla_luculenta"	0.313076330778328	1.05940845647296	0.287880093081085	1.16515922159551	0.484928829633212	1.10018893021741	0.0765775450319666	0.24962269845269	0.333772846439161	0.340344644586518	0.268999825495917	1.81581410423326	0.268999825495917	0.349547766478652	0.263330672014037	0.679604445543875	0.554717107672644	0.127121013324657	0.0623479923814129	0.0623479923814129	0.13620965868938
"Catallagia_dacenkoi"	0.933347150479038	1.30916570663612	0.581983138489579	0.172609975081396	1.39608986464753	0.162985092775227	0.143681366188458	0.0369798109658078	0.688767888468694	0.638583849726481	0.557821682308539	0.268999825495917	1.55782168230854	0.0517829925244189	0.478764779610911	0.100678520356987	0.0821773577017952	0.310443474471981	0.179497268311825	0.179497268311825	0.16832130513893
"Oropsylla_alaskensis"	0.180803417991579	0.611814599664244	0.166252442883162	2.26175976696179	0.280049244420268	0.97151164082577	0.0442239815726817	0.220427010943662	0.192755777221968	0.196551029211919	0.155348977573257	1.04864329943596	0.155348977573257	1.67852793008854	0.152075008173863	0.969981422336268	0.489837802097027	0.0734131310741744	0.036006331425463	0.036006331425463	0.0786618770996886
"Megabothris_rectangulatus"	0.586478530079985	1.28157512619448	0.944573497638772	0.168972231304292	1.41581350980596	0.15955019275439	0.143678553583021	0.0362004639022565	0.691293816579634	0.638571349257873	0.47876477961091	0.263330672014037	0.47876477961091	0.0506916693912876	1.55933614731164	0.0985567272176045	0.0804454753383478	0.394562202515205	0.182033165546481	0.182033165546481	0.164773944796433
"Neopsylla_bidentatiformis"	0.175762540087792	0.594756942619257	0.161617252491909	1.61663570389378	0.272241349725289	1.52649069127449	0.0429909977386173	0.346346627432026	0.18738166234616	0.191071101060521	0.151017780535481	1.01940666831581	0.151017780535481	0.484990711168134	0.147835090826407	1.94293791855048	0.76965917207117	0.0713663410610738	0.0350024592503944	0.0350024592503943	0.0764687497653331
"Amphipsylla_vinogradovi"	0.143463581667231	0.485461584516194	0.131917699244248	0.816396336828378	0.22221298742043	1.74913423674219	0.0350907679870192	1.15316491085747	0.152947518882649	0.155958968831196	0.123266036552693	0.832075661508966	0.123266036552693	0.244918901048513	0.120668213007522	0.76965917207117	2.56258869079438	0.0582517235697254	0.0285702412397695	0.0285702412397695	0.0624164894377963
"Peromyscopsylla_ostsibirica"	0.585865839040277	0.928006947201536	1.14665735932844	0.122355218456957	1.66856836998442	0.115532585079955	0.143642510565199	0.0262132756063764	0.72366311755687	0.638411158067553	0.465665211707971	0.190681519986986	0.465665211707971	0.0367065655370872	0.591843303772807	0.0713663410610738	0.0582517235697253	1.4725281248469	0.214530218997997	0.214530218997996	0.119315178925912
"Amphipsylla_sibirica"	0.585025594534847	0.910303789449056	0.618837557663591	0.120021104751543	2.25417101405755	0.113328623584419	0.10944120410636	0.0257132171157926	0.677730255409783	0.486405351583823	0.538491804935476	0.187043977144239	0.538491804935476	0.036006331425463	0.546099496639443	0.0700049185007887	0.057140482479539	0.429060437995993	1.28982198752169	0.289821987521685	0.11703905864345
"Leptopsylla_segnis"	0.585025594534847	0.910303789449056	0.618837557663591	0.120021104751543	2.25417101405755	0.113328623584419	0.10944120410636	0.0257132171157926	0.677730255409783	0.486405351583823	0.538491804935475	0.187043977144239	0.538491804935475	0.036006331425463	0.546099496639443	0.0700049185007887	0.057140482479539	0.429060437995993	0.289821987521685	1.28982198752168	0.11703905864345
"Rhadinopsylla_rothschildi"	0.587703912159401	1.98871148418036	0.540405774259437	0.262206256998962	0.910303789449056	0.247585408103259	0.143750639618665	0.0561748404940167	0.626555214625164	0.638891731638512	0.50496391541679	0.408628976068141	0.50496391541679	0.0786618770996885	0.494321834389298	0.152937499530666	0.124832978875593	0.238630357851823	0.11703905864345	0.11703905864345	1.25569147653747
