"Crataegus_monogyna"	"Prunus_mahaleb"	"Berberis_vulgaris"	"Juniperus_phoenicea"	"Lonicera_arborea"	"Rosa_canina"	"Taxus_baccata"	"Hedera_helix"	"Juniperus_communis"	"Juniperus_sabina"	"Sorbus_aria"	"Daphne_laureola"	"Amelanchier_ovalis"	"Rhamnus_myrtifolius"	"Rhamnus_saxatilis"	"Lonicera_splendida"	"Juniperus_oxycedrus"	"Paeonia_officinalis"	"Turdus_merula"	"Turdus_viscivorus"	"Turdus_iliacus"	"Turdus_torquatus"	"Phoenicurus_ochruros"	"Erithacus_rubecula"	"Fringilla_coelebs"	"Parus_ater"	"Sylvia_atricapilla"	"Coccothraustes_coccothraustes"	"Columba_palumbus"	"Corvus_corone"	"Parus_major"	"Turdus_pilaris"	"Garrulus_glandarius"	"Parus_caeruleus"	"Phoenicurus_phoenicurus"	"Sitta_europaea"	"Emberiza_cia"	"Loxia_curvirostra"	"Parus_cristatus"	"Pica_pica"	"Turdus_philomelos"	"Corvus_corax"	"Dendrocopos_major"	"Ficedula_hypoleuca"	"Sylvia_borin"	"Sylvia_cantillans"
"Crataegus_monogyna"	1.85424869447486	0.64827089198787	0.456692047481336	0.299994175837073	0.274191491515726	0.288260074548928	0.242689600399767	0.206612339701663	0.152177260415503	0.152559768681805	0.183323646510295	0.130022812447815	0.0886439008796349	0.0773733831967416	0.0850936064645212	0.0649249654303068	0.0294331659637831	0.0286460687992123	0.381947583989498	0.392442212850442	0.329309998911086	0.336780173343583	0.215150404655141	0.243065558079711	0.24684155310263	0.221254628780744	0.217625318658992	0.194759074565225	0.189721723053261	0.191846768977165	0.191060874983063	0.16764307886174	0.135027236133497	0.134386593030732	0.0817429795794197	0.138026074921642	0.108853884782188	0.10828488679709	0.105027818549789	0.105214402891278	0.10828488679709	0.0758556284103352	0.0291721901394542	0.0291721901394542	0.0291721901394542	0.0291721901394542
"Prunus_mahaleb"	0.713097981186658	1.89683681480233	0.447216257288638	0.278409607998196	0.275934993839486	0.213092950496244	0.240612966827271	0.205045908934963	0.140819189637425	0.141131837838071	0.155935183995813	0.13689009439366	0.0995673897853485	0.104260624900683	0.0891218953338888	0.0678313830165587	0.0285473246161558	0.0288054898454554	0.384073197939406	0.380630994882077	0.268248981542353	0.269580746061432	0.283017749798577	0.257755478887956	0.258560401760012	0.23058601860181	0.22803627940256	0.193412723304274	0.194787220508183	0.196524154956215	0.201673233968065	0.109735724410085	0.142370807605378	0.143279463345543	0.145385460676294	0.142598179924805	0.0572405232587005	0.0531451470702816	0.114529846805559	0.057921806679438	0.0531451470702816	0.0291721901394542	0.0853576566661048	0.0853576566661048	0.0853576566661048	0.0853576566661048
"Berberis_vulgaris"	0.717658931756386	0.638880367555197	1.545860154679	0.284715584497413	0.300948819506908	0.245604505693567	0.249180533354194	0.235725104771722	0.152699678904062	0.165971593497761	0.137499628506635	0.149285128845806	0.096290334025449	0.115530896413567	0.103426608808106	0.061292171469451	0.0308954274673809	0.0316924249842341	0.422565666456455	0.411939032898412	0.361661581149023	0.355383531637785	0.311135897967172	0.279022162093011	0.279058141823192	0.1694217834717	0.251476664661939	0.142243266363541	0.142098701675746	0.21583156052963	0.221169151191289	0.184837564050575	0.0865799494706682	0.157485115250291	0.162785609693418	0.0828583241521212	0.0541087076121373	0.0569892813714694	0.0581083910209269	0.128735498710308	0.0569892813714694	0.0293587744809431	0.0287496165399839	0.0287496165399839	0.0287496165399839	0.0287496165399839
"Juniperus_phoenicea"	0.733319096490624	0.618688017773768	0.442890909218198	1.40028360702479	0.265676997489441	0.303922697315229	0.29002785428743	0.218470443814034	0.193924369289703	0.193151132902387	0.14680600509215	0.0963749796441923	0.071444645707311	0.0844190949893264	0.0858458727461271	0.0465933259382405	0.0357036323897821	0.0356152126241154	0.474869501654872	0.476048431863761	0.415402882820389	0.416074201913138	0.216110293700474	0.187811596396579	0.183620060736168	0.15323354943346	0.16265306406396	0.264688176141305	0.265403259165488	0.261107501458176	0.134564007002155	0.23269064018389	0.197868739086005	0.0863119368332681	0.0816382477463588	0.0842654593001139	0.0564244985002943	0.0641907210316705	0.0578403783835269	0.0584709760334486	0.0641907210316706	0.0299994175837073	0.0278409607998196	0.0278409607998196	0.0278409607998196	0.0278409607998196
"Lonicera_arborea"	0.670245868149552	0.613188875198858	0.468142608121858	0.265676997489441	1.35627408306896	0.239345826132951	0.257744888234643	0.26619860704612	0.165989296564562	0.166193662794795	0.165323323980198	0.159778139502015	0.110877214403181	0.100146715126723	0.10305608440802	0.0862660661966896	0.0343433252092094	0.0343663131090685	0.458217508120913	0.457911002789459	0.400567137723192	0.399408510717221	0.350761628940954	0.214233901443923	0.329730285161216	0.292481149268317	0.290910555372705	0.13750305365082	0.140454721592484	0.141590089538219	0.256685020181061	0.111008136291165	0.0815803482844653	0.0851075304862121	0.0877323958726563	0.0847708468519568	0.0571773474680082	0.0543455545915296	0.0550126485355212	0.0575140311022634	0.0543455545915296	0.0274191491515726	0.0275934993839486	0.0275934993839486	0.0275934993839486	0.0275934993839486
"Rosa_canina"	0.792715205009553	0.532732376240609	0.429807884963742	0.341913034479632	0.26926405439957	1.4343556421037	0.277395024842575	0.222611732806279	0.179187144880208	0.1785218306876	0.150542685061417	0.0949103874636764	0.070073903503268	0.0832780117479555	0.0861730369230569	0.0462005430581469	0.0368227229392286	0.0366526736266279	0.488702315021705	0.490969639189714	0.432610459379443	0.433856231613581	0.210215803712049	0.183468581810122	0.181725717707223	0.152238719495741	0.160935473331057	0.283165468797001	0.154054145138772	0.150357955179839	0.132313964827392	0.25561607846191	0.090593518765545	0.0840327222081081	0.0765868673457404	0.083499898628637	0.0595269416978096	0.19379426812342	0.0564022153175819	0.0600597652772807	0.19379426812342	0.0324292583867545	0.0239729569308274	0.0239729569308274	0.0239729569308274	0.0239729569308274
"Taxus_baccata"	0.667396401099358	0.601532417068178	0.436065933369839	0.326281336073358	0.289962999263973	0.277395024842575	1.3300445441999	0.240535201263242	0.198745197287206	0.17612480020202	0.147364883449328	0.116651577791492	0.107740046930573	0.103391702616499	0.122041823455731	0.0491698155663809	0.0361764584624776	0.0365377317947084	0.487169757262779	0.482352779499701	0.432811876131244	0.422725008115403	0.364606106268273	0.327215526156855	0.190699625197874	0.164341948844362	0.168573208193003	0.267836623937656	0.272403819154564	0.146734946459088	0.137647253744872	0.119170463949446	0.0869996724203775	0.0824043488153885	0.0861192795553643	0.0808972178339208	0.0538282590658528	0.0585095203397634	0.0543715388130418	0.0553353900473205	0.0585095203397634	0.0273025800449737	0.027068958768068	0.027068958768068	0.027068958768068	0.027068958768068
"Hedera_helix"	0.649353067633798	0.585845454099894	0.471450209543443	0.280890570618044	0.34225535191644	0.254413408921461	0.274897372872277	1.28893687784872	0.179865763558245	0.179750716662889	0.150961789889332	0.146033584017535	0.0959913047876311	0.107163380192055	0.109513645198418	0.0710027618986395	0.0372162146484939	0.037616420429529	0.50155227239372	0.496216195313252	0.442039528074558	0.436358556695112	0.381343003321758	0.208669998428964	0.347989792754457	0.175074780772824	0.316038549900069	0.140564009124023	0.144318338060843	0.143679188642198	0.150318094176663	0.113582522712047	0.0810165461722277	0.0832350025810732	0.0888195729627618	0.0801006112905031	0.0537375658560079	0.0551859521795925	0.0529274891104234	0.056871957146578	0.0551859521795925	0.0265644436759281	0.0263630454344952	0.0263630454344952	0.0263630454344952	0.0263630454344952
"Juniperus_communis"	0.669579945828212	0.563276758549699	0.427559100931374	0.349063864721465	0.298780733816212	0.286699431808332	0.317992315659529	0.251812068981543	1.23992786511987	0.204901123909023	0.162121127323538	0.0964068995578101	0.0732887857224146	0.0929275827697155	0.095843139615185	0.0470769875816739	0.0430025021211862	0.0428976607200611	0.571968809600815	0.573366694949149	0.508888127871664	0.509316988905345	0.229479295103464	0.188430568725742	0.185355410846624	0.154970517437863	0.164170766434871	0.155673569071808	0.346606898714947	0.152013891988029	0.131794928994387	0.122037921628106	0.0876457474816734	0.0802253032122581	0.0807116711683823	0.0819211639277638	0.0565737097930273	0.0596455929532279	0.052739361009527	0.0548778490775216	0.0596455929532279	0.0273919068747905	0.0253474541347365	0.0253474541347365	0.0253474541347365	0.0253474541347365
"Juniperus_sabina"	0.671262982199944	0.564527351352282	0.464720461793731	0.347672039224296	0.29914859303063	0.28563492910016	0.281799680323232	0.251651003328044	0.204901123909023	1.23804605580524	0.161790790138603	0.0974996311144035	0.0729053931034336	0.0933340625950825	0.095219810807224	0.0474829035916568	0.0428256672676918	0.0427354160521618	0.569805547362157	0.571008896902558	0.506505666568001	0.507062065550783	0.227688849930918	0.186816818213476	0.188314087922544	0.155140615248865	0.166946781306298	0.151468086656139	0.156216359435995	0.340354869970548	0.134591652306979	0.12423677863852	0.0876316930960072	0.0827393760031747	0.0832788364189745	0.0819868313985262	0.0565831005876735	0.0595946878864929	0.0528644891735777	0.057335645192322	0.0595946878864929	0.027460758362725	0.0254037308108527	0.0254037308108527	0.0254037308108527	0.0254037308108527
"Sorbus_aria"	0.806624044645296	0.623740735983252	0.384998959818577	0.26425080916587	0.297581983164356	0.240868296098268	0.235783813518925	0.211346505845065	0.162121127323538	0.161790790138603	1.36627787027382	0.100394079670805	0.109628047625907	0.0703526132894675	0.0730060320220652	0.0876975483253722	0.0423885078948904	0.0243061299327632	0.324081732436843	0.565180105265205	0.274933907997889	0.498962115040557	0.212171273649067	0.189721093463496	0.204800407791158	0.409107115491013	0.16533651104474	0.141115032739621	0.143199152346802	0.141363945763829	0.13816338886466	0.111270953730689	0.0874916704076864	0.0858165226222936	0.0739240502372808	0.306996606140387	0.278928273021141	0.0600959396829082	0.0610665894910994	0.0577481895030472	0.0600959396829082	0.032998256371853	0.0280683331192464	0.0280683331192464	0.0280683331192464	0.0280683331192464
"Daphne_laureola"	0.715125468462985	0.6844504719683	0.522497950960321	0.216843704199433	0.359500813879533	0.189820774927353	0.233303155582985	0.255558772030687	0.120508624447263	0.121874538893004	0.125492599588507	1.26552058864821	0.118874535053646	0.0789583808296066	0.114618823980482	0.0921917901189744	0.0239642610523651	0.0240526401131922	0.320701868175896	0.319523480698201	0.278952353780713	0.267155374512499	0.253179189982985	0.474681303188809	0.488680633820922	0.195742819422849	0.447194328267383	0.129341216641688	0.129677931862868	0.137266345450322	0.414336771863438	0.105883494390335	0.0817397744592752	0.0936445580296383	0.0880769394777619	0.0826440719652632	0.0518438007266897	0.0506099699800857	0.060055404039332	0.0628442867910648	0.0506099699800857	0.0292551328007585	0.0308002712385735	0.0308002712385735	0.0308002712385735	0.0308002712385735
"Amelanchier_ovalis"	0.650055273117323	0.66378259856899	0.449354892118762	0.214333937121933	0.332631643209542	0.186863742675381	0.287306791814863	0.223979711171139	0.122147976204024	0.121508988505723	0.182713412709845	0.158499380071528	1.22241769155776	0.121058548458909	0.167308675239471	0.110832723601755	0.0240430528103683	0.0243188557795292	0.324251410393722	0.320574037471577	0.28636926129071	0.269065073006641	0.606375361556496	0.570252772041564	0.232948129301257	0.539214998896338	0.183073403680467	0.131240966041841	0.132205430707585	0.128655499050353	0.154276012244178	0.0979358352346989	0.0778967809116883	0.0853504874071297	0.0950748816809118	0.0893518014872671	0.0594815845516626	0.0476153413148709	0.056463387199495	0.0554802704715252	0.0476153413148709	0.0265931702638905	0.0298702169356046	0.0298702169356046	0.0298702169356046	0.0298702169356046
"Rhamnus_myrtifolius"	0.567404810109438	0.695070832671223	0.539144183263311	0.253257284967979	0.300440145380168	0.222074697994548	0.275711206977329	0.250047887114796	0.154879304616192	0.155556770991804	0.117254355482446	0.105277841106142	0.121058548458908	1.25466301342483	0.122856239074264	0.0500747172796042	0.0249051008325478	0.0534809549913099	0.713079399884133	0.332068011100638	0.294126320616579	0.27837523288114	0.608721336062259	0.217028932647081	0.197563636973635	0.164491188267579	0.175030014197813	0.135816845235362	0.13871171654189	0.14247541862862	0.142881000140196	0.108180415904277	0.0798159309260254	0.0891494713532975	0.442336360421725	0.0755959864160677	0.0443177989458627	0.0481954184834091	0.0544902024292275	0.0578712838830924	0.0481954184834091	0.0232120149590225	0.031278187470205	0.031278187470205	0.031278187470205	0.031278187470205
