"Centropomus_nigrescens"	"Eleotris_picta"	"Cichlasoma_trimaculatum"	"Diapterus_peruvianus"	"Gobiomorus_maculatus"	"Dormitator_latifrons"	"Hexanematichthys_guatemalensis"	"Poecilia_sphenops"	"Astyanax_fasciatus"	"Centropomus_robalito"	"Lutjanus_argentiventris"	"Mugil_curema"	"Gobionellus_sagittula"	"Ergasilus_sp."	"Contracaecum_sp."	"Argulus_sp."	"Ascocotye_(Phagicola)_longa"	"Austrodiplostomum_compactum"	"Pseudoacanthostomum_panamense"	"Neoechinorhynchus_golvani"	"Clinostomum_complanatum"	"Echinochasmus_leopoldinae"	"Southwellina_hispida"	"Paracryptogonimus_sp."	"Posthodiplostomum_minimum"	"Parvitaenia_cochlearii"	"Pseudoleptorhynchoides_lamothei"	"Centrocestus_formosanus"	"Metadena_sp."	"Gnathostoma_sp."	"Crassicutis_cichlasomae"	"Magnivitellinum_simplex"	"Neoapocreadium_marina"	"Pseudacaenodera_cristata"	"Saccocoelioides_sp."	"Saccocoelioides_sogandaresi"	"Cladocystis_trifolium"	"Haplorchis_sp."	"Tylodelphys_sp."	"Aristocleidus_hastatus"	"Cornutohaptor_nigrescensi"	"Ligophorus_mugilinus"	"Microcotyloides_incisa"	"Neotetraonchus_sp."	"Rhabdosynochus_sp."	"Proteocephalus_sp."	"Proteocephalus_chamelensis"	"Floridosentis_mugilis"	"Hysterothylacium_perezi"	"Philometra_sp."	"Rhabdochona_mexicana"	"Procamallanus_gobiomori"
"Lutjanus_argentiventris"	0.457511860143458	0.377277243305844	0.368309832653977	0.319682949015637	0.341681250886731	0.319144940573794	0.282618095747571	0.307063943479216	0.268023325273408	0.309412838805491	1.45556433235363	0.222115384464708	0.23475189803338	0.452990458522206	0.426871264754878	0.418669120278991	0.278618342306897	0.275330926272536	0.428002477769926	0.374931094239515	0.160844823946493	0.290573850227412	0.285730833697926	0.208171615125843	0.0869328903721094	0.0827979771278836	0.0824203480346282	0.0544380874404702	0.0556180155072874	0.0540749324762421	0.0276232374490483	0.0268023325273408	0.0261558776467339	0.0261558776467339	0.0287230446516415	0.0276357549131294	0.0276232374490483	0.0261558776467339	0.0261191937673277	0.0261558776467339	0.0316738980099317	0.0249879807522797	0.145556433235362	0.0254356286172814	0.0309412838805491	0.0316738980099317	0.0261191937673277	0.0249879807522797	0.0254356286172814	0.0309412838805491	0.0268023325273408	0.0261191937673277
"Mugil_curema"	0.373765079452468	0.390323060869819	0.378838097912956	0.328753094245854	0.353700890804119	0.315842515228444	0.315728365212646	0.303936613676994	0.251585477486712	0.266788884534921	0.249879807522797	1.54309465147525	0.190921356313867	0.471156134782886	0.44413376903036	0.445088762551997	0.418364117384071	0.418353843882649	0.297557986491921	0.241788138391853	0.314813914419726	0.156349725590603	0.160396959352107	0.0775429131678657	0.0816431965364951	0.0843873559161502	0.078121132143878	0.0525128429796007	0.0529625843952068	0.0559615295455903	0.0284128573434717	0.0251585477486712	0.0268979804382971	0.0268979804382971	0.0284258263705599	0.0273542952309295	0.0284128573434717	0.0268979804382971	0.0270223657525259	0.0268979804382971	0.0258760439620939	0.173598148290965	0.0249879807522797	0.0284155528691382	0.026678888453492	0.0258760439620939	0.0270223657525259	0.173598148290965	0.0284155528691382	0.026678888453492	0.0251585477486712	0.0270223657525259
"Gobionellus_sagittula"	0.398075798091995	0.350146654190826	0.34687960463842	0.319828126407845	0.322316751475446	0.324170713544805	0.426172654603756	0.310126525009999	0.301288389954816	0.275353630899813	0.301823868900061	0.218195835787277	1.36877934123178	0.484048099838979	0.459807177625768	0.31065566044325	0.269653097728887	0.278833272424193	0.45950106831291	0.393234142147672	0.168706197795796	0.32094298637071	0.164498582735905	0.0852768436940486	0.0814864513128426	0.0797876570075074	0.244470293211049	0.0580402262463815	0.214341454215567	0.0506122927884749	0.0260159703478815	0.0301288389954816	0.0261677557970055	0.0261677557970055	0.0291753642190325	0.0279113872508999	0.0260159703478815	0.0261677557970055	0.024240922213211	0.0261677557970055	0.0275590937140612	0.0245470315260686	0.0301823868900061	0.0383555389143381	0.0275353630899813	0.0275590937140612	0.024240922213211	0.0245470315260686	0.0383555389143381	0.0275353630899813	0.0301288389954816	0.024240922213211
"Ergasilus_sp."	0.451429235189205	0.448856459262437	0.423330204990219	0.397311646340821	0.394981765863074	0.368706040039855	0.371091006723475	0.362840106408589	0.238913448827343	0.343173866298491	0.339742843891654	0.314104089855258	0.282361391572738	1.39807057538278	0.366995897433846	0.351340926147746	0.318285837783317	0.318500484784842	0.362733865274068	0.296680065092182	0.197059577574872	0.19126118314559	0.184259555734762	0.0995444642244211	0.0956581681564459	0.0965749114867765	0.0935931429757705	0.0565469544595073	0.0697017980930362	0.0633913678831895	0.0317497653742664	0.0238913448827343	0.0325073165187944	0.0325073165187944	0.033183543603587	0.032655609576773	0.0317497653742665	0.0325073165187944	0.031074677948938	0.0325073165187944	0.0312527932054065	0.0353367101087165	0.0339742843891654	0.0333981906051128	0.034317386629849	0.0312527932054065	0.031074677948938	0.0353367101087165	0.0333981906051128	0.0343173866298491	0.0238913448827343	0.031074677948938
"Contracaecum_sp."	0.46198045994141	0.349271688118259	0.431634797527949	0.408196917234267	0.396581197845637	0.37526759543032	0.381873610676405	0.373307055827838	0.240334734318218	0.353524795759477	0.349258307526718	0.323006377476626	0.292604567580034	0.400359160836923	1.37617881319797	0.351419567432507	0.317477591294906	0.318072132667054	0.364020943370802	0.296054683385421	0.193481436020285	0.195934872669346	0.179943076800381	0.102261572939948	0.0979535074504299	0.0904019837786919	0.0960226856529883	0.0576311084563272	0.0719892122211665	0.0566279001899631	0.0323726098145961	0.0240334734318218	0.0333979295918946	0.0333979295918946	0.0337740835887288	0.0335976350245054	0.0323726098145961	0.0333979295918946	0.0241803476389564	0.0333979295918946	0.0319832626113284	0.0363382174661204	0.0349258307526718	0.0343686249608764	0.0353524795759477	0.0319832626113284	0.0241803476389564	0.0363382174661204	0.0343686249608764	0.0353524795759477	0.0240334734318218	0.0241803476389564
"Argulus_sp."	0.456510162759349	0.460220842040389	0.431890719707613	0.40308062742007	0.40294745624473	0.374183200659743	0.372328531848004	0.376461480348875	0.352085823685165	0.243194914546527	0.342547462046447	0.323700918219634	0.197689965736614	0.383281010342995	0.351419567432507	1.36875281994787	0.325307997331554	0.325141077138497	0.346864657043287	0.279473555945567	0.200824084352171	0.194043180902423	0.198289553429419	0.0901787873887908	0.0978778869389631	0.0985063592080705	0.09413543154383	0.0690901155999152	0.0589268491753135	0.0648298711486937	0.032391803978071	0.0352085823685165	0.0329793240616421	0.032979324061642	0.0336764880593769	0.0338815332313987	0.032391803978071	0.032979324061642	0.0318614429104885	0.032979324061642	0.0316045497294934	0.0364163532997088	0.0342547462046447	0.0335095678663204	0.0243194914546526	0.0316045497294934	0.0318614429104885	0.0364163532997088	0.0335095678663204	0.0243194914546526	0.0352085823685165	0.0318614429104885
"Ascocotye_(Phagicola)_longa"	0.46768281986929	0.472588348780643	0.442467560693539	0.417223702254054	0.41282366372511	0.382940726294585	0.263499096546711	0.387105397270326	0.358975762319254	0.357330057115965	0.250756508076207	0.334691293907257	0.188757168410221	0.38194300533998	0.349225350424397	0.357838797064709	1.34478123327948	0.334031486602172	0.344290234775414	0.28573583033188	0.19551155816539	0.186924198331554	0.19303047196022	0.0931866978947834	0.100402594181911	0.100958801859605	0.0838812737167292	0.0707370619862547	0.0479836974848038	0.066494136493092	0.0331850670520154	0.0358975762319254	0.0341364847298771	0.0341364847298771	0.0344646653665127	0.0348394857543293	0.0331850670520154	0.0341364847298771	0.032717654915583	0.0341364847298771	0.0323780413755662	0.0376527705645664	0.0250756508076207	0.023714918689204	0.0357330057115965	0.0323780413755662	0.032717654915583	0.0376527705645664	0.023714918689204	0.0357330057115965	0.0358975762319254	0.032717654915583
"Austrodiplostomum_compactum"	0.464295942056368	0.466862295005189	0.440914239178117	0.415701545979144	0.408221450263484	0.278176413416222	0.382475077908235	0.385458123199037	0.36128439754808	0.355788421260948	0.247797833645283	0.334683075106119	0.195183290696935	0.382200581741811	0.34987934593376	0.357655184852347	0.334031486602172	1.34341836640645	0.344548735792373	0.275434747692718	0.19590022075479	0.177873891152174	0.191841528924773	0.0925021907099101	0.0999033642455591	0.0907570498552512	0.0956461912847266	0.0708196708427214	0.0595177515299185	0.0657211726477912	0.0330685679383587	0.036128439754808	0.0340119446710209	0.0340119446710209	0.02503587720746	0.0346912310879134	0.0330685679383588	0.0340119446710209	0.0323212358080515	0.0340119446710209	0.032143565219287	0.0376518459494384	0.0247797833645283	0.0344227570117412	0.0355788421260947	0.032143565219287	0.0323212358080515	0.0376518459494384	0.0344227570117412	0.0355788421260947	0.036128439754808	0.0323212358080515
"Pseudoacanthostomum_panamense"	0.461887477342113	0.457726068760583	0.430818924705542	0.406532906478962	0.401950035330289	0.376383110615697	0.37899423199912	0.370958029508524	0.24004858692637	0.352543309045496	0.350183845448121	0.216405808357761	0.292409770744579	0.395709671208074	0.364020943370802	0.346864657043286	0.312991122523103	0.313226123447611	1.37136401776783	0.303868314232137	0.189216582538247	0.195856313155957	0.187887036854568	0.102249540803816	0.0976744673631369	0.0984500288651621	0.0957098815254323	0.0573910813484042	0.0717050228327953	0.0645755489097493	0.0323114193529157	0.024004858692637	0.0332617832573696	0.0332617832573696	0.0338744799554127	0.0333862226557672	0.0323114193529157	0.0332617832573696	0.0316887278372711	0.0332617832573696	0.031976825354454	0.0243456534402481	0.0350183845448121	0.0341094808799208	0.0352543309045496	0.031976825354454	0.0316887278372711	0.0243456534402481	0.0341094808799208	0.0352543309045496	0.024004858692637	0.0316887278372711
"Neoechinorhynchus_golvani"	0.485465386304964	0.487193880279653	0.452247438691379	0.433686764913317	0.425731569458229	0.399298865330171	0.272125005587426	0.27430618161106	0.232186099429896	0.378898252509933	0.374931094239515	0.214922789681647	0.305848777225967	0.395573420122909	0.361844613026625	0.341578790600138	0.317484255924312	0.306038608547464	0.371394606283724	1.32221579943586	0.18708691017558	0.194268729935224	0.196800809449557	0.10899207680375	0.092215256375654	0.104498287931672	0.0870332746606251	0.0479061662879849	0.0638146647176355	0.068561390051957	0.0339185579018534	0.0232186099429896	0.0354834625838169	0.0354834625838169	0.0359368978797154	0.0246875563449954	0.0339185579018535	0.0354834625838169	0.0337288070962837	0.0354834625838169	0.0336091421288052	0.0241788138391853	0.0374931094239515	0.0244912505028683	0.0378898252509933	0.0336091421288052	0.0337288070962837	0.0241788138391853	0.0244912505028683	0.0378898252509933	0.0232186099429896	0.0337288070962837
"Clinostomum_complanatum"	0.347680498969648	0.569157176070244	0.515303660885521	0.288979717758918	0.491790780869388	0.459698521000909	0.46689597636015	0.269400720566697	0.231867329263298	0.238224704277251	0.241267235919739	0.419751885892967	0.196823897428428	0.394119155149744	0.354715966037189	0.36817748797898	0.325852596942317	0.326500367924649	0.346897067986785	0.280630365263369	1.2489039831301	0.162308506318964	0.189672036113157	0.0720193824099055	0.0869640278076232	0.121013483528314	0.0905133004681127	0.0474327977773325	0.0673265675417828	0.0796406166382326	0.0386477745664141	0.0231867329263298	0.023643795089366	0.023643795089366	0.0413728668900819	0.0242460648510027	0.0386477745664141	0.023643795089366	0.0394031891125554	0.023643795089366	0.0240701883902064	0.0472220871629588	0.0241267235919739	0.0420206378724135	0.0238224704277251	0.0240701883902064	0.0394031891125554	0.0472220871629588	0.0420206378724135	0.0238224704277251	0.0231867329263298	0.0394031891125554
"Echinochasmus_leopoldinae"	0.551688983960631	0.336677366480639	0.3312031040904	0.284106689346939	0.303134828108122	0.449940480149681	0.28234219905005	0.469511273724977	0.461562876656336	0.247913743467634	0.435860775341118	0.20846630078747	0.374433484099162	0.382522366291179	0.359213933227135	0.355745831654443	0.31154033055259	0.296456485253623	0.359069907452589	0.291403094902836	0.162308506318964	1.25882832373981	0.200886824287879	0.106571304616611	0.105290100177764	0.0886050167590891	0.119708533535745	0.0884123023008815	0.073552245870111	0.0481103735456178	0.02484023280678	0.0461562876656336	0.0232450927647495	0.0232450927647495	0.0404946432134713	0.0422560146352479	0.02484023280678	0.0232450927647495	0.0233084330640442	0.0232450927647495	0.038193852735736	0.0234524588385904	0.0435860775341118	0.0254107979145045	0.0247913743467634	0.038193852735736	0.0233084330640442	0.0234524588385904	0.0254107979145045	0.0247913743467634	0.0461562876656337	0.0233084330640442
"Southwellina_hispida"	0.546498239485118	0.557894576327476	0.514599140571638	0.283232713234997	0.480602667041705	0.283631229611475	0.261613765992096	0.285701271700939	0.442779932018716	0.245914693070748	0.428596250546888	0.213862612469476	0.191915013191889	0.368519111469525	0.329895640800699	0.363530847953935	0.321717453267033	0.319735881541289	0.344459567566708	0.295201214174335	0.189672036113157	0.200886824287879	1.2415125543654	0.105285587864579	0.102142543498773	0.103472317728179	0.092498019551546	0.0699911076549561	0.0482200263496744	0.0779455070631466	0.0385949355428729	0.0442779932018716	0.0231735856283179	0.0231735856283179	0.0255268106650327	0.0257131144530845	0.0385949355428729	0.0231735856283179	0.0386234706688252	0.0231735856283179	0.0378344935028158	0.024059543902816	0.0428596250546888	0.0235452389392887	0.0245914693070747	0.0378344935028158	0.0386234706688252	0.024059543902816	0.0235452389392887	0.0245914693070747	0.0442779932018716	0.0386234706688252
"Paracryptogonimus_sp."	0.74789798232268	0.335382032813747	0.335895146866451	0.292966571072923	0.303369863177469	0.276808437384589	0.251456319426317	0.281196486530064	0.231100758125966	0.650493258431666	0.62451484537753	0.206781101780975	0.19897930195278	0.398177856897684	0.374959100779809	0.330655553758899	0.310622326315945	0.3083406356997	0.374914982947324	0.32697623041125	0.144038764819811	0.213142609233222	0.210571175729159	1.17927836300326	0.102277372425029	0.072952686106099	0.0713241976691798	0.0484177596003024	0.0482141218565831	0.0480399267414859	0.0251921360149838	0.0231100758125966	0.0239699921786937	0.0239699921786937	0.024912759364613	0.0253076837877058	0.0251921360149838	0.0239699921786937	0.0232187561178748	0.0239699921786937	0.0517775526223394	0.0232628739503597	0.062451484537753	0.0226310687483685	0.0650493258431666	0.0517775526223394	0.0232187561178748	0.0232628739503597	0.0226310687483685	0.0650493258431666	0.0231100758125967	0.0232187561178748
"Posthodiplostomum_minimum"	0.738065530980376	0.339008395182995	0.705098471129882	0.289891921076022	0.305025955087764	0.276612944891963	0.258122947249305	0.647365325393729	0.257995090718422	0.251006608609085	0.260798671116328	0.217715190763987	0.1901350530633	0.382632672625784	0.359162860651576	0.358885585442865	0.334675313939703	0.333011214151864	0.358139713664835	0.276645769126962	0.173928055615246	0.210580200355528	0.204285086997546	0.102277372425029	1.16224210907266	0.0733216460671192	0.0734765097181324	0.0840623883572778	0.0476770006462903	0.0484264810268425	0.0528823853347411	0.0257995090718422	0.02371842990622	0.02371842990622	0.0248951650402767	0.0582628792854356	0.0528823853347411	0.02371842990622	0.0234698119742073	0.02371842990622	0.0510968444524876	0.0244929589609485	0.0260798671116328	0.0232310652524375	0.0251006608609085	0.0510968444524876	0.0234698119742073	0.0244929589609485	0.0232310652524375	0.0251006608609085	0.0257995090718422	0.0234698119742073
"Parvitaenia_cochlearii"	0.349046260950641	0.791926856142292	0.339175099529078	0.289237950496296	0.671018046627763	0.641951588133931	0.264108921306022	0.263541916218908	0.227751867430688	0.239485518249972	0.248393931383651	0.225032949109734	0.186171199684184	0.386299645947106	0.33147394052187	0.361189983762925	0.336529339532016	0.302523499517504	0.360983439172261	0.313494863795017	0.242026967056629	0.177210033518178	0.206944635456359	0.072952686106099	0.0733216460671192	1.16750282489956	0.0704812867628629	0.0464939592027705	0.0477061000197942	0.109727181967507	0.0254381324646808	0.0227751867430688	0.0236649232224242	0.0236649232224242	0.0577756429320538	0.0237187724597017	0.0254381324646809	0.0236649232224242	0.0548257054252356	0.0236649232224242	0.0241647411427366	0.0253162067748451	0.0248393931383651	0.023769802917542	0.0239485518249972	0.0241647411427367	0.0548257054252356	0.0253162067748451	0.023769802917542	0.0239485518249972	0.0227751867430688	0.0548257054252356
"Pseudoleptorhynchoides_lamothei"	0.343744609240365	0.321957872534393	0.313009148357651	0.27472580006293	0.290583322056553	0.271298850111674	0.707036537815279	0.2911457763852	0.669321545964269	0.228003895421507	0.247261044103885	0.208323019050341	0.570430684159113	0.374372571903082	0.352083180727624	0.345163248994043	0.279604245722431	0.318820637615755	0.350936232259918	0.261099823981875	0.181026600936225	0.239417067071489	0.184996039103092	0.0713241976691798	0.0734765097181324	0.070481286762863	1.20390653096312	0.0931352744710949	0.13697437636669	0.0460643902528123	0.0234756861268238	0.0669321545964269	0.0224775654596943	0.0224775654596943	0.0244168965100507	0.026203119874668	0.0234756861268238	0.0224775654596943	0.0222893911754579	0.0224775654596943	0.0237977037166406	0.0234363396431634	0.0247261044103885	0.0636332884033751	0.0228003895421507	0.0237977037166406	0.0222893911754579	0.0234363396431634	0.0636332884033751	0.0228003895421507	0.0669321545964269	0.022289391175458
