"Ageratina_dendroides"	"Axinaea_sp._JH2631"	"Baccharis_genistelloides"	"Baccharis_latifolia"	"Baccharis_sp."	"Begonia_parviflora"	"Boehmeria_sp."	"Cavendishia_sp."	"Clethra_revoluta"	"Erato_polymnioides"	"Ericaceae_sp._indet."	"Faramea_cf._uniflora"	"Fuchsia_lehmannii"	"Gaultheria_erecta"	"Heliocarpus_americanus"	"Hyptis_sp."	"Lichen_sp._indet."	"Melastomataceae_sp._indet."	"Miconia_sp."	"Monochaetum"	"Monochaetum_lineatum"	"Munnozia_hastifolia"	"Myrica_pubescens"	"Paullinia_grandifolia"	"Piper_carpunya"	"Piper_parareolatum"	"Piper_sp._Type_1"	"Piper_sp._Type_3"	"Piper_sp._Type_8"	"Pteridium"	"Pteridium_arachnoideum"	"Saurauia_sp._JH1604"	"Saurauia_sp."	"Sida_rhombifolia"	"Siparuna_aspera"	"Solanum_nutans"	"Solanum_sp."	"Stemodia_suffruticosa"	"Sticherus_sp."	"Tabebuia_chrysantha"	"Tapirira_guianensis"	"Tibouchina_laxa"	"Tibouchina_lepidota"	"Urticaceae_sp._indet."	"Viburnum_stipitatum"	"Pero_maculicosta"	"Bryoptera_sp._2166"	"Glena_sp._nr._juga"	"Glena_sp._2167"	"Iridopsis_scolancala"	"Iridopsis_sp._nr._subnigrata"	"Melanolophia_atigrada"	"Melanolophia_corza"	"Melanolophia_reducta_meridiana"	"Oenoptila_sp._nr._nigriceps"	"Physocleora_curvifera"	"Apiciopsis_sp._2168"	"Callipseustes_sp._2169"	"Mychonia_corticinaria"	"Mychonia_violacea"	"Cargolia_arana"	"Ischnopteris_brehmi"	"Rucana_bisecta"	"Bonatea_duciata"	"Bonatea_viridilinea"	"Nephodia_admirationis"	"Nephodia_sp._nr._astychiodes"	"Isochromodes_brumosa"	"Isochromodes_duplicata"	"Isochromodes_fraterna"	"Isochromodes_polvoreata"	"Isochromodes_sp._106"	"Mesedra_sp._nr._confinis"	"Mesedra_sp._180"	"Perusia_praecisaria"	"Certima_sp._97"	"Eustenophasma_fuscata"	"Microxydia_colorata"	"Microxydia_sp._nr._ruficomma"	"Nematocampa_sp._nr._falsa"	"Pantherodes_conglomerata"	"Phyllodonta_flabellaria"	"Phyllodonta_semicava"	"Prochoerodes_pilosa"	"Sabulodes_bolivaria"	"Sabulodes_thermidora"	"Sabulodes_sp._nr._carbina"	"Cyclophora_costinotata"	"Cyclophora_viator"	"Erateina_radiaria"	"Erateina_siliquata"	"Perizoma_emmelesiata"	"Eois_encina"	"Eois_mucosa"	"Eois_olivacea"	"Eois_tegularia"	"Eois_sp._nr._encina"	"Eois_sp._nr._odatis"	"Eupithecia_lachaumei"	"Eupithecia_sobria"	"Euphitecia_yangana"	"Euphitecia_sp._2170"	"Psaliodes_inundulata"	"Spargania_narangilla"
"Pteridium_arachnoideum"	0	0.690125340247122	0	0	0	0	0	0	0.364517711293819	0	0	0	0	0	0	0	0	0	0.265041922999324	0	0	0	0	0.136741374286275	0	0	0	0	0	0	2.29543356225529	0	0	0	0	0	0	0	0.410624577447038	0.401783297285599	0	0.25344149883948	0.445448610082897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200451874537304	0.221057307321102	0	0	0	0	0	1.36874859149013	0	0	0	1.47245512777402	0.0570243372388829	0	0	0	0	0	0	0	0	0	0.310556403111205	0	0.303869720636167	0	0	0	0	0	0.0570243372388829	0.0570243372388829	0	0	0	0	0	0	0	0	0	0.688630068676587	0	0
"Saurauia_sp._JH1604"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316
"Saurauia_sp."	0	0	0	0	0	0	0	0	0	0	0	0	1.15825522710887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94664744051911	0	0	0	0	2.15825522710887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.86085075702956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.875991348233598	0	0	0	0	0	0	0	0	0	0	0
"Sida_rhombifolia"	0	0	0	0	0	0	0	0	0	0.630869070514434	0	0	0	0	0	0	0	0	0	0	1.0602841521251	0	1.94113560158287	0	0	0	0	0	0	0	0	0	0	1.63086907051443	0	0	0	0	0	0	0	0	0	0	0	0.291170340237431	0	0	0	0	0	0.291170340237431	0	0	0	0	0	0	0	0.477127868456295	0	0	0	0	2.80386253561971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.291170340237431	0	0	0	0	0	0	0.291170340237431	0	0	0	0	0	0	0	0	0	0	0	0.291170340237431	0	0	0
"Siparuna_aspera"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Solanum_nutans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Solanum_sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stemodia_suffruticosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sticherus_sp."	0	1.27231881045833	0	0	0	0	0	0	0.195623084414071	0	0	0	0	0	0	0	0	0	0.142238132386308	0	0	0	0	0.0733840046069488	0	0	0	0	0	0	1.23187373234111	0	0	0	0	0	0	0	1.7570296922227	0.215622136993257	0	0.136012616631242	0.239055684682871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107575058107292	0.118633226728361	0	0	0	0	0	2.52343230740902	0	0	0	0.790211846590601	0.0306028387420295	0	0	0	0	0	0	0	0	0	0.572543464706247	0	0.16307556579322	0	0	0	0	0	0.0306028387420295	0.0306028387420295	0	0	0	0	0	0	0	0	0	0.369562119702334	0	0
"Tabebuia_chrysantha"	0	0.181195073103577	0	0	0	0	0	0	0.4568013611147	0	0	0	0	0	0	0	0	0	0.332141642031102	0	0	0	0	0.687283267544709	0	0	0	0	0	0	0.602674945928398	0	0	0	0	0	0	0	0.107811068496628	2.01942490957581	0	0.317604379830821	0.558221247111096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.251199561199993	0.27702159796355	0	0	0	0	0	0.359370228322095	0	0	0	1.84523134461723	0.0714609854619348	0	0	0	0	0	0	0	0	0	0.0815377828966098	0	1.52729615009935	0	0	0	0	0	0.0714609854619348	0.0714609854619348	0	0	0	0	0	0	0	0	0	0.18080248377852	0	0
"Tapirira_guianensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tibouchina_laxa"	0	0.0571481582484212	0	0	0	0	0	0	0.622189082929112	0	0	0	0	0	0	0	0	0	0.104756066456805	0	0	0	0	0.0540461234586062	0	0	0	0	0	0	0.19008112412961	0	0	0	0	0	0	0	0.0340031541578106	0.158802189915411	0	3.86607137954728	0.176060615893789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0792272771522051	1.14985114771624	0	0	0	0	0	0.113343847192702	0	0	0	0.581978146982247	0.869866060398138	0	0	0	0	0	0	0	0	0	0.0257166712117895	0	0.12010249657468	0	0	0	0	0	0.869866060398138	0.869866060398138	0	0	0	0	0	0	0	0	0	0.0570243372388829	0	0
"Tibouchina_lepidota"	0	0.200887129985606	0	0	0	0	0	0	0.506445969175961	0	0	0	0	0	0	0	0	0	0.368238385699337	0	0	0	0	0.18998286141176	0	0	0	0	0	0	0.668172915124345	0	0	0	0	0	0	0	0.119527842341435	0.558221247111096	0	0.352121231787578	2.29956031209973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03480214044488	0.307127963281388	0	0	0	0	0	0.398426141138118	0	0	0	2.04576880944076	0.0792272771522051	0	0	0	0	0	0	0	0	0	0.0903992084935226	0	0.422184136470577	0	0	0	0	0	0.0792272771522051	0.0792272771522051	0	0	0	0	0	0	0	0	0	0.200451874537304	0	0
"Urticaceae_sp._indet."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viburnum_stipitatum"	0	0	0	0	0	0	0	1.33641313314635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9267447615905	0	0	0	0	0	2.96980696254743	0	0	0	0	0	0	0	0	0	0	0	1.76703514271572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pero_maculicosta"	0	0	0	0	0	0	0	0	0	0.291170340237431	0	0	0	0	0	0	0	0	0	0	0.489361916365431	0	3.66513950842287	0	0	0	0	0	0	0	0	0	0	0.291170340237431	0	0	0	0	0	0	0	0	0	0	0	1.54977092626343	0	0	0	0	0	0.54977092626343	0	0	0	0	0	0	0	0.220212862364444	0	0	0	0	1.29409040105525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54977092626343	0	0	0	0	0	0	0.54977092626343	0	0	0	0	0	0	0	0	0	0	0	0.54977092626343	0	0	0
"Bryoptera_sp._2166"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Glena_sp._nr._juga"	0	0	0	1.55575920173884	0.352987381907133	0	0	0	0	0	0	0	0	0	2.82809552161718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27264298472773	0	0	0	0	1.73937074524939	0.466727760521653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.784416404238073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Glena_sp._2167"	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Iridopsis_scolancala"	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Iridopsis_sp._nr._subnigrata"	0	0	0	0	0	0	0	1.76703514271572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96980696254744	0	0	0	0	0	3.9267447615905	0	0	0	0	0	0	0	0	0	0	0	1.33641313314635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Melanolophia_atigrada"	0	0	0	0	0	0	0	0	0	0.291170340237431	0	0	0	0	0	0	0	0	0	0	0.48936191636543	0	3.66513950842287	0	0	0	0	0	0	0	0	0	0	0.291170340237431	0	0	0	0	0	0	0	0	0	0	0	0.54977092626343	0	0	0	0	0	1.54977092626343	0	0	0	0	0	0	0	0.220212862364444	0	0	0	0	1.29409040105525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54977092626343	0	0	0	0	0	0	0.54977092626343	0	0	0	0	0	0	0	0	0	0	0	0.54977092626343	0	0	0
"Melanolophia_corza"	0	0	0	2.28562154329534	0.518586400579615	0	0	0	0	0	0	0	0	0	1.93263416138821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.869685372624693	0	0	0	0	2.55537183561329	0.685686462988602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15241422351025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Melanolophia_reducta_meridiana"	0	0	0	3.01548388485183	0.684185419252097	0	0	0	0	0	0	0	0	0	1.03717280115923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.466727760521653	0	0	0	0	1.3713729259772	1.90464516545555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52041204278244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oenoptila_sp._nr._nigriceps"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42105263157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42105263157895	0	0	0	0	0	0	1.42105263157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Physocleora_curvifera"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36842105263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36842105263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Apiciopsis_sp._2168"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Callipseustes_sp._2169"	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42105263157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42105263157895	0	0	0	1.42105263157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mychonia_corticinaria"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mychonia_violacea"	0	0	0	0	0	0	0	0	0	0.477127868456295	0	0	0	0	0	0	0	0	0	0	2.31450061925428	0	1.46808574909629	0	0	0	0	0	0	0	0	0	0	0.477127868456295	0	0	0	0	0	0	0	0	0	0	0	0.220212862364444	0	0	0	0	0	0.220212862364444	0	0	0	0	0	0	0	2.04152527866442	0	0	0	0	2.1205683042502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.220212862364444	0	0	0	0	0	0	0.220212862364444	0	0	0	0	0	0	0	0	0	0	0	0.220212862364444	0	0	0
"Cargolia_arana"	0	0.180798416987045	0	0	0	0	0	0	0.455801372258365	0	0	0	0	0	0	0	0	0	0.331414547129403	0	0	0	0	0.170984575270584	0	0	0	0	0	0	0.601355623611911	0	0	0	0	0	0	0	0.107575058107292	0.502399122399987	0	0.31690910860882	2.06960428088975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93132192640039	0.276415166953249	0	0	0	0	0	0.358583527024306	0	0	0	1.84119192849668	0.0713045494369846	0	0	0	0	0	0	0	0	0	0.0813592876441704	0	0.37996572282352	0	0	0	0	0	0.0713045494369846	0.0713045494369846	0	0	0	0	0	0	0	0	0	0.180406687083573	0	0
"Ischnopteris_brehmi"	0	0.0996917871666902	0	0	0	0	0	0	1.08537428910967	0	0	0	0	0	0	0	0	0	0.182741138152426	0	0	0	0	0.0942804598111241	0	0	0	0	0	0	0.331585960981652	0	0	0	0	0	0	0	0.0593166133641807	0.27702159796355	0	2.29970229543248	0.307127963281388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138207583476624	2.00585144657166	0	0	0	0	0	0.197722044547269	0	0	0	1.01522854529125	0.517433016472307	0	0	0	0	0	0	0	0	0	0.0448613042250106	0	0.209512132913609	0	0	0	0	0	0.517433016472307	0.517433016472307	0	0	0	0	0	0	0	0	0	0.0994757882944957	0	0
"Rucana_bisecta"	0	0	0	0	0	0	0	1.20277181983171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53407028543145	0	0	0	0	0	2.67282626629269	0	0	0	0	0	0	0	0	0	0	0	2.59033162844415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bonatea_duciata"	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42105263157895	0	0	1.42105263157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42105263157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bonatea_viridilinea"	0	0	0	0	0	0	0	0	0	0.700965633904927	0	0	0	0	0	0	0	0	0	0	1.17809350236122	0	2.15681733509208	0	0	0	0	0	0	0	0	0	0	0.700965633904927	0	0	0	0	0	0	0	0	0	0	0	0.323522600263812	0	0	0	0	0	0.323522600263812	0	0	0	0	0	0	0	0.53014207606255	0	0	0	0	3.11540281735523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323522600263812	0	0	0	0	0	0	0.323522600263812	0	0	0	0	0	0	0	0	0	0	0	0.323522600263812	0	0	0
"Nephodia_admirationis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nephodia_sp._nr._astychiodes"	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42105263157895	0	0	2.42105263157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42105263157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Isochromodes_brumosa"	0	1.41368756717592	0	0	0	0	0	0	0.217358982682301	0	0	0	0	0	0	0	0	0	0.15804236931812	0	0	0	0	0.0815377828966098	0	0	0	0	0	0	1.36874859149013	0	0	0	0	0	0	0	0.841144102469672	0.23958015221473	0	0.151125129590269	0.265617427425412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119527842341435	0.131814696364846	0	0	0	0	0	2.80381367489891	0	0	0	0.878013162878445	0.0340031541578106	0	0	0	0	0	0	0	0	0	0.636159405229164	0	0.181195073103577	0	0	0	0	0	0.0340031541578106	0.0340031541578106	0	0	0	0	0	0	0	0	0	0.410624577447038	0	0
"Isochromodes_duplicata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Isochromodes_fraterna"	0	0	0	0	0	0	0	0	0	0	0	0	1.28695025234319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16294160057678	0	0	0	0	1.28695025234319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.28983417447729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.973323720259553	0	0	0	0	0	0	0	0	0	0	0
"Isochromodes_polvoreata"	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Isochromodes_sp._106"	0	0.265617427425412	0	0	0	0	0	0	0.669634114799327	0	0	0	0	0	0	0	0	0	0.486892976646901	0	0	0	0	0.251199561199993	0	0	0	0	0	0	0.883473076664412	0	0	0	0	0	0	0	0.15804236931812	0.738092537846894	0	0.465582517585798	0.818307523776304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.368238385699337	0.406091418116501	0	0	0	0	0	0.526807897727067	0	0	0	2.70496098137167	0.104756066456805	0	0	0	0	0	0	0	0	0	0.119527842341435	0	0.558221247111097	0	0	0	0	0	0.104756066456805	0.104756066456805	0	0	0	0	0	0	0	0	0	0.265041922999324	0	0
"Mesedra_sp._nr._confinis"	0	0.0514333424235791	0	0	0	0	0	0	0.559970174636201	0	0	0	0	0	0	0	0	0	0.0942804598111241	0	0	0	0	0.0486415111127456	0	0	0	0	0	0	0.171073011716649	0	0	0	0	0	0	0	0.0306028387420295	0.14292197092387	0	3.47946424159255	0.15845455430441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0713045494369846	1.03486603294462	0	0	0	0	0	0.102009462473432	0	0	0	0.523780332284023	1.78287945435832	0	0	0	0	0	0	0	0	0	0.0231450040906106	0	0.108092246917212	0	0	0	0	0	0.782879454358324	0.782879454358325	0	0	0	0	0	0	0	0	0	0.0513219035149946	0	0
"Mesedra_sp._180"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42105263157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42105263157895	0	0	0	1.42105263157895	0
"Perusia_praecisaria"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Certima_sp._97"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
