"Gastonia_mauritiana"	"Pemphis_acidula"	"Stachytapheta_jamaicensis"	"Turnera_angustifolia"	"Scaevola_sericea"	"Thespesia_populnea"	"Tourneortia_argentea"	"Leucaena_leucocephala"	"Morinda_citrifolia"	"Dracaena_concinna"	"Hibiscus_tiliaceus"	"Passiflora_suberosa"	"Suriana_maritima"	"Ipomoea_macrantha"	"Apis_mellifera"	"Phelsuma_ornata"	"Unidentified_sp1_M_PL_011"	"Leptotes_pirithous"	"Syrphid_sp1_M_PL_011"	"Unidentified_sp2_M_PL_011"	"Unidentified_sp3_M_PL_011"	"Xylocopa_fenestrata"	"Phalantha_phalantha"	"Unidentified_sp4_M_PL_011"	"Lucilia_sp1_M_PL_011"	"Ornidia_obesa"	"Protaetia_aurichalcea"
"Gastonia_mauritiana"	2.0986679080734	0.430521422052562	0.417680077636301	0.317261664481822	0.254096825855235	0.284980733648364	0.349054587120364	0.229816800751448	0.236585215776757	0.135700991701482	0.146791325324253	0.146791325324253	0.143442261363874	0.0717667556267288	0.956890075023051	0.833606329972489	0.553503169514631	0.498854946958357	0.202254740013194	0.178827903037899	0.183879776323055	0.17885709873204	0.127230224953329	0.314637421760339	0.236100139658258	0.236100139658258	0.236100139658258
"Pemphis_acidula"	0.57402856273675	1.60589334551291	0.539701881651242	0.423075822480377	0.34160896932791	0.314790936285927	0.273693071893679	0.246409868998381	0.251797457268755	0.139622417550442	0.155311558979457	0.155311558979457	0.164613408246095	0.0772990348254546	1.03065379767273	0.866805823933364	0.607322066792824	0.536032768273877	0.205366311321463	0.22709169985599	0.227936890958488	0.393899667972185	0.321839284074623	0.126159154483962	0.0645782133078843	0.0645782133078844	0.0645782133078843
"Stachytapheta_jamaicensis"	0.556906770181734	0.539701881651242	1.65334935279734	0.414611525528733	0.265072857020823	0.351703645012116	0.320494173574148	0.231173905719366	0.234894108936484	0.184085477300221	0.13896511623165	0.13896511623165	0.157468708592244	0.0757652559590942	1.01020341278792	0.702220669695065	0.61472526325144	0.532938848360187	0.402952056758883	0.205132386291367	0.401765797642499	0.215226749672544	0.328957685167287	0.134763200699628	0.0626520116454451	0.0626520116454451	0.0626520116454451
"Turnera_angustifolia"	0.507618663170915	0.507690986976453	0.49753383063448	1.58886827069914	0.419333516029502	0.370779009118333	0.245362775167333	0.23756351700654	0.205601101954859	0.115513252732567	0.14027630053737	0.14027630053737	0.207432023545936	0.0793083466260465	1.05744462168062	0.677421710125816	0.6485814431278	0.362915563430497	0.181817662737477	0.473690740428155	0.444051640372642	0.456499977878951	0.15078372264164	0.112313724019378	0.0571070996067279	0.0571070996067279	0.0571070996067279
"Scaevola_sericea"	0.508193651710469	0.512413453991865	0.397609285531235	0.524166895036877	1.47981646625976	0.300453560205716	0.280166286870867	0.233975514710933	0.235862698343082	0.141970231707715	0.170102523214118	0.170102523214118	0.22422288894045	0.0841019149996343	1.12135886666179	0.955562313494268	0.425819943312097	0.36533430627202	0.186565411644102	0.528209046038287	0.221593484982609	0.504170764113865	0.136503410928465	0.120209200363373	0.0571717858174278	0.0571717858174278	0.0571717858174278
"Thespesia_populnea"	0.569961467296728	0.472186404428891	0.527555467518174	0.463473761397916	0.300453560205716	1.42180352088854	0.294658082762067	0.277064204074755	0.233067399993254	0.150784247048411	0.171984362624218	0.171984362624218	0.12299564832186	0.0851854055520995	1.13580540736133	0.964432856356871	0.700532276336914	0.339350207605755	0.213284299920976	0.206375369842748	0.482464389379272	0.221855288762245	0.14996128079206	0.130418733692347	0.0641206650708819	0.0641206650708819	0.0641206650708819
"Tourneortia_argentea"	0.698109174240728	0.410539607840519	0.480741260361222	0.306703468959166	0.280166286870867	0.294658082762067	1.52381313997699	0.236573318135577	0.23572474007543	0.250571377253135	0.175867403014508	0.175867403014508	0.110208726876879	0.0836139053552481	1.11485207140331	1.02503886288066	0.404706100807131	0.332540761449568	0.527726265312917	0.167837966053191	0.193615882088298	0.179824980134673	0.133692130230261	0.421395238596905	0.0785372821020819	0.0785372821020819	0.0785372821020819
"Leucaena_leucocephala"	0.61284480200386	0.492819737996762	0.462347811438732	0.3959391950109	0.31196735294791	0.36941893876634	0.315431090847436	1.30229679235428	0.250135898344725	0.160511194793907	0.188702163353566	0.188702163353566	0.120083523521077	0.091957230003781	1.22609640005041	1.0749437038865	0.757297526671431	0.34129852772866	0.212554204813741	0.195499295099726	0.223740488040198	0.215384670214756	0.143275132415324	0.139917035666107	0.0689450402254343	0.0689450402254343	0.0689450402254343
"Morinda_citrifolia"	0.630893908738019	0.503594914537511	0.469788217872968	0.342668503258099	0.314483597790776	0.310756533324338	0.314299653433906	0.250135898344725	1.31195438671643	0.159924946966162	0.186592245142357	0.186592245142357	0.190859981041492	0.0906128624276988	1.20817149903598	1.06643758571842	0.42362435468245	0.6964563420782	0.213151880838347	0.218326131558054	0.202068783265379	0.207978377270009	0.146007469861572	0.141692986755656	0.0709755647330272	0.0709755647330272	0.0709755647330272
"Dracaena_concinna"	0.542803966805929	0.418867252651325	0.552256431900663	0.288783131831416	0.283940463415429	0.301568494096823	0.501142754506269	0.240766792190861	0.239887420449244	1.35775421454422	0.180947105464786	0.180947105464786	0.108324376166353	0.0651683852487367	0.868911803316489	1.28643022462277	0.398797911507163	0.327446194358097	0.80658498109391	0.164613537272986	0.202672339686539	0.178697655895825	0.145668552682798	0.173822566029578	0.061065446265667	0.061065446265667	0.061065446265667
