"Cnidoscolus_halteris"	"Tacinga_palmadora"	"Oxalis_psoraleoides"	"Melocactus_zehntneri"	"Melochia_tomentosa"	"Tabebuia_impetiginosa"	"Unidentified_sp1_M_PL_067"	"Cnidoscolus_obtusifolius"	"Cissus_simsiana"	"Bauhinia_cheilantha"	"Plumbago_scandens"	"Jatropha_mollissima"	"Encholirium_spectabile"	"Ipomoea_sp1_M_PL_067"	"Tacinga_inamoena"	"Ruellia_asperula"	"Allamanda_blanchetii"	"Cissus_verticillata"	"Pithecoseris_pacourinoides"	"Pilosocereus_sp1_M_PL_067"	"Ceiba_glaziovii"	"Conocliniopsis_prasiifolia"	"Dioclea_grandiflora"	"Hyptis_pectinata"	"Anadenanthera_macrocarpa"	"Caesalpinia_pyramidalis"	"Croton_blanchetianus"	"Pilosocereus_gounellei"	"Psidium_sp1_M_PL_067"	"Staelia_galioides"	"Walteria_rotundifolia"	"Chlorostilbon_lucidus"	"Eupetomena_macroura"	"Heliomaster_squamosus"	"Chrysolampis_mosquitus"	"Calliphlox_amethystina"
"Cnidoscolus_halteris"	1.46008449337159	0.460084493371592	0.0592728966612105	0.135818670259445	0.304550805445394	0.304550805445394	0.0592728966612105	0.0592728966612105	0.0592728966612105	0.304550805445394	0.135818670259445	0.228794766442782	0.211574709262057	0.135028935663823	0.135818670259445	0.0592728966612105	0.135028935663823	0.0592728966612105	0.0592728966612105	0.076545773598234	0.135028935663823	0.0592728966612105	0.135028935663823	0.0592728966612105	0.0592728966612105	0.0592728966612105	0.0757560390026126	0.0592728966612105	0.0592728966612105	0.0592728966612105	0.0592728966612105	1.90990444797234	0.935559455089527	0.925907143365265	0.619840641222249	0.345630417613773
"Tacinga_palmadora"	0.460084493371592	1.46008449337159	0.0592728966612105	0.135818670259445	0.304550805445394	0.304550805445394	0.0592728966612105	0.0592728966612105	0.0592728966612105	0.304550805445394	0.135818670259445	0.228794766442782	0.211574709262057	0.135028935663823	0.135818670259445	0.0592728966612105	0.135028935663823	0.0592728966612105	0.0592728966612105	0.076545773598234	0.135028935663823	0.0592728966612105	0.135028935663823	0.0592728966612105	0.0592728966612105	0.0592728966612105	0.0757560390026126	0.0592728966612105	0.0592728966612105	0.0592728966612105	0.0592728966612105	1.90990444797234	0.935559455089527	0.925907143365265	0.619840641222249	0.345630417613773
"Oxalis_psoraleoides"	0.296364483306053	0.296364483306053	1.09361137990358	0.145646432485389	0.248353437010472	0.248353437010472	0.0936113799035781	0.0936113799035781	0.0936113799035781	0.248353437010472	0.145646432485389	0.195597801132174	0.198402068363687	0.146367015781876	0.145646432485389	0.0936113799035781	0.146367015781876	0.0936113799035781	0.0936113799035781	0.0520350525818109	0.146367015781876	0.0936113799035781	0.146367015781876	0.0936113799035781	0.0936113799035781	0.0936113799035781	0.0527556358782981	0.0936113799035781	0.0936113799035781	0.0936113799035781	0.0936113799035781	3.01636668578196	0.635983975999911	0.644791105179199	0.3330091243119	0.106691213990179
"Melocactus_zehntneri"	0.339546675648611	0.339546675648611	0.0728232162426945	1.17309197548857	0.284540114193536	0.284540114193536	0.0728232162426945	0.0728232162426945	0.0728232162426945	0.284540114193536	0.173091975488574	0.230614850822717	0.227017238859393	0.126748479613514	0.173091975488574	0.0728232162426945	0.126748479613514	0.0728232162426945	0.0728232162426945	0.100268759245879	0.126748479613514	0.0728232162426945	0.126748479613514	0.0728232162426945	0.0728232162426945	0.0728232162426945	0.0539252633708197	0.0728232162426945	0.0728232162426945	0.0728232162426945	0.0728232162426945	2.34652585670904	1.22550705744964	0.659086552310019	0.383485835560952	0.1222368032335
"Melochia_tomentosa"	0.380688506806743	0.380688506806743	0.062088359252618	0.142270057096768	1.31901696870405	0.319016968704051	0.062088359252618	0.062088359252618	0.062088359252618	0.319016968704051	0.142270057096768	0.239662517848814	0.221624507952005	0.141442810107855	0.142270057096768	0.062088359252618	0.141442810107855	0.062088359252618	0.062088359252618	0.0801816978441501	0.141442810107855	0.062088359252618	0.141442810107855	0.062088359252618	0.062088359252618	0.062088359252618	0.0793544508552367	0.062088359252618	0.062088359252618	0.062088359252618	0.062088359252618	2.00062490925102	0.979998529206279	0.969887732675115	0.649283071680306	0.137047862450427
"Tabebuia_impetiginosa"	0.380688506806743	0.380688506806743	0.062088359252618	0.142270057096768	0.319016968704051	1.31901696870405	0.062088359252618	0.062088359252618	0.062088359252618	0.319016968704051	0.142270057096768	0.239662517848814	0.221624507952005	0.141442810107855	0.142270057096768	0.062088359252618	0.141442810107855	0.062088359252618	0.062088359252618	0.0801816978441501	0.141442810107855	0.062088359252618	0.141442810107855	0.062088359252618	0.062088359252618	0.062088359252618	0.0793544508552367	0.062088359252618	0.062088359252618	0.062088359252618	0.062088359252618	2.00062490925102	0.979998529206279	0.969887732675115	0.649283071680306	0.137047862450427
"Unidentified_sp1_M_PL_067"	0.296364483306053	0.296364483306053	0.0936113799035781	0.145646432485389	0.248353437010472	0.248353437010472	1.09361137990358	0.0936113799035781	0.0936113799035781	0.248353437010472	0.145646432485389	0.195597801132174	0.198402068363687	0.146367015781876	0.145646432485389	0.0936113799035781	0.146367015781876	0.0936113799035781	0.0936113799035781	0.0520350525818109	0.146367015781876	0.0936113799035781	0.146367015781876	0.0936113799035781	0.0936113799035781	0.0936113799035781	0.0527556358782981	0.0936113799035781	0.0936113799035781	0.0936113799035781	0.0936113799035781	3.01636668578196	0.635983975999911	0.644791105179199	0.3330091243119	0.106691213990179
"Cnidoscolus_obtusifolius"	0.296364483306053	0.296364483306053	0.0936113799035781	0.145646432485389	0.248353437010472	0.248353437010472	0.0936113799035781	1.09361137990358	0.0936113799035781	0.248353437010472	0.145646432485389	0.195597801132174	0.198402068363687	0.146367015781876	0.145646432485389	0.0936113799035781	0.146367015781876	0.0936113799035781	0.0936113799035781	0.0520350525818109	0.146367015781876	0.0936113799035781	0.146367015781876	0.0936113799035781	0.0936113799035781	0.0936113799035781	0.0527556358782981	0.0936113799035781	0.0936113799035781	0.0936113799035781	0.0936113799035781	3.01636668578196	0.635983975999911	0.644791105179199	0.3330091243119	0.106691213990179
"Cissus_simsiana"	0.296364483306053	0.296364483306053	0.0936113799035781	0.145646432485389	0.248353437010472	0.248353437010472	0.0936113799035781	0.0936113799035781	1.09361137990358	0.248353437010472	0.145646432485389	0.195597801132174	0.198402068363687	0.146367015781876	0.145646432485389	0.0936113799035781	0.146367015781876	0.0936113799035781	0.0936113799035781	0.0520350525818109	0.146367015781876	0.0936113799035781	0.146367015781876	0.0936113799035781	0.0936113799035781	0.0936113799035781	0.0527556358782981	0.0936113799035781	0.0936113799035781	0.0936113799035781	0.0936113799035781	3.01636668578196	0.635983975999911	0.644791105179199	0.3330091243119	0.106691213990179
"Bauhinia_cheilantha"	0.380688506806743	0.380688506806743	0.062088359252618	0.142270057096768	0.319016968704051	0.319016968704051	0.062088359252618	0.062088359252618	0.062088359252618	1.31901696870405	0.142270057096768	0.239662517848814	0.221624507952005	0.141442810107855	0.142270057096768	0.062088359252618	0.141442810107855	0.062088359252618	0.062088359252618	0.0801816978441501	0.141442810107855	0.062088359252618	0.141442810107855	0.062088359252618	0.062088359252618	0.062088359252618	0.0793544508552367	0.062088359252618	0.062088359252618	0.062088359252618	0.062088359252618	2.00062490925102	0.979998529206279	0.969887732675115	0.649283071680306	0.137047862450427
"Plumbago_scandens"	0.339546675648611	0.339546675648611	0.0728232162426945	0.173091975488574	0.284540114193536	0.284540114193536	0.0728232162426945	0.0728232162426945	0.0728232162426945	0.284540114193536	1.17309197548857	0.230614850822717	0.227017238859393	0.126748479613514	0.173091975488574	0.0728232162426945	0.126748479613514	0.0728232162426945	0.0728232162426945	0.100268759245879	0.126748479613514	0.0728232162426945	0.126748479613514	0.0728232162426945	0.0728232162426945	0.0728232162426945	0.0539252633708197	0.0728232162426945	0.0728232162426945	0.0728232162426945	0.0728232162426945	2.34652585670904	1.22550705744964	0.659086552310019	0.383485835560952	0.1222368032335
"Jatropha_mollissima"	0.38132461073797	0.38132461073797	0.065199267044058	0.153743233881811	0.319550023798419	0.319550023798419	0.065199267044058	0.065199267044058	0.065199267044058	0.319550023798419	0.153743233881811	1.26354890342539	0.209744354254836	0.121200387417083	0.153743233881811	0.065199267044058	0.121200387417083	0.065199267044058	0.065199267044058	0.0885439668377531	0.121200387417083	0.065199267044058	0.121200387417083	0.065199267044058	0.065199267044058	0.065199267044058	0.0560011203730246	0.065199267044058	0.065199267044058	0.065199267044058	0.065199267044058	2.10086527141964	1.08220403912809	0.684458137892524	0.73203779695722	0.137276859865669
"Encholirium_spectabile"	0.352624515436762	0.352624515436762	0.0661340227878957	0.151344825906262	0.295499343936006	0.295499343936006	0.0661340227878957	0.0661340227878957	0.0661340227878957	0.295499343936006	0.151344825906262	0.209744354254836	1.23709981558743	0.151889012469066	0.151344825906262	0.0661340227878957	0.151889012469066	0.0661340227878957	0.0661340227878957	0.0852108031183666	0.151889012469066	0.0661340227878957	0.151889012469066	0.0661340227878957	0.0661340227878957	0.0661340227878957	0.0857549896811707	0.0661340227878957	0.0661340227878957	0.0661340227878957	0.0661340227878957	2.13098517872108	1.0414653714467	1.04811654054764	0.389330188990489	0.126944825557234
"Ipomoea_sp1_M_PL_067"	0.337572339159558	0.337572339159558	0.0731835078909381	0.126748479613514	0.282885620215709	0.282885620215709	0.0731835078909381	0.0731835078909381	0.0731835078909381	0.282885620215709	0.126748479613514	0.181800581125624	0.2278335187036	1.17426854698102	0.126748479613514	0.0731835078909381	0.174268546981023	0.0731835078909381	0.0731835078909381	0.0535649717225761	0.174268546981023	0.0731835078909381	0.174268546981023	0.0731835078909381	0.0731835078909381	0.0731835078909381	0.101085039090085	0.0731835078909381	0.0731835078909381	0.0731835078909381	0.0731835078909381	2.35813525426356	0.654682987720374	1.23548381110104	0.367014010080732	0.121526042097441
"Tacinga_inamoena"	0.339546675648611	0.339546675648611	0.0728232162426945	0.173091975488574	0.284540114193536	0.284540114193536	0.0728232162426945	0.0728232162426945	0.0728232162426945	0.284540114193536	0.173091975488574	0.230614850822717	0.227017238859393	0.126748479613514	1.17309197548857	0.0728232162426945	0.126748479613514	0.0728232162426945	0.0728232162426945	0.100268759245879	0.126748479613514	0.0728232162426945	0.126748479613514	0.0728232162426945	0.0728232162426945	0.0728232162426945	0.0539252633708197	0.0728232162426945	0.0728232162426945	0.0728232162426945	0.0728232162426945	2.34652585670904	1.22550705744964	0.659086552310019	0.383485835560952	0.1222368032335
"Ruellia_asperula"	0.296364483306053	0.296364483306053	0.0936113799035781	0.145646432485389	0.248353437010472	0.248353437010472	0.0936113799035781	0.0936113799035781	0.0936113799035781	0.248353437010472	0.145646432485389	0.195597801132174	0.198402068363687	0.146367015781876	0.145646432485389	1.09361137990358	0.146367015781876	0.0936113799035781	0.0936113799035781	0.0520350525818109	0.146367015781876	0.0936113799035781	0.146367015781876	0.0936113799035781	0.0936113799035781	0.0936113799035781	0.0527556358782981	0.0936113799035781	0.0936113799035781	0.0936113799035781	0.0936113799035781	3.01636668578196	0.635983975999911	0.644791105179199	0.3330091243119	0.106691213990179
"Allamanda_blanchetii"	0.337572339159558	0.337572339159558	0.0731835078909381	0.126748479613514	0.282885620215709	0.282885620215709	0.0731835078909381	0.0731835078909381	0.0731835078909381	0.282885620215709	0.126748479613514	0.181800581125624	0.2278335187036	0.174268546981023	0.126748479613514	0.0731835078909381	1.17426854698102	0.0731835078909381	0.0731835078909381	0.0535649717225761	0.174268546981023	0.0731835078909381	0.174268546981023	0.0731835078909381	0.0731835078909381	0.0731835078909381	0.101085039090085	0.0731835078909381	0.0731835078909381	0.0731835078909381	0.0731835078909381	2.35813525426356	0.654682987720374	1.23548381110104	0.367014010080732	0.121526042097441
"Cissus_verticillata"	0.296364483306053	0.296364483306053	0.0936113799035781	0.145646432485389	0.248353437010472	0.248353437010472	0.0936113799035781	0.0936113799035781	0.0936113799035781	0.248353437010472	0.145646432485389	0.195597801132174	0.198402068363687	0.146367015781876	0.145646432485389	0.0936113799035781	0.146367015781876	1.09361137990358	0.0936113799035781	0.0520350525818109	0.146367015781876	0.0936113799035781	0.146367015781876	0.0936113799035781	0.0936113799035781	0.0936113799035781	0.0527556358782981	0.0936113799035781	0.0936113799035781	0.0936113799035781	0.0936113799035781	3.01636668578196	0.635983975999911	0.644791105179199	0.3330091243119	0.106691213990179
"Pithecoseris_pacourinoides"	0.296364483306053	0.296364483306053	0.0936113799035781	0.145646432485389	0.248353437010472	0.248353437010472	0.0936113799035781	0.0936113799035781	0.0936113799035781	0.248353437010472	0.145646432485389	0.195597801132174	0.198402068363687	0.146367015781876	0.145646432485389	0.0936113799035781	0.146367015781876	0.0936113799035781	1.09361137990358	0.0520350525818109	0.146367015781876	0.0936113799035781	0.146367015781876	0.0936113799035781	0.0936113799035781	0.0936113799035781	0.0527556358782981	0.0936113799035781	0.0936113799035781	0.0936113799035781	0.0936113799035781	3.01636668578196	0.635983975999911	0.644791105179199	0.3330091243119	0.106691213990179
"Pilosocereus_sp1_M_PL_067"	0.38272886799117	0.38272886799117	0.0520350525818109	0.200537518491759	0.320726791376601	0.320726791376601	0.0520350525818109	0.0520350525818109	0.0520350525818109	0.320726791376601	0.200537518491759	0.265631900513259	0.2556324093551	0.107129943445152	0.200537518491759	0.0520350525818109	0.107129943445152	0.0520350525818109	0.0520350525818109	1.14850246590995	0.107129943445152	0.0520350525818109	0.107129943445152	0.0520350525818109	0.0520350525818109	0.0520350525818109	0.0550948908633413	0.0520350525818109	0.0520350525818109	0.0520350525818109	0.0520350525818109	1.67668502763613	1.81503013889936	0.673381999440838	0.433962546810004	0.137782392476821
"Ceiba_glaziovii"	0.337572339159558	0.337572339159558	0.0731835078909381	0.126748479613514	0.282885620215709	0.282885620215709	0.0731835078909381	0.0731835078909381	0.0731835078909381	0.282885620215709	0.126748479613514	0.181800581125624	0.2278335187036	0.174268546981023	0.126748479613514	0.0731835078909381	0.174268546981023	0.0731835078909381	0.0731835078909381	0.0535649717225761	1.17426854698102	0.0731835078909381	0.174268546981023	0.0731835078909381	0.0731835078909381	0.0731835078909381	0.101085039090085	0.0731835078909381	0.0731835078909381	0.0731835078909381	0.0731835078909381	2.35813525426356	0.654682987720374	1.23548381110104	0.367014010080732	0.121526042097441
"Conocliniopsis_prasiifolia"	0.296364483306053	0.296364483306053	0.0936113799035781	0.145646432485389	0.248353437010472	0.248353437010472	0.0936113799035781	0.0936113799035781	0.0936113799035781	0.248353437010472	0.145646432485389	0.195597801132174	0.198402068363687	0.146367015781876	0.145646432485389	0.0936113799035781	0.146367015781876	0.0936113799035781	0.0936113799035781	0.0520350525818109	0.146367015781876	1.09361137990358	0.146367015781876	0.0936113799035781	0.0936113799035781	0.0936113799035781	0.0527556358782981	0.0936113799035781	0.0936113799035781	0.0936113799035781	0.0936113799035781	3.01636668578196	0.635983975999911	0.644791105179199	0.3330091243119	0.106691213990179
"Dioclea_grandiflora"	0.337572339159558	0.337572339159558	0.0731835078909381	0.126748479613514	0.282885620215709	0.282885620215709	0.0731835078909381	0.0731835078909381	0.0731835078909381	0.282885620215709	0.126748479613514	0.181800581125624	0.2278335187036	0.174268546981023	0.126748479613514	0.0731835078909381	0.174268546981023	0.0731835078909381	0.0731835078909381	0.0535649717225761	0.174268546981023	0.0731835078909381	1.17426854698102	0.0731835078909381	0.0731835078909381	0.0731835078909381	0.101085039090085	0.0731835078909381	0.0731835078909381	0.0731835078909381	0.0731835078909381	2.35813525426356	0.654682987720374	1.23548381110104	0.367014010080732	0.121526042097441
