"Senecio_erucaeformis"	"Calandrinia_affinis"	"Oxalis_compacta"	"Senecio_sp1_M_PL_002"	"Astragalus_curvicaulis"	"Cerastium_arvense"	"Chaetanthera_euphrasioides"	"Senecio_bustillosianus"	"Chuquiraga_oppositifolia"	"Discaria_nana"	"Laretia_acaulis"	"Senecio_francisci"	"Anarthrophyllum_cumingii"	"Anarthrophyllum_gayanum"	"Azorella_monantha"	"Euphorbia_portulacoides"	"Loasa_caespitosa"	"Nassauvia_heterophylla"	"Tropaeolum_polyph"	"Berberis_empetrifolia"	"Nassauvia_axillaris"	"Sanicula_graveolens"	"Azorella_bolacina"	"Chaetanthera_pusilla"	"Oxalis_geminata"	"Calandrinia_sericea"	"Calceolaria_biflora"	"Cerastium_montioides"	"Mutisia_sinuata"	"Oxalis_cinerea"	"Ranunculus_peduncularis"	"Stenodraba_stenophylla"	"Werneria_pygmaea"	"Acaena_pinnatifida"	"Calandrinia_dianthoides"	"Calceolaria_arachnoides"	"Cardamine_nivalis"	"Chaetanthera_apiculata"	"Erigeron_andicola"	"Nassauvia_pungens"	"Nothoscordum_andinum"	"Tristagma_bivalve"	"Viola_philippii"	"Unidentified_sp1_M_PL_002"	"Unidentified_sp2_M_PL_002"	"Scaeva_melanostom"	"Bombus_dahlbomii"	"Unidentified_sp3_M_PL_002"	"Caenohalictus_sp1_M_PL_002"	"Hypodynerus_sp1_M_PL_002"	"Yramea_modesta"	"Auca_coctei"	"Habromyia_lipoflava"	"Andinus_venustus"	"Etcheverrius_chilensis"	"Unidentified_sp4_M_PL_002"	"Unidentified_sp5_M_PL_002"	"Unidentified_sp6_M_PL_002"	"Villa_sp1_M_PL_002"	"Villa_verdensis"	"Anthidium_funereum"	"Centris_cineraria"	"Faunula_leucoglene"	"Lyophlaeba_lugubris"	"Megachile_semirufa"	"Megachile_sp1_M_PL_002"	"Megachile_sp2_M_PL_002"	"Prosopochaeta_caliginosa"	"Prosopochaeta_sp1_M_PL_002"	"Pseudolucia_chilensis"	"Unidentified_sp7_M_PL_002"	"Unidentified_sp8_M_PL_002"	"Vibrissomyia_sp1_M_PL_002"	"Alloscirtetica_sp1_M_PL_002"	"Anthidium_sp1_M_PL_002"	"Centris_nigerrima"	"Gayella_reedi"	"Hypodynerus_sp2_M_PL_002"	"Phulia_nymphula"	"Unidentified_sp10_M_PL_002"	"Unidentified_sp9_M_PL_002"	"Villa_gayi"	"Villa_hypoxantha"	"Alloscirtetica_rufitarsis"	"Ateloglutus_sp1_M_PL_002"	"Centris_cana"	"Chilicola_sp1_M_PL_002"	"Colletes_fulvipes"	"Colletes_sp1_M_PL_002"	"Dasybasis_sp1_M_PL_002"	"Hypodynerus_sp3_M_PL_002"	"Megachile_sp3_M_PL_002"	"Megachile_sp4_M_PL_002"	"Megachile_sp5_M_PL_002"	"Spathipalpus_philippii"	"Tatochila_mercedis"	"Tatochila_sp1_M_PL_002"	"Unidentified_sp11_M_PL_002"	"Unidentified_sp12_M_PL_002"	"Unidentified_sp13_M_PL_002"	"Unidentified_sp14_M_PL_002"	"Unidentified_sp15_M_PL_002"	"Unidentified_sp16_M_PL_002"	"Villa_arenari"	"Villa_flavicura"	"Villa_semifuscata"	"Yramea_lathonoides"
"Senecio_erucaeformis"	1.75150790673485	0.184417526772887	0.205168103568946	0.293073220453829	0.289012833521831	0.200558772318033	0.143294942983478	0.370694872175325	0.165922100304287	0.0722057861138123	0.0862407489003321	0.111901939933127	0.0713015731235661	0.139723002165953	0.0725385439755886	0.0784298627538528	0.0798383896898582	0.0724398692660422	0.0571814541608789	0.0851315499424883	0.0892172693948808	0.0570785280946936	0.0498457912831145	0.0376350902327829	0.0447742369072705	0.0278733270912973	0	0.0251321473769143	0.0703272522643292	0.0239189818853037	0.0496309307295673	0.0350508487764148	0.0363797419444884	0.0123488401687757	0.0208552550219668	0	0.0208552550219668	0.0107747160348258	0.0479449448448254	0.00994348476187718	0.0350085099521677	0.0155244869225216	0.0124552571678901	0.275990878622606	0.347587583699446	0.123488401687757	0.274282579379497	0.119698216343344	0.223810811059115	0.233390066347785	0.0830350477859337	0.219280344911866	0.0649788931735215	0.186235398170619	0.0769428511425784	0.0621133205485623	0.0751420696274902	0.0846848020371556	0.21308864375478	0.0607713018349927	0.169938193394437	0.0639955785690782	0.0574166153134254	0.0725910228466873	0.17197063037427	0.17197063037427	0.0400511796608036	0.0411663889240268	0.0366551730708008	0.161725795288529	0.035915720116086	0.0331449492062573	0.0422563006967475	0.0511612954068363	0.0246635718931327	0	0.0388454381792067	0.0256016504003649	0.0281549750057939	0.037017894505019	0.025610036059429	0.030946834377136	0.025663912106636	0.0128342831622419	0.0108308679170719	0	0.112596936861526	0.0260111550169648	0.0260111550169648	0.012896544868513	0.112596936861526	0.0128342831622419	0.0143709101441745	0.0143709101441745	0.0112905270698349	0.0153876077676709	0.0112905270698349	0.112596936861526	0.0141173752956935	0.0102926617489582	0.012767367238123	0.0157728819493866	0.012767367238123	0.012896544868513	0.012896544868513	0.0130391764678876	0.0153876077676709
"Calandrinia_affinis"	0.198603490370802	1.71656220550301	0.268821835985056	0.169199463270482	0.169795150578349	0.151540929049139	0.250986042819952	0.133553948503115	0.0963365931644725	0.174315108031818	0.157578517878056	0.0897123947401251	0.153452770608728	0.104621980596827	0.157083045120682	0.10291980238657	0.0531227804973248	0.0653458867333817	0.0789297498895566	0.079219622120183	0.0610915872147029	0.146072724970039	0.0660339849541275	0.0239336602366774	0.0937957427303389	0.0526878673541064	0	0.0273542146295034	0.0234172355237601	0.0684642096584184	0.0543087880428855	0.0425740051628917	0.0485450203445263	0.0294743800815007	0.0253315330719206	0	0.0253315330719206	0.019031056398761	0.0108989760337071	0.0242250481501603	0.0128783545726013	0.0232134872726057	0.012793167414055	0.412684218179657	0.422192217865343	0.294743800815007	0.106981481815989	0.155457463196455	0.225378649774172	0.0858556971506751	0.0852877827603667	0.063232326774785	0.217059551626522	0.0593993492769533	0.0489310387060959	0.196618495592258	0.0529901427991425	0.0620085183863267	0.0484398934831428	0.0614465462912457	0.0386308150528064	0.0617350187690514	0.0476439137627048	0.0435898774656296	0.0400687861554547	0.0400687861554547	0.0439310931685179	0.0766647784988465	0.173261136245935	0.045442916194955	0.0634368546625368	0.0807501605005342	0.0485368240514948	0.0341135200594804	0.0237694554696387	0	0.0429030622616225	0.14646042062901	0.139000559618319	0.0256058520614118	0.151705285037698	0.0362274274682183	0.141427665773235	0.0276214987095711	0.0261472662047727	0	0.012767367238123	0.0152815635520514	0.0152815635520514	0.0225887438537957	0.012767367238123	0.0276214987095711	0.00956210048951847	0.00956210048951847	0.00718009807100321	0.0201616376988792	0.00718009807100321	0.012767367238123	0.0185255644295827	0.0142073549801202	0.118838921919439	0.0191583023233013	0.118838921919439	0.0225887438537957	0.0225887438537957	0.0117622596120087	0.0201616376988792
"Oxalis_compacta"	0.239362787497103	0.291223655650477	1.6868327757883	0.215848390085496	0.120937645239506	0.221034703388397	0.155391850722258	0.195403966130613	0.141120535499343	0.19013818671107	0.165470975749651	0.125240919224419	0.0437556374228895	0.0535475036364242	0.115971730240724	0.0779732695652854	0.167629174768227	0.0722187770400696	0.165899571556642	0.0655785420249096	0.0635039320655422	0.10531697652441	0.0553442783908838	0.0330274439046925	0.0335838913792244	0.0406285954087784	0	0.0558955356556536	0.0472951870089943	0.0183694243459942	0.0291223267717837	0.0255705328289583	0.0379854610677892	0.0178576013742194	0.0152144670332302	0	0.0152144670332302	0.063712268297582	0.0142855356708911	0.00753756508334166	0.0121546915341304	0.022770994034559	0.0381861213811527	0.404817671725493	0.253574450553836	0.178576013742194	0.269664034970911	0.154300598427507	0.108172242410972	0.0810312768942029	0.254574142541018	0.0942110170820379	0.22089038169544	0.18065450322845	0.067522774205149	0.0481415967229003	0.0648412107120921	0.0662698407340669	0.063491269648405	0.0656639076208343	0.050634287544603	0.028398953462232	0.164065904314255	0.0466299136221068	0.0438583527909816	0.0438583527909816	0.186547632522599	0.175029424264562	0.06955727714887	0.0426864812474042	0.212374227658607	0.0251252169444722	0.0590313809150031	0.0205229387261119	0.0600351743384765	0	0.0187604028076756	0.0280376524349993	0.146674095883001	0.0306597026923895	0.0438579574168715	0.0338783898699589	0.0341469042638824	0.00787601473612012	0.0285207280066605	0	0.0153876077676709	0.0108843880715555	0.0108843880715555	0.0139852665650032	0.0153876077676709	0.00787601473612012	0.0301732514582809	0.0301732514582809	0.00990823317140775	0.126512458184122	0.00990823317140774	0.0153876077676709	0.0140351885217514	0.0298619228801956	0.0201616376988792	0.0115067397730312	0.0201616376988792	0.0139852665650032	0.0139852665650032	0.0129993798672125	0.126512458184122
"Senecio_sp1_M_PL_002"	0.3730022805776	0.199963002046933	0.235470971002359	1.46215427696252	0.144677255025076	0.242142653727039	0.163765182348215	0.256296330807117	0.153551746047103	0.104119775594295	0.128361242414557	0.148227457817705	0.0471315256698245	0.105280935031392	0.0995542976437132	0.117734350261567	0.0864588161822785	0.198862965773655	0.0842284795676268	0.0680854379971057	0.0963310062558032	0.0805759800641557	0.0701666464550688	0.0945273353838378	0.0457248497927396	0.0428299429961496	0	0.0308600955009048	0.0508394845218049	0.0225581487924799	0.0386037422309689	0.0389356319332096	0.0394885309267791	0.0265081130696302	0.0231667010002597	0	0.0231667010002597	0.0136760092456114	0.0470246310531885	0.00980902269634432	0.0172400383591956	0.0163218299265194	0.0157344710342508	0.290165865360345	0.386111683337661	0.265081130696302	0.267602470803822	0.272694360251464	0.120065876238849	0.114933589061304	0.104896473561672	0.115190036424305	0.0842958415517762	0.0877384725420144	0.193255885673624	0.0566627826494916	0.198893453560999	0.0813709152045049	0.208998360236393	0.0945611577586866	0.166676192288523	0.0404551958784759	0.159083966139362	0.0600603697295451	0.0600663407620289	0.0600663407620289	0.0483840360601599	0.0550441047017956	0.0473813323644157	0.162560090821534	0.0455866974853714	0.0326967423211478	0.0504187482221801	0.0319715212579075	0.030723713234983	0	0.0215046275728253	0.0223272670699715	0.03150391527458	0.155426138318009	0.0319731879638381	0.0365317052467729	0.0285824588607425	0.0084836746205684	0.0156179663391442	0	0.0239787180371314	0.0130209529522569	0.0130209529522569	0.0147388664113394	0.0239787180371314	0.0084836746205684	0.0155625869128101	0.0155625869128101	0.0283582006151513	0.0176603228251769	0.0283582006151513	0.0239787180371315	0.0211921830470821	0.0151611263221728	0.0138435924494031	0.0175210343699443	0.0138435924494031	0.0147388664113394	0.0147388664113394	0.035795333839258	0.0176603228251769
"Astragalus_curvicaulis"	0.404617966930564	0.220733695751854	0.145125174287407	0.159144980527584	1.79687352685394	0.190446760959251	0.159938601117328	0.271749462603119	0.0928145436867842	0.0750263704616106	0.077210663852345	0.0819961841901682	0.31023590913428	0.269312065568603	0.0683849504374543	0.0605077338940475	0.043044999893325	0.0570898140924131	0.042530980047061	0.095700118893824	0.105845644173442	0.044440555775142	0.0456955637645443	0.0224957362550445	0.0446034135081979	0.033124183360693	0	0.022593837776681	0.030559940222384	0.0320183240786134	0.0483042178618011	0.0211514108060244	0.0349696501250206	0.0107396226652569	0.0125850894295845	0	0.0125850894295845	0.00909794944142347	0.0179124149351574	0.0114202478991104	0.0480626744499755	0.0223845606954361	0.0100832649007614	0.397947745696642	0.209751490493075	0.107396226652569	0.12693641079528	0.0953414545735434	0.277815443361684	0.320417829666503	0.0672217660050761	0.0904421889328612	0.061310797849442	0.0752751762758187	0.0459912830103131	0.0915470052422354	0.0642525979142483	0.0740215789726523	0.0796107330451441	0.0541102767520517	0.0634895596035025	0.266037252863374	0.041045549510145	0.0698052483244156	0.2121872240681	0.2121872240681	0.026288064460825	0.0324651126988142	0.0388448102000348	0.0875082797715703	0.0303264981380782	0.0380674929970348	0.0417019095863985	0.210194789219203	0.0154036763892695	0	0.217561081061025	0.0711240271962218	0.0261659516236069	0.0232971194888913	0.0252806886014583	0.0315346825868921	0.0296760376526109	0.0558424636441704	0.0112539555692416	0	0.0260111550169648	0.161718617416855	0.161718617416855	0.0143944741005595	0.0260111550169648	0.0558424636441704	0.00774809998079851	0.00774809998079851	0.00674872087651333	0.0108843880715555	0.00674872087651333	0.0260111550169648	0.0108913921009286	0.00765557640847097	0.0152815635520514	0.00951813486271098	0.0152815635520514	0.0143944741005595	0.0143944741005595	0.0102761665366344	0.0108843880715555
"Cerastium_arvense"	0.280782281245247	0.197003207763881	0.265241644066076	0.266356919099743	0.190446760959251	1.47449683800834	0.362618585599881	0.214340894855259	0.110353601513454	0.0815185438999189	0.0887191499769983	0.158503779847184	0.0521632636179396	0.0926395791298638	0.0704284472392137	0.107655634629327	0.093880402989215	0.162387137929642	0.109741898629688	0.116368326107038	0.122652469402457	0.0546386255503518	0.0459513468577577	0.03561102002266	0.0309399265296749	0.0325968338073762	0	0.106246829243511	0.047863687285762	0.0178246478913115	0.046720871761323	0.022042485106493	0.0295067399623147	0.0162053724834249	0.0131152786383634	0	0.0131152786383634	0.0132003718725795	0.016683519746999	0.00711085048355862	0.0367919901632315	0.0163914613239513	0.0423013908582153	0.291403756870246	0.218587977306056	0.162053724834249	0.266721819650406	0.146174283515049	0.261376835400797	0.245279934421543	0.282009272388102	0.0992082365282849	0.0717445815039743	0.0737871335775701	0.0728047520463271	0.0476168773677906	0.211324044699073	0.197556283565087	0.0741489766533289	0.218345639929153	0.0591338088810298	0.0432047201809372	0.17439067756114	0.0730703595266099	0.054481178531929	0.054481178531929	0.0565451375963583	0.0454946865503346	0.0385435857024688	0.056518252587432	0.0440012395752651	0.0237028349451954	0.213151461284321	0.0338153327297081	0.0366520142914026	0	0.0265295959375617	0.0230280710656516	0.0335318069193782	0.051022523662769	0.0259323743632517	0.16534038812474	0.0462743563184118	0.00938938745122913	0.0122277815849878	0	0.018050289508623	0.0171402084863326	0.0171402084863326	0.0326356727039893	0.018050289508623	0.00938938745122913	0.0168984725380587	0.0168984725380587	0.010683306006798	0.0198931233049557	0.010683306006798	0.018050289508623	0.0193780142332788	0.0197535417533439	0.0136386836144225	0.00991911829792186	0.0136386836144225	0.0326356727039893	0.0326356727039893	0.0292296848273356	0.0198931233049557
"Chaetanthera_euphrasioides"	0.200612920176869	0.326281855665938	0.186470220866709	0.180141700583037	0.159938601117328	0.362618585599881	1.84448246657453	0.146161867474835	0.0907465323390296	0.095287177130643	0.11705981084256	0.143296815505568	0.0526434965481649	0.0602818167134841	0.0849290722266134	0.0978171662266746	0.0572179754953782	0.127775808943475	0.0952867914389329	0.0967317975315656	0.0746143691844764	0.0801928125626113	0.054209963708556	0.0285737781714816	0.0336651748403904	0.0572109617431999	0	0.0945123327064656	0.0270990192061714	0.0195382739271533	0.0518792217072799	0.0237426906104826	0.0384326943186278	0.0329051683378092	0.0141269009132372	0	0.0141269009132372	0.01162123690463	0.0115081446449307	0.00776374344630251	0.0151847951008086	0.0243057934053907	0.0221614393823836	0.432102993873612	0.235448348553953	0.329051683378092	0.12351669270438	0.140242394577139	0.293629161731444	0.101231967338724	0.14774292921589	0.073352173760715	0.0837132916155698	0.0536483593571058	0.0584175020394735	0.052331246581559	0.0871624177916613	0.0851619851421281	0.0511473095330251	0.243133262631358	0.0407899793525875	0.0347210304876563	0.0613598056803319	0.0517074555838446	0.0404455870418076	0.0404455870418076	0.0414361246131792	0.0495876210179748	0.0521690534241826	0.0384861382882795	0.0387374563487666	0.0258791448210084	0.241169644413607	0.0252452011089866	0.027450858048176	0	0.0238703034792292	0.0320645732324654	0.036574010418799	0.0377385120211648	0.0406321266803833	0.198639094695697	0.188592165845504	0.00947582937866968	0.0142930765695965	0	0.012896544868513	0.0143944741005595	0.0143944741005595	0.166003421991708	0.012896544868513	0.00947582937866968	0.0102992355891681	0.0102992355891681	0.00857213345144449	0.0139852665650032	0.00857213345144449	0.012896544868513	0.0176070899208014	0.0171516224590079	0.0225887438537957	0.0106842107747172	0.0225887438537957	0.166003421991708	0.166003421991708	0.0229996456098254	0.0139852665650032
"Senecio_bustillosianus"	0.518972821045455	0.173620133054049	0.234484759356735	0.281925963887829	0.271749462603119	0.214340894855259	0.146161867474835	1.47982923254146	0.18439156953533	0.0876770506866385	0.0928932356067421	0.130948526845493	0.0616968306498511	0.0857133047934226	0.0783807902137306	0.106905157395576	0.089175938461905	0.0780737993543819	0.0633661197702913	0.147272821221107	0.121389509430127	0.0521585846111097	0.0538527501017938	0.0403381629342597	0.0325143848643363	0.0369977683448361	0	0.027336038378714	0.0793324510903905	0.0173422238145134	0.0345844516058496	0.0254994303358368	0.038850304588703	0.013319624805956	0.0151721610498229	0	0.0151721610498229	0.0126320196800346	0.0534960674850897	0.00721574637362956	0.0207835326852534	0.0236781435388801	0.0139120986146751	0.420944774024535	0.252869350830381	0.13319624805956	0.305900884029998	0.133355071227474	0.15098448210243	0.138556884568356	0.0927473240978338	0.24954778687231	0.0708002974995141	0.211792261806565	0.082469133110042	0.0450065664039283	0.0837232738151812	0.204854624571657	0.237760299933732	0.0661408115203213	0.189613839197151	0.05099127601407	0.0599437072613691	0.193633655325259	0.191004621058791	0.191004621058791	0.0450439274335505	0.0432560238302661	0.0392799552067476	0.0718576031312359	0.0421067322667821	0.0240524879120986	0.0447464658801298	0.0398858464970968	0.0274575704817954	0	0.0355628811512539	0.0231252848822535	0.0296062123170354	0.0371199536564293	0.02375553690278	0.0324452486097085	0.0251744234380154	0.0111054295169732	0.0131515576029958	0	0.0333625384957792	0.0244574516342807	0.0244574516342807	0.0131545680727351	0.0333625384957792	0.0111054295169732	0.0160516689231429	0.0160516689231429	0.0121014488802779	0.0175863569517551	0.0121014488802779	0.0333625384957792	0.0192429283312036	0.0114059015586524	0.0120198553652803	0.0114747436511265	0.0120198553652803	0.0131545680727351	0.0131545680727351	0.0140532838837888	0.0175863569517551
"Chuquiraga_oppositifolia"	0.38715156737667	0.20872928518969	0.282241070998686	0.281511534419688	0.15469090614464	0.183922669189089	0.151244220565049	0.307319282558883	1.28030300568169	0.106392652234369	0.122853549373115	0.201328060259398	0.0445778680163388	0.0659530200768651	0.10578209090951	0.0954094314353423	0.107017027821834	0.081189277845505	0.0741826188050516	0.0802612975142575	0.0775626233400383	0.0750145607105497	0.074918712294655	0.140604891476691	0.0509155646240983	0.0427689499314128	0	0.0294080617820246	0.099013756563154	0.0219054556397601	0.0446409523461847	0.0487564856879633	0.0568148681673072	0.0149641907484438	0.0290101089843382	0	0.0290101089843382	0.0152576622575576	0.0213234580390932	0.0103282703116938	0.0146855498308133	0.0278047591829691	0.0163884674180895	0.49430682991945	0.483501816405636	0.149641907484438	0.36916563924853	0.160923058909758	0.121573226147695	0.097903665538755	0.10925644945393	0.319347900820524	0.0890462759044066	0.265760581653097	0.287458889241235	0.0514541570136281	0.0716514623977829	0.0794442652563871	0.0947709246181918	0.074978299128973	0.0755798123830079	0.0338177414097943	0.0607538824589849	0.063169117622516	0.0664692320289602	0.0664692320289602	0.0537840167177409	0.0564743888907424	0.0494501631735379	0.0597926205665442	0.0508588741918586	0.034427567705646	0.0433986478797836	0.0257937251668534	0.0326159363928394	0	0.0219461977959586	0.0224745052176118	0.0356185692995723	0.0376468319192563	0.0313287651345445	0.0301650200778725	0.0280624688255253	0.00802401624294098	0.0159588978351553	0	0.024888315045643	0.0139221815530176	0.0139221815530176	0.0136119798508544	0.024888315045643	0.00802401624294098	0.0192630650079301	0.0192630650079301	0.0421814674430074	0.0211680803249015	0.0421814674430074	0.0248883150456431	0.0171736976583616	0.0133528713849093	0.0144504889746709	0.0219404185595835	0.0144504889746709	0.0136119798508544	0.0136119798508544	0.0146140700121909	0.0211680803249015
"Discaria_nana"	0.168480167598895	0.377682734068939	0.38027637342214	0.190886255256207	0.125043950769351	0.135864239833198	0.158811961884405	0.146128417811064	0.106392652234369	1.55329555010215	0.203922566800157	0.135557447928131	0.0500654843158461	0.052284931781672	0.254739109110549	0.115850253738268	0.0577838673686522	0.109667159682371	0.0693906232864491	0.0738224915784625	0.0706986168305502	0.079063721771585	0.0977020423529488	0.0297576007816352	0.0406957336089657	0.0499837080901733	0	0.026321978092444	0.0263183993457799	0.0220853326565073	0.0322213061824034	0.0312779847940477	0.0509817949726129	0.0176123140700187	0.0186104009524584	0	0.0186104009524584	0.107471942680267	0.0111725243489939	0.00910155607319917	0.0103406499847762	0.0323713940201545	0.0148122536035888	0.575491449247192	0.31017334920764	0.176123140700187	0.118552175117974	0.415291087825208	0.105862596232906	0.0689376665651746	0.0987483573572586	0.0721182202500436	0.364103751386678	0.0684620513618835	0.0608377615980098	0.0577056737035916	0.0634930254538327	0.062842445466026	0.0496556637733064	0.0665945640866308	0.0396003918592118	0.0296770304667949	0.0563664759307926	0.0456688069950236	0.0352363810893092	0.0352363810893092	0.0514121363245788	0.0768984504252907	0.304994638359994	0.035860121976917	0.358239808934223	0.0303385202439972	0.0383657482961841	0.0206652432899426	0.0228914083179183	0	0.0202657427460939	0.035159053381625	0.0546679942114332	0.035358055081971	0.0439366036033793	0.0265208581545843	0.0404403427743691	0.00901178717685229	0.232994332515322	0	0.0108308679170718	0.0112539555692416	0.0112539555692416	0.0142930765695964	0.0108308679170718	0.00901178717685229	0.0104010961263574	0.0104010961263574	0.00892728023449057	0.0285207280066605	0.00892728023449057	0.0108308679170718	0.0208530456728883	0.0124903121915609	0.0261472662047727	0.0140750931573215	0.0261472662047727	0.0142930765695964	0.0142930765695964	0.0197400887428269	0.0285207280066605
