"Scardinius_erythrophthalmus"	"Rutilus_rutilus"	"Cyprinus_carpio"	"Esox_lucius"	"Abramis_brama"	"Alburnus_alburnus"	"Carassius_auratus_gibelio"	"Stizostedion_lucioperca"	"Gymnocephalus_cernuus"	"Tinca_tinca"	"Blicca_bjoerkna"	"Perca_fluviatilis"	"Diplostomum_spathaceum"	"Argulus_foliaceus"	"Tylodelphis_clavata"	"Myxobolus_pseudodispar"	"Paradiplozoon_homoion"	"Anodonta_sp."	"Hoferellus_carassii"	"Myxobolus_anurum"	"Myxobolus_bramae"	"Myxobolus_cyprini"	"Myxobolus_dispar"	"Henneguya_oviperda"	"Dactylogyrus_auriculatus"	"Dactylogyrus_crucifer"	"Dactylogyrus_vistulae"	"Dactylogyrus_extensus"	"Tetraonchus_monenteron"	"Diplozoon_paradoxum"	"Diplozoon_scardinii"	"Eudiplozoon_nipponicum"	"Khawia_sp."	"Proteocephalus_cernuae"	"Proteocephalus_percae"	"Proteocephalus_torulosus"	"Echinostomum_sp."	"Posthodiplostomum_cuticola"	"Skrjabillanus_scardinii"	"Skrjabillanus_tincae"	"Skrjabillanus_cyprini"	"Molnaria_intestinalis"	"Skrjabillanida_sp."	"Philometroides_sanguinea"	"Piscicola_geometra"	"Ergasilus_sieboldi"
"Scardinius_erythrophthalmus"	2.7032380142567	0.558757755873547	0.383733785814638	0	0.314623309659028	0.221529289266768	0.168508759000846	0.183048591357285	0.206295988649922	0.14151655802412	0.137733111529155	0.244172731304834	0.689013592359013	0.561349013495675	0.243606808580179	0.342164084323697	0.133820183086147	0.380201530512845	0.0505526277002537	0	0.056632195738625	0.0493372010333106	0.0493372010333106	0	0.056632195738625	0.0718402828980275	0.0718402828980275	0.0493372010333106	0	0.056632195738625	0.27032380142567	0.0493372010333106	0.0718402828980275	0.0618887965949765	0.0549145774071856	0.0664587867800303	0.27032380142567	0.27032380142567	0.27032380142567	0.0636824511108539	0.0493372010333106	0.27032380142567	0.0549145774071856	0.0505526277002537	0	0
"Rutilus_rutilus"	0.718402828980275	2.5118998705838	0.322693445615635	0	0.26457633812288	0.186290736705699	0.205986169806798	0.0896491297478982	0.350628667398393	0.0693085708975347	0.301047006603552	0.242675130274372	0.842254560987796	0.274923997893554	0.537350963632332	0.394798837687374	0.458429707760945	0.181044091521495	0.0617958509420394	0	0.0476237408621184	0.0414891572934387	0.0414891572934387	0	0.0476237408621184	0.322958554789347	0.322958554789347	0.0414891572934387	0	0.0476237408621184	0.0718402828980275	0.0414891572934387	0.322958554789346	0.105188600219518	0.0268947389243694	0.0558872210117097	0.0718402828980275	0.0718402828980275	0.0718402828980275	0.0311888569038906	0.0414891572934387	0.0718402828980275	0.0268947389243694	0.0617958509420394	0	0
"Cyprinus_carpio"	0.493372010333106	0.322693445615635	2.83084999668014	0	0.375488463092389	0.264385027437655	0.187959065611386	0.231608477930979	0.170460218745414	0.179058655207143	0.131826070173398	0.0754564639095979	0.768543734944334	0.710265998988334	0.126582631676382	0.0908263583267493	0.100810888871468	0.0832926097926297	0.0563877196834159	0	0.06758792335663	0.36396642814459	0.363966428144589	0	0.06758792335663	0.0414891572934387	0.0414891572934387	0.36396642814459	0	0.06758792335663	0.0493372010333106	0.36396642814459	0.0414891572934387	0.0511380656236242	0.0694825433792936	0.0793155082312963	0.0493372010333106	0.0493372010333106	0.0493372010333106	0.0805763948432144	0.36396642814459	0.0493372010333106	0.0694825433792936	0.0563877196834159	0	0
"Esox_lucius"	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.947368421052633	0	0	0	0.947368421052632	0	0	0	0	0.947368421052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.947368421052632	0.947368421052632
"Abramis_brama"	0.56632195738625	0.370406873372032	0.525683848329344	0	2.37653344985313	0.303476977019876	0.215750678425521	0.265854089453847	0.195664453423724	0.205534254031546	0.151317862650399	0.0866134507911728	0.882180551784353	0.815285874325131	0.145299129745263	0.104255936600743	0.115716779054798	0.0956082485946528	0.0647252035276564	0	0.427776020973564	0.06758792335663	0.06758792335663	0	0.427776020973564	0.0476237408621184	0.0476237408621184	0.06758792335663	0	0.427776020973563	0.056632195738625	0.06758792335663	0.0476237408621184	0.0586993360271173	0.0797562268361541	0.0910430931059627	0.056632195738625	0.056632195738625	0.056632195738625	0.0924904143141955	0.06758792335663	0.056632195738625	0.0797562268361541	0.0647252035276564	0	0
"Alburnus_alburnus"	0.664587867800303	0.434678385646631	0.616898397354527	0	0.505794961699793	1.72599809632013	0.253186869202552	0.311984022783738	0.229615363150215	0.241197731900033	0.177573930142249	0.101642268736673	1.03525297629488	0.956751003203464	0.170510850888277	0.12234600779174	0.135795489575722	0.112197807711533	0.0759560607607657	0	0.0910430931059627	0.0793155082312963	0.0793155082312963	0	0.0910430931059628	0.0558872210117097	0.0558872210117097	0.0793155082312963	0	0.0910430931059627	0.0664587867800303	0.0793155082312963	0.0558872210117097	0.0688846089450645	0.0935952068351215	0.517799428896038	0.0664587867800303	0.0664587867800303	0.0664587867800303	0.108538979355015	0.0793155082312963	0.0664587867800303	0.0935952068351215	0.0759560607607657	0	0
"Carassius_auratus_gibelio"	0.505526277002537	0.480634396215862	0.438571153093234	0	0.359584464042535	0.253186869202552	2.47333447765007	0.102375119127894	0.264912981751929	0.0791471509224056	0.207576166323448	0.0983088394043767	1.22430097528028	0.313950365325542	0.185508723199588	0.112348478642293	0.155205125787591	0.0947916054322233	0.742000343295021	0	0.0647252035276563	0.0563877196834159	0.0563877196834159	0	0.0647252035276563	0.0617958509420394	0.0617958509420395	0.0563877196834159	0	0.0647252035276563	0.0505526277002537	0.0563877196834159	0.0617958509420394	0.0794738945255786	0.0307125357383683	0.0759560607607656	0.0505526277002537	0.0505526277002537	0.0505526277002537	0.0356162179150825	0.0563877196834158	0.0505526277002537	0.0307125357383683	0.742000343295021	0	0
"Stizostedion_lucioperca"	0.549145774071856	0.209181302745096	0.54041978183895	0	0.443090149089745	0.311984022783738	0.102375119127894	2.56664300398543	0.0994766162908041	0.303623162745038	0.0742259402066427	0.0629930218516479	0.418600487100723	1.20437187888865	0.0850845836448522	0.0818093163315551	0.0602964120173587	0.0832614372404272	0.0307125357383683	0	0.0797562268361541	0.0694825433792936	0.0694825433792936	0	0.0797562268361541	0.0268947389243695	0.0268947389243695	0.0694825433792936	0	0.0797562268361541	0.0549145774071856	0.0694825433792936	0.0268947389243695	0.0298429848872412	0.769992901195629	0.0935952068351215	0.0549145774071856	0.0549145774071856	0.0549145774071856	0.136630423235267	0.0694825433792936	0.0549145774071856	0.769992901195629	0.0307125357383683	0	0
"Gymnocephalus_cernuus"	0.618887965949765	0.818133557262916	0.397740510405966	0	0.326107422372874	0.229615363150215	0.264912981751929	0.0994766162908041	1.87485334025632	0.0769062915861679	0.21215654132247	0.344367304387416	1.08319974760789	0.305061623291799	0.822609889270751	0.167077396814494	0.200659043814629	0.216854083569314	0.0794738945255786	0	0.0586993360271173	0.0511380656236242	0.0511380656236242	0	0.0586993360271173	0.105188600219518	0.105188600219518	0.0511380656236242	0	0.0586993360271172	0.0618887965949765	0.0511380656236242	0.105188600219518	0.562456002076896	0.0298429848872412	0.0688846089450645	0.0618887965949765	0.0618887965949765	0.0618887965949765	0.0346078312137756	0.0511380656236242	0.0618887965949765	0.0298429848872412	0.0794738945255786	0	0
"Tinca_tinca"	0.636824511108539	0.242579998141371	0.626705293225001	0	0.513835635078864	0.361796597850049	0.118720726383608	0.455434744117557	0.115359437379252	2.03277307948584	0.0860771407438378	0.0730507312229194	0.485435858990754	1.39666654862717	0.0986695171679799	0.0948713080147446	0.0699235702386176	0.0965552801611677	0.0356162179150825	0	0.0924904143141955	0.0805763948432144	0.0805763948432144	0	0.0924904143141956	0.0311888569038906	0.0311888569038906	0.0805763948432144	0	0.0924904143141955	0.0636824511108539	0.0805763948432144	0.0311888569038906	0.0346078312137756	0.136630423235267	0.108538979355015	0.0636824511108539	0.0636824511108539	0.0636824511108539	0.914747885768629	0.0805763948432144	0.0636824511108539	0.136630423235267	0.0356162179150825	0	0
