"Nephrosperma_vanhoutteanum"	"Paragenipa_wrightii"	"Erythroxylum_sechellarum"	"Roscheria_melanochaetes"	"Memecylon_eleagni"	"Dillenia_ferruginea"	"Nepenthes_pervillei"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Unidentified_sp5_M_PL_119"	"Unidentified_sp2_M_PL_119"	"Parasarcophaga_hirticeps"	"Phelsuma_sp1_M_PL_119"	"Hemipyrellia_sp1_M_PL_119"	"Lygistorrhina_sp1_M_PL_119"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_119"	"Unidentified_sp4_M_PL_119"	"Cratopus_aurostriatus"	"Dichaetomyia_fasciculifera"	"Nectarinia_dussumieri"	"Rhiparida_seychellensis"	"Unidentified_sp3_M_PL_119"
"Nephrosperma_vanhoutteanum"	2.91798453235705	0.418328167497286	0.60726377721061	0.3409661091245	0.193587005026614	0.348689940367215	0.436338363153567	0.763088992402454	0.597519603557854	0.263745520554152	0.0941238376868894	0.291798453235705	0.207483611607462	0.291798453235705	0.389974584945257	0.291798453235705	0.187762716480533	0.401105933133615	0.10228983273735	0.291798453235705	0.0981761317095525	0.0941238376868894	0.0784552365826232	0.291798453235705
"Paragenipa_wrightii"	0.941238376868894	2.27500961136876	0.617460351872573	0.484425642143031	0.239532153036426	0.415865625189378	0.28962613425778	1.06383079075884	0.862471556224833	0.266525114742002	0.511877162557971	0.0941238376868894	0.176308743545064	0.0941238376868894	0.15928971789489	0.0941238376868894	0.204712629004673	0.205266701023953	0.145327692642909	0.0941238376868894	0.0651658802080006	0.511877162557971	0.09356976566761	0.0941238376868894
"Erythroxylum_sechellarum"	1.0930747989791	0.493968281498058	1.92194695953553	0.402617982864856	0.247210563977922	0.578654603519282	0.525684704362101	0.928628230392728	0.687186190810825	0.359721098063376	0.111142863337063	0.10930747989791	0.464229511197868	0.10930747989791	0.227586538379382	0.10930747989791	0.476147738508233	0.455257932614305	0.120785394859457	0.10930747989791	0.118279058481473	0.111142863337063	0.130197285791838	0.10930747989791
"Roscheria_melanochaetes"	1.0228983273735	0.645900856190708	0.671029971441426	1.89631645127873	0.260313481382052	0.451945291301698	0.314753515768729	1.15612661278814	0.937297855623335	0.28964829821277	0.145327692642909	0.10228983273735	0.191604935907421	0.10228983273735	0.173109373785314	0.10228983273735	0.222473085402339	0.223075227596807	0.568894935383618	0.10228983273735	0.0708195410479641	0.145327692642909	0.101687690542882	0.10228983273735
"Memecylon_eleagni"	0.871141522619761	0.479064306072852	0.618026409944805	0.390470222073078	1.486170380229	0.770169507266833	0.648115546530512	1.26535425177845	0.423289441540356	0.987890808207454	0.107789468866392	0.0871141522619761	0.25707075175943	0.0871141522619761	0.232940150231341	0.0871141522619761	0.284532892925102	0.198358906052041	0.117141066621923	0.0871141522619761	0.145825997969365	0.107789468866392	0.173288139135037	0.0871141522619761
"Dillenia_ferruginea"	0.784552365826232	0.415865625189378	0.723318254399102	0.338958968476274	0.385084753633416	2.07349878957234	0.541879137640099	1.04373534537377	0.403909978584954	0.761748172757837	0.09356976566761	0.0784552365826232	0.252120091760861	0.0784552365826232	0.200378042551645	0.0784552365826232	0.596734513445615	0.208652522374462	0.101687690542882	0.0784552365826232	0.121922805969022	0.09356976566761	0.466537227653777	0.0784552365826232
"Nepenthes_pervillei"	0.981761317095525	0.28962613425778	0.657105880452626	0.236065136826547	0.324057773265256	0.541879137640099	2.23266251519901	0.620189415385377	0.35244061144699	0.770097869858165	0.0651658802080006	0.0981761317095525	0.62062812440125	0.0981761317095525	0.60052519762933	0.0981761317095525	0.240201864450495	0.216455190191025	0.0708195410479641	0.0981761317095525	0.502349065919777	0.0651658802080006	0.121922805969022	0.0981761317095525
"Apis_mellifera"	1.14463348860368	0.709220527172557	0.773856858660606	0.57806330639407	0.421784750592815	0.695823563582512	0.413459610256918	1.93311463352416	0.586751193951324	0.439391851880639	0.159574618613825	0.114463348860368	0.232322646866716	0.114463348860368	0.207491761168175	0.114463348860368	0.295854536364974	0.253757583419277	0.173418991918221	0.114463348860368	0.0930284123078066	0.159574618613825	0.156560301806065	0.114463348860368
"Lasioglossum_mahense"	1.34441910800517	0.862471556224833	0.858982738513531	0.702973391717501	0.211644720770178	0.403909978584954	0.35244061144699	0.880126790926986	1.69400692139879	0.265419007103767	0.194056100150587	0.134441910800517	0.233916030508008	0.134441910800517	0.21374104837609	0.134441910800517	0.24549663811405	0.289058803732953	0.21089201751525	0.134441910800517	0.0792991375755727	0.194056100150588	0.0908797451816146	0.134441910800517
"Hemipyrellia_germana"	0.791236561662456	0.355366819656003	0.59953516343896	0.28964829821277	0.658593872138302	1.01566423034378	1.02679715981089	0.878783703761277	0.35389200947169	1.75592105524704	0.0799575344226007	0.0791236561662456	0.338945690376462	0.0791236561662456	0.310153017123695	0.0791236561662456	0.336440781246364	0.187039985585258	0.0868944894638308	0.0791236561662456	0.231029360957449	0.0799575344226007	0.228524451827351	0.0791236561662455
