"Inga_sessilis"	"Erythrina_speciosa"	"Aechmea_vanhoutteana"	"Spirotheca_rivieri"	"Wittrockia_superba"	"Aechmea_gamosepala"	"Canistrum_perplexum"	"Callianthe_rufinerva"	"Edmundoa_lindenii"	"Macrocarpaea_rubra"	"Mutisia_speciosa"	"Psittacanthus_dichroos"	"Canna_paniculata"	"Alstroemeria_inodora"	"Manettia_cordifolia"	"Nidularium_innocentii"	"Aechmea_distichantha"	"Aechmea_sp1_M_PL_063"	"Billbergia_amoena"	"Nematanthus_fritschii"	"Sinningia_cooperi"	"Mendoncia_velloziana"	"Aphelandra_longiflora"	"Nidularium_procerum"	"Besleria_longimucronata"	"Lantana_camara"	"Fuchsia_regia"	"Vriesea_simplex"	"Centropogon_cornutus"	"Siphocampylus_convolvulaceus"	"Aechmea_nudicaulis"	"Nematanthus_fluminensis"	"Nematanthus_gregarius"	"Vriesea_incurvata"	"Nidularium_rutilans"	"Vriesea_sp1_M_PL_063"	"Pyrostegia_venusta"	"Aphelandra_colorata"	"Tillandsia_geminiflora"	"Vriesea_erythrodactylon"	"Sinningia_elatior"	"Vriesea_carinata"	"Nematanthus_sp1_M_PL_063"	"Nidularium_longiflorum"	"Nematanthus_sericeus"	"Vriesea_inflata"	"Justicia_sp1_M_PL_063"	"Siphocampylus_longipedunculatus"	"Tillandsia_sp1_M_PL_063"	"Tillandsia_stricta"	"Justicia_sp2_M_PL_063"	"Sinningia_glazioviana"	"Siphocampylus_lauroanus"	"Psychotria_leiocarpa"	"Tillandsia_dura"	"Phaethornis_eurynome"	"Thalurania_glaucopis"	"Clytolaema_rubricauda"	"Leucochloris_albicollis"	"Amazilia_versicolor"	"Stephanoxis_lalandi"	"Florisuga_fusca"	"Lophornis_chalybeus"	"Eupetomena_macroura"
"Inga_sessilis"	1.34022563874974	0.264018585927796	0.0605244187860343	0.214132811647482	0.0605244187860343	0.122263479526996	0.163259461532771	0.0965340354035982	0.0605244187860343	0.221200438096375	0.0722800043258995	0.262196420102149	0.0271558685328775	0.0980094484492977	0.0271558685328775	0.0631654851504414	0.0965340354035982	0.0605244187860343	0.0271558685328775	0.0271558685328775	0.0271558685328775	0.116978307926798	0.0271558685328775	0.0271558685328775	0.0605244187860343	0.0528853126562756	0.0965340354035982	0.0271558685328775	0.0271558685328775	0.0605244187860343	0.0965340354035982	0.0271558685328775	0.0605244187860343	0.0271558685328775	0.0631654851504414	0.0271558685328775	0.105648554579056	0.0271558685328775	0.167387615320018	0.0271558685328775	0.0722800043258995	0.0271558685328775	0.0271558685328775	0.0271558685328775	0.0965340354035982	0.0271558685328775	0.0271558685328775	0.0271558685328775	0.0965340354035982	0.122263479526996	0.0271558685328775	0.0271558685328775	0.0271558685328775	0.0871813730295134	0.0271558685328775	1.59917892471389	0.889828006750848	0.720192332351279	0.401103429271307	0.358752151842378	0.171529627489321	0.296557449462988	0.260097395491962	0.0396027878891694
"Erythrina_speciosa"	0.308021683582428	1.44460469188401	0.0619010042973854	0.19492294941787	0.0619010042973854	0.123478881228863	0.132307712207407	0.0994743313139769	0.0619010042973854	0.209147506016647	0.0530353535861086	0.217976336995191	0.027430109376775	0.0770399035009946	0.027430109376775	0.0650034363933665	0.0994743313139769	0.0619010042973854	0.027430109376775	0.027430109376775	0.027430109376775	0.125066816971817	0.027430109376775	0.027430109376775	0.0619010042973854	0.0514346592916609	0.0994743313139769	0.027430109376775	0.027430109376775	0.0619010042973854	0.0994743313139769	0.027430109376775	0.0619010042973854	0.027430109376775	0.0650034363933665	0.027430109376775	0.0875062485067191	0.027430109376775	0.149084125438197	0.027430109376775	0.0530353535861086	0.027430109376775	0.027430109376775	0.027430109376775	0.0994743313139769	0.027430109376775	0.027430109376775	0.027430109376775	0.0994743313139769	0.123478881228863	0.027430109376775	0.027430109376775	0.027430109376775	0.0945342754990607	0.027430109376775	1.61532866329897	0.919223864549612	0.75146654033183	0.227602170749632	0.400422537189668	0.160030332765906	0.145926137304135	0.300151155290791	0.216690703782601
"Aechmea_vanhoutteana"	0.21183546575112	0.185703012892156	1.08304548758966	0.12392011164493	0.083045487589658	0.136163331773753	0.135764209507611	0.110180252716343	0.083045487589658	0.187342548364967	0.0623545403231117	0.186943426098825	0.0367361375149757	0.0883376193805224	0.0367361375149757	0.0638709026416602	0.110180252716343	0.083045487589658	0.0367361375149757	0.0367361375149757	0.0367361375149757	0.0894317164247385	0.0367361375149757	0.0367361375149757	0.083045487589658	0.0627192165723864	0.110180252716343	0.0367361375149757	0.0367361375149757	0.083045487589658	0.110180252716343	0.0367361375149757	0.083045487589658	0.0367361375149757	0.0638709026416602	0.0367361375149757	0.108663890397794	0.0367361375149757	0.161781734581889	0.0367361375149757	0.0623545403231117	0.0367361375149757	0.0367361375149757	0.0367361375149757	0.110180252716343	0.0367361375149757	0.0367361375149757	0.0367361375149757	0.110180252716343	0.136163331773753	0.0367361375149757	0.0367361375149757	0.0367361375149757	0.0718701638577605	0.0367361375149757	2.16335032032635	1.23491600199153	0.542695302533691	0.22771913607232	0.170405425220522	0.173220527049405	0.113706474627861	0.0829734655076481	0.0278554519338234
"Spirotheca_rivieri"	0.374732420383093	0.292384424126804	0.061960055822465	1.29122491956429	0.061960055822465	0.1285475437974	0.20003511324064	0.104925833227867	0.061960055822465	0.188475904997351	0.05028975311948	0.259963474440592	0.0235791396188466	0.073911463689013	0.0235791396188466	0.0665449170242483	0.104925833227867	0.061960055822465	0.0235791396188466	0.0235791396188466	0.0235791396188466	0.0997626647235664	0.0235791396188466	0.0235791396188466	0.061960055822465	0.0472008501883796	0.104925833227867	0.0235791396188466	0.0235791396188466	0.061960055822465	0.104925833227867	0.0235791396188466	0.061960055822465	0.0235791396188466	0.0665449170242483	0.0235791396188466	0.0886706693230985	0.0235791396188466	0.155258157298033	0.0235791396188466	0.05028975311948	0.0235791396188466	0.0235791396188466	0.0235791396188466	0.104925833227867	0.0235791396188466	0.0235791396188466	0.0235791396188466	0.104925833227867	0.1285475437974	0.0235791396188466	0.0235791396188466	0.0235791396188466	0.0715986639029364	0.0235791396188466	1.38854933310986	1.02349109876316	0.859315548108035	0.237427675561186	0.221451651328787	0.157478070463553	0.422707911167883	0.38256315314167	0.0438576636190207
"Wittrockia_superba"	0.21183546575112	0.185703012892156	0.083045487589658	0.12392011164493	1.08304548758966	0.136163331773753	0.135764209507611	0.110180252716343	0.083045487589658	0.187342548364967	0.0623545403231117	0.186943426098825	0.0367361375149757	0.0883376193805224	0.0367361375149757	0.0638709026416602	0.110180252716343	0.083045487589658	0.0367361375149757	0.0367361375149757	0.0367361375149757	0.0894317164247385	0.0367361375149757	0.0367361375149757	0.083045487589658	0.0627192165723864	0.110180252716343	0.0367361375149757	0.0367361375149757	0.083045487589658	0.110180252716343	0.0367361375149757	0.083045487589658	0.0367361375149757	0.0638709026416602	0.0367361375149757	0.108663890397794	0.0367361375149757	0.161781734581889	0.0367361375149757	0.0623545403231117	0.0367361375149757	0.0367361375149757	0.0367361375149757	0.110180252716343	0.0367361375149757	0.0367361375149757	0.0367361375149757	0.110180252716343	0.136163331773753	0.0367361375149757	0.0367361375149757	0.0367361375149757	0.0718701638577605	0.0367361375149757	2.16335032032635	1.23491600199153	0.542695302533691	0.22771913607232	0.170405425220522	0.173220527049405	0.113706474627861	0.0829734655076481	0.0278554519338234
"Aechmea_gamosepala"	0.213961089172244	0.185218321843294	0.0680816658868766	0.1285475437974	0.0680816658868766	1.17751295800474	0.134371670382268	0.108503288942616	0.0680816658868766	0.231837808237369	0.058967554480355	0.188696520614899	0.0310886951422137	0.127977223542478	0.0310886951422137	0.0715103181979528	0.108503288942616	0.0680816658868766	0.0310886951422137	0.0310886951422137	0.0310886951422137	0.0979563090924417	0.0310886951422137	0.0310886951422137	0.0680816658868766	0.100098364204336	0.108503288942616	0.0310886951422137	0.0310886951422137	0.0680816658868766	0.108503288942616	0.0310886951422137	0.0680816658868766	0.0310886951422137	0.0715103181979528	0.0310886951422137	0.095960525225018	0.0310886951422137	0.20539181734288	0.0310886951422137	0.058967554480355	0.0310886951422137	0.0310886951422137	0.0310886951422137	0.108503288942616	0.0310886951422137	0.0310886951422137	0.0310886951422137	0.108503288942616	0.177512958004738	0.0310886951422137	0.0310886951422137	0.0310886951422137	0.0634389616391518	0.0310886951422137	1.83077871393036	0.986479219857677	0.808432461114783	0.247812083005701	0.176306605963259	0.460064460414151	0.114970584176234	0.0842152285244833	0.0277827482764941
"Canistrum_perplexum"	0.285704057682348	0.198461568311111	0.0678821047538056	0.20003511324064	0.0678821047538056	0.134371670382268	1.1967628284136	0.109271454390506	0.0678821047538056	0.189859745279812	0.0567242966143085	0.252250903311143	0.0301808695441646	0.0818245126060708	0.0301808695441646	0.0715702191808652	0.109271454390506	0.0678821047538056	0.0301808695441646	0.0301808695441646	0.0301808695441646	0.100514867008265	0.0301808695441646	0.0301808695441646	0.0678821047538056	0.0552810855359269	0.109271454390506	0.0301808695441646	0.0301808695441646	0.0678821047538056	0.109271454390506	0.0301808695441646	0.0678821047538056	0.0301808695441646	0.0715702191808652	0.0301808695441646	0.0944255318239495	0.0301808695441646	0.160915097452412	0.0301808695441646	0.0567242966143085	0.0301808695441646	0.0301808695441646	0.0301808695441646	0.109271454390506	0.0301808695441646	0.0301808695441646	0.0301808695441646	0.109271454390506	0.134371670382268	0.0301808695441646	0.0301808695441646	0.0301808695441646	0.0666458830370407	0.0301808695441646	1.77731787315636	1.00536627225709	0.827786992734011	0.235941573956835	0.192964318849331	0.167334773278415	0.388850551213749	0.111510514570684	0.0297692352466667
"Callianthe_rufinerva"	0.225246082608396	0.198948662627954	0.073453501810895	0.139901110970489	0.073453501810895	0.144671051923488	0.145695272520675	1.11803294056099	0.073453501810895	0.197137784016119	0.0583713970208093	0.198162004613306	0.0328782395452757	0.0850095083833041	0.0328782395452757	0.0774576782953735	0.118032940560993	0.073453501810895	0.0328782395452757	0.0328782395452757	0.0328782395452757	0.104431252912471	0.0328782395452757	0.0328782395452757	0.073453501810895	0.0595163509077705	0.118032940560993	0.0328782395452757	0.0328782395452757	0.073453501810895	0.118032940560993	0.0328782395452757	0.073453501810895	0.0328782395452757	0.0774576782953735	0.0328782395452757	0.0989466592864286	0.0328782395452757	0.170164209399021	0.0328782395452757	0.0583713970208093	0.0328782395452757	0.0328782395452757	0.0328782395452757	0.118032940560993	0.0328782395452757	0.0328782395452757	0.0328782395452757	0.118032940560993	0.144671051923488	0.0328782395452757	0.0328782395452757	0.0328782395452757	0.0675488368827168	0.0328782395452757	1.93616299544401	1.08200699374985	0.891588775001956	0.226605844226965	0.17982383078065	0.177587409083299	0.122943697598587	0.0902802599836325	0.0298422993941931
"Edmundoa_lindenii"	0.21183546575112	0.185703012892156	0.083045487589658	0.12392011164493	0.083045487589658	0.136163331773753	0.135764209507611	0.110180252716343	1.08304548758966	0.187342548364967	0.0623545403231117	0.186943426098825	0.0367361375149757	0.0883376193805224	0.0367361375149757	0.0638709026416602	0.110180252716343	0.083045487589658	0.0367361375149757	0.0367361375149757	0.0367361375149757	0.0894317164247385	0.0367361375149757	0.0367361375149757	0.083045487589658	0.0627192165723864	0.110180252716343	0.0367361375149757	0.0367361375149757	0.083045487589658	0.110180252716343	0.0367361375149757	0.083045487589658	0.0367361375149757	0.0638709026416602	0.0367361375149757	0.108663890397794	0.0367361375149757	0.161781734581889	0.0367361375149757	0.0623545403231117	0.0367361375149757	0.0367361375149757	0.0367361375149757	0.110180252716343	0.0367361375149757	0.0367361375149757	0.0367361375149757	0.110180252716343	0.136163331773753	0.0367361375149757	0.0367361375149757	0.0367361375149757	0.0718701638577605	0.0367361375149757	2.16335032032635	1.23491600199153	0.542695302533691	0.22771913607232	0.170405425220522	0.173220527049405	0.113706474627861	0.0829734655076481	0.0278554519338234
"Macrocarpaea_rubra"	0.258067177779104	0.209147506016647	0.0624475161216558	0.125650603331567	0.0624475161216558	0.154558538824912	0.126573163519875	0.0985688920080594	0.0624475161216558	1.25820547987418	0.0779199469611634	0.230220104569137	0.028769633398274	0.133909593778016	0.028769633398274	0.0648910092846775	0.0985688920080594	0.0624475161216558	0.028769633398274	0.028769633398274	0.028769633398274	0.119387636771051	0.028769633398274	0.028769633398274	0.0624475161216558	0.084759280215127	0.0985688920080594	0.028769633398274	0.028769633398274	0.0624475161216558	0.0985688920080594	0.028769633398274	0.0624475161216558	0.028769633398274	0.0648910092846775	0.028769633398274	0.111597829684545	0.028769633398274	0.203708852387802	0.028769633398274	0.0779199469611634	0.028769633398274	0.028769633398274	0.028769633398274	0.0985688920080594	0.028769633398274	0.028769633398274	0.028769633398274	0.0985688920080594	0.154558538824912	0.028769633398274	0.028769633398274	0.028769633398274	0.0881745102097551	0.028769633398274	1.69421174456502	0.898076872623515	0.722427517728071	0.436891676114573	0.363310849909155	0.373264312112353	0.124463428941401	0.0928235773665559	0.031372125902497
