"Diplopterys_pubipetala"	"Byrsonima_gardnerana"	"Banisteriopsis_muricata"	"Heteropterys_sp1_M_PL_059"	"Heteropterys_sp2_M_PL_059"	"Dicella_bracteosa"	"Carolus_chasei"	"Stigmaphyllon_paralias"	"Banisteriopsis_stellaris"	"Banisteriopsis_schizoptera"	"Stigmaphyllon_auriculatum"	"Stigmaphyllon_ciliatum"	"Janusia_anisandra"	"Centris_aenea"	"Centris_fuscata"	"Centris_caxiensis"	"Centris_tarsata"	"Centris_flavifrons"	"Centris_trigonoides"	"Centris_obsoleta"	"Epicharis_sp1_M_PL_059"	"Apis_mellifera"	"Centris_sp1_M_PL_059"	"Centris_sp2_M_PL_059"	"Xylocopa_sp1_M_PL_059"	"Xylocopa_grisescens"
"Diplopterys_pubipetala"	1.65587555275861	0.35876592756517	0.695490360908976	0.480671805113947	0.445227926654833	0.284784169854209	0.223165343498704	0.108814375058423	0.223165343498704	0.223165343498704	0.227673901193443	0.170433201413928	0.165924643719189	0.785881597644169	0.785881597644169	0.636007775327944	0.634558540675176	0.479257538320589	0.329068500989261	0.0521617770681732	0.32906850098926	0.328807812048717	0.165587555275861	0.0521617770681732	0.106237355143492	0.0521617770681732
"Byrsonima_gardnerana"	0.538148891347755	1.39556905378231	0.671196588724623	0.45256105702665	0.421139856702331	0.312850831301077	0.244275196876951	0.119146519832013	0.244275196876951	0.244275196876951	0.250369508168799	0.187722154256139	0.181627842964291	0.860502643231203	0.860502643231203	0.696081710140668	0.694236923691975	0.533366045520983	0.209214305209206	0.0503397441543467	0.209214305209206	0.367636544361055	0.0538148891347755	0.0503397441543467	0.101252863069845	0.0503397441543467
"Banisteriopsis_muricata"	0.521617770681732	0.335598294362312	1.96383400350108	0.497897261305136	0.416813371949556	0.267337937875337	0.209479138504517	0.102141700767327	0.209479138504517	0.209479138504517	0.213730630019272	0.160000500138148	0.155749008623393	0.737690061097362	0.737690061097362	0.597001443123603	0.595636753956285	0.45001288399527	0.309053059906811	0.147287550262581	0.30905305990681	0.303379362164329	0.0521617770681732	0.147287550262581	0.203300992159409	0.147287550262581
"Heteropterys_sp1_M_PL_059"	0.540755780753191	0.339420792769987	0.746845891957704	1.54697855797122	0.428834159542223	0.290789751904939	0.227536150961757	0.110960384701396	0.227536150961757	0.227536150961757	0.232572773709458	0.174213985644577	0.169177362896876	0.801380556176746	0.801380556176746	0.648430978498682	0.646855313283117	0.491972451780297	0.339259928256481	0.0560134418968278	0.339259928256481	0.216137959400216	0.0540755780753191	0.0560134418968278	0.23004852966859	0.0560134418968278
"Heteropterys_sp2_M_PL_059"	0.572435905699071	0.360977020030569	0.714537209056382	0.490096182333969	1.473513626024	0.281229778142073	0.233826729979918	0.113418385735599	0.233826729979918	0.233826729979918	0.220917020414866	0.160821433897754	0.173731143462806	0.819132785868214	0.819132785868214	0.667728739079027	0.670141752524524	0.368690374594537	0.355421453679079	0.0535902906792286	0.355421453679078	0.354432186171092	0.057243590569907	0.0535902906792286	0.1087261111918	0.0535902906792286
"Dicella_bracteosa"	0.512611505737575	0.375420997561292	0.64161105090081	0.465263603047902	0.393721689398903	1.3289997875158	0.256245006693507	0.125013224051984	0.256245006693507	0.256245006693507	0.263479421880806	0.197768004874275	0.190533589686977	0.902873284819885	0.902873284819885	0.730126855628117	0.728004062611028	0.565870517506709	0.20234549479978	0.0481208288175607	0.20234549479978	0.206316489091085	0.0512611505737575	0.0481208288175608	0.10046298416045	0.0481208288175608
"Carolus_chasei"	0.502122022872085	0.366412795315426	0.628437415513551	0.455072301923515	0.409196777464857	0.320306258366884	1.27257199501814	0.131951272170156	0.272571995018144	0.272571995018144	0.249791750383449	0.179685535518896	0.202465780153591	0.952981410117794	0.952981410117795	0.778957942939478	0.78349453314928	0.371266492712418	0.201151656662602	0.0471328061635163	0.201151656662602	0.20491794199352	0.0502122022872084	0.0471328061635163	0.0983284401299118	0.0471328061635163
"Stigmaphyllon_paralias"	0.489664687762906	0.357439559496038	0.612850204603963	0.443841538805582	0.396964350074596	0.31253306012996	0.263902544340312	1.16566442830775	0.263902544340312	0.263902544340312	0.263175865850488	0.214294944097399	0.215021622587223	1.19646531555598	1.19646531555598	0.543121352812104	0.548413269771912	0.378237345030594	0.195900680818235	0.0459637653452972	0.195900680818235	0.199584441627013	0.0489664687762905	0.0459637653452972	0.0958959384609252	0.0459637653452972
"Banisteriopsis_stellaris"	0.502122022872085	0.366412795315426	0.628437415513551	0.455072301923515	0.409196777464857	0.320306258366884	0.272571995018144	0.131951272170156	1.27257199501814	0.272571995018144	0.249791750383449	0.179685535518896	0.202465780153591	0.952981410117794	0.952981410117795	0.778957942939478	0.78349453314928	0.371266492712418	0.201151656662602	0.0471328061635163	0.201151656662602	0.20491794199352	0.0502122022872084	0.0471328061635163	0.0983284401299118	0.0471328061635163
"Banisteriopsis_schizoptera"	0.502122022872085	0.366412795315426	0.628437415513551	0.455072301923515	0.409196777464857	0.320306258366884	0.272571995018144	0.131951272170156	0.272571995018144	1.27257199501814	0.249791750383449	0.179685535518896	0.202465780153591	0.952981410117794	0.952981410117795	0.778957942939478	0.78349453314928	0.371266492712418	0.201151656662602	0.0471328061635163	0.201151656662602	0.20491794199352	0.0502122022872084	0.0471328061635163	0.0983284401299118	0.0471328061635163
