"Apodemus_agrarius"	"Microtus_fortis"	"Apodemus_peninsulae"	"Crocidura_suaveolens"	"Tamias_sibiricus"	"Megabothris_calcarifer"	"Ctenophthalmus_congeneroides"	"Neopsylla_bidentatiformis"	"Stenoponia_sidimi"	"Nosopsyllus_fasciatus"	"Ceratophyllus_anisus"	"Rhadinopsylla_insolita"	"Peromyscopsylla_ostsibirica"	"Hystrichopsylla_microti"
"Apodemus_agrarius"	3.22397002762586	0.83383624648117	0.83383624648117	0.18575768707432	0.18575768707432	1.03198715041289	0.697623313679113	0.697623313679113	0.322397002762586	0.51001015822085	0.322397002762586	0.51001015822085	0.322397002762586	0.322397002762586
"Microtus_fortis"	1.87613155458263	2.02402246746187	0.911366000146152	0.225818936273095	0.225818936273095	1.25454964596164	0.848075560670068	0.848075560670068	0.187613155458263	0.392670505491147	0.187613155458263	0.643018210637184	0.187613155458263	0.187613155458263
"Apodemus_peninsulae"	1.87613155458263	0.911366000146152	2.02402246746187	0.225818936273095	0.225818936273095	1.25454964596164	0.848075560670068	0.848075560670068	0.187613155458263	0.643018210637184	0.187613155458263	0.392670505491148	0.187613155458263	0.187613155458263
"Crocidura_suaveolens"	1.67181918366888	0.90327574509238	0.90327574509238	1.3923936104416	0.392393610441602	2.17996450245334	0.573656003658459	0.573656003658459	0.167181918366888	0.370418961012674	0.167181918366888	0.370418961012674	0.167181918366888	0.167181918366888
"Tamias_sibiricus"	1.67181918366888	0.90327574509238	0.90327574509238	0.392393610441602	1.3923936104416	2.17996450245334	0.573656003658459	0.573656003658459	0.167181918366888	0.370418961012674	0.167181918366888	0.370418961012674	0.167181918366888	0.167181918366888
"Megabothris_calcarifer"	1.8575768707432	1.00363971676931	1.00363971676931	0.435992900490669	0.435992900490669	2.42218278050371	0.63739555962051	0.63739555962051	0.18575768707432	0.411576623347415	0.18575768707432	0.411576623347415	0.18575768707432	0.18575768707432
"Ctenophthalmus_congeneroides"	2.09286994103734	1.13076741422676	1.13076741422676	0.191218667886153	0.191218667886153	1.06232593270085	1.71813233050577	0.718132330505774	0.209286994103734	0.463709662304754	0.209286994103734	0.463709662304754	0.209286994103734	0.209286994103734
"Neopsylla_bidentatiformis"	2.09286994103734	1.13076741422676	1.13076741422676	0.191218667886153	0.191218667886153	1.06232593270085	0.718132330505775	1.71813233050577	0.209286994103734	0.463709662304754	0.209286994103734	0.463709662304754	0.209286994103734	0.209286994103734
"Stenoponia_sidimi"	2.90157302486328	0.750452621833053	0.750452621833053	0.167181918366888	0.167181918366888	0.9287884353716	0.627860982311201	0.627860982311201	1.29015730248633	0.459009142398765	0.290157302486328	0.459009142398765	0.290157302486328	0.290157302486328
"Nosopsyllus_fasciatus"	2.29504571199382	0.785341010982295	1.28603642127437	0.185209480506337	0.185209480506337	1.02894155836854	0.695564493457131	0.695564493457131	0.229504571199382	1.51886276598611	0.229504571199382	0.406206298670399	0.229504571199382	0.229504571199382
"Ceratophyllus_anisus"	2.90157302486328	0.750452621833053	0.750452621833053	0.167181918366888	0.167181918366888	0.9287884353716	0.627860982311201	0.627860982311201	0.290157302486328	0.459009142398765	1.29015730248633	0.459009142398765	0.290157302486328	0.290157302486328
"Rhadinopsylla_insolita"	2.29504571199382	1.28603642127437	0.785341010982295	0.185209480506337	0.185209480506337	1.02894155836854	0.695564493457131	0.695564493457131	0.229504571199382	0.406206298670399	0.229504571199382	1.51886276598612	0.229504571199382	0.229504571199382
"Peromyscopsylla_ostsibirica"	2.90157302486328	0.750452621833053	0.750452621833053	0.167181918366888	0.167181918366888	0.9287884353716	0.627860982311201	0.627860982311201	0.290157302486328	0.459009142398765	0.290157302486328	0.459009142398765	1.29015730248633	0.290157302486328
"Hystrichopsylla_microti"	2.90157302486328	0.750452621833053	0.750452621833053	0.167181918366888	0.167181918366888	0.9287884353716	0.627860982311201	0.627860982311201	0.290157302486328	0.459009142398765	0.290157302486328	0.459009142398765	0.290157302486328	1.29015730248633
