"Claytonia_virginica"	"Erythronium_umbilicatum"	"Stellaria_pubera"	"Thalictrum_thalictroides"	"Cardamine_angustata_angustata"	"Hepatica_americana"	"Sangiunaria_canadensis"	"Tiarella_cordifolia_collina"	"Aesculus_sylvatica"	"Viola_papilionacea"	"Uvularia_sessilifolia"	"Podophyllum_peltatum"	"Trillium_catesbei"	"Bombylius_major"	"Andrena_erigeniae"	"Andrena_nigrihirta"	"Andrena_tridens"	"Apis_mellifera"	"Nomada_sp1_M_PL_025"	"Bombus_bimaculatus"	"Gonia_sp1_M_PL_025"	"Halictid_sp1_M_PL_025"	"Dialictus_abanci"	"Hylema_platura"	"Osmia_conjucta"	"Nomada_perplexa"	"Andrena_carlini"	"Platycheirus_obscurus"	"Osmia_sp1_M_PL_025"	"Nomada_pygmaea"	"Andrena_nasonii"	"Evylaeus_macoupinensis"	"Osmia_lignaria"	"Augochlora_pura"	"Toxomerous_geminatus"	"Ceratina_calcarata"	"Dialictus_cressonii"	"Euchlo_creusa_lotta"	"Xylocopa_virginica_virginica"	"Osmia_atriventris"	"Andrena_violae"	"Bombus_pennsylvanicus"	"Ephemoropsis_laboriosa"	"Nomada_luteola"	"Andrena_arabis"	"Andrena_ziziaeformis"	"Augochorella_striata"	"Lycaenopsis_argiolus"	"Unidentified_sp1_M_PL_025"	"Andrena_ceanothi"	"Andrena_dunningi"	"Andrena_imatrix"	"Andrena_personata"	"Lassioglossum_fuscipenne"	"Nomada_bishopii"	"Nomada_sayi"	"Osmia_simillima"
"Claytonia_virginica"	2.03590218219101	0.424197064216271	0.607132509204958	0.308480359250159	0.689043427806761	0.357486652337714	0.198572843763288	0.186123420371694	0.0597486355295786	0.110461032097412	0.16043843737726	0.0489294696358887	0.0766418609548451	0.264124635241046	0.140699391021211	0.195896387612978	0.169876422932765	0.190458452450785	0.194780701217585	0.165046985995485	0.167510889946539	0.115651796723573	0.197820491402739	0.0878885643910589	0.184019109785066	0.140205969959742	0.215540821369662	0.140699391021211	0.167969202292257	0.112936158688696	0.112936158688696	0.168460869499269	0.11418600527953	0.140205969959742	0.11262782434408	0.114860262478457	0.110538013711657	0.0869161940084839	0.18472761910027	0.0459029504577466	0.0198829857775341	0.0437637192016271	0.0418547447066628	0.0260199646802125	0.0258391285427535	0.0899559841936373	0.0883468767367763	0.0610770654657303	0.0258391285427535	0.0610770654657303	0.0258391285427535	0.0610770654657303	0.0260199646802125	0.0258391285427535	0.0260199646802125	0.0260199646802125	0.0198829857775342
"Erythronium_umbilicatum"	0.908993709034866	1.52582128852565	0.596997101941896	0.277109223849695	0.717778070154203	0.35654850111961	0.201646419918842	0.186702166548782	0.0622223968044643	0.126800905096783	0.155099066422081	0.0571587653589806	0.090280279960986	0.302296253583975	0.104711909131525	0.232519559930219	0.206933969846994	0.228946670436857	0.229541558120716	0.175060595201767	0.131453046715496	0.0789507790014892	0.230542712445908	0.0540109488550167	0.224689317578252	0.177860590390273	0.257611780237819	0.104711909131525	0.202800420536746	0.0797720789850527	0.0797720789850527	0.130873175228022	0.152275000307049	0.177860590390273	0.0787813696295498	0.0777952315007426	0.0772003438168833	0.0541864889018286	0.231006496982166	0.0484097530006452	0.022824162917421	0.0455833966721219	0.042671283311897	0.0255855900832241	0.0269166776307826	0.0551876432270206	0.125358322676266	0.027269811271046	0.0269166776307826	0.027269811271046	0.0269166776307826	0.027269811271046	0.0255855900832241	0.0269166776307826	0.0255855900832241	0.0255855900832241	0.022824162917421
"Stellaria_pubera"	0.867332156007083	0.397998067961264	1.89394687431459	0.316570670100389	0.682225719162263	0.314639659772313	0.178574304004663	0.159380287502802	0.0543747804725585	0.161351795757149	0.128245263836909	0.0397599516880496	0.0687583641568096	0.282942133638995	0.161263941214172	0.205040292961928	0.123871141205588	0.144238298337333	0.210447505780319	0.147464665222329	0.184861915697095	0.0781092994721709	0.207948188802378	0.0496179391631359	0.207893245475008	0.158358170988361	0.225543208090355	0.161263941214172	0.186849531297396	0.132772580905137	0.132772580905137	0.121685198213175	0.0771890192320215	0.158358170988361	0.13014866980858	0.135680476745587	0.0694712693026009	0.0516034291487973	0.138668060110715	0.110212474992626	0.0290433232362868	0.0418958986103524	0.0368041853921278	0.0811691517563395	0.0255834644685849	0.049104112170856	0.0516055547634366	0.0260199646802125	0.0255834644685849	0.0260199646802125	0.0255834644685849	0.0260199646802125	0.0811691517563395	0.0255834644685849	0.0811691517563395	0.0811691517563395	0.0290433232362868
"Thalictrum_thalictroides"	0.925441077750477	0.387952913389572	0.664798407210817	1.4504121516894	0.662628884566796	0.396356097184736	0.163026044037968	0.180752832017551	0.0564833428553529	0.115025827851478	0.157980194431381	0.0398705488145904	0.0624295729367207	0.331211597120582	0.21164026946485	0.16420614824578	0.135714787936745	0.151478494146235	0.266306806900178	0.152391053371436	0.241366976753706	0.188027033273416	0.269894658726572	0.0574899396213695	0.149987304803371	0.106043005959277	0.175459076505458	0.21164026946485	0.236580099611323	0.0811031758128041	0.0811031758128041	0.239703118101892	0.0775516456502417	0.106043005959277	0.0772150840178594	0.186791686293596	0.0719633735396524	0.0526118155037691	0.135182755874134	0.0491960093223011	0.0207046490132661	0.0417935860278607	0.0401846526874339	0.028491360309035	0.0248485831712548	0.0561996673301629	0.0527030624789868	0.0277632323325143	0.0248485831712548	0.0277632323325143	0.0248485831712548	0.0277632323325143	0.028491360309035	0.0248485831712548	0.028491360309035	0.028491360309035	0.0207046490132661
"Cardamine_angustata_angustata"	0.861304284758451	0.418703874256619	0.59694750426698	0.276095368569498	1.92322492063229	0.326102116549806	0.190044553013304	0.182789338640113	0.0990526300044883	0.113412792836419	0.127029168265118	0.0596985135316317	0.0887528294121259	0.268116535858603	0.148392110706304	0.197783114194788	0.172199649726204	0.197270185508207	0.199766447078322	0.22772034824889	0.172849769447539	0.0751453704552438	0.150510762842333	0.050296787283989	0.194375994272973	0.150460205165832	0.225978012403844	0.148392110706304	0.175308788337087	0.123543527535049	0.123543527535049	0.121512107139551	0.124876740697247	0.150460205165832	0.0758568926844775	0.0762711761825932	0.0737749146124785	0.0979600630664643	0.202801220283258	0.0459977671791403	0.0204143027105555	0.101836723525057	0.0532172753979324	0.0255834644685849	0.0721209345237107	0.0487043788304747	0.0527558061735361	0.0258391285427535	0.0721209345237108	0.0258391285427535	0.0721209345237107	0.0258391285427535	0.0255834644685849	0.0721209345237107	0.0255834644685849	0.0255834644685849	0.0204143027105555
"Hepatica_americana"	0.893716630844285	0.415973251306212	0.550619404601547	0.330296747653947	0.652204233099612	1.47939873186487	0.207949859382133	0.212906259588287	0.0789991937130352	0.108375224917304	0.182097274881293	0.058143500452126	0.0924775824321935	0.315907494836347	0.104593839438343	0.245340684101956	0.221742709619032	0.243075272579454	0.242289881912178	0.26713024411718	0.215548744328208	0.167493111104049	0.250609732649576	0.137766403815194	0.148489472165638	0.101608269733458	0.26704285984497	0.104593839438343	0.131334977022313	0.0748671321494874	0.0748671321494874	0.227644282529747	0.0780102952505348	0.101608269733458	0.0771458839002405	0.0801361806971072	0.0809215713643826	0.051269157666564	0.158654555675638	0.0431055149680382	0.0195075404851148	0.048157416855146	0.0510734200609761	0.0235979744829234	0.0244576587412354	0.0595890084039612	0.0535526365092993	0.0268114989253285	0.0244576587412355	0.0268114989253285	0.0244576587412354	0.0268114989253285	0.0235979744829234	0.0244576587412355	0.0235979744829234	0.0235979744829234	0.0195075404851148
"Sangiunaria_canadensis"	0.851026473271236	0.403292839837684	0.53572291201399	0.232894348625668	0.651581324617042	0.356485473226514	1.36885210592236	0.283483166935106	0.10512199479083	0.120955689267696	0.108545906960122	0.10041826072708	0.144777398541512	0.380762647965314	0.0938851386196144	0.145125289263394	0.122165735891366	0.31507057914879	0.146547517386883	0.383771852002262	0.120621549111603	0.0732276960664358	0.141651480966566	0.0522672046901256	0.157070475335569	0.098850615518584	0.345015516334472	0.0938851386196144	0.119811106894894	0.0729246472433043	0.0729246472433043	0.129213795068057	0.0758910621465559	0.098850615518584	0.224485618331612	0.0694508389464754	0.237973900708383	0.0499650938712762	0.340507769797642	0.0447315774402135	0.0217720240681854	0.0559708981103881	0.0679844341860483	0.0229595533720281	0.0244342996731391	0.045069057450959	0.0514567624734167	0.0255307941981371	0.0244342996731391	0.0255307941981371	0.0244342996731391	0.0255307941981371	0.0229595533720281	0.0244342996731391	0.0229595533720281	0.0229595533720281	0.0217720240681854
"Tiarella_cordifolia_collina"	0.797671801592974	0.373404333097564	0.478140862508407	0.258218331453644	0.626706303908957	0.364982159294207	0.283483166935106	1.41358250201087	0.195580517713138	0.156992676778968	0.138012643041504	0.0762476595402088	0.100134936861293	0.388994106999312	0.0911630415255634	0.144143893659829	0.123652142409469	0.317004024097909	0.142541267743187	0.392095388944986	0.118536703472629	0.0745434658256827	0.143882057094071	0.0513038159948547	0.301932959472619	0.0919279559652931	0.185789934719546	0.0911630415255634	0.115167605796121	0.0679233916947354	0.0679233916947354	0.281132063260265	0.0714362047149329	0.0919279559652931	0.0808697410469488	0.0676615551289775	0.2421243114837	0.0474316404443751	0.172235968315214	0.0487504330705746	0.0282586818202143	0.0821756417105272	0.240420477001053	0.0204917512503603	0.0235014863965859	0.04877242979526	0.0479347183183469	0.0239301540477892	0.0235014863965859	0.0239301540477892	0.0235014863965859	0.0239301540477892	0.0204917512503603	0.0235014863965859	0.0204917512503603	0.0204917512503603	0.0282586818202143
"Aesculus_sylvatica"	0.597486355295786	0.2903711850875	0.380623463307909	0.188277809517843	0.792421040035906	0.315996774852141	0.245284654511937	0.456354541330655	1.54852691354561	0.0906948242616164	0.0941655844020713	0.119855437548531	0.143099311039339	0.229800115932125	0.0808978166585935	0.12326909614961	0.106956662007843	0.18021761056666	0.123264293813843	0.70504911513877	0.104597574772504	0.05856935162939	0.11049831000487	0.0416243487727841	0.157618756524359	0.0826195328433269	0.180785682706288	0.0808978166585935	0.0995645356999327	0.0639528138019876	0.0639528138019876	0.134193312135704	0.0663070987015593	0.0826195328433269	0.0657736232378901	0.051182027657247	0.108135344410064	0.04764037966022	0.194708437347449	0.0326375025088585	0.016325068367091	0.494273863065028	0.523232229377623	0.0163124341417675	0.0297157890013465	0.0348743958512464	0.0365913097002128	0.0179245906588736	0.0297157890013465	0.0179245906588736	0.0297157890013465	0.0179245906588736	0.0163124341417675	0.0297157890013465	0.0163124341417675	0.0163124341417675	0.016325068367091
"Viola_papilionacea"	0.662766192584471	0.355042534270994	0.677677542180025	0.230051655702957	0.544381405614812	0.26010053980153	0.169337964974775	0.219789747490556	0.0544168945569698	1.90795232896089	0.0915639876293258	0.0354056070101537	0.0546714939593854	0.525839089241538	0.0900452607376425	0.128153832900191	0.099110509663904	0.132659697779025	0.132376964140178	0.138611588793546	0.109552801222757	0.060095175275915	0.128444179202901	0.0393905262626489	0.463854875674972	0.0921647746417974	0.149845787382913	0.0900452607376425	0.112869423655063	0.0693406117243764	0.0693406117243764	0.104835374869408	0.0631214514055106	0.0921647746417974	0.0706983330820063	0.069630958027087	0.0699136916659338	0.0402972884880896	0.117227446816081	0.372474742449247	0.34343141921296	0.0367393710776464	0.0445837501873053	0.0290433232362868	0.0204143027105555	0.0363645035508128	0.0427071486949551	0.0198829857775341	0.0204143027105555	0.0198829857775341	0.0204143027105555	0.0198829857775341	0.0290433232362868	0.0204143027105555	0.0290433232362868	0.0290433232362868	0.34343141921296
