"Miconia_sp1_M_SD_010"	"Cecropia_peltata"	"Trema_micrantha"	"Ficus_clusiifolia"	"Didymopanax_morototoni"	"Alchornea_glandulosa"	"Protium_heptaphyllum"	"Unidentified_sp2_M_SD_010"	"Aechmaea_nudicaulis"	"Gravisia_aquilega"	"Clidemia_sp1_M_SD_010"	"Rhipsalis_sp1_M_SD_010"	"Hieronyma_caribaea"	"Cordia_curassavica"	"Sapium_aucuparium"	"Cordia_bicolor"	"Anthurium_scandens"	"Laetia_procera"	"Sloanea_stipilata"	"Ficus_citrifolia"	"Ilex_sp1_M_SD_010"	"Chiococca_alba"	"Clusia_sp1_M_SD_010"	"Piper_sp1_M_SD_010"	"Coussarea_paniculata"	"Lacistema_aggregatum"	"Ficus_tobagensis"	"Doliocarpus_dentatus"	"Myrcia_leptoclada"	"Byrsonima_spicata"	"Anthurium_gracile"	"Calycolpus_glaber"	"Cupania_sp1_M_SD_010"	"Wulffia_baccata"	"Davilla_aspera"	"Eugenia_baileyi"	"Psidium_guajava"	"Castilla_elastica"	"Myrcia_sp1_M_SD_010"	"Henriettea_sp1_M_SD_010"	"Isertia_parviflora"	"Solanum_sp1_M_SD_010"	"Unidentified_sp1_M_SD_010"	"Aechmaea_mertensii"	"Rourea_surinamensis"	"Aechmaea_dichlamydea"	"Aegiphilia_integrifolia"	"Norantea_guianensis"	"Phytolacca_rivinoides"	"Psychotria_sp1_M_SD_010"	"Tangara_gyrola"	"Ramphocelus_carbo"	"Tangara_mexicana"	"Euphonia_violacea"	"Chlorophanes_spiza"	"Thraupis_palmarum"	"Tachyphonus_rufus"	"Dacnis_cayana"	"Thraupis_episcopus"	"Cyanerpes_caeruleus"	"Tangara_guttata"	"Cyanerpes_cyaneus"	"Coereba_flaveola"	"Tachyphonus_luctuosus"
"Miconia_sp1_M_SD_010"	1.27289897078032	0.179546676261871	0.242242816672847	0.226037380608172	0.14164086228446	0.131805524022702	0.188403218708638	0.145867857075803	0.0350383133850174	0.0328826971524841	0.0680215116852016	0.0723309794661408	0.148735357668197	0.0868818587551949	0.138035976629595	0.105350224985187	0.0656944674924854	0.103713365530825	0.197285825880919	0.0689578516619961	0.0501249743416533	0.0711754751118143	0.0810975504361766	0.0362863267901422	0.0870650640017828	0.122708751216153	0.0873809111764888	0.0768085484275487	0.0351388145327175	0.0346453400202908	0.0512437494496919	0.105968215511323	0.042051767158984	0.0720662081080564	0.0507787372116406	0.05296309059356	0.0333472121061436	0.0341307105576089	0.0595857609541617	0.0496604593879938	0.0328826971524841	0.0329831983001842	0.0328826971524841	0.0328826971524841	0.0556945733907161	0.0328826971524841	0.0339195382769788	0.0346453400202908	0.0507787372116406	0.0380063151251112	0.484690909025835	0.486163081940236	0.4190211921248	0.326418707505917	0.314914742293795	0.357920801183131	0.463257252439154	0.397057284106246	0.358505489858688	0.23572702247879	0.235872809884461	0.205508054139349	0.315535184471789	0.136249573810969
"Cecropia_peltata"	0.25136534676662	1.19397712228931	0.237326002200085	0.219720505849873	0.152953369182701	0.134450885516294	0.178065936839077	0.142702935766258	0.0315598701737132	0.0352431232612793	0.0670267984832972	0.0725196728900929	0.152166818699152	0.0938125767753871	0.130562129422925	0.113584212207546	0.0455992147402483	0.111884483240045	0.183690970680204	0.0680163848536622	0.0540620110301606	0.0707371917530741	0.0688279241841411	0.033409966972305	0.088168790056583	0.132466722098829	0.0883426881032857	0.072674297613606	0.0317836752220179	0.0369042856849028	0.0491653665239249	0.114733503412849	0.0351146674392891	0.0693083983278283	0.0547588230842781	0.0575985062532348	0.0362005790707884	0.037093220059871	0.0567798252088304	0.0531045552206515	0.0352431232612793	0.0354669283095839	0.0352431232612793	0.0352431232612793	0.0598879346198819	0.0352431232612793	0.0364565146799489	0.0369042856849028	0.0547588230842781	0.0412475581549123	0.515996923270754	0.528164890506351	0.454546466502985	0.247506546891478	0.339307230174658	0.390313996459976	0.489934080862989	0.423174527234013	0.389754474193187	0.164429069919042	0.259845846617111	0.130026847603709	0.341444118064531	0.0623970869623783
"Trema_micrantha"	0.260876879493835	0.182558463230834	1.24651656362016	0.230103740706044	0.144124891276513	0.134512570824131	0.174209693524629	0.148292039934216	0.0350688681939027	0.0331031316730164	0.0685218240571284	0.073365287937829	0.151656743694635	0.0881212226646969	0.141193996039133	0.106915700000471	0.0494291840675751	0.10512147760152	0.183837132542578	0.0695841805255871	0.0509281352458035	0.0722030794320139	0.0830662180751428	0.0365770892246491	0.0878473881984523	0.124780509457054	0.088615902346133	0.0782459070318991	0.035418692384112	0.0352176024046021	0.0514816911080218	0.107775550662082	0.043047122305432	0.0735072257870713	0.0512702989738033	0.0538408764730084	0.0338880022966968	0.0346113527037628	0.0610952430463523	0.050143264622123	0.0331031316730164	0.0334529558632257	0.0331031316730164	0.0331031316730164	0.0568310589402787	0.0331031316730164	0.0345153123316844	0.0352176024046021	0.0512702989738033	0.0387833961445311	0.492270507418636	0.492384687423572	0.427171051574124	0.326729945511206	0.321820127755403	0.363343346015737	0.463619687747149	0.403943765677678	0.363970595792874	0.243075560759445	0.241591813282494	0.210691026541982	0.32240636365765	0.0638236261052106
"Ficus_clusiifolia"	0.263710277376201	0.183100421541561	0.249279052431548	1.23570020681358	0.1439586356172	0.138017329961787	0.173811643014884	0.151450218095178	0.0353223673609517	0.0301518488646823	0.0661797846329058	0.0748559383592915	0.155269636658587	0.0862943454109535	0.145672144983028	0.108457854278231	0.0497535923056054	0.103476973390859	0.184631649146227	0.0703431455208225	0.0485996237778357	0.0736456511852519	0.0859242057434735	0.0372490692467018	0.0858647009426377	0.124058050709278	0.0872244968032167	0.080300636097336	0.0360279357682235	0.0358980017105637	0.0489012129789165	0.106804555052064	0.0446183029849625	0.0721883960272404	0.0486156316959359	0.0547056944696028	0.0313210521238465	0.0320785507504324	0.0630225378822369	0.0474304205186715	0.0301518488646823	0.0308574172719541	0.0301518488646823	0.0301518488646823	0.0583955238756432	0.0301518488646823	0.0350207781598709	0.0358980017105637	0.0486156316959359	0.0398473543316327	0.4991587366708	0.407365368538946	0.433698381254884	0.333322028697498	0.331258481852446	0.369275656625072	0.460361201297706	0.413765112368321	0.369994102649352	0.252350541096799	0.250764251973816	0.219713049573693	0.331676415132034	0.0641387775317945
"Didymopanax_morototoni"	0.247871508997806	0.191191711478376	0.234202948324333	0.2159379534258	1.1628478474439	0.131732970916374	0.182189529335561	0.144997657006581	0.0277068196692564	0.0321452398814525	0.064667312749396	0.0765040800433959	0.145634701371802	0.0948897452651122	0.126657320204634	0.116183255167502	0.0413753803427289	0.114067868701496	0.17783210887495	0.0661831181375393	0.0567412933668158	0.0742339002472692	0.0714645045204035	0.0347565813322539	0.087764827833023	0.140814148992832	0.0924988951458021	0.0768254926357947	0.0325220728679434	0.0390443134497401	0.0459718145677894	0.122221322169643	0.036717362553494	0.0718103064054659	0.0530082465007691	0.0615738135519099	0.0380457951852092	0.03919500154445	0.0487454173954266	0.0508407380630592	0.0321452398814525	0.0369604930801396	0.0321452398814525	0.0321452398814525	0.0643135408118493	0.0321452398814525	0.0384762984682828	0.0390443134497401	0.0530082465007691	0.0331591172331641	0.540092169690857	0.547949846955988	0.483530673674308	0.245805772201544	0.365517118210825	0.417260132386331	0.385562360636655	0.452195894847411	0.418600132918342	0.161122200635477	0.160706878350639	0.130521458688245	0.367228307517772	0.0607491585487665
"Alchornea_glandulosa"	0.263611048045404	0.192072693594706	0.249809060101958	0.236601137077349	0.15055196676157	1.16482812452045	0.175775514671163	0.149546421986459	0.0264162355708045	0.0262123000861061	0.0591847744804987	0.0643113580736463	0.164650913248791	0.0772206166219936	0.152847170266665	0.104897399791118	0.0402182235142504	0.10537552277861	0.183449786062809	0.0605575851069217	0.0473492725607265	0.0711787376001388	0.0897755290052839	0.0348447657895053	0.0823811561842604	0.135557291156912	0.0843866606247481	0.0803638567718759	0.0329724743943925	0.0413861073377103	0.0396241585954138	0.107365821321771	0.0307760433350613	0.0831371706298602	0.047536390394755	0.0573377312398789	0.0277886566756416	0.0346408303048069	0.0716402236902124	0.045772915971191	0.0262123000861061	0.0327685389096941	0.0262123000861061	0.0262123000861061	0.0604456966119967	0.0262123000861061	0.0341413495361172	0.0413861073377103	0.047536390394755	0.0480769656567242	0.565084458902452	0.396237690738277	0.356417933691902	0.238433040165469	0.393758825911899	0.426481806172978	0.361232696152691	0.485010921169453	0.428658145603954	0.317146002972674	0.316848330795993	0.140278824270257	0.249911260077623	0.0613421686375372
"Protium_heptaphyllum"	0.263764506192094	0.178065936839077	0.226472601582017	0.20857397161786	0.145751623468449	0.123042860269814	1.20788490880535	0.141793017704889	0.0390330542501958	0.0362571230704909	0.0747069630664744	0.072719590010218	0.135074276825322	0.0883533271363403	0.112196076752625	0.107670286096867	0.0763249588602721	0.112175908968338	0.19087087925184	0.0752213783727371	0.0540869540866985	0.076830140497354	0.0662733041128364	0.0401660464159184	0.095863479558972	0.131559949945076	0.0947287704615112	0.0713990789314841	0.0384498399959835	0.0363492241349291	0.056931684214353	0.108009089385377	0.0280850118274306	0.0680866193941071	0.0556974331430536	0.057344840615039	0.0363116752345771	0.0373901152362134	0.0462076308297352	0.0540324019226123	0.0362571230704909	0.0356739088162786	0.0362571230704909	0.0362571230704909	0.0527328740371315	0.0362571230704909	0.0361883241225413	0.0363492241349291	0.0556974331430536	0.0317310991164159	0.513508055727952	0.536958898924716	0.45009666216582	0.36754775366866	0.332787587182509	0.388806201451256	0.509958141842602	0.412754339617949	0.389829705441125	0.153764058833565	0.155064669603272	0.12349634048051	0.23652789205622	0.165741798267006
"Unidentified_sp2_M_SD_010"	0.255268749882656	0.178378669707822	0.240974564893101	0.227175327142766	0.144997657006581	0.130853119238152	0.177241272131112	1.16911420490258	0.0398998953108346	0.0320837631963419	0.0727284887515144	0.0771579324714972	0.162595322292986	0.087589890884361	0.139679329347607	0.106860448796537	0.0541940803003897	0.0999236250744291	0.165662650686051	0.0784809084598259	0.0523802508993257	0.0825751195257733	0.0836030212261692	0.0356193749183408	0.0817435780868477	0.123047191830722	0.0963743572761076	0.0632083943787162	0.0406447255551725	0.0392731150841081	0.0536991330611689	0.103589564804281	0.0368706551351343	0.0791326881956192	0.0461242031685068	0.0475961024843246	0.0333508952089802	0.0278032428038482	0.0607084800750558	0.0511131188866874	0.0320837631963419	0.0328285934406799	0.0320837631963419	0.0320837631963419	0.064572961081577	0.0320837631963419	0.0385810131489914	0.0392731150841081	0.0461242031685068	0.0341258429455787	0.549736942165537	0.41397713251003	0.477929404544676	0.384273242041368	0.372978941865916	0.280808799443298	0.507903484611321	0.449861319861392	0.280080101070277	0.289559281790853	0.167738747280369	0.13262391074911	0.365841086264324	0.0635297110646895
"Aechmaea_nudicaulis"	0.245268193695122	0.157799350868566	0.227947643260368	0.21193420416571	0.110827278677026	0.0924568244978159	0.195165271250979	0.159599581243338	1.08017722563151	0.0506260638063994	0.110433056117341	0.0866955296402387	0.126394427803366	0.0916794341262943	0.0899022221975385	0.103869555931885	0.0974977760662666	0.104783806970898	0.15998639887485	0.10842959274176	0.0442658062049053	0.0870708895644035	0.0501405998342556	0.0594482120282753	0.124035445343752	0.0976674951847122	0.103084328659061	0.0522781622704132	0.0598069923109417	0.0265453782190108	0.0961906647261702	0.0833309657514699	0.0252901783173047	0.0550121139607078	0.0645872333154769	0.041854756336659	0.0300234148137345	0.0298970502031621	0.038822719845915	0.0648684551975702	0.0506260638063994	0.0302558304858284	0.0506260638063994	0.0506260638063994	0.0387166918545383	0.0506260638063994	0.0282523671102478	0.0265453782190108	0.0645872333154769	0.0266018388709695	0.411446862411603	0.480403172839727	0.342466073132991	0.810037349684814	0.220898692239749	0.279223390181551	0.961461797548383	0.273399707285331	0.277672222170091	0.138369962744883	0.137327194219985	0.1078257317777	0.219329724871891	0.0769802241544624
"Gravisia_aquilega"	0.230178880067389	0.176215616306396	0.215170355874607	0.180911093188094	0.12858095952581	0.0917430503013715	0.181285615352454	0.128335052785368	0.0506260638063994	1.06971497182443	0.0986971169429506	0.0564890289826661	0.125343645759554	0.110613443630648	0.0877851595807175	0.104697301561473	0.0656345879991812	0.124854210003186	0.176680627420292	0.0782952662307882	0.0619284651109019	0.0552802931308374	0.0488644893154773	0.0292814823278041	0.113527784319539	0.115651027353273	0.0895395558173505	0.0530364611378357	0.0289821451185163	0.0264511588278128	0.0848853264929125	0.102328433037802	0.024684567105972	0.0727401714806231	0.0842463019917344	0.0424998698009768	0.0481166746608638	0.048370390345839	0.038066109583313	0.0835267622744724	0.0697149718244343	0.0480710531365512	0.0697149718244343	0.0697149718244343	0.0380100365882822	0.0697149718244343	0.0276692024243888	0.0264511588278128	0.0842463019917344	0.0259907380927031	0.399007279667767	1.02777788059539	0.338736737150796	0.269695194106279	0.20734560063284	0.290626603346003	0.9848808093867	0.280874852839437	0.282222553186518	0.133663888514414	0.135321640474056	0.104485643852755	0.215498869542285	0.0667045519679194
