"Ficus_gul"	"Homalanthus_sp1_M_SD_002"	"Gastonia_sp1_M_SD_002"	"Ficus_odoardi"	"Chisocheton_sp1_M_SD_002"	"Ficus_275"	"Schefflera_sp1_M_SD_002"	"Dysoxylum_sp1_M_SD_002"	"Cissus_hypoglauca"	"Endospermum_sp1_M_SD_002"	"Elmerrillia_sp1_M_SD_002"	"Ficus_371"	"Sloanea_sogerensis"	"Ficus_181"	"Pandanus_sp1_M_SD_002"	"Syzygium_sp1_M_SD_002"	"Ficus_217"	"Myristica_sp1_M_SD_002"	"Ficus_246"	"Aglaia_sp1_M_SD_002"	"Ficus_202"	"Zingiberaceae_sp1_M_SD_002"	"Cissus_aristata"	"Ficus_drupacea"	"Sloanea_aberrans"	"Uvaria_sp1_M_SD_002"	"Aporusa_sp1_M_SD_002"	"Canthium_sp1_M_SD_002"	"Glochidion_sp1_M_SD_002"	"Piper_sp1_M_SD_002"	"Sterculia_sp1_M_SD_002"	"Manucodia_keraudrenii"	"Diphyllodes_magnificus"	"Paradisaea_raggiana"	"Parotia_lawesii"	"Lophorina_superba"	"Manucodia_chalybatus"	"Paradisaea_rudolphi"	"Ptiloris_magnificus"	"Epimachus_albertisii"
"Ficus_gul"	1.26040606209378	0.247437860921983	0.208417541236915	0.248955312185167	0.317455910454876	0.260406062093782	0.137942746750514	0.140286613250249	0.276147620244051	0.179306932935317	0.249324982468209	0.254571821955697	0.179306932935317	0.10934083996117	0.149547770869428	0.105742613790096	0.0342821817098345	0.140286613250249	0.110134471380812	0.0714604320802614	0.110134471380812	0.115643128618619	0.0758522896709778	0.0342821817098345	0.0345439994601531	0.0342821817098345	0.0390203196850675	0.0345439994601531	0.0345439994601531	0.0342821817098345	0.0352678193036944	0.799917573229472	0.806026654070239	0.643424227138969	0.705356386073889	0.520270929134234	0.458981002342497	0.486332476026721	0.188933926926837	0.127598930320303
"Homalanthus_sp1_M_SD_002"	0.247437860921983	1.26981705803375	0.230730249078885	0.257139054084326	0.32613328408112	0.247437860921983	0.16018881302876	0.140479354264875	0.298536437204708	0.179566163219737	0.235882389267111	0.242007669926691	0.179566163219737	0.110142471604538	0.149973393266865	0.106329784098622	0.0340792727302079	0.140479354264875	0.0958256897728743	0.0722505113684138	0.0958256897728743	0.1020212678685	0.0617464170426665	0.0340792727302079	0.0341495701662537	0.0340792727302079	0.0390868089548617	0.0341495701662537	0.0341495701662537	0.0340792727302079	0.0357883480484975	0.795183030371517	0.796823303879254	0.648216236798514	0.715766960969949	0.52115745273149	0.306631631960141	0.492248176760182	0.33317362658784	0.127641685204273
"Gastonia_sp1_M_SD_002"	0.243153798109735	0.269185290592032	1.24100779431468	0.254566611917813	0.325057766093808	0.243153798109735	0.168146626753841	0.145231324674336	0.297494616851896	0.173408820951691	0.229281296453467	0.2361822010074	0.173408820951691	0.114532442752299	0.143240034031654	0.109950401312138	0.0352613810848664	0.145231324674336	0.0981054536889768	0.0746890202272715	0.0981054536889768	0.105025900520242	0.0628440726041104	0.0352613810848664	0.0352809233621983	0.0352613810848664	0.0281774962773552	0.0352809233621983	0.0352809233621983	0.0352613810848664	0.0370892337513018	0.822765558646883	0.823221545117961	0.668440648461683	0.741784675026036	0.375699950364736	0.306257213799022	0.515555674530492	0.357297611494729	0.125819227821616
"Ficus_odoardi"	0.248955312185167	0.257139054084326	0.218199953072411	1.26929251081834	0.326851470937254	0.248955312185167	0.14771689386014	0.140413471941623	0.28597337295443	0.179352572953538	0.249064989806465	0.24323238499724	0.179352572953538	0.0983538518316649	0.138448003619485	0.105856225883591	0.0342560439115387	0.140413471941623	0.109691387952394	0.0716001819720522	0.109691387952394	0.104159985289661	0.075435344040855	0.0342560439115387	0.0345572460580317	0.0342560439115387	0.0389391010119149	0.0345572460580317	0.0345572460580317	0.0342560439115387	0.0353731666713202	0.799307691269236	0.806335741354073	0.644035827568569	0.707463333426404	0.519188013492199	0.454201088698036	0.351078948596518	0.327078932546549	0.128152528311575
"Chisocheton_sp1_M_SD_002"	0.246910152576014	0.253659220951983	0.216705177395872	0.254217810728975	1.34536215674891	0.246910152576014	0.149570053158186	0.133852419792741	0.307031017246834	0.170806463348852	0.262509399145781	0.267396655212655	0.170806463348852	0.104245013392034	0.142106549406988	0.100967126134531	0.0326404617701043	0.133852419792741	0.103856894930392	0.0683266643644262	0.103856894930392	0.108988982885373	0.0712164331602881	0.0326404617701043	0.0328852936582108	0.0326404617701043	0.0369540435561108	0.0328852936582108	0.0328852936582108	0.0326404617701043	0.033832001896845	0.761610774635767	0.767323518691584	0.61323844386811	0.676640037936901	0.492720580748145	0.425901550023082	0.461664496639927	0.30053471918697	0.237207983532673
"Ficus_275"	0.260406062093782	0.247437860921983	0.208417541236915	0.248955312185167	0.317455910454876	1.26040606209378	0.137942746750514	0.140286613250249	0.276147620244051	0.179306932935317	0.249324982468209	0.254571821955697	0.179306932935317	0.10934083996117	0.149547770869428	0.105742613790096	0.0342821817098345	0.140286613250249	0.110134471380812	0.0714604320802614	0.110134471380812	0.115643128618619	0.0758522896709778	0.0342821817098345	0.0345439994601531	0.0342821817098345	0.0390203196850675	0.0345439994601531	0.0345439994601531	0.0342821817098345	0.0352678193036944	0.799917573229472	0.806026654070239	0.643424227138969	0.705356386073889	0.520270929134234	0.458981002342497	0.486332476026721	0.188933926926837	0.127598930320303
"Schefflera_sp1_M_SD_002"	0.241399806813399	0.280330422800331	0.252219940130761	0.258504564255246	0.336532619605919	0.241399806813399	1.19641036591546	0.135916859824983	0.308759316719038	0.164027342494553	0.220229539300141	0.230585662733772	0.164027342494553	0.117654562393269	0.145571102965215	0.0966738218266482	0.0271911533499531	0.135916859824983	0.0942074942351691	0.0694826684766951	0.0942074942351691	0.116615502317182	0.0670163408852159	0.0271911533499531	0.0392430379983352	0.0271911533499531	0.0281104826695695	0.0392430379983352	0.0392430379983352	0.0271911533499531	0.0408642476113507	0.634460244832239	0.915670886627821	0.508771926495012	0.817284952227014	0.37480643559426	0.308592254298675	0.606211973057359	0.44469279249208	0.126350639638701
"Dysoxylum_sp1_M_SD_002"	0.245501573187936	0.245838869963532	0.217846987011504	0.245723575897839	0.301167944533668	0.245501573187936	0.135916859824983	1.16186876014271	0.273405126519914	0.189860643094736	0.245189717664872	0.234246696040686	0.189860643094736	0.108567879738569	0.137048987515059	0.123047626439077	0.0395722684065675	0.161868760142708	0.106156220123953	0.0834753580325091	0.106156220123953	0.0944620637968316	0.0665839517173853	0.0395722684065675	0.0388211337036316	0.0395722684065675	0.0279918829520277	0.0388211337036316	0.0388211337036316	0.0395722684065675	0.0411174992525555	0.923352929486575	0.905826453084738	0.753028600532507	0.822349985051111	0.373225106027036	0.308475755708375	0.34073248097101	0.187334098595666	0.122516695806143
"Cissus_hypoglauca"	0.241629167713545	0.261219382554119	0.223120962638922	0.250226701335127	0.345409894402688	0.241629167713545	0.154379658359519	0.136702563259957	1.31749214274299	0.174800983175155	0.258991495023724	0.264781956390578	0.174800983175155	0.106976178963175	0.145645669969363	0.10358259174812	0.0332244586157654	0.136702563259957	0.0942621817873008	0.0703581331323549	0.0942621817873008	0.0999481560502268	0.0610377231715354	0.0332244586157654	0.0331199715118368	0.0332244586157654	0.0380984199151976	0.0331199715118368	0.0331199715118368	0.0332244586157654	0.0348412874687178	0.775237367701194	0.772799335276192	0.631410589575772	0.696825749374355	0.507978932202634	0.310197240663318	0.475571957406228	0.316719776668488	0.25010115639498
"Endospermum_sp1_M_SD_002"	0.251029706109443	0.251392628507632	0.20809058514203	0.251093602134953	0.307451634027934	0.251029706109443	0.131221873995642	0.151888514475789	0.279681573080248	1.19519055784139	0.251249563361693	0.242789453521036	0.195190557841391	0.10361483273445	0.147713899747673	0.115359317314766	0.0370551392457053	0.151888514475789	0.101354397354414	0.0783041780690609	0.101354397354414	0.0923683454290748	0.0642992581087089	0.0370551392457053	0.0365291971610225	0.0370551392457053	0.0433020433656023	0.0365291971610225	0.0365291971610225	0.0370551392457053	0.0384906061683787	0.864619915733124	0.852347933757192	0.707796833789905	0.769812123367574	0.577360578208031	0.308556232752071	0.343066622804472	0.187553222305835	0.125728642544958
