"Lasiopodomys_brandtii"	"Spermophilus_undulatus"	"Marmota_sibirica"	"Ellobius_tancrei"	"Alticola_argentatus"	"Allactaga_sibirica"	"Phodopus_sungorus"	"Amphipsylla_primaris"	"Neopsylla_mana"	"Citellophilus_tesquorum"	"Oropsylla_silantiewi"	"Frontopsylla_hetera"	"Rhadinopsylla_dahurica"	"Amalaraeus_penicilliger"	"Neopsylla_pleskei"	"Rhadinopsylla_li"	"Oropsylla_alaskensis"	"Amphipsylla_dumalis"	"Rhadinopsylla_rothschildi"	"Frontopsylla_elatoides"	"Paradoxopsyllus_scorodumovi"	"Ctenophyllus_hirticrus"	"Paramonopsyllus_scalonae"	"Frontopsylla_elata"	"Pectinoctenus_pavlovskii"	"Frontopsylla_luculenta"	"Ophthalmopsylla_praefecta"
"Lasiopodomys_brandtii"	2.7761169571766	1.31936195418162	0.587308208593762	0.27486841530469	0.200653943172423	0	0.104848416307746	0.456287954420721	0.544384185709785	0.371629386690788	0.371629386690787	0.465992961367759	0.192192712419919	0.192192712419919	0.283533155401723	0.283533155401723	0.283533155401723	0.0824605245914069	0.192192712419919	0.0913404429818046	0.179436674270869	0.179436674270869	0.0913404429818047	0.0913404429818046	0.192192712419919	0.192192712419919	0
"Spermophilus_undulatus"	1.31936195418162	2.66677398469517	0.694828832307308	0.274526109445268	0.200404059895046	0	0.107262954212431	0.448502917093206	0.552727241939302	0.380187582152951	0.380187582152951	0.476724240944139	0.0913404429818047	0.0913404429818046	0.275963257306855	0.275963257306855	0.275963257306855	0.0823578328335804	0.0913404429818047	0.18462281432505	0.288847139171146	0.288847139171146	0.18462281432505	0.18462281432505	0.0913404429818047	0.0913404429818047	0
"Marmota_sibirica"	1.27250111861982	1.50546246999917	1.88286535358662	0.270743840998572	0.197643003928958	0	0.133942107603711	0.362483060202763	0.644912863240756	0.474750359173153	0.474750359173153	0.595298256016493	0.0880962312890642	0.0880962312890642	0.19232055613516	0.19232055613516	0.19232055613516	0.0812231522995717	0.0880962312890642	0.104224324846096	0.386654127884089	0.386654127884089	0.104224324846096	0.104224324846096	0.0880962312890642	0.0880962312890642	0
"Ellobius_tancrei"	1.19109646632032	1.18961314092949	0.541487681997145	1.89106618818936	0.380478317378233	0	0.0694160999222894	0.903353456702	0.984576609001572	0.246041509724559	0.246041509724559	0.30851599965462	0.0824605245914069	0.0824605245914069	0.164818357424987	0.164818357424987	0.164818357424987	0.567319856456808	0.0824605245914069	0.0823578328335804	0.163580985133152	0.163580985133152	0.0823578328335804	0.0823578328335804	0.0824605245914069	0.0824605245914069	0
"Alticola_argentatus"	1.30425063062075	1.3026263893178	0.592929011786873	0.57071747606735	1.41662375752917	0	0.0760106294149069	0.98917203508869	1.07811138685672	0.269415453148392	0.269415453148392	0.337825019621808	0.0902942744275906	0.0902942744275906	0.180476101380361	0.180476101380361	0.180476101380361	0.171215242820205	0.0902942744275906	0.0901818269527706	0.179121178720802	0.179121178720802	0.0901818269527706	0.0901818269527705	0.0902942744275906	0.0902942744275906	0
"Allactaga_sibirica"	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316
"Phodopus_sungorus"	1.36302941200069	1.39441840476161	0.803652645622266	0.208248299766868	0.152021258829814	0	1.3417878737556	0.321784289871636	0.442332186714976	0.311448130311499	0.311448130311499	1.51905721669154	0.0943635746769711	0.0943635746769711	0.190900233468159	0.190900233468159	0.190900233468159	0.0624744899300604	0.0943635746769711	0.0965366587911882	0.217084555634528	0.217084555634528	0.0965366587911882	0.0965366587911882	0.0943635746769712	0.0943635746769712	0
"Amphipsylla_primaris"	1.48293585186734	1.45763448055292	0.543724590304145	0.6775150925265	0.494586017544345	0	0.080446072467909	1.62939618174354	0.71095487028916	0.285136634636255	0.285136634636255	0.357538099857373	0.102664789744662	0.102664789744662	0.203577946090633	0.203577946090633	0.203577946090633	0.20325452775795	0.102664789744662	0.100913156345971	0.182471844891593	0.182471844891593	0.100913156345971	0.100913156345971	0.102664789744662	0.102664789744662	0
"Neopsylla_mana"	1.41539888284544	1.43709082904219	0.773895435888907	0.590745965400943	0.431244554742689	0	0.0884664373429952	0.568763896231329	1.68484821161466	0.313564372360172	0.313564372360172	0.393184165968868	0.0979891534277613	0.0979891534277613	0.197480056976836	0.197480056976836	0.197480056976836	0.177223789620283	0.0979891534277613	0.0994909035490744	0.21557521893241	0.21557521893241	0.0994909035490744	0.0994909035490744	0.0979891534277613	0.0979891534277613	0
"Citellophilus_tesquorum"	1.61039400899341	1.64747952266279	0.949500718346307	0.246041509724559	0.179610302098928	0	0.103816043437166	0.380182179515007	0.522607287266953	1.36797019840507	0.367970198405068	0.461404637498518	0.111488816007236	0.111488816007236	0.225545090653122	0.225545090653122	0.225545090653122	0.0738124529173677	0.111488816007236	0.114056274645885	0.256481382397831	0.256481382397831	0.114056274645885	0.114056274645885	0.111488816007236	0.111488816007236	0
"Oropsylla_silantiewi"	1.61039400899341	1.64747952266279	0.949500718346307	0.246041509724559	0.179610302098928	0	0.103816043437166	0.380182179515007	0.522607287266953	0.367970198405068	1.36797019840507	0.461404637498517	0.111488816007236	0.111488816007236	0.225545090653122	0.225545090653122	0.225545090653122	0.0738124529173677	0.111488816007236	0.114056274645885	0.256481382397831	0.256481382397831	0.114056274645885	0.114056274645885	0.111488816007236	0.111488816007236	0
"Frontopsylla_hetera"	1.51447712444522	1.54935378306845	0.89294738402474	0.231386999740965	0.168912509810904	0	0.379764304172884	0.357538099857373	0.491480207461084	0.346053478123888	0.346053478123888	1.68784135187948	0.104848416307746	0.104848416307746	0.212111370520177	0.212111370520177	0.212111370520177	0.0694160999222894	0.104848416307746	0.107262954212431	0.241205061816142	0.241205061816142	0.107262954212431	0.107262954212431	0.104848416307746	0.104848416307746	0
"Rhadinopsylla_dahurica"	2.49850526145894	1.18742575876346	0.528577387734385	0.247381573774221	0.180588548855181	0	0.0943635746769712	0.410659158978649	0.489945767138807	0.334466448021709	0.334466448021709	0.419393665230983	1.17297344117793	0.172973441177927	0.255179839861551	0.255179839861551	0.255179839861551	0.0742144721322662	0.172973441177927	0.0822063986836242	0.161493006843782	0.161493006843782	0.0822063986836242	0.0822063986836242	0.172973441177927	0.172973441177927	0
"Amalaraeus_penicilliger"	2.49850526145894	1.18742575876346	0.528577387734386	0.247381573774221	0.180588548855181	0	0.0943635746769711	0.410659158978649	0.489945767138807	0.334466448021709	0.334466448021709	0.419393665230983	0.172973441177927	1.17297344117793	0.255179839861551	0.255179839861551	0.255179839861551	0.0742144721322662	0.172973441177927	0.0822063986836242	0.161493006843782	0.161493006843782	0.0822063986836242	0.0822063986836242	0.172973441177927	0.172973441177927	0
"Neopsylla_pleskei"	1.8429655101112	1.79376117249456	0.576961668405481	0.247227536137481	0.180476101380361	0	0.0954501167340797	0.407155892181267	0.493700142442089	0.338317635979682	0.338317635979682	0.424222741040354	0.127589919930775	0.127589919930775	1.25177338571886	0.25177338571886	0.25177338571886	0.0741682608412443	0.127589919930776	0.124183465788085	0.210727716048907	0.210727716048907	0.124183465788085	0.124183465788085	0.127589919930776	0.127589919930776	0
"Rhadinopsylla_li"	1.8429655101112	1.79376117249456	0.576961668405481	0.247227536137481	0.180476101380361	0	0.0954501167340797	0.407155892181267	0.493700142442089	0.338317635979682	0.338317635979682	0.424222741040354	0.127589919930775	0.127589919930775	0.25177338571886	1.25177338571886	0.25177338571886	0.0741682608412443	0.127589919930776	0.124183465788085	0.210727716048907	0.210727716048907	0.124183465788085	0.124183465788085	0.127589919930776	0.127589919930776	0
"Oropsylla_alaskensis"	1.8429655101112	1.79376117249456	0.576961668405481	0.247227536137481	0.180476101380361	0	0.0954501167340797	0.407155892181267	0.493700142442089	0.338317635979682	0.338317635979682	0.424222741040354	0.127589919930775	0.127589919930775	0.25177338571886	0.25177338571886	1.25177338571886	0.0741682608412443	0.127589919930775	0.124183465788085	0.210727716048907	0.210727716048907	0.124183465788085	0.124183465788085	0.127589919930776	0.127589919930776	0
"Amphipsylla_dumalis"	1.07198681968829	1.07065182683655	0.48733891379743	1.70195956937042	0.34243048564041	0	0.0624744899300605	0.8130181110318	0.886118948101415	0.221437358752103	0.221437358752103	0.277664399689158	0.0742144721322662	0.0742144721322662	0.148336521682489	0.148336521682489	0.148336521682489	1.51058787081113	0.0742144721322662	0.0741220495502224	0.147222886619837	0.147222886619837	0.0741220495502224	0.0741220495502223	0.0742144721322662	0.0742144721322662	0
"Rhadinopsylla_rothschildi"	2.49850526145894	1.18742575876346	0.528577387734385	0.247381573774221	0.180588548855181	0	0.0943635746769712	0.410659158978649	0.489945767138807	0.334466448021709	0.334466448021709	0.419393665230983	0.172973441177927	0.172973441177927	0.255179839861551	0.255179839861551	0.255179839861551	0.0742144721322662	1.17297344117793	0.0822063986836242	0.161493006843782	0.161493006843782	0.0822063986836242	0.0822063986836242	0.172973441177927	0.172973441177927	0
"Frontopsylla_elatoides"	1.18742575876346	2.40009658622565	0.625345949076577	0.247073498500741	0.180363653905541	0	0.0965366587911882	0.403652625383885	0.497454517745372	0.342168823937656	0.342168823937656	0.429051816849725	0.0822063986836242	0.0822063986836242	0.248366931576169	0.248366931576169	0.248366931576169	0.0741220495502224	0.0822063986836242	1.16616053289255	0.259962425254032	0.259962425254032	0.166160532892545	0.166160532892545	0.0822063986836242	0.0822063986836242	0
"Paradoxopsyllus_scorodumovi"	1.16633838276065	1.87750640461245	1.15996238365227	0.245371477699728	0.179121178720802	0	0.108542277817264	0.364943689783186	0.538938047331026	0.384722073596747	0.384722073596747	0.482410123632285	0.080746503421891	0.080746503421891	0.210727716048907	0.210727716048907	0.210727716048907	0.0736114433099185	0.080746503421891	0.129981212627016	1.30397557017486	0.303975570174856	0.129981212627016	0.129981212627016	0.080746503421891	0.080746503421891	0
"Ctenophyllus_hirticrus"	1.16633838276065	1.87750640461245	1.15996238365227	0.245371477699728	0.179121178720802	0	0.108542277817264	0.364943689783186	0.538938047331026	0.384722073596747	0.384722073596747	0.482410123632285	0.080746503421891	0.080746503421891	0.210727716048907	0.210727716048907	0.210727716048907	0.0736114433099185	0.080746503421891	0.129981212627016	0.303975570174856	1.30397557017486	0.129981212627016	0.129981212627016	0.080746503421891	0.080746503421891	0
