"Alseis_blackiana"	"Capparis_frondosa"	"Chrysophyllum_panamense"	"Clytostoma_binatum"	"Connarus_panamensis"	"Cordia_bicolor"	"Cupania_rufescens"	"Cupania_sylvatica"	"Desmopsis_panamensis"	"Doliocarpus_major"	"Faramea_occidentalis"	"Garcinia_intermedia"	"Guatteria_dumetorum"	"Gustavia_superba"	"Heisteria_concinna"	"Hirtella_triandra"	"Hybanthus_prunifolius"	"Inga_marginata"	"Inga_vera"	"Lacistema_aggregatum"	"Licania_platypus"	"Mouriri_myrtilloides"	"Myrcia_fosteri"	"Nectandra_cissiflora"	"Ouratea_lucens"	"Paullinia_bracteosa"	"Paullinia_fibrigera"	"Prioria_copaifera"	"Psychotria_horizontalis"	"Psychotria_limonensis"	"Psychotria_marginata"	"Pterocarpus_rohrii"	"Sorocea_affinis"	"Swartzia_simplex"	"Talisia_princeps"	"Tetragastris_panamensis"	"Trichilia_tuberculata"	"Gymnelia_jansonis"	"arct_unknown"	"Quenyalia_amisena"	"Trichaea_pilicornis"	"Scotura_nervosa"	"gele_unknown"	"Anisodes_urcearia"	"Edula_antithesis"	"geom_species_1"	"Drephalys_alcomon"	"Entheus_sp."	"hesp_unknown"	"Telemiades_antiope"	"Udranomia_sp."	"lima_unknown"	"lyca_unknown"	"lyma_unknown"	"Tarchon_felderi"	"Nagara_vitrea"	"noct_unknown"	"Bardaxima_perses"	"Calledema_plusia"	"Elasmia_mandela"	"Gonodonta_fulvangula"	"noto_unknown"	"Strophocerus_sp."	"Zunacetha_annulata"	"nymp_unknown"	"Pyrrhogyra_otolatis"	"oeco_unknown"	"Homoeopteryx_malecena"	"Itaballia_sp."	"Perrhybris_pyrrha"	"psyc_unknown"	"Cosmopterosis_thetysalis"	"Desmia_sp."	"Spilorula_perspicata"	"satu_unknown"	"Periphoba_arcaei"	"Xylophanes_amadis"	"Xylophanes_sp."	"thyr_unknown"	"tort_unknown"	"ypon_unknown"	"unkn_unknown"
"Faramea_occidentalis"	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Garcinia_intermedia"	0.0138500955141168	0	0.39320012649124	0.00840302370301687	0.0058014445813484	0.00710635092012629	0.39320012649124	0.660840548724774	0.0191629029680521	0.0138500955141168	0	2.34151281763234	0	0.69792169238125	0.0829063873592787	0	0.0380448124820913	0.034092439761998	0	0.041008012541446	0.011943446924582	0.0772940314622777	0.0326049888384292	0.0326049888384292	0.0908059778492256	0.0625021001606471	0.00840302370301687	0	0.0147767078106001	0.00340971258491541	0.00661633884032174	0.0189727335809819	0	0.0326049888384292	0	0.00710635092012629	0.11261162731843	0.0128920990696631	0.289822123008259	0	0.00568285430819234	0.00684806624677644	0.014518865193226	0.034782314158025	0.00684806624677643	0.00414848364498041	0	0.125625904628625	0.0053745511160619	0	0.0136208966773838	0	0.0330084150930963	0.0186539371558377	0.0181569060369996	1.05368076793455	0.0394797273340349	0.0136208966773838	0	0.297378246926148	0	0.204399772089134	0	0.0578735301281921	0.00569182007429456	0.0187506300481941	0.0425842288178936	0	0	0	0.00767079894644956	0	0.00568285430819234	0.125625904628625	0.0136208966773838	0	0.00265980740590802	0.00148867623907239	0	2.18444514717356	0.00684806624677643	0.0653568510234645
"Guatteria_dumetorum"	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gustavia_superba"	0.0410749375851991	0	0.166105362786737	0.0249206710362804	0.0172052224361915	0.0210751557781819	0.166105362786737	0.2791686769525	0.0568310191479689	0.0410749375851991	0	0.2791686769525	0	2.06981171535585	0.245873732980814	0	0.112828701906765	0.101107233081817	0	0.121616602132175	0.0354204298792974	0.229229286887263	0.0966959310958944	0.0966959310958944	0.269301382702975	0.185361166673958	0.0249206710362804	0	0.0438229722254612	0.0101121130512145	0.0196219372373097	0.056267037787944	0	0.0966959310958944	0	0.0210751557781819	0.333969939684361	0.0382338276359812	0.859519387519061	0	0.0168535217520243	0.0203091663432177	0.0430582937866265	0.103153179099269	0.0203091663432177	0.0123030708789777	0	0.372566108764053	0.0159391934456838	0	0.0403952074054462	0	0.0978923638723899	0.0553215899206831	0.0538475551630624	0.125625904628625	0.117084198767677	0.0403952074054462	0	0.125625904628625	0	0.606184114212986	0	0.171634313671535	0.0168801113363832	0.0556083500021875	0.126291153662153	0	0	0	0.0227491274434088	0	0.0168535217520242	0.372566108764053	0.0403952074054462	0	0.00788813500058301	0.00441493587839469	0	0.92280757103743	0.0203091663432177	0.193827441393292
"Heisteria_concinna"	0.0333380127471678	0	0.0246646502393854	0.0202265833503022	0.0216877386694978	0.153094096568816	0.0246646502393854	0.0414531936796393	0.0457785543739508	0.0333380127471678	0	0.0414531936796393	0	0.307342166226017	1.78607538738427	0	0.332174529140874	0.127448933415814	0	0.0629515792192166	0.257301002636666	0.235922114723509	0.0427249958689144	0.0427249958689144	0.325846967779603	0.23787994860077	0.0202265833503022	0	0.318338730798984	0.0734563876192129	0.142537629894335	0.0456685106125586	0	0.0427249958689144	0	0.153094096568816	0.269019652864205	0.0481949748211062	0.379777741057017	0	0.122427312698688	0.0597914152453574	0.0884674252639155	0.106164951625579	0.0597914152453574	0.0893719382700423	0	0.0553215899206831	0.1157854511865	0	0.0488770451669405	0	0.0892054319130043	0.40186696216146	0.0437047646562186	0.0186539371558377	0.850522758715645	0.0488770451669405	0	0.0186539371558377	0	0.623882925602168	0	0.581899407153988	0.0137005531837676	0.0713639845802309	0.101730120831002	0	0	0	0.0286760100185582	0	0.122427312698688	0.0553215899206831	0.0488770451669405	0	0.057300971543817	0.0320709667262253	0	0.137025834663252	0.0597914152453574	0.157317870502351
"Hirtella_triandra"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57894736842105	0	0	0	0	0	0	0	0	0	0	0	1.57894736842105	0	0	0	1.57894736842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hybanthus_prunifolius"	0.0339298963490562	0	0.00905466537073773	0.020585686428763	0.0980486974820914	0.0227779677391873	0.00905466537073773	0.0152179249928365	0.029325060139636	0.0339298963490562	0	0.0152179249928365	0	0.112828701906765	0.2657396233127	0	2.80659752040829	0.576187407425623	0	0.055571593029251	0.0382822987213232	0.0541708075928529	0.0349859066004879	0.0349859066004879	0.35712494851125	0.262881723199221	0.020585686428763	0	0.0473637423178737	0.0109291426967307	0.0212073333206155	0.0464793100672003	0	0.0349859066004879	0	0.0227779677391873	0.172329983042799	0.217885994404648	0.310985836448782	0	0.0182152378278846	0.505187553673492	0.634829720344257	0.0243768634167838	0.505187553673491	0.0132971236143557	0	0.0203091663432177	0.0172270344245954	0	0.0535687422766876	0	0.168416412855395	0.0597914152453574	0.0444806997343107	0.00684806624677643	0.126544265217707	0.0535687422766876	0	0.00684806624677643	0	0.143251691189989	0	0.697412228155302	0.0139437930201601	0.0788645169597662	0.0651668003103022	0	0	0	0.129642166670765	0	0.0182152378278846	0.0203091663432177	0.0535687422766876	0	0.00852547361721726	0.00477164999713848	0	0.0503036965040985	0.505187553673491	0.160110894445935
"Inga_marginata"	0.0187119882152308	0	0.0101425008291944	0.0113527939459257	0.442777842878477	0.0109243313343724	0.0101425008291944	0.017046219880999	0.0791177178490748	0.0187119882152308	0	0.017046219880999	0	0.126384041352271	0.127448933415814	0	0.720234259282029	2.6020031260513	0	0.0443383297625521	0.0183602207300377	0.0711051685854022	0.0329855358166265	0.0329855358166265	0.15587722272097	0.111498840511029	0.0113527939459257	0	0.0227156882580934	0.00524162547716309	0.0101710538255923	0.0256328605688093	0	0.0329855358166265	0	0.0109243313343724	0.464938687606909	0.983950761952171	0.293204762814458	0	0.00873604246193848	0.129642166670765	0.715092870032307	0.031997325863431	0.129642166670765	0.00637731099721509	0	0.0227491274434088	0.00826209932851695	0	0.0233815834081455	0	0.690061908073096	0.0286760100185582	0.0245306475643505	0.00767079894644956	0.0606907296354023	0.0233815834081455	0	0.00767079894644956	0	0.188033668036952	0	0.215149412250778	0.0076898581706428	0.0334496521533088	0.175817150775722	0	0	0	0.585450703361541	0	0.00873604246193848	0.0227491274434088	0.0233815834081455	0	0.00408882388645682	0.00228848711075827	0	0.0563472268288578	0.129642166670765	0.0882995084683106
"Inga_vera"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacistema_aggregatum"	0.297952118909165	0	0.0243997674621604	0.180771223924478	0.015089935759524	0.0107918346741909	0.0243997674621604	0.041008012541446	0.0444024017974616	0.297952118909165	0	0.041008012541446	0	0.304041505330437	0.125903158438433	0	0.138928982573127	0.0886766595251043	0	1.32346531756248	0.0181375372675478	0.0646020109297685	0.142694093638003	0.142694093638003	0.629652193680216	0.265577851116781	0.180771223924478	0	0.0224401791458376	0.00517805198708949	0.0100476933542583	0.408153587546801	0	0.142694093638003	0	0.0107918346741909	0.260932632785083	0.0335331905767201	1.26839194344891	0	0.00863008664514915	0.0250072168631629	0.0449594652563114	0.0290709049183958	0.0250072168631629	0.00629996325095888	0	0.0547274709594786	0.00816189177039649	0	0.0944478290520324	0	0.0786620907697922	0.0283282106486475	0.390602983282289	0.0184536056436507	0.0599546370788384	0.0944478290520324	0	0.0184536056436507	0	0.170836428903166	0	0.227456611898877	0.12244607626404	0.0796733553350342	0.0986720039943591	0	0	0	0.0199522483931485	0	0.00863008664514915	0.0547274709594787	0.0944478290520323	0	0.00403923224625077	0.00226073100470812	0	0.135554263678669	0.0250072168631629	1.4059984083015
"Licania_platypus"	0.00960531024205276	0	0.00710635092012629	0.00582766014548653	0.00624864655097921	0.332228157083657	0.00710635092012629	0.011943446924582	0.0131896649188196	0.00960531024205276	0	0.011943446924582	0	0.0885510746982435	0.514602005273332	0	0.095705746803308	0.0367204414600753	0	0.0181375372675478	2.23903891946833	0.0679736108467648	0.0123098771220612	0.0123098771220612	0.0938826570345336	0.0685376997124123	0.00582766014548653	0	0.690824089445911	0.159407062922143	0.309319661281525	0.0131579592356887	0	0.0123098771220612	0	0.332228157083657	0.0775096358192362	0.0138858812243982	0.109421129973877	0	0.265678438203571	0.0172270344245955	0.0254891337531124	0.0305881248810442	0.0172270344245955	0.193945259888607	0	0.0159391934456838	1.00756751376075	0	0.01408239855518	0	0.0257017673878451	0.1157854511865	0.0125921669885541	0.0053745511160619	1.8457119837981	0.01408239855518	0	0.0053745511160619	0	0.179752437572556	0	0.167656194079999	0.00394738777070662	0.0205613099137237	0.0293103664862658	0	0	0	0.00826209932851695	0	0.265678438203571	0.0159391934456838	0.01408239855518	0	0.124348336100264	0.069596923788343	0	0.039479727334035	0.0172270344245954	0.0453262455760064
"Mouriri_myrtilloides"	0.0244017404259531	0	0.0459899487200552	0.0148048367598009	0.0241996582160402	0.0404442984538251	0.0459899487200552	0.0772940314622777	0.0831023594336733	0.0244017404259531	0	0.0772940314622777	0	0.573073217218159	0.471844229447018	0	0.135427018982132	0.142210337170804	0	0.0646020109297685	0.0679736108467648	2.17077373436883	0.0497971741699677	0.0497971741699677	0.182929602538635	0.128819557192722	0.0148048367598009	0	0.084098518012147	0.0194056605107296	0.0376554979816352	0.0334270416793878	0	0.0497971741699677	0	0.0404442984538251	0.488354606054673	0.0537770182578672	0.44264154817749	0	0.0323427675178827	0.0243768634167838	0.0563741892802148	0.976848180465972	0.0243768634167838	0.0236102202880544	0	0.103153179099269	0.0305881248810442	0	0.0274394403807953	0	0.141877112225732	0.106164951625579	0.0319896788871742	0.034782314158025	0.224690546965695	0.0274394403807953	0	0.034782314158025	0	1.29604609755312	0	0.196627122580975	0.0100281125038163	0.0386458671578165	0.184671909852607	0	0	0	0.031997325863431	0	0.0323427675178827	0.103153179099269	0.0274394403807953	0	0.0151377332421865	0.00847248704586793	0	0.255499715111418	0.0243768634167838	0.115148730354007
"Myrcia_fosteri"	0.0933136042692898	0	0.0387999367177307	0.0566145141518746	0.0224523395054348	0.0146487537752528	0.0387999367177307	0.0652099776768583	0.0703931824620816	0.0933136042692898	0	0.0652099776768583	0	0.483479655479472	0.170899983475658	0	0.17492953300244	0.131942143266506	0	0.285388187276005	0.0246197542441224	0.0995943483399353	1.22877367312413	0.228773673124131	0.584493332874501	0.398847971107471	0.0566145141518746	0	0.0304601273929897	0.00702864812928757	0.0136386620439781	0.127826855163411	0	0.228773673124131	0	0.0146487537752528	0.413668578419146	0.0498940877898552	2.03354376110339	0	0.0117144135488126	0.0314873159404392	0.061174298175403	0.0448174567529709	0.0314873159404392	0.00855152189063321	0	0.087026337986305	0.0110788894098551	0	0.0876739999311752	0	0.122762412379272	0.038452496282023	0.122330300391384	0.0293444899545862	0.0813819654180713	0.0876739999311751	0	0.0293444899545862	0	0.263371721165607	0	0.277268203485878	0.0383480565490232	0.119654391332241	0.156429294360181	0	0	0	0.0296869822349638	0	0.0117144135488126	0.087026337986305	0.0876739999311751	0	0.00548282293073815	0.00306869895989507	0	0.215555203987393	0.0314873159404391	0.440335110070136
