"Geissomeria_schottiana"	"Justicia_scheidweileri"	"Ruellia_brevifolia"	"Passiflora_speciosa"	"Mendoncia_velloziana"	"Fridericia_speciosa"	"Corymborkis_flava"	"Heliconia_simulans"	"Mutisia_speciosa"	"Lantana_camara"	"Rubus_rosaefolius"	"Passiflora_kermesina"	"Hyptis_asperrima"	"Ruellia_subsessilis"	"Thalurania_glucopis"	"Phaethornis_squalidus"	"Phaethornis_ruber"	"Calliphlox_amethystina"	"Chlorostilbon_aureoventris"	"Phaethornis_pretrei"	"Amazilia_fimbriata"	"Amazilia_lactea"
"Geissomeria_schottiana"	1.95902974041533	0.418359333165838	0.478712446878256	0.124896509141059	0.402003868527094	0.247536852216471	0.189284707694477	0.418359333165838	0.130508348434991	0.25540485757605	0.25540485757605	0.130508348434991	0.122640343075412	0.130508348434991	0.72424211373239	1.24896509141059	1.45009276038879	0.129449210048877	0.214627328511391	0.496239087338236	0.352625353274759	0.120601160558128
"Justicia_scheidweileri"	0.697265555276396	1.47472159966355	0.393395745782865	0.138530983742033	0.460535090303442	0.27455950439115	0.209948195866898	0.474721599663545	0.145277826382757	0.28380881012479	0.28380881012479	0.145277826382757	0.136028520649117	0.145277826382757	0.848501286838911	1.38530983742033	1.61419807091953	0.143580685609448	0.238057373749552	0.243526523684611	0.125507799949751	0.138160527091032
"Ruellia_brevifolia"	0.797854078130427	0.393395745782865	1.55985030638421	0.141087249068669	0.34562807769068	0.279625857940479	0.213822298821973	0.393395745782865	0.143557085625106	0.284644334693775	0.284644334693775	0.143557085625106	0.13853860887181	0.143557085625106	0.4833396048404	1.41087249068669	1.59507872916785	0.146230131374458	0.242450165844346	0.611568825978739	0.143613734063477	0.103688423307204
"Passiflora_speciosa"	0.624482545705296	0.415592951226098	0.423261747206007	1.21380976245182	0.276415327088055	0.423757204540438	0.324035624904533	0.415592951226098	0.101728562679249	0.315538325131067	0.315538325131067	0.101728562679249	0.20994744208862	0.101728562679249	0.444687227089029	2.13809762451818	1.13031736310276	0.22160351030201	0.36741954150905	0.239385382388755	0.112406858226953	0.0829245981264165
"Mendoncia_velloziana"	0.670006447545156	0.460535090303442	0.34562807769068	0.092138442362685	1.87451595608323	0.182612469695439	0.139638795751672	0.460535090303442	0.152559322588595	0.24469776495128	0.24469776495128	0.152559322588595	0.0904740273327539	0.152559322588595	0.959277001565161	0.92138442362685	1.69510358431772	0.095497053208371	0.158334511296623	0.224289583865332	0.120601160558128	0.562354786824969
"Fridericia_speciosa"	0.412561420360785	0.27455950439115	0.279625857940479	0.141252401513479	0.182612469695439	1.87402751956633	0.472646843019171	0.27455950439115	0.0672064905558113	0.208458892069291	0.208458892069291	0.0672064905558113	0.732775118052848	0.0672064905558113	0.293780499208263	1.41252401513479	0.746738783953458	0.89195705899368	1.10464813835231	0.158148813047085	0.0742610556649413	0.0547837409086317
"Corymborkis_flava"	0.473211769236192	0.314922293800348	0.320733448232959	0.162017812452267	0.209458193627508	0.708970264528757	1.50250140727189	0.314922293800348	0.0770864669611114	0.239104279413378	0.239104279413378	0.0770864669611114	0.546952452076491	0.0770864669611114	0.336968952830975	1.62017812452267	0.856516299567904	0.458819682793048	1.1349453160654	0.181398152932402	0.0851781184625145	0.0628374580882524
"Heliconia_simulans"	0.697265555276396	0.474721599663545	0.393395745782865	0.138530983742033	0.460535090303442	0.27455950439115	0.209948195866898	1.47472159966355	0.145277826382757	0.28380881012479	0.28380881012479	0.145277826382757	0.136028520649117	0.145277826382757	0.848501286838911	1.38530983742033	1.61419807091953	0.143580685609448	0.238057373749552	0.243526523684611	0.125507799949751	0.138160527091032
"Mutisia_speciosa"	0.652541742174954	0.435833479148272	0.430671256875318	0.101728562679249	0.457677967765786	0.201619471667434	0.154172933922223	0.435833479148272	1.21794619340173	0.319674756080979	0.319674756080979	0.217946193401731	0.0998909089881852	0.217946193401731	0.516260991410191	1.01728562679249	2.42162437113034	0.105436750544913	0.174814570809914	0.246658890654087	0.117457513591492	0.137303390329736
"Lantana_camara"	0.638512143940125	0.425713215187185	0.426966502040663	0.157769162565533	0.36704664742692	0.312688338103936	0.239104279413378	0.425713215187185	0.15983737804049	1.31760654060602	0.317606540606023	0.15983737804049	0.154919175538402	0.15983737804049	0.48047410924961	1.57769162565533	1.77597086711655	0.163520130423462	0.271117056159482	0.243022136521421	0.114932185909223	0.110113994228076
