"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Deckenia_nobilis"	"Canthium_bibracteatum"	"Euphorbia_pyrifolia"	"Chrysobalanus_icaco"	"Memecylon_eleagni"	"Lasioglossum_mahense"	"Rhiparida_seychellensis"	"Apis_mellifera"	"Ceratina_tabescens"	"Unidentified_sp1_M_PL_113"	"Hemipyrellia_germana"	"Megachile_seychellensis"	"Cratopus_aurostriatus"	"Ornidia_obesa"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_113"	"Pachycerina_seychellensis"	"Simosyrphus_aegyptius"
"Nephrosperma_vanhoutteanum"	2.24994100094335	0.654038932529252	0.832113398192679	0.494381485152909	0.367609125586555	0.263811456725476	0.401262495606623	1.01168223231733	0.407005136547982	0.74298903808947	0.437592574238589	0.289278128692716	0.106986008339059	0.557971322920576	0.117727007855265	0.106986008339059	0.224713016194324	0.396264137031775	0.106986008339059	0.230661486357953
"Phoenicophorium_borsigianum"	0.915654505540953	2.06818285156474	0.950612468293295	0.326668060505322	0.386224645015147	0.29011473274307	0.325700631074311	1.05435115491602	0.489999921136919	0.858640547442125	0.215727426006862	0.117727007855265	0.122221603066281	0.313437615329156	0.372272913281654	0.122221603066281	0.494494516347934	0.239948610921546	0.122221603066281	0.213577582826838
"Deckenia_nobilis"	0.832113398192679	0.679008905923782	2.54455418787278	0.296864011767742	0.35098686227667	0.263645681496404	0.295984847206787	0.958155851466295	0.229207611405339	0.780301193773936	0.196045211869381	0.106986008339059	0.327156967012214	0.284840666031417	0.122221603066281	0.327156967012214	0.449378570078495	0.434142975351273	0.327156967012214	0.194091512845037
"Canthium_bibracteatum"	1.15355679869012	0.54444676750887	0.692682694124731	1.70013891771584	0.384227026684361	0.261227872751709	0.526877817261211	1.23629973846448	0.246314863697469	0.568194717971369	0.658356120860624	0.148314445545873	0.0890592035303225	0.816419466038988	0.0980004181515967	0.0890592035303225	0.187059621681919	0.237373649076195	0.0890592035303226	0.273331453183671
"Euphorbia_pyrifolia"	0.857754626368628	0.643707741691912	0.818969345312231	0.384227026684361	1.63788500427596	0.338135975022197	0.582478175381551	1.26498444052606	0.226150131180511	0.974972879906289	0.225550845681275	0.110282737675966	0.105296058683001	0.40029429829574	0.115867393504544	0.105296058683001	0.221163452187545	0.215578796358967	0.105296058683001	0.666108953897254
"Chrysobalanus_icaco"	0.923340098539165	0.725286831857676	0.922759885237413	0.391841809127563	0.507203962533296	1.38348382784586	0.409241479595871	1.38296123984188	0.249266785260846	1.14263625322485	0.236267698264733	0.118715155526464	0.118640556673382	0.359040142143494	0.130551629734382	0.118640556673382	0.249192186407763	0.237355712199846	0.118640556673382	0.27493363263875
"Memecylon_eleagni"	0.936279156415453	0.542834385123852	0.69063131014917	0.526877817261211	0.582478175381551	0.272827653063914	1.71122939734169	1.27583245304041	0.21808893800428	0.604400288659543	0.27844209386035	0.120378748681987	0.0887954541620361	0.791810913062857	0.0977101893222934	0.0887954541620361	0.186505643484329	0.209174202844023	0.0887954541620361	0.688112271816973
"Lasioglossum_mahense"	1.01168223231733	0.753107967797154	0.958155851466295	0.529842745056207	0.542136188796884	0.395131782811966	0.54678533701732	2.05226291421646	0.265632864072859	0.729274489594404	0.289026253386233	0.130073429869371	0.123191466617095	0.453061854491429	0.135559434203488	0.123191466617095	0.258750900820583	0.253264896486466	0.123191466617095	0.326676457744261
"Rhiparida_seychellensis"	1.42451797791794	1.2249998028423	0.802226639918688	0.369472295546204	0.339225196770766	0.249266785260846	0.32713340700642	0.929715024255006	1.40365227595821	0.720733313489218	0.293994000110453	0.183152311446592	0.103143425132403	0.392134022212379	0.220499964511613	0.103143425132403	0.323643389644016	0.286295736578994	0.103143425132403	0.199907581133156
"Apis_mellifera"	1.04018465332526	0.858640547442125	1.09242167128351	0.340916830782821	0.584983727943773	0.457054501289941	0.362640173195726	1.02098428543217	0.288293325395687	1.8099171842386	0.236013076090951	0.133738026856105	0.140454214879309	0.344805128049669	0.154555298539583	0.140454214879309	0.295009513418891	0.274192241735413	0.140454214879309	0.28428717034185
