"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"R25"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"
"R13"	0.326599090035377	0.213280731752697	0.254994128513609	0.241465604070982	0.148778814894883	0.235723382638461	0.281733704076813	0.281733704076813	0.270224047151553	0.235552100952614	0.28013781550963	0.326599090035377	1.16502140048348	0.279987762839166	0.254994128513609	0.0194420275609949	0.0430701796892083	0.0535457012449015	0.121430029594154	0.0341036736839066	0.0341036736839066	0.0341036736839066	0.0535457012449015	0.0535457012449015	0.0194420275609949	0.795752385957821	0.57591065590953	0.197967726221481	0.2761490937168	0.332495834532163	0.312931939707768	0.340945721258731	0.194420275609949	0.255459767196267	0.393802535470224	0.543102534168974	0.51790363551345
"R14"	0.331328765442917	0.242036909536017	0.296455055152241	0.234201478224006	0.110844469459415	0.202554158841824	0.265377014993555	0.265377014993555	0.27023792290544	0.276401578226584	0.267961219817149	0.331328765442917	0.111995105135666	1.30760098546401	0.296455055152241	0.0200534769256565	0.0492445853218307	0.0467796507725652	0.14313338291774	0.0267261738469087	0.0267261738469087	0.0267261738469087	0.0467796507725652	0.0467796507725652	0.0200534769256565	0.623610723094536	0.438269636601701	0.305463721693935	0.386064332607482	0.439139735606193	0.412622282264662	0.439418404246377	0.200534769256565	0.360231938399084	0.486518473269569	0.381326088457407	0.263641999765646
"R15"	0.318915567235759	0.239431704274336	0.308838616813286	0.222881750970859	0.101264076667124	0.191070756552231	0.2531000480089	0.2531000480089	0.257209603976094	0.273853420579285	0.256597657148551	0.318915567235759	0.101997651405443	0.296455055152241	1.30883861681329	0.0349851962340011	0.0639028792899345	0.0622694431887175	0.158153411706547	0.0272842469547164	0.0272842469547164	0.0272842469547164	0.0622694431887175	0.0622694431887175	0.0349851962340011	0.636632428943382	0.428295945916986	0.305970811599543	0.383702035712237	0.434322045314017	0.404760905620128	0.430420671334983	0.349851962340011	0.355120468507762	0.481961384265556	0.276242200336127	0.249561245372426
"R16"	0.216339342476838	0.162300922538805	0.349851962340011	0.157744740118331	0.0815516535258972	0.135152816252682	0.173365642524395	0.173365642524395	0.165641207259795	0.184690310300882	0.179981157962994	0.216339342476838	0.0777681102439795	0.200534769256565	0.349851962340011	1.16516165203913	0.186755525934104	0.193470399494095	0.256262041734878	0.0283087474549661	0.0283087474549661	0.0283087474549661	0.193470399494095	0.193470399494095	0.165161652039129	0.660537440615875	0.257260331077501	0.19901678010735	0.251586037882258	0.286259166387137	0.239510673739618	0.257508789535918	1.65161652039129	0.204387599815247	0.359897898249591	0.193654498347234	0.175606369114143
"R17"	0.266323443342806	0.203459691933111	0.319514396449672	0.201753806628104	0.116027491073149	0.178801512148016	0.221637120370402	0.221637120370402	0.218442183626985	0.22613663348262	0.224133971169814	0.266323443342806	0.0861403593784166	0.246222926609153	0.319514396449672	0.0933777629670521	1.14401412601371	0.118582081133363	0.184960548514881	0.0252043181663108	0.0252043181663108	0.0252043181663108	0.118582081133363	0.118582081133363	0.0933777629670521	0.588100757213919	0.29971111952774	0.201572813773419	0.269003550724254	0.313330974798334	0.280613444796276	0.303026841913258	0.933777629670521	0.234927375703013	0.843939384110883	0.245499138213182	0.223339074818358
"R18"	0.253218539439452	0.192212762174921	0.311347215943587	0.190863485702266	0.108939959474662	0.168622630684057	0.209511062870375	0.209511062870375	0.182332730572397	0.21461201619654	0.213393420097565	0.253218539439452	0.107091402489803	0.233898253862826	0.311347215943587	0.0967351997470474	0.118582081133363	1.14522175459248	0.209860188033767	0.0484865548454349	0.0484865548454349	0.0484865548454349	0.145221754592482	0.145221754592482	0.0967351997470474	1.13135294639348	0.288864685798814	0.199104480192172	0.260433831135595	0.30233604370967	0.264901920370357	0.286241262380113	0.967351997470474	0.22174972571233	0.364114689771926	0.23572068258794	0.214669839740285
"R19"	0.307281590878512	0.219780351680349	0.316306823413094	0.21712208873484	0.0976506537379022	0.164581408553121	0.223183226889602	0.223183226889602	0.229315860626211	0.265054415066118	0.262318782347671	0.307281590878512	0.0971440236753229	0.28626676583548	0.316306823413094	0.0512524083469757	0.0739842194059526	0.0839440752135069	1.20398399977739	0.0326916668665312	0.0326916668665312	0.0326916668665312	0.0839440752135069	0.0839440752135069	0.0512524083469757	0.762805560219062	0.321030392170187	0.402436118984616	0.474519229593946	0.519155874971866	0.297367343591141	0.323599221825909	0.512524083469757	0.251780641794499	0.378863517649615	0.259262064958876	0.233498056033683
"R20"	0.290097736402065	0.222124601811036	0.272842469547164	0.223982231286201	0.136328265423427	0.202092445115432	0.245656483216355	0.245656483216355	0.199024253885	0.244533722092198	0.246805682232136	0.290097736402065	0.136414694735626	0.267261738469087	0.272842469547164	0.0283087474549661	0.0504086363326217	0.0969731096908699	0.163458334332656	1.0686643622359	0.0686643622359038	0.0686643622359038	0.0969731096908699	0.0969731096908699	0.0283087474549661	1.60216845217109	0.320469040520127	0.199192180276993	0.269281624388932	0.318412921032203	0.290293167001096	0.314973735224309	0.283087474549661	0.239111851609414	0.36833148129426	0.277786866828645	0.253733310366428
"R21"	0.290097736402065	0.222124601811036	0.272842469547164	0.223982231286201	0.136328265423427	0.202092445115432	0.245656483216355	0.245656483216355	0.199024253885	0.244533722092198	0.246805682232136	0.290097736402065	0.136414694735626	0.267261738469087	0.272842469547164	0.0283087474549661	0.0504086363326217	0.0969731096908699	0.163458334332656	0.0686643622359038	1.0686643622359	0.0686643622359038	0.0969731096908699	0.0969731096908699	0.0283087474549661	1.60216845217109	0.320469040520127	0.199192180276993	0.269281624388932	0.318412921032203	0.290293167001096	0.314973735224309	0.283087474549661	0.239111851609414	0.36833148129426	0.277786866828645	0.253733310366428
"R22"	0.290097736402065	0.222124601811036	0.272842469547164	0.223982231286201	0.136328265423427	0.202092445115432	0.245656483216355	0.245656483216355	0.199024253885	0.244533722092198	0.246805682232136	0.290097736402065	0.136414694735626	0.267261738469087	0.272842469547164	0.0283087474549661	0.0504086363326217	0.0969731096908699	0.163458334332656	0.0686643622359038	0.0686643622359038	1.0686643622359	0.0969731096908699	0.0969731096908699	0.0283087474549661	1.60216845217109	0.320469040520127	0.199192180276993	0.269281624388932	0.318412921032203	0.290293167001096	0.314973735224309	0.283087474549661	0.239111851609414	0.36833148129426	0.277786866828645	0.253733310366428
"R23"	0.253218539439452	0.192212762174921	0.311347215943587	0.190863485702266	0.108939959474662	0.168622630684057	0.209511062870375	0.209511062870375	0.182332730572397	0.21461201619654	0.213393420097565	0.253218539439452	0.107091402489803	0.233898253862826	0.311347215943587	0.0967351997470474	0.118582081133363	0.145221754592482	0.209860188033767	0.0484865548454349	0.0484865548454349	0.0484865548454349	1.14522175459248	0.145221754592482	0.0967351997470474	1.13135294639348	0.288864685798814	0.199104480192172	0.260433831135595	0.30233604370967	0.264901920370357	0.286241262380113	0.967351997470474	0.22174972571233	0.364114689771926	0.23572068258794	0.214669839740285
"R24"	0.253218539439452	0.192212762174921	0.311347215943587	0.190863485702266	0.108939959474662	0.168622630684057	0.209511062870375	0.209511062870375	0.182332730572397	0.21461201619654	0.213393420097565	0.253218539439452	0.107091402489803	0.233898253862826	0.311347215943587	0.0967351997470474	0.118582081133363	0.145221754592482	0.209860188033767	0.0484865548454349	0.0484865548454349	0.0484865548454349	0.145221754592482	1.14522175459248	0.0967351997470474	1.13135294639348	0.288864685798814	0.199104480192172	0.260433831135595	0.30233604370967	0.264901920370357	0.286241262380113	0.967351997470474	0.22174972571233	0.364114689771926	0.23572068258794	0.214669839740285
"R25"	0.216339342476838	0.162300922538805	0.349851962340011	0.157744740118331	0.0815516535258972	0.135152816252682	0.173365642524395	0.173365642524395	0.165641207259795	0.184690310300882	0.179981157962994	0.216339342476838	0.0777681102439795	0.200534769256565	0.349851962340011	0.165161652039129	0.186755525934104	0.193470399494095	0.256262041734878	0.0283087474549661	0.0283087474549661	0.0283087474549661	0.193470399494095	0.193470399494095	1.16516165203913	0.660537440615875	0.257260331077501	0.19901678010735	0.251586037882258	0.286259166387137	0.239510673739618	0.257508789535918	1.65161652039129	0.204387599815247	0.359897898249591	0.193654498347234	0.175606369114143
"C1"	0.322330818224517	0.246805113123373	0.303158299496849	0.248869145873557	0.151475850470475	0.224547161239369	0.272951648018172	0.272951648018172	0.221138059872222	0.271704135657997	0.274228535813484	0.322330818224517	0.151571883039585	0.296957487187874	0.303158299496849	0.0314541638388512	0.0560095959251352	0.107747899656522	0.181620371480729	0.0762937358176709	0.0762937358176709	0.0762937358176709	0.107747899656522	0.107747899656522	0.0314541638388512	1.78018716907899	0.35607671168903	0.221324644752215	0.299201804876591	0.353792134480226	0.322547963334551	0.349970816915899	0.314541638388512	0.265679835121571	0.409257201438067	0.30865207425405	0.281925900407142
"C2"	0.364607191320723	0.283402296717104	0.329458419936143	0.213191420188106	0.105909639044242	0.258039566769464	0.312099683695997	0.312099683695997	0.31368885968302	0.309669163699412	0.309839100943021	0.364607191320723	0.177203278741394	0.337130489693616	0.329458419936143	0.0197892562367308	0.0461094030042677	0.0444407208921253	0.123473227757764	0.0246514646553944	0.0246514646553944	0.0246514646553944	0.0444407208921253	0.0444407208921253	0.0197892562367308	0.575200841959203	1.40997691560106	0.233483262064963	0.320718941185101	0.383138877924301	0.363106302561103	0.394090212655406	0.197892562367308	0.305945752062439	0.43866911279228	0.335638428818052	0.305296684745627
"C3"	0.405404390579818	0.212929585296359	0.382463514499429	0.207556542198288	0.098233102058368	0.176733786552905	0.231560718690345	0.231560718690345	0.235848536355543	0.35758641698601	0.352587972464762	0.405404390579818	0.0989838631107404	0.381829652117419	0.382463514499429	0.0248770975134188	0.0503932034433547	0.0497761200480429	0.251522574365385	0.0248990225346241	0.0248990225346241	0.0248990225346241	0.0497761200480429	0.0497761200480429	0.0248770975134188	0.580977192474563	0.379410300855565	1.28583850390801	0.356728046886711	0.40304019062478	0.345230245406479	0.380489042652956	0.248770975134188	0.299157218995227	0.425268432165598	0.296306207161666	0.261941538471099
"C4"	0.37564563842289	0.296761734276552	0.34882003246567	0.293119844848702	0.10021549012426	0.180208372445619	0.235349860947193	0.235349860947193	0.321978650551347	0.325948574476374	0.321754476131966	0.37564563842289	0.100417852260655	0.350967575097711	0.34882003246567	0.0228714579892962	0.0489097364953189	0.0473516056610173	0.215690558906339	0.0244801476717211	0.0244801476717211	0.0244801476717211	0.0473516056610173	0.0473516056610173	0.0228714579892962	0.571203445673493	0.379031475946028	0.259438579553972	1.3579981222607	0.405068094450136	0.357237994119663	0.38941344173286	0.228714579892962	0.301092363688319	0.433971308433712	0.305787785371896	0.274200703613102
"C5"	0.363362054901355	0.284171162706979	0.334093881010782	0.281416359919308	0.101966240862024	0.182682042554245	0.307416096703861	0.307416096703861	0.310965970855624	0.312073945134849	0.308776519784635	0.363362054901355	0.102306410625281	0.337799796620148	0.334093881010782	0.0220199358759336	0.0482047653535899	0.0465132374937954	0.199675336527641	0.0244933016178618	0.0244933016178618	0.0244933016178618	0.0465132374937954	0.0465132374937954	0.0220199358759336	0.571510371083442	0.383138877924301	0.248024732692172	0.342749926073192	1.40423314541396	0.360901624046071	0.391779276024534	0.220199358759336	0.305754592369603	0.436413824627605	0.314427073709217	0.284025092013404
"C6"	0.370228108498887	0.291449263466319	0.33730075468344	0.288996870350342	0.103887358531585	0.262369371679995	0.317542990534426	0.317542990534426	0.32014474284331	0.317341531871805	0.238732045775412	0.370228108498887	0.104310646569256	0.343851901887218	0.33730075468344	0.0199592228116349	0.0467689074660461	0.0441503200617261	0.123903059829642	0.0241910972500913	0.0241910972500913	0.0241910972500913	0.0441503200617261	0.0441503200617261	0.0199592228116349	0.564458935835463	0.393365161107862	0.230153496937653	0.327468161276358	0.390976759383244	1.37853420896665	0.402407413544193	0.199592228116348	0.312288856121953	0.44682807757352	0.324015633521722	0.293068962351872
"C7"	0.364678914018051	0.28494290657125	0.331092824103833	0.283463464010322	0.104434352918128	0.256664059810953	0.31137797279134	0.31137797279134	0.314108616047899	0.311284455677993	0.309229206901687	0.364678914018051	0.104906375771917	0.338014157112598	0.331092824103833	0.0198083684258398	0.0466195141405012	0.0440371172892482	0.124461239163811	0.0242287488634084	0.0242287488634084	0.0242287488634084	0.0440371172892482	0.0440371172892482	0.0198083684258398	0.565337473479529	0.394090212655406	0.23414710317105	0.329503681466266	0.391779276024535	0.371452997117717	1.40237591780789	0.198083684258398	0.306563692583719	0.44685242857769	0.326696350867391	0.296275076727257
"C8"	0.240377047196487	0.180334358376451	0.388724402600012	0.175271933464812	0.090612948362108	0.150169795836314	0.192628491693772	0.192628491693772	0.184045785844217	0.205211455889869	0.199979064403327	0.240377047196487	0.0864090113821994	0.222816410285072	0.388724402600012	0.183512946710143	0.207506139926782	0.214967110548994	0.284735601927643	0.0314541638388512	0.0314541638388512	0.0314541638388512	0.214967110548994	0.214967110548994	0.183512946710143	0.733930489573194	0.285844812308334	0.221129755674834	0.279540042091397	0.318065740430152	0.266122970821798	0.286120877262131	1.83512946710143	0.227097333128052	0.399886553610657	0.21517166483026	0.195118187904604
"C9"	0.385419312558183	0.307757558816667	0.355120468507762	0.211508459780688	0.101195504351965	0.184427351421095	0.331396850116664	0.331396850116664	0.334583977687671	0.334681708526237	0.237861730124903	0.385419312558183	0.102183906878507	0.360231938399084	0.355120468507762	0.0204387599815247	0.0469854751406025	0.0443499451424661	0.12589032089725	0.0239111851609414	0.0239111851609414	0.0239111851609414	0.0443499451424661	0.0443499451424661	0.0204387599815247	0.557927653755299	0.397729477681171	0.239325775196182	0.331201600057151	0.397480970080484	0.374746627346344	0.398532800358834	0.204387599815247	1.32723983758116	0.442445252651297	0.312280587334794	0.279859712878877
"C10"	0.351452826898637	0.271798290363795	0.321307589510371	0.273069859042086	0.167225920689335	0.247166897825944	0.299898442462678	0.299898442462678	0.301381288882417	0.297314396293731	0.298096427085148	0.351452826898637	0.105014009458726	0.324345648846379	0.321307589510371	0.0239931932166394	0.112525251214784	0.0485486253029234	0.126287839216538	0.024555432086284	0.024555432086284	0.024555432086284	0.0485486253029234	0.0485486253029234	0.0239931932166394	0.572960082013293	0.38017989775331	0.226809830488319	0.318245626184722	0.378225314677258	0.357462462058816	0.387272104767331	0.239931932166394	0.294963501767531	1.47553429996908	0.330381975643478	0.301190867247304
"C11"	0.378301471720459	0.209281083506231	0.251129273032843	0.301046680721998	0.197061757165344	0.277763154609566	0.329039235967713	0.329039235967713	0.328804885059173	0.23352431863764	0.326240871832198	0.378301471720459	0.1974918306069	0.346660080415824	0.251129273032843	0.0176049543952031	0.0446362069478513	0.0428583059250799	0.117846393163126	0.0252533515298769	0.0252533515298769	0.0252533515298769	0.0428583059250799	0.0428583059250799	0.0176049543952031	0.58924486903046	0.396663597694062	0.215495423390303	0.305787785371896	0.371595632565438	0.353471600205514	0.386095687388734	0.176049543952031	0.283891443031631	0.45052087587747	1.38277042173336	0.351571014495938
"C12"	0.386312030002642	0.208425869998613	0.249561245372426	0.310073215754038	0.206791930630531	0.287309595774759	0.338059228215064	0.338059228215064	0.3373639605036	0.232000608461012	0.334748449231875	0.386312030002642	0.20716145420538	0.263641999765646	0.249561245372426	0.0175606369114143	0.0446678149636717	0.0429339679480571	0.116749028016842	0.0253733310366428	0.0253733310366428	0.0253733310366428	0.0429339679480571	0.0429339679480571	0.0175606369114143	0.592044390854998	0.396885690169315	0.209553230776879	0.301620773974412	0.369232619617425	0.351682754822246	0.385157599745434	0.175606369114143	0.279859712878877	0.451786300870956	0.386728115945532	1.36300033596662
