"Ficus_vogelii"	"Bridelia_micrantha"	"Halleria_lucida"	"Ficus_natalensis"	"Apodytes_dimidiata"	"Trema_orientalis"	"Dovyalis_longispina"	"Sideroxylon_inerme"	"Trichilia_emetica"	"Vepris_undulata"	"Erianthemum_dregei"	"Euclea_natalensis"	"Antidesma_venosum"	"Ekebergia_capensis"	"Strelitzia_nicholai"	"Mimusops_caffra"	"Cholorocichla_flaviventris"	"Pogoniulus_bilineatus"	"Pycnonotus_barbatus"	"Buccanodon_leucotis"	"Unidentified_sp1_M_SD_008"	"Zosterops_pallidus"	"Bycanistes_buccinator"	"Lumprocolius_corruscus"	"Andropadus_importunus"	"Tauraco_porphyrocephalus"
"Ficus_vogelii"	1.39836800267663	0.345736471751437	0.267353837153229	0.359641492779983	0.266589761276675	0.266589761276675	0.307227448358292	0.268666588981824	0.28089248270107	0.190161655385609	0.0748163360299625	0.267426427011553	0.306902337820768	0.359858979283489	0.11339187037042	0.189534441879223	0.577778423441049	0.645463335765658	0.543024039427959	0.438784286368936	0.470665841471763	0.438621231213502	0.233917915223096	0.474639414708174	0.473324009847946	0.440623607795078
"Bridelia_micrantha"	0.384151635279374	1.35324543233727	0.27326219317381	0.344526636301534	0.272418078850638	0.272418078850638	0.313581584610994	0.274495328396513	0.263556318700163	0.194597075715272	0.0766688072971065	0.273249822038808	0.313712177590733	0.3444877875531	0.115761821260675	0.193025116780217	0.588636438264004	0.657865947925904	0.553045254505334	0.449656814455691	0.484780361098909	0.449581728354717	0.137360901964914	0.483184224679879	0.484305543062493	0.448424890951315
"Halleria_lucida"	0.381934053076042	0.351337105509184	1.28924546388343	0.350787834481698	0.27726099257646	0.27726099257646	0.309063384902867	0.26773869700339	0.253303183454956	0.195010411751707	0.0810380090148791	0.266232014963311	0.309458474076768	0.339660332469726	0.122266927702212	0.191560017293754	0.615995722673755	0.689142905041114	0.583150380111532	0.479229887792366	0.516678807410535	0.480293990149523	0.13598643363048	0.511849939729528	0.380676005041982	0.343838033682345
"Ficus_natalensis"	0.399601658644426	0.344526636301534	0.272834982374654	1.36848537230377	0.263458650827043	0.263458650827043	0.305235885560144	0.265827119306647	0.279487442739874	0.185378221716359	0.0761933943811635	0.264484029635948	0.304814876910843	0.360310907903036	0.115763931248033	0.193296134056326	0.587030791194486	0.65604699804042	0.554214118177668	0.449917976536303	0.48022028683921	0.448120525276601	0.24477787707952	0.485365948108449	0.3803101663858	0.450837417624703
"Apodytes_dimidiata"	0.380842516109536	0.350251815665106	0.27726099257646	0.338732551063341	1.28847698920535	0.288476989205354	0.307849188406335	0.266718087144613	0.264176874893894	0.206358070287469	0.0811077919345897	0.264928534188573	0.308297579728144	0.338439888850765	0.109763816074042	0.191476209403268	0.618664165266216	0.688091816458994	0.580156531946662	0.34326631574779	0.51825433316276	0.481878283773003	0.135958668641912	0.512773994785096	0.514677350564605	0.343120644916121
"Trema_orientalis"	0.380842516109536	0.350251815665106	0.27726099257646	0.338732551063341	0.288476989205354	1.28847698920535	0.307849188406335	0.266718087144613	0.264176874893894	0.206358070287469	0.0811077919345897	0.264928534188573	0.308297579728144	0.338439888850765	0.109763816074042	0.191476209403268	0.618664165266216	0.688091816458994	0.580156531946662	0.34326631574779	0.51825433316276	0.481878283773003	0.135958668641912	0.512773994785096	0.514677350564605	0.343120644916121
"Dovyalis_longispina"	0.384034310447866	0.352779282687368	0.270430461790009	0.343390371255162	0.269368039855543	0.269368039855543	1.32185422874948	0.271925158396577	0.269874762688818	0.189334973722451	0.068494815324092	0.270544075457085	0.312072208151077	0.35310925650998	0.118602114110176	0.197975795735617	0.601503567959212	0.667906869088106	0.568042100842664	0.463404012524111	0.377972881463051	0.461423696599911	0.138911234491099	0.497530910999121	0.496759256799712	0.463387574496173
"Sideroxylon_inerme"	0.383809412831178	0.352922565081231	0.26773869700339	0.341777724822832	0.266718087144613	0.266718087144613	0.310771609596087	1.29059918467067	0.26746543846523	0.193686265354215	0.0808276882146029	0.279932681674033	0.311073402687714	0.341658457346034	0.112911689993462	0.194546902706938	0.617340392940222	0.687586359634832	0.450416191288272	0.478358865190251	0.515178344818423	0.346008011263124	0.137274878888651	0.511489762587434	0.513720631213111	0.479468667438841
"Trichilia_emetica"	0.401274975287242	0.338858124043067	0.253303183454956	0.35934099780841	0.264176874893894	0.264176874893894	0.308428300215791	0.26746543846523	1.30880450593824	0.181408826696498	0.0687768658271553	0.265522042459833	0.29650240194167	0.370845151459967	0.109819654135773	0.204453677215227	0.617829705246027	0.681725191108979	0.583733599164431	0.345114289332159	0.371920069000031	0.344226216464862	0.277408227751891	0.517681047905954	0.51252639140795	0.484677367880876
"Vepris_undulata"	0.380323310771219	0.350274736287489	0.27301457645239	0.333680799089447	0.288901298402456	0.288901298402456	0.302935957955922	0.271160771495901	0.253972357375098	1.22704919782153	0.0890495755885309	0.27102382983245	0.319280215165299	0.332984532439652	0.103324166447408	0.177281271209596	0.670455725619191	0.741525284568252	0.44572059218178	0.341730997018952	0.578585068496926	0.536182059253877	0.133549219927689	0.378821924826761	0.570075142777211	0.340196090592519
