"Ludwigia_nervosa"	"Hyptis_dilatata"	"Besmoscelis_villosa"	"Cuphea_o'donellii"	"Hyptis_conferta"	"Pterolepis_glomerata"	"Aeschynomene_pratensis"	"Sauvagesia_rubiginosa"	"Synqonanthus_caulescens"	"Tyttnera_scabra"	"Xyris_savanensis"	"Caperonia_pallustris"	"Croton_hirtus"	"Desmodium_barbatum"	"Ludwigia_decurrens"	"Melochia_villosa"	"Mimosa_camporum"	"Rhynchanthera_serrulata"	"Saggitaria_quyanensis"	"Shultesia_brachyptera"	"Clidemia_capitellata"	"Diodia_multiflora"	"Heliconia_psittacorum"	"Miconia_stephananthera"	"Sinningia_sp1_M_PL_030"	"Xyris_laxifolia"	"Montricharida_arborescens"	"Thalia_geniculata"	"Apis_mellifera"	"Augochlorensis_callichroa"	"Toxomerus_floralis"	"Auhochloropsis_vesta"	"Palpada_pusio"	"Polybia_occidentalis"	"Urbanus_dorantes_dorantes"	"Dialictus_sp1_M_PL_030"	"Melipona_favosa"	"Pereirapis_sp1_M_PL_030"	"Polistes_subsericeus"	"Pyrgus_oileus_orcus"	"Toxomerus_marginatus"	"Amazilia_fibriata"	"Amazilia_tovasi"	"Athidium_sp1_M_PL_030"	"Campsomeris_dorsata"	"Cerceris_sp1_M_PL_030"	"Euglossa_cordata"	"Eumenes_sp1_M_PL_030"	"Eurema_nise"	"Helicobia_morionella"	"Heliopetes_arsalte"	"Ornidia_obesa"	"Oxyssarcodexia_peltata"	"Polybia_ignobilis"	"Sphex_melanopus"	"Anthidiellum_sp1_M_PL_030"	"Augochlora_sp1_M_PL_030"	"Augochlora_sp2_M_PL_030"	"Augochloropsis_sp1_M_PL_030"	"Ceratina_sp1_M_PL_030"	"Chrysagria_duodecimpuntata"	"Cogia_calchas"	"Cyclocephala_gravis"	"Dialictus_sp2_M_PL_030"	"Euhibus_sp1_M_PL_030"	"Eulaema_nigrita"	"Exomalopsis_sp1_M_PL_030"	"Extemnius_sp1_M_PL_030"	"Junonia_evarete"	"Megachile_sp1_M_PL_030"	"Omicrom_ruficolle"	"Pachodunerus_brevithorax"	"Parancistrocerus_sp1_M_PL_030"	"Pepsis_sp1_M_PL_030"	"Phaenica_sp1_M_PL_030"	"Pompeius_amblyspoila"	"Sarcophagula_occidua"	"Tabanus_sp1_M_PL_030"	"Trigona_angustula"	"Urbanus_simplicius"	"Xylocopa_fibriata"
"Ludwigia_nervosa"	2.19236824207559	0.384699142608218	0.190941531311129	0.255493250284355	0.191370562125023	0.192203996663141	0.123726583701944	0.154642284458793	0.115664641784194	0.21762185190904	0.189643517910095	0.0986645538329218	0.123196845730927	0.068707930474842	0.0713576016896277	0.131663941264476	0.114355908330274	0.0723748857032839	0.070786964279915	0.0940763010602901	0	0.0954942327619198	0	0.0397234020812387	0	0.0743797226956025	0	0	0.360605047987174	0.336821434669662	0.207160731110973	0.105046329948165	0.121935671961672	0.215065333598648	0.244116288281612	0.192711947019346	0.0846604679067367	0.0686679141923065	0.192390337633996	0.107741424380621	0.104968916585788	0	0	0.165990505146523	0.0589363666851059	0.0690696240172437	0.0632379490960348	0.0560613716510245	0.161644701159405	0.172285630296286	0.0742936963825714	0.16027976733603	0.172285630296286	0.0628458131528266	0.157943636451492	0.0206123791424526	0.0286412296966693	0.123320713616752	0	0.0344467011825041	0.0214072805068883	0.0383239875426533	0	0.0212360892839745	0.0260245444014437	0	0.0278384813329375	0.0346229228347396	0.0383239875426533	0.0278384813329375	0.0344467011825041	0.0345967193993654	0.0346229228347396	0.0346229228347396	0	0.0217124657109852	0.0295993661498765	0.123320713616752	0.123320713616752	0.0178755309365574	0.123320713616752
"Hyptis_dilatata"	0.615518628173148	2.1233343224712	0.242428539212585	0.218577275914085	0.344186214538485	0.150138902911848	0.0924423573369955	0.162072524002479	0.0885219056434704	0.0913680026051327	0.134543549145072	0.0558815242510383	0.118776148958227	0.0563817130006801	0.045359548440764	0.109439683280022	0.0853082181793658	0.135867069316779	0.0521964675377744	0.175133735874722	0	0.0612485315932246	0	0.0315851312793343	0	0.0728479010704083	0	0	0.288824875094154	0.3849980542865	0.155654341557151	0.083525124938684	0.303857335386798	0.0977793759646848	0.12780325842281	0.0981142432594301	0.102716867130731	0.0491842335633424	0.287676530474075	0.260352998310079	0.0611906676425168	0	0	0.0648952213923808	0.0497011052873168	0.253053607639335	0.0633892834060205	0.0733396511632405	0.0674095142218524	0.0551807234208944	0.0692982228845644	0.0702557675222077	0.0551807234208944	0.243640209784825	0.225723011857148	0.016914513900204	0.0363642808818878	0.0346229228347396	0	0.0619535186169273	0.0136078645322292	0.0327865913871127	0	0.0156589402613323	0.0199174287697808	0	0.020799530400824	0.191100089022408	0.0327865913871127	0.020799530400824	0.0619535186169273	0.0270250025241327	0.191100089022408	0.191100089022408	0	0.0407601207950338	0.0167644572753115	0.0346229228347396	0.0346229228347396	0.0142133090757004	0.0346229228347396
"Besmoscelis_villosa"	0.509177416829677	0.404047565354309	1.71828757208149	0.119193509823732	0.176027593698355	0.323408281099226	0.0937195248930725	0.112107648667621	0.135860047618704	0.105499500267905	0.182064350888139	0.0726713087824185	0.152980114441214	0.0513969155664289	0.0723542209341001	0.118749681257491	0.213634245777283	0.30227135256695	0.0671000539116753	0.116737502620091	0	0.0866180915088461	0	0.0378749627712996	0	0.0913764333768206	0	0	0.527691987736828	0.498670915335288	0.181744009367605	0.100158234884103	0.43068285679656	0.135619789165521	0.121123301726457	0.112078941244745	0.412514815315493	0.0724047931679409	0.0966904774442609	0.0794675283056622	0.103657144438369	0	0	0.0696057086465006	0.0332981011434885	0.0680492477475916	0.315956626410084	0.0561081438869686	0.0465202561702292	0.0523786172569479	0.0608491253274618	0.0745352640290337	0.0523786172569479	0.071385531667915	0.0650055105785571	0.0154190746699287	0.257743135812223	0.0286412296966693	0	0.0316849668657038	0.02170626628023	0.0178790264735598	0	0.0201300161735026	0.0305685107142083	0	0.0210868931009413	0.0363642808818878	0.0178790264735598	0.0210868931009413	0.0316849668657038	0.0582134905978608	0.0363642808818878	0.0363642808818878	0	0.0906814057700852	0.0218013926347256	0.0286412296966693	0.0286412296966693	0.0170437332470848	0.0286412296966693
"Cuphea_o'donellii"	0.681315334091614	0.364295459856808	0.119193509823732	2.16637306268206	0.110364110978181	0.10906505252952	0.0598492424610856	0.223773245227217	0.0727255270591295	0.089880019779126	0.0993147121370794	0.0832478896186593	0.089543198770309	0.312046622409118	0.038370663548174	0.180884360086116	0.0601689359005366	0.0492975408013335	0.0470941967035488	0.0608678714513025	0	0.130812268822803	0	0.0662816110964473	0	0.048393458902941	0	0	0.209954170987246	0.207009489621641	0.145186353962962	0.175278038232827	0.0923178397321653	0.0948151147521563	0.476410775941059	0.108304677174091	0.0507189694841208	0.042002701663821	0.0909761189058385	0.408091530965546	0.0513659129700691	0	0	0.0606697977734961	0.418569946125045	0.0526521313631852	0.0375107359288734	0.031726440989135	0.363279946944963	0.0585469919929566	0.104614288201959	0.065186947173746	0.0585469919929566	0.0510469528225035	0.071110578929766	0.0936139867227354	0.0178790264735598	0.0383239875426533	0	0.0198655399760725	0.0115111990644522	0.324955959402309	0	0.0141282590110646	0.0163632435883041	0	0.0134660795537443	0.0327865913871127	0.324955959402309	0.0134660795537443	0.0198655399760725	0.0196317094553136	0.0327865913871127	0.0327865913871127	0	0.0147892622404	0.0249743668855978	0.0383239875426533	0.0383239875426533	0.0298267249934013	0.0383239875426533
"Hyptis_conferta"	0.612385798800073	0.68837242907697	0.211233112438026	0.132436933173817	2.08515231232265	0.108770575623971	0.0889952444746145	0.095882390186017	0.140706321194919	0.0866780635646083	0.153822708926641	0.0500282544098544	0.0684719162537616	0.036169004727415	0.0477637738616891	0.0768609769004519	0.123063136375681	0.0808239055270626	0.0560890952107389	0.148161785657233	0	0.0986666168017453	0	0.0211446467623182	0	0.0514788924665836	0	0	0.633495570214296	0.228497794466042	0.147337364044426	0.0559158436603525	0.138427232016878	0.106398048424953	0.121770511789498	0.0755989425866726	0.0928510794365268	0.0628147829905851	0.471727636017509	0.103392596384854	0.0534104000728583	0	0	0.0690568106909984	0.030716241394297	0.437280934835005	0.0512636704780186	0.0644724657039583	0.0543122411585767	0.053949265484541	0.0446318308619894	0.0549882760586326	0.053949265484541	0.106402054314097	0.0964002197994314	0.0108507014182245	0.0316849668657038	0.0344467011825041	0	0.375327416218077	0.0143291321585067	0.0198655399760725	0	0.0168267285632217	0.0316589222688567	0	0.0200239300067883	0.0619535186169273	0.0198655399760725	0.0200239300067883	0.375327416218077	0.0195787036123147	0.0619535186169273	0.0619535186169273	0	0.0242471716581188	0.0150084763229563	0.0344467011825041	0.0344467011825041	0.00951509104304318	0.0344467011825041
"Pterolepis_glomerata"	0.615052789322052	0.300277805823697	0.388089937319072	0.130878063035424	0.108770575623971	1.79728296449443	0.0550546888051043	0.237280897915603	0.137345676772209	0.260586060310671	0.176048180585879	0.0412275021884379	0.0649913272531	0.0340193072556672	0.243529829445792	0.145734551497468	0.0790310541036086	0.0840915591104206	0.111419265104353	0.0629214412014185	0	0.0558949567933695	0	0.019171795902909	0	0.114457664872185	0	0	0.250641010663635	0.578183301403904	0.267465412230271	0.0506987491654706	0.12996335903105	0.0830615912681278	0.123101524860936	0.411495855039374	0.10715027456207	0.137387505638791	0.0812004255358128	0.100044914010457	0.455201746012637	0	0	0.0742075600311882	0.0298375016320137	0.0466037061364474	0.381724424206859	0.031263737341574	0.054228428854679	0.0932285829692665	0.0971085674802512	0.0540941175752954	0.0932285829692665	0.0459014348845583	0.0616217219234981	0.0102057921767002	0.0582134905978608	0.0345967193993654	0	0.0195787036123147	0.0730589488337376	0.0196317094553136	0	0.033425779531306	0.030902777273747	0	0.0123873049811485	0.0270250025241327	0.0196317094553136	0.0123873049811485	0.0195787036123147	0.323510933608998	0.0270250025241327	0.0270250025241327	0	0.0252274677331262	0.0123682506565314	0.0345967193993654	0.0345967193993654	0.00862730815630907	0.0345967193993654
"Aeschynomene_pratensis"	0.494906334807778	0.231105893342489	0.140579287339609	0.0897738636916284	0.111244055593268	0.0688183610063804	2.47199181389837	0.0540446107838007	0.0744541700478971	0.0603246432532452	0.086787637395028	0.273646176784977	0.0763094744149043	0.0672154105016399	0.0284859977650855	0.0461239075815447	0.236280219144306	0.0736534890203898	0.0317059708736152	0.405316166730191	0	0.0541181995401574	0	0.0570309805870434	0	0.0292412306335007	0	0	0.322060816670745	0.128635154289271	0.0846828338801534	0.150815259774626	0.0868753125323536	0.737014558238855	0.079494922954216	0.0523858237404411	0.11406700555035	0.0348097788523871	0.0686619417405497	0.0464256473809234	0.0345061490426543	0	0	0.0473656997468188	0.0336307027042362	0.0408234604076123	0.0334741980820898	0.67779300814619	0.0413045608866818	0.0414115260649177	0.0259972097008186	0.0507313236574088	0.0414115260649177	0.142394380419881	0.0486380117337615	0.020164623150492	0.0210868931009413	0.0278384813329375	0	0.0200239300067883	0.00854579932952565	0.0134660795537443	0	0.00951179126208458	0.0167521882607769	0	0.556198158127133	0.020799530400824	0.0134660795537443	0.556198158127133	0.0200239300067883	0.0123873049811485	0.020799530400824	0.020799530400824	0	0.022096046706117	0.0820938530354931	0.0278384813329375	0.0278384813329375	0.0256639412641695	0.0278384813329375
"Sauvagesia_rubiginosa"	0.618569137835173	0.405181310006198	0.168161473001431	0.335659867840825	0.119852987732521	0.296601122394503	0.0540446107838008	1.54434031773076	0.192977259519891	0.199334080595612	0.194573283419657	0.0419653717158839	0.0579228764586382	0.0599272561677389	0.105702083922046	0.283861817511046	0.0627793829565592	0.0541617050716797	0.173763001000283	0.0670331967589287	0	0.0727347233482692	0	0.0218481955303344	0	0.132162833435057	0	0	0.240465544328063	0.338284063953524	0.591127787130694	0.0577763392913288	0.0953159133098679	0.0783779778313166	0.203032664939387	0.435659287523661	0.0603065473586863	0.127259408868674	0.0928343696956402	0.434291869566104	0.129948995341637	0	0	0.0785735027726514	0.0683271570264454	0.0580398556924117	0.0786124229812253	0.0322699964540338	0.0851434941793523	0.0796446821372413	0.432635116742736	0.05217137694082	0.0796446821372413	0.0565762769282365	0.0712608319037864	0.0179781768503217	0.0252242209502146	0.0347945140032285	0	0.0215735377918538	0.0317106251766137	0.0503489801761238	0	0.0521289003000848	0.0434198833919755	0	0.0121600374263552	0.0364663179005578	0.0503489801761238	0.0121600374263552	0.0215735377918538	0.0533882020310106	0.0364663179005578	0.0364663179005578	0	0.0162485115215039	0.0125896115147652	0.0347945140032285	0.0347945140032285	0.00983168798865049	0.0347945140032285
"Synqonanthus_caulescens"	0.462658567136777	0.221304764108676	0.203790071428056	0.109088290588694	0.175882901493648	0.171682095965261	0.0744541700478972	0.192977259519891	1.70365894090962	0.231046998579582	0.249238100535561	0.0405574129234804	0.0456328539933068	0.0279842274272773	0.318465291512185	0.0897368456648883	0.117886896419451	0.0597727998610636	0.392138069267297	0.121792523937049	0	0.0979156653022179	0	0.0156086650495683	0	0.139884483065391	0	0	0.643619687202623	0.253360904858574	0.715396730557162	0.0412762475755251	0.0821076356403003	0.0903100254651002	0.113370891075212	0.100347205067166	0.0838664195983629	0.596504269938509	0.0776008954400813	0.0797005557500605	0.178427939407809	0	0	0.082103117021945	0.0247585118164873	0.0515763510386376	0.0614712879879554	0.0532899454418917	0.0423877879897479	0.0780101190818496	0.0703409370914421	0.0397144005994358	0.0780101190818496	0.0564551859508957	0.0459419731712246	0.0083952682281832	0.0305685107142083	0.0260245444014437	0	0.0316589222688567	0.0955395874536556	0.0163632435883041	0	0.117641420780189	0.383323261704665	0	0.0167521882607769	0.0199174287697808	0.0163632435883041	0.0167521882607769	0.0316589222688567	0.030902777273747	0.0199174287697808	0.0199174287697808	0	0.0179318399583191	0.0121672238770441	0.0260245444014437	0.0260245444014437	0.00702389927230574	0.0260245444014437
"Tyttnera_scabra"	0.870487407636159	0.228420006512832	0.158249250401857	0.134820029668689	0.10834757945576	0.325732575388339	0.0603246432532452	0.199334080595612	0.231046998579582	1.62001617183962	0.202266055734328	0.04496883976569	0.0581192599674814	0.0340415470340236	0.294070173881634	0.0980786870970778	0.0676510599195765	0.0473349852254986	0.213358584007022	0.0600919115551381	0	0.0564070193884352	0	0.018746837785895	0	0.131244190043347	0	0	0.253406355929689	0.285885322584721	0.62991670474017	0.0495749710338113	0.0759314617043274	0.096323931317094	0.123994685983756	0.152446948383448	0.0582332011038011	0.204214202047003	0.0890252815677256	0.085630973170471	0.511356554398306	0	0	0.0944747792197577	0.0304354685605104	0.0400603648881917	0.0823692511301796	0.0316006181985216	0.0691879211298373	0.413468555343449	0.0742737742631361	0.0664006946697784	0.413468555343449	0.0385853740526963	0.0695227172656888	0.0102124641102071	0.0237373875602785	0.048964916679534	0	0.0195025643020369	0.0882210521644901	0.0202230044503034	0	0.0640075752021067	0.0519855746804058	0	0.0135730447319802	0.0205578005861548	0.0202230044503034	0.0135730447319802	0.0195025643020369	0.0586318635699011	0.0205578005861548	0.0205578005861548	0	0.0142004955676496	0.013490651929707	0.0489649166795339	0.0489649166795339	0.00843607700365276	0.0489649166795339
