"Sambucus_nigra"	"Bryonia_dioica"	"Crataegus_monogyna"	"Hedera_helix"	"Rubus_sp1_M_SD_011"	"Euonymus_europaeus"	"Prunus_spinosa"	"Solanum_dulcamara"	"Lonicera_periclymenum"	"Rosa_sp1_M_SD_011"	"Tamus_communis"	"Parus_palustris"	"Turdus_merula"	"Columba_palumbus"	"Parus_caeruleus"	"Turdus_philomelos"	"Erithacus_rubecula"	"Pyrrhula_pyrrhula"	"Sylvia_atricapilla"	"Turdus_iliacus"	"Fringilla_coelebs"	"Parus_major"	"Sitta_europaea"	"Turdus_pilaris"	"Aegithalos_caudatus"
"Tamus_communis"	1.00081596463671	0.548933757238894	0.266010221351844	0.316185672910423	0.513824531844194	0.43925540171944	0.152935823635158	0.379791558491945	0.312544104138403	0.111892325286552	1.22096853348328	1.7186441493144	0.467409632903286	0.23020800469391	0.40700253624499	0.272344874046916	0.230807083858503	0.266357689382709	0.245912086019213	0.168823784281632	0.173869273650754	0.173869273650754	0.188998664895337	0.0937625869338792	0.098832465386874
"Parus_palustris"	1.11201773848523	0.609926396932105	0.29556691261316	0.351317414344915	0.570916146493549	0.488061557466044	0.169928692927953	0.421990620546606	0.347271226820447	0.124324805873947	0.2455205927592	1.90960461034933	0.519344036559207	0.255786671882122	0.452225040272211	0.302605415607685	0.256452315398337	0.29595298820301	0.273235651132459	0.187581982535147	0.193188081834171	0.193188081834171	0.209998516550374	0.104180652148755	0.10981385042986
"Turdus_merula"	1.05997872801639	0.325819662784544	0.619144277703492	0.574742189015165	0.516489813835399	0.478770581442463	0.432616927787976	0.203138950139626	0.132154080154496	0.327214089683141	0.0667728047004694	0.519344036559207	1.77212093461932	0.441644308968001	0.290583446462342	0.387366135100959	0.290675379448513	0.231114110392819	0.243893683665847	0.32072945292425	0.138145943902447	0.138145943902447	0.140440089643117	0.241231048323021	0.107723380824554
"Columba_palumbus"	1.18236443353266	0.310788314986519	0.732479392196155	0.711102302036698	0.373547093950331	0.304006431172252	0.290139209314537	0.209625193380221	0.117073696858174	0.448164036662136	0.0575520011734774	0.447626675793713	0.772877540694002	1.55019585397482	0.264540869709761	0.415760514387923	0.285077193895312	0.211857706123582	0.279563304895621	0.307565385904618	0.144619229212523	0.144619229212523	0.151564890529016	0.218888053389669	0.0684014470137567
"Parus_caeruleus"	1.23626308838316	0.767928913847939	0.308825691968248	0.333478758412853	0.700712054871951	0.291720112271493	0.174049888204338	0.244255852563993	0.452954139539215	0.124902971138723	0.101750634061248	0.79139382047637	0.508521031309099	0.264540869709761	1.56090446879096	0.334462702574286	0.218382933404136	0.357075105998317	0.226022663912248	0.200523322644323	0.230946936121366	0.230946936121366	0.165996487397935	0.107803591015586	0.0656370252610859
"Turdus_philomelos"	1.19570680745226	0.364007640544725	0.686349984525368	0.673460740853822	0.637556498618845	0.299334085045516	0.266732943840408	0.221563363144548	0.143340326590943	0.180703496134998	0.0680862185117291	0.529559477313448	0.677890736426678	0.415760514387923	0.334462702574286	1.44920411087857	0.278251113047848	0.269959555608362	0.277369952855972	0.293240890925608	0.15519938585697	0.15519938585697	0.156147019502284	0.203562880366689	0.0673501691352412
"Erithacus_rubecula"	1.2650321679251	0.353177317137041	0.385374482776802	0.767397268322923	0.381250868174805	0.731562992769599	0.216375990693854	0.244558976199646	0.142450574640742	0.172725772003147	0.0769356946195011	0.598388735929453	0.67824255204653	0.380102925193749	0.291177244538848	0.371001484063798	1.39761059426567	0.227074485950515	0.306376613752402	0.229157616702363	0.15844932967905	0.15844932967905	0.168245105454276	0.134280204107981	0.16460167337316
"Pyrrhula_pyrrhula"	1.33133287288365	0.837894751508613	0.330174587672507	0.352190861228172	0.762612932644926	0.283689624280756	0.185629409152924	0.235731196215393	0.195908428260398	0.13289154495492	0.088785896460903	0.69055697247369	0.539266257583244	0.28247694149811	0.47610014133109	0.359946074144482	0.227074485950515	1.38794134861391	0.233963679351962	0.214970213993202	0.250671020737824	0.250671020737824	0.170569324330891	0.115120248526929	0.0638301654631701
"Sylvia_atricapilla"	1.32932789105601	0.369565908073128	0.363382757930874	0.760977174897808	0.376345689275546	0.309782801962649	0.196302780605396	0.642371815040155	0.149777494513412	0.15703709656844	0.0819706953397377	0.637549852642404	0.569085261886975	0.372751073194162	0.301363551882998	0.369826603807962	0.306376613752402	0.233963679351962	1.42938702782285	0.223999322438377	0.166221455282364	0.166221455282364	0.292411136341247	0.124299730609176	0.0697011304415959
"Turdus_iliacus"	1.23340269196645	0.315247419402788	0.880715399702418	0.412407800668565	0.365113758906759	0.277417825264612	0.70047351665335	0.190869054735173	0.116431591553841	0.188488451648661	0.0562745947605441	0.43769129258201	0.748368723489917	0.410087181206158	0.267364430192431	0.390987854567477	0.229157616702363	0.214970213993202	0.223999322438377	1.46117602883992	0.149249737389985	0.149249737389985	0.149765918318035	0.36867082694244	0.0624190106845377
"Fringilla_coelebs"	1.51624007127259	1.02149036064787	0.313816903695656	0.343185904770009	0.43566811580375	0.276366783620126	0.178898526914385	0.246135715731666	0.190860758079992	0.127244327901736	0.0869346368253771	0.676158286419599	0.483510803658565	0.289238458425046	0.461893872242732	0.310398771713939	0.237673994518575	0.376006531106736	0.249332182923546	0.223874606084978	1.29758627026206	0.297586270262061	0.187558720064944	0.110156600739534	0.0621825263145284
"Parus_major"	1.51624007127259	1.02149036064787	0.313816903695656	0.343185904770009	0.43566811580375	0.276366783620126	0.178898526914385	0.246135715731666	0.190860758079992	0.127244327901736	0.0869346368253771	0.676158286419599	0.483510803658565	0.289238458425046	0.461893872242732	0.310398771713939	0.237673994518575	0.376006531106736	0.249332182923546	0.223874606084978	0.297586270262061	1.29758627026206	0.187558720064944	0.110156600739534	0.0621825263145284
"Sitta_europaea"	1.50536662431744	0.41475679578409	0.319348934390564	0.408963708661473	0.37941814684107	0.292674194660182	0.180878574876479	0.840335800429992	0.169197751776739	0.13140224107746	0.0944993324476684	0.73499480792631	0.491540313750909	0.303129781058032	0.33199297479587	0.312294039004567	0.252367658181414	0.255853986496337	0.438616704511871	0.224648877477053	0.187558720064944	0.187558720064944	1.36500323695281	0.111746380653245	0.065851693798541
"Turdus_pilaris"	0.877543567903151	0.246337961926651	1.13379447682923	0.415017862558441	0.347354289171441	0.270672548038734	0.943691556638874	0.153102043535029	0.0953929094239533	0.207053595770711	0.0468812934669396	0.364632282520641	0.844308669130575	0.437776106779338	0.215607182031172	0.407125760733377	0.201420306161971	0.172680372790393	0.186449595913765	0.553006240413661	0.110156600739534	0.110156600739534	0.111746380653245	1.48719047282092	0.0609013233087152
"Aegithalos_caudatus"	0.872725139149103	0.327281484404855	0.330115797870124	0.430000020709477	0.37291913200252	1.55978058202485	0.207939343336026	0.220830007202997	0.157905788121851	0.15851234505448	0.098832465386874	0.76869695300902	0.754063665771879	0.273605788055027	0.262548101044343	0.269400676540965	0.493805020119479	0.19149049638951	0.209103391324788	0.187257032053613	0.124365052629057	0.124365052629057	0.131703387597082	0.12180264661743	1.35095063095559
