"Sambucus_nigra"	"Bryonia_dioica"	"Crataegus_monogyna"	"Hedera_helix"	"Rubus_sp1_M_SD_011"	"Euonymus_europaeus"	"Prunus_spinosa"	"Solanum_dulcamara"	"Lonicera_periclymenum"	"Rosa_sp1_M_SD_011"	"Tamus_communis"	"Parus_palustris"	"Turdus_merula"	"Columba_palumbus"	"Parus_caeruleus"	"Turdus_philomelos"	"Erithacus_rubecula"	"Pyrrhula_pyrrhula"	"Sylvia_atricapilla"	"Turdus_iliacus"	"Fringilla_coelebs"	"Parus_major"	"Sitta_europaea"	"Turdus_pilaris"	"Aegithalos_caudatus"
"Sambucus_nigra"	2.16124548899226	0.503407038172292	0.416174717165318	0.452430752098681	0.445147442641551	0.323231533018186	0.237819374091449	0.296003419039401	0.176121062015129	0.168175737116179	0.0834013303863924	0.648677014116385	0.618320924676226	0.39412147784422	0.41208769612772	0.398568935817419	0.316258041981274	0.332833218220912	0.332331972764003	0.308350672991612	0.252706678545432	0.252706678545432	0.25089443738624	0.146257261317192	0.0727270949290919
"Bryonia_dioica"	1.2081768916135	1.76657154104519	0.281196179936141	0.310204591834672	0.523003925811227	0.290916875026538	0.159732907940517	0.250964838142078	0.248013955940408	0.114589435998791	0.109786751447779	0.853896955704947	0.456147527898362	0.248630651989215	0.614343131078351	0.29120611243578	0.211906390282225	0.502736850905168	0.221739544843877	0.189148451641673	0.408596144259147	0.408596144259147	0.165902718313636	0.0985351847706605	0.0654562968809711
"Crataegus_monogyna"	0.998819321196762	0.281196179936141	1.7294470355722	0.501611561123884	0.4032110618069	0.293436264773444	0.474057747762326	0.176093748888228	0.108790668824653	0.243292260581936	0.0532020442703687	0.413793677658424	0.866801988784888	0.585983513756924	0.247060553574599	0.549079987620294	0.231224689666081	0.198104752603504	0.218029654758525	0.528429239821451	0.125526761478263	0.125526761478263	0.127739573756225	0.453517790731694	0.0660231595740249
"Hedera_helix"	1.08583380503683	0.310204591834672	0.501611561123884	1.62778234152276	0.411334193493887	0.382222240630646	0.252390213403591	0.273826493622755	0.123263311096398	0.231452008389335	0.0632371345820846	0.491844380082881	0.804639064621231	0.568881841629359	0.266783006730282	0.538768592683057	0.460438360993754	0.211314516736903	0.456586304938685	0.247444680401139	0.137274361908004	0.137274361908004	0.163585483464589	0.166007145023376	0.0860000041418954
"Rubus_sp1_M_SD_011"	1.06835386233972	0.523003925811227	0.403211061806899	0.411334193493887	1.57389174036364	0.331483672891129	0.221212415144448	0.23880239686983	0.22889307624579	0.160206643401431	0.102764906368839	0.799282605090969	0.723085739369559	0.298837675160265	0.560569643897561	0.510045198895076	0.228750520904883	0.457567759586955	0.225807413565328	0.219068255344055	0.1742672463215	0.1742672463215	0.151767258736428	0.138941715668576	0.0745838264005041
"Euonymus_europaeus"	0.969694599054559	0.363646093783173	0.366795330966805	0.477777800788308	0.414354591113912	1.73308953558317	0.231043714817807	0.245366674669997	0.175450875690946	0.176124827838311	0.10981385042986	0.854107725565578	0.83784851752431	0.304006431172252	0.291720112271493	0.299334085045516	0.5486722445772	0.212767218210567	0.232337101471987	0.208063368948459	0.138183391810063	0.138183391810063	0.146337097330091	0.135336274019367	0.389945145506212
"Prunus_spinosa"	0.951277496365795	0.266221513234195	0.790096246270543	0.420650355672651	0.36868735857408	0.308058286423743	1.62303460032406	0.164133014522948	0.103193574339687	0.216826841130754	0.0509786078783859	0.396500283498557	1.00943949817194	0.386852279086049	0.232066517605783	0.355643925120544	0.216375990693854	0.185629409152924	0.196302780605396	0.70047351665335	0.11926568460959	0.11926568460959	0.120585716584319	0.629127704425916	0.0693131144453421
"Solanum_dulcamara"	1.18401367615761	0.418274730236797	0.293489581480379	0.456377489371259	0.39800399478305	0.327155566226663	0.164133014522949	1.57140947080503	0.19987394193318	0.123829243055954	0.126597186163982	0.984644781275414	0.473990883659127	0.279500257840295	0.325674470085324	0.295417817526064	0.244558976199646	0.235731196215393	0.642371815040155	0.190869054735173	0.164090477154444	0.164090477154444	0.560223866953328	0.102068029023353	0.0736100024009991
"Lonicera_periclymenum"	1.05672637209078	0.62003488985102	0.271976672061633	0.308158277740995	0.572232690614475	0.350901751381892	0.154790361509531	0.299810912899769	1.36010141486185	0.112152499655702	0.156272052069201	1.21544929387157	0.462539280540738	0.234147393716347	0.905908279078429	0.286680653181887	0.213675861961113	0.293862642390597	0.224666241770118	0.174647387330761	0.190860758079992	0.190860758079992	0.169197751776739	0.0953929094239533	0.0789528940609256
"Rosa_sp1_M_SD_011"	1.00905442269707	0.286473589996979	0.608230651454841	0.578630020973338	0.400516608503579	0.352249655676622	0.325240261696131	0.185743864583931	0.112152499655701	1.34892015685537	0.0559461626432761	0.435136820558814	1.14524931389099	0.896328073324271	0.249805942277446	0.361406992269997	0.259088658004721	0.199337317432381	0.235555644852661	0.282732677472991	0.127244327901736	0.127244327901736	0.13140224107746	0.207053595770711	0.0792561725272399
