"Hedera_helix"	"Ilex_aquifolium"	"Unidentified_sp1_M_SD_024"	"Solanum_nigrum"	"Sorbus_aucuparia"	"Unidentified_sp2_M_SD_024"	"Fragaria_vespa"	"Rosa_sp1_M_SD_024"	"Vaccinium_myrtillus"	"Prunus_spinosa"	"Taxus_bacatta"	"Unidentified_sp3_M_SD_024"	"Turdus_merula"	"Turdus_iliacus"	"Erithacus_rubecula"	"Garrulus_glandarius"	"Sylvia_atricapilla"	"Turdus_viscivorus"	"Turdus_philomelos"
"Hedera_helix"	1.61072035047465	0.537679717357586	0.487125408349828	0.409331929913602	0.497948671017217	0.426326214614727	0.297978427170743	0.291106419067833	0.3360408592666	0.179752916324974	0.077793478436226	0.111353502742859	1.13288264320831	0.866082799111129	0.751811196382868	0.51862318957484	0.369988043664733	0.594673861476989	0.50278037184429
"Ilex_aquifolium"	0.537679717357586	1.57429698561927	0.523121924060578	0.405249493097938	0.423937016908181	0.463809578295856	0.294762085774526	0.330077057317096	0.26227454802608	0.219589649993684	0.11787243096264	0.110487407323412	1.13019132256715	0.859346501404314	0.758284669662699	0.785816206417603	0.352454072418122	0.579898790456742	0.27085054233653
"Unidentified_sp1_M_SD_024"	0.487125408349828	0.523121924060578	1.57415283755545	0.45845906241542	0.372178726367669	0.414028099182133	0.349365237536975	0.327458504572339	0.314115814984092	0.218364679693893	0.115693775140026	0.109093824878445	1.1407878283763	0.848507526832351	0.766311213214395	0.771291834266842	0.58554511555977	0.358741055582579	0.265657531430922
"Solanum_nigrum"	0.511664912392003	0.506561866372422	0.573073828019275	1.49390763998542	0.388124985184056	0.390157056034216	0.377502829647215	0.30238322628784	0.338232136492702	0.185978415949634	0.0791661880338541	0.116404810338206	1.18680253239756	0.905370747074936	0.823599514719649	0.52777458689236	0.654002997882164	0.358394279451708	0.280897446844784
"Sorbus_aucuparia"	0.622435838771521	0.529921271135227	0.465223407959586	0.388124985184056	1.53964798764955	0.411362435014854	0.269566149063683	0.301693054414648	0.356391288353538	0.183134218294275	0.0770984227755307	0.118558836120373	1.17817550576383	0.922124280936231	0.5519190074798	0.513989485170204	0.358855566324305	0.646401624882706	0.565376634706084
"Unidentified_sp2_M_SD_024"	0.532907768268408	0.57976197286982	0.517535123977666	0.390157056034216	0.411362435014854	1.49706949221426	0.307464575378652	0.316539148784193	0.266443105467136	0.233846668128629	0.12737806794345	0.0826924806555644	1.18298444650199	0.643163738432168	0.810302221690362	0.849187119623001	0.353113964177415	0.629677737031431	0.268412877806797
"Fragaria_vespa"	0.496630711951238	0.491270142957543	0.582275395894958	0.503337106196286	0.359421532084911	0.409952767171535	1.42201973041028	0.275101404567552	0.369109409236318	0.193784028781545	0.0789382896986716	0.0813173757860076	1.27606376758748	0.632468478335615	0.914727865775516	0.526255264657811	0.755399162049236	0.350931371216281	0.280996195641223
"Rosa_sp1_M_SD_024"	0.485177365113056	0.550128428861826	0.545764174287231	0.403177635050454	0.402257405886197	0.422052198378925	0.275101404567552	1.38354791126306	0.2698169208287	0.255471680780162	0.142586539236777	0.128076230482902	1.25427935048205	0.996148459311457	0.552799728179056	0.950576928245179	0.352428016876929	0.371824703875131	0.258784918293354
"Vaccinium_myrtillus"	0.560068098777666	0.437124246710133	0.52352635830682	0.45097618199027	0.475188384471385	0.355257473956181	0.369109409236318	0.2698169208287	1.47972372331412	0.187950148074748	0.0725501763165502	0.0818667727539519	1.28222190842442	0.636741565864071	0.565864762041879	0.483667842110335	0.75035432520817	0.366344940334006	0.651646761280277
"Prunus_spinosa"	0.449382290812435	0.54897412498421	0.545911699234733	0.371956831899269	0.366268436588551	0.467693336257258	0.290676043172317	0.383207521170242	0.281925222112122	1.30192673244329	0.173954867335465	0.0812807887269519	1.42190961230918	0.632183912320737	0.554092361492562	1.15969911556976	0.353734772624919	0.367345553733703	0.247876777212299
"Taxus_bacatta"	0.38896739218113	0.589362154813202	0.578468875700131	0.316664752135416	0.308393691102123	0.509512271773801	0.236814869096015	0.427759617710331	0.21765052894965	0.347909734670929	1.26180412356472	0.0798498830394013	0.956729012291272	0.62105464586201	0.537158007193382	1.74536082376477	0.311713586270192	0.360128160106063	0.204697869775476
"Unidentified_sp3_M_SD_024"	0.556767513714297	0.552437036617059	0.545469124392225	0.465619241352824	0.47423534448149	0.330769922622258	0.243952127358023	0.384228691448705	0.245600318261856	0.162561577453904	0.0798498830394013	1.2216671139948	0.919018826827805	1.7240775532929	0.550214461552045	0.532332553596009	0.34981450538095	0.380783004157987	0.280601200455466
"Turdus_merula"	0.566441321604155	0.565095661283575	0.570393914188151	0.474721012959024	0.471270202305532	0.473193778600795	0.382819130276243	0.376283805144616	0.384666572527327	0.284381922461835	0.0956729012291272	0.0919018826827805	2.09676690258564	0.714792420866071	0.634474128657491	0.637819341527515	0.439728843310719	0.416181052623715	0.323395205165691
"Turdus_iliacus"	0.618630570793663	0.61381892957451	0.60607680488025	0.517354712614249	0.526928160534989	0.367522136246953	0.271057919286692	0.426920768276339	0.272889242513173	0.180623974948782	0.0887220922660014	0.246296793327557	1.02113202980867	1.915641725881	0.611349401724494	0.591480615106676	0.388682783756611	0.423092226842208	0.311779111617184
"Erithacus_rubecula"	0.626509330319057	0.631903891385583	0.638592677678663	0.549066343146432	0.367946004986533	0.540201481126908	0.457363932887758	0.276399864089528	0.282932381020939	0.184697453830854	0.0895263345322303	0.0917024102586741	1.05745688109582	0.713240968678577	1.72375550221682	0.596842230214869	0.460575503362716	0.430847564282359	0.280439244885682
