"Heteractis_crispa"	"Entacmaea_quadricolor"	"Heteractis_magnifica"	"Stichodactyla_mertensii"	"Heteractis_aurora"	"Stichodactyla_gigantea"	"Stichodactyla_haddoni"	"Macrodactyla_doreensis"	"Heteractis_malu"	"Cryptodendrum_adhaesivum"	"Amphiprion_clarkii"	"Amphiprion_akindynos"	"Amphiprion_chrysopterus"	"Amphiprion_chrysogaster"	"Amphiprion_bicinctus"	"Amphiprion_tricinctus"	"Amphiprion_perideraion"	"Amphiprion_allardi"	"Amphiprion_melanopus"	"Amphiprion_ocellaris"	"Amphiprion_percula"	"Amphiprion_leucokranos"	"Amphiprion_polymnus"	"Amphiprion_omanensis"	"Amphiprion_rubrocinctus"	"Amphiprion_sandaracinos"	"Amphiprion_akallopisos"	"Amphiprion_ephippium"	"Amphiprion_frenatus"	"Amphiprion_fuscocaudatus"	"Amphiprion_latezonatus"	"Amphiprion_latifasciatus"	"Amphiprion_mccullochi"	"Amphiprion_nigripes"	"Amphiprion_sebae"	"Premnas_biaculeatus"
"Heteractis_crispa"	1.89785043049877	0.666059869906366	0.613645236591521	0.642210620793479	0.341572102645995	0.41748226441588	0.363396881383109	0.224964146379944	0.0479881710608884	0.0479881710608884	0.533201900676538	0.396206259831451	0.399856438020152	0.181122997405237	0.349483803653623	0.256493656162472	0.265611750958702	0.134488985630408	0.261106655170578	0.137450882776853	0.214994818023215	0.21248879856213	0.219344059645379	0.214838963857256	0.0930785918941503	0.166465405817766	0.0904841280300665	0.168116507679428	0.0461118371473638	0.0444607352857024	0.122004670532064	0.0444607352857024	0.0461118371473638	0.0460233927443641	0.0467224561778283	0.0461118371473638
"Entacmaea_quadricolor"	0.717295244514548	2.00803789315652	0.534308865139533	0.603637895365969	0.375013429061248	0.416465868606368	0.336226785636495	0.176582470270605	0.0477947214927771	0.0477947214927771	0.531052461030856	0.405290906532972	0.398169552125641	0.173308651179632	0.362061748379708	0.275136173276026	0.172768468061931	0.229024336128663	0.272055420238804	0.12871589093671	0.133037412251045	0.127975317865857	0.129072051111514	0.228359003288387	0.185870418205976	0.0879021529803925	0.0818634807184936	0.185129845135123	0.139018007987759	0.0417903158330286	0.0461118371473638	0.0417903158330286	0.139018007987759	0.040073164885465	0.0432291581532636	0.139018007987759
"Heteractis_magnifica"	0.715919442690108	0.578834603901161	1.8112038342927	0.705263422444067	0.351300498235459	0.464815146298162	0.332997575748772	0.204643786364738	0.0490897923808369	0.0490897923808369	0.545442137564855	0.411035659347282	0.404788807320805	0.27264739775891	0.36822168532244	0.180089693791944	0.280200236206926	0.13406630104758	0.274228549160325	0.236957920776624	0.23415538427486	0.230689609562444	0.134882218701272	0.128910531654671	0.0923648688440083	0.0948493219904918	0.18466621681808	0.0860965576298291	0.040073164885465	0.0488259292461277	0.0460233927443641	0.0488259292461277	0.040073164885465	0.135840287571953	0.0428139740248422	0.040073164885465
"Stichodactyla_mertensii"	0.691611437777593	0.603637895365969	0.651012389948369	1.9376515103287	0.397512000703505	0.380678145199068	0.328323968927805	0.177099114483582	0.0478157160011245	0.0478157160011245	0.531285733345827	0.405370143784997	0.402391153208908	0.276292801331371	0.363157062065708	0.271504841484685	0.175960256625531	0.227044106198983	0.177903271699754	0.225797325142241	0.136112955866725	0.227431769093048	0.126521117763798	0.12846413283802	0.0846166071679238	0.17860583984692	0.182971033807346	0.086251051118731	0.0417903158330286	0.134145104561218	0.0444607352857024	0.134145104561218	0.0417903158330286	0.0488259292461277	0.0422130817192892	0.0417903158330286
"Heteractis_aurora"	0.68314420529199	0.696453511113747	0.602229425546501	0.73823657273508	1.47634598504831	0.381305107299156	0.378585970553287	0.196451807864524	0.0552026546421234	0.0552026546421234	0.613362829356927	0.469796394231587	0.47110122642995	0.334767144155215	0.42112105516045	0.333057023673307	0.176182101454003	0.289140610475965	0.18019645699236	0.139172717291879	0.131980444684485	0.140192305918066	0.136793409037997	0.140807764576354	0.0911128368790299	0.0950250990020786	0.0962758927207239	0.092132425505217	0.0482160123078748	0.0511086858047363	0.0439164131973422	0.0511086858047363	0.0482160123078748	0.0451672069159876	0.0486753390711369	0.0482160123078748
"Stichodactyla_gigantea"	0.73059396272779	0.676757036485348	0.697222719447244	0.618601985948485	0.333641968886762	1.58524149451879	0.307451890580315	0.20704550480564	0.0533006656682356	0.0533006656682356	0.592229618535951	0.449703181751858	0.317948752199763	0.177544348653491	0.41017365296296	0.179542280871053	0.324183365419963	0.132575526124267	0.32445053705691	0.273457663426802	0.277598126838694	0.142084750040225	0.133081522116953	0.133348693753901	0.22519207835158	0.0897930460816817	0.0951179952934384	0.0938191649650029	0.0468524102182164	0.0428262913348951	0.0469667547467865	0.0428262913348951	0.0468524102182164	0.0522917039585433	0.0395295287888976	0.0468524102182164
"Stichodactyla_haddoni"	0.726793762766218	0.624421173324919	0.570852986997896	0.609744513723066	0.378585970553287	0.351373589234645	1.631051163402	0.256369136951762	0.0569827988915252	0.0569827988915252	0.633142209905835	0.472890116086943	0.491043643112192	0.343408972966954	0.263183537935258	0.180840035121518	0.186749014805715	0.13411757894369	0.172295117144832	0.124556584533029	0.129065958991568	0.13174951192196	0.31411209014366	0.299658192482777	0.0827586869421612	0.0889355378971175	0.0850270557441314	0.0899516143310919	0.0432291581532636	0.0422130817192892	0.0467224561778283	0.0422130817192892	0.0432291581532636	0.0428139740248422	0.209706578151685	0.0432291581532636
"Macrodactyla_doreensis"	0.787374512329804	0.573893028379467	0.613931359094213	0.575572122071642	0.343790663762917	0.414091009611279	0.448645989665584	1.36990574975799	0.0679767300319753	0.0679767300319753	0.755297000355281	0.324710092602179	0.586353647716457	0.187776865274536	0.267027036788032	0.174396946274697	0.451475817144369	0.12378001333921	0.182978079259708	0.132477391272141	0.143247023448822	0.136509085626359	0.41652878244518	0.14803104456052	0.0863162943921552	0.0904642336942934	0.0858921526908719	0.0903479887463736	0.0397310558108862	0.039847300758806	0.0506169329354874	0.039847300758806	0.0397310558108862	0.046044851932066	0.0576830558141465	0.0397310558108862
"Heteractis_malu"	0.671834394852437	0.621331379406102	0.589077508570044	0.621604308014618	0.386418582494864	0.426405325345884	0.398879592240676	0.271906920127901	1.13784994184216	0.137849941842158	1.53166602046842	0.32235706812376	0.335565526051126	0.188181865724049	0.271072549121387	0.178921136877222	0.196519823227743	0.135731782922422	0.178356015542464	0.135185556645177	0.135340766198965	0.130404311498565	0.15565292998595	0.137489122300672	0.0909858484449114	0.0862234983558116	0.0872149575437653	0.0862046032982989	0.0430152493434994	0.043034144401012	0.0431893539547996	0.043034144401012	0.0430152493434994	0.0441808131427533	0.0512845190023726	0.0430152493434994
"Cryptodendrum_adhaesivum"	0.671834394852437	0.621331379406102	0.589077508570044	0.621604308014618	0.386418582494864	0.426405325345884	0.398879592240676	0.271906920127901	0.137849941842158	1.13784994184216	1.53166602046842	0.32235706812376	0.335565526051126	0.188181865724049	0.271072549121387	0.178921136877222	0.196519823227743	0.135731782922422	0.178356015542464	0.135185556645177	0.135340766198965	0.130404311498565	0.15565292998595	0.137489122300672	0.0909858484449114	0.0862234983558116	0.0872149575437653	0.0862046032982989	0.0430152493434994	0.043034144401012	0.0431893539547996	0.043034144401012	0.0430152493434994	0.0441808131427533	0.0512845190023726	0.0430152493434994
