"R1"	"R2"	"R3"	"R4"	"C1"	"C2"	"C3"	"C4"	"C5"
"R1"	5.26315789473684	0	0	0	4.73684210526316	0	0	0	0
"R2"	0	3.20961362944935	1.02677213264375	1.02677213264375	0	1.64625798600548	1.18421052631579	0.722163066626103	1.18421052631579
"R3"	0	2.0535442652875	2.23176606237358	0.97784756707577	0	1.90637359294189	0.902078864873784	0.462047459689687	1.4663421877578
"R4"	0	2.0535442652875	0.977847567075771	2.23176606237358	0	1.90637359294189	1.4663421877578	0.462047459689687	0.902078864873784
"C1"	4.73684210526316	0	0	0	5.26315789473684	0	0	0	0
"C2"	0	2.1950106480073	1.27091572862793	1.27091572862793	0	2.63770155156678	1.06578947368421	0.493877395801643	1.06578947368421
"C3"	0	2.36842105263158	0.902078864873784	1.4663421877578	0	1.59868421052632	2.19274872133311	0.532894736842105	0.938830226035308
"C4"	0	2.88865226650441	0.924094919379374	0.924094919379374	0	1.48163218740493	1.06578947368421	1.64994675996349	1.06578947368421
"C5"	0	2.36842105263158	1.4663421877578	0.902078864873784	0	1.59868421052632	0.938830226035308	0.532894736842105	2.19274872133311
