"Entacmaea_quadricolor"	"Heteractis_crispa"	"Heteractis_magnifica"	"Stichodactyla_mertensii"	"Heteractis_aurora"	"Heteractis_malu"	"Amphiprion_clarkii"	"Amphiprion_perideraion"	"Amphiprion_ocellaris"	"Amphiprion_sandaracinos"	"Premnas_biaculeatus"
"Entacmaea_quadricolor"	2.47828631357125	0.684794963303697	0.353301860048405	0.797614044663692	0.474580356574897	0.474580356574897	2.6365575365272	0.467143570508446	0.158985837021782	0.358926320098662	1.11522884110706
"Heteractis_crispa"	0.684794963303697	2.0308820504298	1.04777991136824	0.684794963303697	0.4074530031657	0.4074530031657	2.263627795365	1.38539788280912	0.47150096011571	0.308157733486664	0.308157733486664
"Heteractis_magnifica"	0.353301860048405	1.04777991136824	3.08834504981419	0.353301860048405	0.210214606728801	0.210214606728801	1.16785892627111	1.8612562325321	1.38975527241639	0.158985837021782	0.158985837021782
"Stichodactyla_mertensii"	0.797614044663692	0.684794963303697	0.353301860048405	2.47828631357125	0.474580356574897	0.474580356574897	2.6365575365272	0.467143570508446	0.158985837021782	1.11522884110706	0.358926320098661
"Heteractis_aurora"	0.949160713149794	0.8149060063314	0.420429213457601	0.949160713149794	1.56475062432413	0.564750624324127	3.13750346846737	0.555900848905051	0.189193146055921	0.427122320917407	0.427122320917407
"Heteractis_malu"	0.949160713149794	0.8149060063314	0.420429213457601	0.949160713149794	0.564750624324127	1.56475062432413	3.13750346846737	0.555900848905051	0.189193146055921	0.427122320917407	0.427122320917407
"Amphiprion_clarkii"	1.05462301461088	0.905451118146	0.467143570508446	1.05462301461088	0.627500693693475	0.627500693693475	3.48611496496375	0.617667609894501	0.210214606728801	0.474580356574897	0.474580356574897
"Amphiprion_perideraion"	0.467143570508446	1.38539788280912	1.8612562325321	0.467143570508446	0.277950424452525	0.277950424452525	1.54416902473625	2.46099435190355	0.837565304639443	0.210214606728801	0.210214606728801
"Amphiprion_ocellaris"	0.317971674043564	0.943001920231419	2.77951054483277	0.317971674043564	0.189193146055921	0.189193146055921	1.051073033644	1.67513060927889	2.25077974517475	0.143087253319604	0.143087253319604
"Amphiprion_sandaracinos"	0.717852640197323	0.616315466973328	0.317971674043564	2.23045768221413	0.427122320917407	0.427122320917407	2.37290178287448	0.420429213457601	0.143087253319604	2.00370595699636	0.323033688088795
"Premnas_biaculeatus"	2.23045768221413	0.616315466973328	0.317971674043564	0.717852640197323	0.427122320917407	0.427122320917407	2.37290178287448	0.420429213457601	0.143087253319604	0.323033688088795	2.00370595699636
