"Ziziphus_cotinifolia"	"Caesalpinia_pyramidalis"	"Erythroxylon_catingae"	"Senna_spectabilis"	"Sidastrum_paniculatum"	"Cardiospermum_corindum"	"Capparis_yco"	"Melochia_tomentosa"	"Eugenia_rosea"	"Peltogyne_pauciflora"	"Opuntia_palmadora"	"Chlorophora_tinctoria"	"Echinodorus_subulatus"	"Sideroxylon_obtusifolium"	"Passiflora_foetida"	"Acacia_bahiensis"	"Sida_galheirensis"	"Solanum_paniculatum"	"Chaetocalyx_scandens"	"Tabebuia_heptaphylla"	"Herissantia_crispa"	"Boerhavia_coccinia"	"Syagrus_vagans"	"Sida_sp."	"Alternanthera_brasiliana"	"Gomphrena_holosericea"	"Hydrocleis_nymphaeoides"	"Rhaphiodon_echinus"	"Mimosa_arenosa"	"Chamaecrista_belemii"	"Cordia_aff._globosa"	"Herissantia_tiubae"	"Jatropha_mollissima"	"Capparis_jacobinae"	"Cereus_peruvianus"	"Poeppigia_procera"	"Anacardium_occidentale"	"Portulaca_marginata"	"Stigmaphyllon_auriculatum"	"Portulaca_elatior"	"Jacquemontia_sp."	"Lippia_pohliana"	"Mollugo_verticillata"	"Oxalis_sp."	"Nymphoides_indica"	"Cordia_latiloba"	"Evolvulus_glomeratus"	"Solanum_gardnerii"	"Croton_echioides"	"Polybia_ignobilis"	"Polybia_sericea"	"Polistes_Canadensis"	"Polybia_paulista"	"Brachygastra_lecheguana"	"Polybia_occidentalis"	"Protonectarina_sylveirae"	"Mischocyttarus_lanei"	"Protopolybia_ex?ua"	"Mischocyttarus_cerberus"	"Polistes_billardieri"	"Polistes_cinerascens"	"Polistes_versicolor"	"Apis_mellifera"	"Trigona_spinipes"	"Frieseomelitta_silvestrii"	"Plebeia_sp."	"Trigonisca_intermedia"	"Melipona_asilvai"	"Partamona_sp."	"Bombus_brevivillus"	"Bombus_morio"	"Melipona_quadrifasciata"	"Trigona_gr._fuscipennis"	"Trigonisca_sp."
"Ziziphus_cotinifolia"	1.65774473522539	0.260916478432333	0.277264455767584	0.225215338695431	0.215255826859895	0.20279215252475	0.19588926138274	0.152087158730435	0.151747507183206	0.15853543864541	0.10391280710978	0.094621635227967	0.0852642816300458	0.0767799540001808	0.0826210191289877	0.0930152631943781	0.0940586752173392	0.0608485098633751	0.0601430777621904	0.0647487415552788	0.0606065498951125	0.0417924737444121	0.0421052495175155	0.0442116336253848	0.0447716207956902	0.0450843965687936	0.039149211243354	0.03931476191432	0.0393296162254674	0.0396275376874234	0.0396275376874234	0.0348070752736553	0.0348070752736553	0.0348070752736553	0.0462705499547984	0.0421283582946321	0.0408136910734283	0.0279286557994783	0.020813461536723	0.0209938665188364	0.0209938665188364	0.0209938665188364	0.0209938665188364	0.016044830606722	0.018335749706631	0.018335749706631	0.018335749706631	0.018335749706631	0.018335749706631	0.41626923073446	0.396270230589682	0.396550812022466	0.354863133013208	0.23791914707924	0.285977658861421	0.290798549408903	0.188367961082451	0.0713103582520976	0.0877629565707558	0.0877629565707558	0.020279215252475	0.0877629565707558	0.651937767346879	0.299705884890631	0.18708352068058	0.169265999235346	0.0923197233371645	0.150000207929701	0.109288539256745	0.0171098053571739	0.0171098053571739	0.0207948341825688	0.0125678951097653	0.0877629565707558
"Caesalpinia_pyramidalis"	0.369631677779139	1.31057297844597	0.267998275847072	0.258383676549595	0.201189835631593	0.195797870870456	0.218492049699098	0.170611895116922	0.155207635504831	0.171434069859803	0.11170151272122	0.132848758021972	0.0908045448896263	0.0880234089256398	0.0884205485750676	0.0849198543288011	0.0814567690248713	0.0710443912184773	0.0637272439171117	0.070172526258358	0.0652934827400932	0.0441216273056741	0.0452043339975768	0.0467482262099492	0.0474760200535882	0.0485587267454908	0.0417376309911155	0.0420125185939408	0.0418038740656873	0.0430952252858434	0.0430952252858434	0.043835538545394	0.043835538545394	0.043835538545394	0.0499710672572944	0.0450920237390295	0.044507565797647	0.0305021299199225	0.0219233698514244	0.0219896129259962	0.0219896129259962	0.0219896129259962	0.0219896129259962	0.0410389506724702	0.0198142611396911	0.0198142611396911	0.0198142611396911	0.0198142611396911	0.0198142611396911	0.438467397028489	0.419300418580272	0.415359355268817	0.388016069102539	0.346974006971264	0.303414911048636	0.308950431769692	0.205106839081466	0.18239533632209	0.019568735882425	0.019568735882425	0.0195797870870456	0.019568735882425	0.704507062744572	0.329244062106079	0.204962235814985	0.101985372106449	0.100826485013077	0.077576166688597	0.0396877194455843	0.0191938382006537	0.0191938382006537	0.0200998706885304	0.0137259584639651	0.019568735882425
"Erythroxylon_catingae"	0.39279131233741	0.267998275847072	1.38085172542527	0.236470891709393	0.203449029554008	0.212718821855135	0.197893063336853	0.171964406230405	0.157751288582436	0.150765677716275	0.10485476592703	0.100590560474763	0.084819438949186	0.088810985946858	0.0819823594270282	0.101782408761912	0.10302494164941	0.0720495129937493	0.0646859285833271	0.0628754700151358	0.0654485923207098	0.0450567739971547	0.0452225478257235	0.0479244556302183	0.0480349324362767	0.0482007062648455	0.042219694474997	0.0425761858207081	0.0423357872576053	0.0427419596492769	0.0427419596492769	0.0436381191670951	0.0436381191670951	0.0436381191670951	0.0426247306085449	0.0451978529141189	0.0371659839929763	0.0282740616010783	0.0223501413257218	0.0224662341083301	0.0224662341083301	0.0224662341083301	0.0224662341083301	0.0167836039639655	0.0198695531492752	0.0198695531492752	0.0198695531492752	0.0198695531492752	0.0198695531492752	0.447002826514436	0.428903061571511	0.424362199824013	0.381206775000029	0.343323731368509	0.312574952610513	0.309568108236979	0.204914429429047	0.0745937953954021	0.0207948341825688	0.0207948341825688	0.0212718821855135	0.0207948341825688	0.706473000863118	0.230619077916015	0.121632858554178	0.188824444346767	0.0934614814035645	0.168811207646095	0.0411397371379696	0.0193459957009206	0.0193459957009206	0.103563879406896	0.0127233277204853	0.0207948341825688
"Senna_spectabilis"	0.382866075782233	0.310060411859514	0.283765070051271	1.32036890656028	0.193466015901599	0.176191276689417	0.23821614650067	0.167123375689301	0.194967486199692	0.186609010275746	0.0967696019305382	0.130687747984761	0.0733294281155916	0.0750551562334232	0.0726276722400025	0.103898421444137	0.0661988298176497	0.0698231383910327	0.0549341783151856	0.0591441564943399	0.0580576395729212	0.0400175799062386	0.046850776717787	0.0497021604727951	0.0440483104510954	0.0508815072626438	0.0393158240306494	0.0339157098823855	0.0322253312879343	0.0407489066939339	0.0407489066939339	0.0421280690698997	0.0421280690698997	0.0421280690698997	0.0444330714969249	0.0433465545755062	0.034300470928215	0.067137426595898	0.0227088470272513	0.0156183542845362	0.0156183542845362	0.0156183542845362	0.0156183542845362	0.0467242552995082	0.0166069770033982	0.0166069770033982	0.0166069770033982	0.0166069770033982	0.0166069770033982	0.454176940545025	0.326942732158649	0.295013358707906	0.402365494842263	0.368637996516134	0.329918275445536	0.326817059214654	0.231453694901843	0.207663356886703	0.0202693804825888	0.0202693804825888	0.0176191276689417	0.0202693804825888	0.590470293454157	0.235913252330891	0.235238562873672	0.208829355377465	0.221926493469774	0.0740656251143471	0.0396159820727487	0.0188013797650464	0.0188013797650464	0.0212823802538453	0.0302118419681541	0.0202693804825888
"Sidastrum_paniculatum"	0.406594339624245	0.268253114175457	0.271265372738678	0.214962239890666	1.26529315753748	0.202357378708247	0.192095986426564	0.18447318920705	0.146221791867631	0.141358225536355	0.111537282443219	0.105827900441598	0.0899297550421838	0.095141508026832	0.0866481884833661	0.0902670998255851	0.0878158715804144	0.0773997517773286	0.0689566966921857	0.0668554284077732	0.0701572127145152	0.0481100892142583	0.0487243405173709	0.0512149404426823	0.0516977534669681	0.0523120047700807	0.0448285226554407	0.0452681187546625	0.0451214501346674	0.0458823700577751	0.0458823700577751	0.046738491333347	0.046738491333347	0.046738491333347	0.0451144026014084	0.0484161869081504	0.0386847678891029	0.0264504655677583	0.0238352465575183	0.024128174036745	0.024128174036745	0.024128174036745	0.024128174036745	0.0165088233572182	0.0209932760979224	0.0209932760979224	0.0209932760979224	0.0209932760979224	0.0209932760979224	0.476704931150366	0.458524805738424	0.45575439847185	0.414818232664211	0.371875331178354	0.334640703040893	0.335168909902787	0.118720298434897	0.0733725482543033	0.0215255826859894	0.0215255826859894	0.0202357378708247	0.0215255826859894	0.746427594592798	0.235886557215739	0.117175340148192	0.100327129361002	0.0874334834045343	0.0818647946178082	0.148054898439737	0.0207532337857931	0.0207532337857931	0.0203449029554008	0.0119027095054912	0.0215255826859895
"Cardiospermum_corindum"	0.383051843657861	0.261063827827275	0.283625095806847	0.195768085210464	0.202357378708247	1.34378960595776	0.183234499695033	0.163784077915421	0.135587196104375	0.150940796125738	0.114519858400123	0.0972138424514884	0.10117003550793	0.087438153897415	0.0973371757288248	0.089556684917345	0.116205574688789	0.0686188685632111	0.0701990222301042	0.0689150826023247	0.0625383157568048	0.0486491106821452	0.0412375469211365	0.0513797368959003	0.0527193227704558	0.0453077590094472	0.0448162509030395	0.0453556330855071	0.0461441579802654	0.0379440693244984	0.0379440693244984	0.0374611361380438	0.0374611361380438	0.0374611361380438	0.05526322983687	0.0488864629913501	0.0478995401519213	0.0254878217247691	0.0240548642498388	0.0253827713270648	0.0253827713270648	0.0253827713270648	0.0253827713270648	0.0154318701434262	0.0207613866532007	0.0207613866532007	0.0207613866532007	0.0207613866532007	0.0207613866532007	0.481097284996775	0.464557988165788	0.479452347289001	0.286378044521629	0.241218603669956	0.333970665674085	0.343750933021827	0.116480135951074	0.0685860895263389	0.020279215252475	0.020279215252475	0.134378960595776	0.020279215252475	0.738182636558246	0.361842046649608	0.112640893264694	0.0967531187124667	0.0842514107013199	0.202076312338742	0.0405149531232997	0.0184257087654849	0.0184257087654849	0.0212718821855135	0.0114695197761461	0.020279215252475
"Capparis_yco"	0.370013049278509	0.291322732932131	0.26385741778247	0.264684607222967	0.192095986426564	0.183234499695033	1.26190285607567	0.175558367457772	0.184705028790621	0.194564715499141	0.105529745888406	0.117070386324888	0.0838308991405569	0.0871601425905244	0.0807683999819846	0.0841494080243336	0.0776428145725904	0.0772056468976797	0.0543829816102947	0.0748715599417479	0.0691484380751228	0.0411033044020448	0.0421398546448288	0.04442848591745	0.0420114715243867	0.0430480217671706	0.0380408052434725	0.0443870921687018	0.0370044728718869	0.0454236424114857	0.0454236424114857	0.0470931705600652	0.0470931705600652	0.0470931705600652	0.0446720942324395	0.0389489723658144	0.0470477148767546	0.0696099757919846	0.0173785087384078	0.0163421763668222	0.0163421763668222	0.0163421763668222	0.0163421763668222	0.0188304514867119	0.0206622965050647	0.0206622965050647	0.0206622965050647	0.0206622965050647	0.0206622965050647	0.347570174768156	0.448135029202033	0.30868555359553	0.41268909844035	0.381779291905561	0.330610832188294	0.223503816075829	0.236254801120821	0.0836908954964974	0.019588926138274	0.019588926138274	0.0183234499695033	0.019588926138274	0.734659431291191	0.351805578289199	0.240213284203073	0.105881253343438	0.230099642201282	0.0751713157202954	0.0387985247809304	0.0197503163389993	0.0197503163389993	0.0197893063336853	0.0313244891063931	0.019588926138274
"Melochia_tomentosa"	0.323185212302173	0.255917842675383	0.257946609345608	0.208904219611627	0.207532337857931	0.184257087654849	0.197503163389993	1.45270662276858	0.150474823379845	0.11806929648643	0.105943144792528	0.109872709018764	0.0831231226987503	0.0918894564539422	0.0791378467225574	0.0945424823798962	0.0795648753161259	0.0845890074192478	0.0628279879924543	0.0688576957727751	0.0743051000391807	0.0511245021449159	0.0521872612421845	0.0555275389577599	0.042014215734625	0.0430769748318936	0.047139226168723	0.0474998019692105	0.03744602482024	0.048562561066479	0.048562561066479	0.0504581556575093	0.0504581556575093	0.0504581556575093	0.0325815354920265	0.0380289397584321	0.0380671217266119	0.0255917966952291	0.0253819631722143	0.0156887618237312	0.0156887618237312	0.0156887618237312	0.0156887618237312	0.0162993965611818	0.0217572629965088	0.0217572629965088	0.0217572629965088	0.0217572629965088	0.0217572629965088	0.507639263444285	0.486247958373254	0.296343278892701	0.446754967832838	0.414568449547785	0.36844592626778	0.198876049312396	0.109381673482478	0.0724417624941414	0.0171098053571739	0.0171098053571739	0.0184257087654849	0.0171098053571739	0.773591573209201	0.217464783068042	0.109382440787537	0.0958760023645975	0.0845951057425627	0.0727836067697076	0.037863039142967	0.163429495061465	0.163429495061465	0.0193459957009206	0.0115163085128531	0.0171098053571739
"Eugenia_rosea"	0.368529660302072	0.266070232293995	0.270430780427034	0.278524980285274	0.187999446686954	0.174326394991339	0.237477894159369	0.171971226719822	1.23419280116452	0.180800779174363	0.097590712804187	0.102872415558228	0.0837412418680345	0.0919898715614847	0.0801880771273375	0.110439666170889	0.0801884033311266	0.0728872203838251	0.0631067481627382	0.05976235330703	0.064406248267315	0.0504103619890806	0.0425346090003489	0.0440040969850786	0.0426415788268951	0.0347658258381634	0.0468571972483837	0.0470036125904655	0.0379747748392388	0.0391278596017338	0.0391278596017338	0.0504619319815491	0.0504619319815491	0.0504619319815491	0.0344445191259132	0.0390884140861982	0.0388065528894836	0.0808048658819704	0.0251319733234994	0.0162495509143545	0.0162495509143545	0.0162495509143545	0.0162495509143545	0.0179265189352304	0.0217252239248843	0.0217252239248843	0.0217252239248843	0.0217252239248843	0.0217252239248843	0.502639466469989	0.477480674794311	0.306935961715585	0.290043927947491	0.415085783040713	0.230659289197079	0.212216768638281	0.131808821841662	0.0796734174899128	0.0195103937806979	0.0195103937806979	0.0174326394991339	0.019510393780698	0.772452406218108	0.227751052861325	0.270208444887929	0.248390807005145	0.267104973332069	0.0752677325613628	0.0383103384493933	0.01934676300598	0.01934676300598	0.0202823085320275	0.0363621896468867	0.019510393780698
"Peltogyne_pauciflora"	0.385014636710282	0.29388697690252	0.258455447513615	0.266584300393923	0.181746289975314	0.194066737875949	0.250154634213182	0.134936338841634	0.180800779174363	1.23748101939753	0.111261518070839	0.104129225709458	0.0897777962373159	0.0819646847448912	0.0937955839148926	0.074098255700532	0.0819758379175952	0.0519912498383014	0.0641353708693342	0.0643826760856282	0.05599677960177	0.0341367585543791	0.0343461638262018	0.0341619359627444	0.0480592734253394	0.048268678697162	0.0381545462319558	0.0385308454458238	0.0472551411990786	0.0387402507176464	0.0387402507176464	0.0387273312233892	0.0387273312233892	0.0387273312233892	0.0604629575867742	0.052077061102916	0.0509345296072586	0.081020509990044	0.0168802296702556	0.0259808246373784	0.0259808246373784	0.0259808246373784	0.0259808246373784	0.0182757472845643	0.0212743165617002	0.0212743165617002	0.0212743165617002	0.0212743165617002	0.0212743165617002	0.337604593405111	0.325956656700112	0.490748909817148	0.291098902599103	0.252099100668841	0.211220854685975	0.376477988837082	0.269921562607788	0.0812255434869523	0.0203831278258384	0.0203831278258384	0.0194066737875949	0.0203831278258384	0.756420144416008	0.395469507274112	0.273783218509542	0.103677795422708	0.267817796911534	0.0776185237084134	0.0385577568233699	0.0151803381196839	0.0151803381196839	0.0193841585635211	0.0364592294955198	0.0203831278258384
