"Clethrionomys_glareolus"	"Sorex_araneus"	"Apodemus_flavicollis"	"Microtus_arvalis"	"Apodemus_uralensis"	"Spermophilus_pygmaeus"	"Talpa_europaea"	"Spermophilus_major"	"Sorex_minutus"	"Arvicola_terrestris"	"Sicista_betulina"	"Apodemus_agrarius"	"Clethrionomys_rutilus"	"Sciurus_vulgaris"	"Microtus_agrestis"	"Neomys_fodiens"	"Microtus_oeconomus"	"Allactaga_major"	"Tamias_sibiricus"	"Marmota_bobak"	"Dryomys_nitedula"	"Allocricetulus_eversmanni"	"Cricetulus_migratorius"	"Cricetus_cricetus"	"Sicista_subtilis"	"Spermophilus_suslicus"	"Myoxus_glis"	"Stenoponia_suknevi"	"Rostropsylla_daca"	"Rhadinopsylla_li"	"Xenopsylla_nubica"	"Wagnerina_tuvensis"	"Stenoponia_vlasovi"	"Tarsopsylla_octodecimdentata"	"Wagnerina_schelkovnikovi"	"Stenoponia_tripectinata"	"Xenopsylla_hirtipes"	"Rhadinopsylla_socia"	"Xenopsylla_skrjabini"	"Xenopsylla_cheopis"	"Rhadinopsylla_pentacantha"	"Xenopsylla_nuttalli"	"Xenopsylla_persica"	"Xenopsylla_conformis"	"Xenopsylla_magdalinae"	"Wagnerina_longicauda"	"Peromyscopsylla_tikhomirovae"	"Stenoponia_montana"	"Rhadinopsylla_rothschildi"	"Stenoponia_conspecta"	"Frontopsylla_semura"	"Stenoponia_ivanovi"	"Stenoponia_sidimi"	"Echidnophaga_oschanini"	"Rhadinopsylla_pseudodahurica"	"Xenopsylla_gerbilli"	"Rhadinopsylla_ucrainica"	"Megabothris_asio"	"Megabothris_calcarifer"	"Synosternus_longispinus"	"Amphipsylla_georgica"	"Neopsylla_mana"
"Clethrionomys_glareolus"	1.52630318917412	0.413865655377394	0.311302820588949	0.380905529013892	0.371184980999067	0.0324900155503628	0.261693713827215	0.0530847026463636	0.185820414666678	0.208778963803155	0.201438876611621	0.197255926566059	0.227287682320205	0.0340611610753079	0.208308212925015	0.137010439359085	0.188720386406871	0	0.0515921311657708	0.00900711404088251	0.0202663908398082	0.0643375432978514	0.048296985712931	0.0420621177145386	0.0330143268561466	0.0348022233577434	0.0202663908398082	0.268717201364691	0.286332829282288	0.251732366588073	0.251497880671085	0.297682244320587	0.217002262236338	0.286332829282288	0.250964167973746	0.328588559433862	0.017864109514417	0.0138109081960198	0.166648818785689	0.166968904810849	0.198426722170308	0.200409909525097	0.232846910862631	0.0138109081960198	0.0964661190055632	0.149238018891504	0.0153275224838886	0.0138109081960198	0.180145696353851	0.138830772843931	0	0.0964661190055632	0.0282868554380364	0.113031617931145	0.0154776393497312	0.137297913973339	0.0959644898120449	0.0953502473504479	0.0597249074024656	0.0332434469793614	0.0144890957138793	0.00405320131839713
"Sorex_araneus"	0.475945503684003	1.4354564888528	0.308292099605466	0.366894393398196	0.367124480322928	0.0338721982122426	0.277478865898008	0.0554173862335359	0.192175024563414	0.215409807448636	0.213563559063441	0.192841401791453	0.234862346272965	0.0221688026261753	0.215184438969559	0.148019036189463	0.194976605319588	0	0.0426496164311529	0.0093975675738483	0.0131904375625743	0.0667377710217284	0.0498149347568468	0.0437697265348431	0.0393323169321944	0.0353926479092086	0.0131904375625743	0.277058186765238	0.296089205703883	0.259510292286475	0.2611090407514	0.307018665672181	0.22621971566983	0.296089205703883	0.259702460604007	0.338938112607605	0.0186385090214658	0.0144096036132341	0.17215499346604	0.172857521772054	0.204000885743946	0.205531082639177	0.240492385272607	0.0144096036132341	0.102429571821759	0.152685968325397	0.00997596118177888	0.0144096036132341	0.117248333889549	0.190120306666908	0	0.102429571821759	0.029425602093123	0.0707003193643566	0.0127948849293459	0.143634586808622	0.102250515429004	0.0533932695629833	0.0186239544919827	0.0333167985218089	0.014944480427054	0.00422890540823174
"Apodemus_flavicollis"	0.447497804596615	0.385365124506833	1.34741138134053	0.394836940747026	0.371285844309458	0.0234327511398018	0.252238516914296	0.0359127030230423	0.1956348359346	0.218683995476426	0.218179154278483	0.21675105294527	0.241145916393146	0.0389690908449224	0.220857273304366	0.132764910177658	0.196436164820095	0	0.0574616796186051	0.00626400042953522	0.0231866090527289	0.0571518488519147	0.0519626122925805	0.02780926513644	0.0413047354127354	0.0374270741370043	0.0231866090527289	0.291090215399394	0.308159989565093	0.273410960565586	0.270760067897402	0.319538165078849	0.177288922863189	0.308159989565093	0.27158262063432	0.354363433522776	0.0124236008519115	0.00960480065862067	0.182482741407002	0.119227991969329	0.219338407324015	0.220490137062172	0.254119954078715	0.00960480065862067	0.052314880816541	0.166441725886985	0.0175360908802151	0.00960480065862067	0.206103191579812	0.200393940834512	0	0.052314880816541	0.0224639666503015	0.131513071080046	0.0172385038855815	0.0831996792216032	0.0519219884266348	0.0538008103186987	0.0175107836581284	0.0344294075657842	0.0155887836877742	0.00281880019329085
"Microtus_arvalis"	0.461096166701027	0.38620462462968	0.332494265892232	1.40574761805583	0.386195683295862	0.023992857854678	0.249389301558959	0.0371799098874273	0.19399187135525	0.218176730505444	0.215465370967887	0.207432607402711	0.237490591507887	0.0366361513325668	0.21789046921865	0.133706552865581	0.196939867614188	0	0.0547124226690576	0.00645371797627574	0.0217985100428772	0.0566665063528345	0.0502544587290165	0.0352692188507074	0.0396150581181723	0.0365588513091662	0.0217985100428772	0.281243637896028	0.298434480407317	0.263519049810751	0.261914722336083	0.309069939444121	0.225487331794368	0.298434480407317	0.262574703229784	0.342673882882324	0.0127998739862802	0.00989570089695613	0.174083636393191	0.171750186361897	0.209236180382798	0.211165383306555	0.245309290044933	0.00989570089695613	0.052687514772792	0.157675363511492	0.016486268099655	0.00989570089695613	0.193764533714464	0.190875552112333	0	0.052687514772792	0.0226456648263439	0.12200267566809	0.0164137268007173	0.0879136802183283	0.05261294409923	0.102924418280475	0.0180428934796054	0.0347449628241919	0.015076337618705	0.00290417308932408
"Apodemus_uralensis"	0.449329187525186	0.386446821392556	0.312661763629017	0.386195683295862	1.41768437471194	0.0342112948595327	0.246195911220748	0.056046065818403	0.191260518325041	0.211506679458426	0.21258290637932	0.188924447201294	0.234164385355274	0.0363307638529058	0.21058670530938	0.132093163639303	0.190784390666634	0	0.0542455355251388	0.00949887583531065	0.021616804492479	0.0670712277657318	0.0497803644499064	0.0443137328747067	0.0393048244951519	0.05870466216511	0.021616804492479	0.275928691210393	0.292912097964018	0.258758096050396	0.258603805760212	0.305953826792655	0.223845986396083	0.292912097964018	0.258925490962277	0.339668243883145	0.0188394370733661	0.0145649429474763	0.172613388968261	0.174836370456506	0.165979064051838	0.207107170200279	0.241881158646994	0.0145649429474763	0.0520168857463244	0.15500992799945	0.0163488437338076	0.0145649429474763	0.19214937326648	0.189532338260263	0	0.0520168857463244	0.029655969194766	0.0704663506556927	0.0162736606575417	0.145565139725802	0.0519559601846666	0.103029396584536	0.0175824464683769	0.0935705683553916	0.0149341093349719	0.00427449412588979
"Spermophilus_pygmaeus"	0.149454071531669	0.13548879284897	0.0749848036473658	0.0911728598477764	0.130002920466224	2.21177226004326	0.0633104454020253	1.25450594339101	0.0489200798907928	0.0558463327820849	0.0533089422231236	0.0491469664100952	0.0578769423450161	0.00665792360624039	0.050453329878932	0.0335095449228858	0.0514320832747681	0	0.0151449029541221	0.38236623803246	0.00396146454571303	0.250040980619585	0.0199192624453118	0.0496730635962507	0.0114831769431269	0.00876309854231827	0.00396146454571303	0.0618774501983583	0.0661858202598722	0.0572485627036291	0.0571933478735203	0.124112449571358	0.0483465651736268	0.0661858202598721	0.0574542232214497	0.134003720426149	0.758359705431046	0.586294898316439	0.0353636426823923	0.0539729574883122	0.0421745620387667	0.0441010839505864	0.0530711923859249	0.586294898316439	0.0163282293127938	0.0310630681478998	0.00299606562280817	0.586294898316439	0.0352130181841158	0.0390121096207182	0	0.0163282293127938	0.642554118955845	0.0188080393949802	0.00454347088623663	0.284891222318356	0.0162535685387829	0.0163249502876232	0.00584820279906531	0.0101014274187591	0.00597577873359354	0.172064807114607
"Talpa_europaea"	0.46299657061738	0.426890562920012	0.310447405432979	0.364492056124632	0.359824793322631	0.0243501713084713	1.31835074918484	0.0372598612408912	0.207007756607921	0.20880447976072	0.231779874387671	0.187261253134277	0.248553043265235	0.0221214321448198	0.21880215950854	0.147895736919116	0.193030183961879	0	0.0448714307264084	0.00650348479673381	0.0131622521261678	0.0596560195359721	0.0544218428470911	0.0281807804665349	0.0443660100838601	0.0289657321858858	0.0131622521261678	0.305818392321381	0.324833558496696	0.288445675764812	0.290896042825097	0.335567549571102	0.256060659712923	0.324833558496696	0.288964879539296	0.370106854633196	0.0128985781801887	0.0099720100216585	0.199011659225174	0.118775148598672	0.154302218763668	0.159580733283626	0.197694443057268	0.0099720100216585	0.128597768924543	0.105953257280339	0.00995464446516891	0.0099720100216585	0.116997796677047	0.220196602486665	0	0.128597768924543	0.0233946144172522	0.0696988496336559	0.0134614292179225	0.086064599549466	0.0563424986178303	0.0524270026112484	0.0181172571111149	0.0300789117989312	0.0163265528541273	0.00292656815853021
"Spermophilus_major"	0.203491360144394	0.184724620778453	0.0957672080614461	0.117736381310186	0.177479208424943	1.04542161949251	0.0807296993552642	2.11004493349655	0.0615795180829075	0.0713003541938854	0.0672648609642227	0.0620274100835444	0.0733741287285855	0.00871786119313151	0.064641954024678	0.0427623089122187	0.065513290401829	0	0.0183814170606347	0.329140846652044	0.00518712740991325	0.249725536368479	0.0230698071227755	0.0743219654402918	0.0139166499256653	0.0116506996983748	0.00518712740991325	0.0803850147681939	0.0858830259140506	0.0744888186320293	0.0744668936633955	0.143494202587934	0.0631837920737746	0.0858830259140506	0.0748025478606749	0.155480244171057	0.652796012526555	0.504682631533135	0.0467381539820934	0.0754339556152915	0.0550832356671174	0.0578541941940884	0.0692135686745413	0.504682631533135	0.0218642925181186	0.0412285820488348	0.00392303753690918	0.504682631533135	0.0461077991992289	0.0505363811672465	0	0.0218642925181186	0.560870877216042	0.024509064241044	0.00551442511819041	0.430822093360267	0.0217733244778416	0.0219466017528291	0.00796270539695454	0.0136497247370291	0.00692094213683266	0.14811338099342
"Sorex_minutus"	0.42738695373336	0.384350049126828	0.31301573749536	0.368584555574974	0.363394984817578	0.0244600399453964	0.269110083590297	0.0369477108497445	1.2294098183825	0.228344694846387	0.245571655946067	0.196762578797825	0.261623758093477	0.022001809116729	0.240638603094504	0.145938639133192	0.212255208007779	0	0.0463222816034546	0.00648584596802154	0.0130910764244538	0.0621003154863568	0.0581334029334106	0.0277852790454816	0.0368860267096339	0.0294657095895759	0.0130910764244538	0.330473991390907	0.349237530708032	0.311371022670207	0.312846150856069	0.361886583255361	0.276136046901255	0.349237530708032	0.312765359299103	0.391456906092398	0.0128635945032427	0.00994496381763302	0.124551919787772	0.11898139665326	0.157528524055227	0.162001214525482	0.29413466120439	0.00994496381763302	0.0526502876254212	0.104008071927853	0.00990081410252807	0.00994496381763302	0.116365123772922	0.143660778342808	0	0.0526502876254212	0.0239175348020633	0.0694988730678917	0.0138966844810364	0.0832511393623206	0.052783128847833	0.0513965523912272	0.0167238373200011	0.0304730159645628	0.0174400208800232	0.00291863068560969
"Arvicola_terrestris"	0.436537833406597	0.391654195361156	0.318085811602074	0.376850716327585	0.365329719064553	0.0253846967191295	0.246768930626305	0.0388911022875739	0.207586086223988	1.25210369915612	0.223144710103078	0.211241530457134	0.2481820334343	0.0222418627167889	0.237237169750372	0.126505331227787	0.220982444703169	0	0.045582366384086	0.00678450701255178	0.0132339083164894	0.0619720341467438	0.0563858123940005	0.040564188436169	0.0355998430229832	0.041073453539613	0.0132339083164894	0.321147613660899	0.337412584818757	0.301259193637614	0.215955998964842	0.352007065062116	0.17817525203894	0.337412584818757	0.302135875919757	0.378556361606876	0.0134559389082277	0.0104029107525794	0.123452251671893	0.210449422304525	0.249687878177811	0.247235148524962	0.285051873030243	0.0104029107525794	0.0517903569010236	0.106766334015949	0.010008838222555	0.0104029107525794	0.117634740591017	0.138298878925242	0	0.0517903569010236	0.0243466184355967	0.0718368032690077	0.0136747099152258	0.0900427037896291	0.0509713251693685	0.0522378305809384	0.0170819152202581	0.0357881460485152	0.0169157437182002	0.0030530281556483
