"Geophagus_brasiliensis"	"Pimelodus_maculatus"	"Mugil_liza"	"Centropomus_undecimalis"	"Trachelyopterus_striatulus"	"Gymnotus_carapo"	"Rhamdia_quelen"	"Cyphocharax_gilbert"	"Cichla_ocellaris"	"Hoplosternum_littorale"	"Hypostomus_affinis"	"Astronotus_ocellatus"	"Astyanax_bimaculatus"	"Astyanax_parahybae"	"Leporinus_copelandii"	"Loricariichthys_castaneus"	"Oligosarcus_hepsetus"	"Leporinus_conirostris"	"Mylossoma_aureum"	"Glanidium_melanopterum"	"Pimelodella_sp."	"Tilapia_rendalii"	"Austrodiplostomum_compactum"	"Contracaecum_sp."	"Polymorphus_sp."	"Placobdella_sp."	"Henneguya_sp."	"Scleroductus_sp."	"Clinostomum_complanatum"	"Procamallanus_(Procamallanus)_peraccuratus"	"Glossiphoniidae_gen._sp."	"Helobdella_sp."	"Piscicolidae_gen._sp."	"Lamproglena_monodi"	"Capillariidae_gen._sp."	"Cucullanus_sp."	"Paracapillaria_piscicola"	"Hysterothylacium_sp."	"Procamallanus_(Spirocamallanus)_hilarii"	"Gyrodactylus_sp."	"Clinostomum_detruncatum"	"Diplostomum_sp."	"Posthodiplostomum_macrocotyle"	"Neoechinorhynchus_paraguayensis"	"Neoechinorhynchus_sp."	"Andracantha_sp"	"Ergasilus_sp."	"Naobranchia_lizae"	"Henneguya_cyphocharax"	"Henneguya_guanduensis"	"Myxobolus_absonus"	"Myxobolus_sp."	"Goezia_sp."	"Raphidascaris_sp."	"Cucullanus_(Cucullanus)_brevispiculus"	"Cucullanus_(Cucullanus)_grandistomis"	"Cucullanus_(Cucullanus)_pinnai_pinnai"	"Cosmoxynemoides_aguirrei"	"Spinoxyuris_annulata"	"Travnema_araujoi"	"Procamallanus_sp."	"Procamallanus_(Spirocamallanus)_inopinatus"	"Rhabdochona_sp."	"Rhabdochona_uruyeni"	"Nomimoscolex_sp."	"Proteocephalus_macrophallus"	"Proteocephalus_sp."	"Anacanthorus_paraspathulatus"	"Aphanoblastella_mastigatus"	"Demidospermus_armostus"	"Demidospermus_leptosynophallus"	"Demidospermus_majusculus"	"Demidospermus_paravalenciennesi"	"Demidospermus_sp."	"Demidospermus_uncusvalidus"	"Gussevia_asota"	"Gussevia_astronoti"	"Gussevia_tucunarense"	"Gussevia_undulata"	"Ligophorus_brasiliensis"	"Ligophorus_guanduensis"	"Ligophorus_lizae"	"Ligophorus_tainhae"	"Sciadicleithrum_ergensi"	"Sciadicleithrum_guanduensis"	"Trinigyrus_hypostomatis"	"Rhabdosynochus_hargisi"	"Hyperopletes_malmbergi"	"Phanerothecioides_agostinhoi"	"Scleroductus_yuncens"	"Anakohnia_brasiliana"	"Acanthocollaritrema_umbilicatum"	"Creptotrema_creptotrema"	"Crassicutis_sp"	"Bucephalus_sp."	"Neascus_tipo_1"	"Neascus_tipo_2"	"Posthodiplostomum_sp."	"Sphincterodiplostomum_musculosum"	"Phyllodistomum_rhamdiae"	"Haplosplanchnidae_gen._sp."	"Saccocoelioides_elongatus"	"Ascocotyle_sp"	"Hysterolecitha_brasiliensis"	"Magnivitellinum_corvitellinum"	"Herpetodiplostomum_caimanicola"	"Zonocotyloides_haroltravassosi"
"Geophagus_brasiliensis"	2.15688204847188	0.346870736108219	0.066272380015408	0.29200254942679	0.366134445146853	0.321245603075557	0.333996465298466	0.186998445722013	0.191705056937569	0.216259545774764	0.18407670486449	0.197752801101277	0.0484532926921825	0.0484532926921825	0.0261080598540613	0.1215219677671	0.0716721170751515	0.0172225436852421	0	0.0236051839247729	0.0236051839247729	0.0223194711780912	0.331674903918558	0.303086514488363	0.238013377351683	0.22349666418908	0.0569300749595503	0.131139910693183	0.103234975884053	0.211049068632146	0.181253974276569	0.0825933758463427	0.181004491204801	0.0743982372603038	0.093329005579872	0.187676361819607	0.0566191049743655	0.0379225285643724	0.0218039817114822	0.0218039817114822	0.0663517465930633	0.143623448262072	0.15427671528976	0.121324615226543	0.0321245603075557	0.0262802294484111	0.00497042850115561	0.00497042850115561	0.0210373251437265	0.0236670049111487	0.0222988330355284	0.0262802294484111	0.0278047987424697	0.0210373251437265	0.00587431346716379	0.00497042850115561	0.0222988330355284	0.0210373251437265	0	0.0210373251437265	0.0222988330355284	0.00587431346716379	0.0262802294484111	0.0222988330355284	0.0222988330355284	0.0246477930348303	0.0321245603075558	0	0.0333996465298466	0.0222988330355284	0.0222988330355284	0.0222988330355284	0.0222988330355284	0.0273424427475975	0.0222988330355284	0.0296629201651915	0.0296629201651915	0.0246477930348303	0.0246477930348303	0.00497042850115561	0.00497042850115561	0.00497042850115561	0.00497042850115561	0.0246477930348303	0.121324615226543	0.0236670049111487	0.0262802294484111	0.0236670049111487	0.0236670049111487	0.00587431346716379	0.0262802294484111	0.0262802294484111	0.00775014465835896	0.121324615226543	0.0262802294484111	0.121324615226543	0.121324615226543	0.121324615226543	0.0210373251437265	0.0333996465298466	0.00497042850115561	0.00497042850115561	0.00497042850115561	0.00497042850115561	0.0278047987424697	0.0278047987424697	0.0210373251437265
"Pimelodus_maculatus"	0.396423698409393	3.03153949876457	0.0580635431970749	0.169508228897092	0.320783155317173	0.150538901853548	0.213101615277046	0.126348297375446	0.122880006001716	0.074519613720986	0.130576444581656	0.0803495485082664	0.0185953635102535	0.0185953635102535	0.00959377615167876	0.168307112843622	0.0251511610497567	0.00632866746140154	0	0.065254081305538	0.065254081305538	0.0114457356948272	0.361034171640305	0.152710641993927	0.0782606653397548	0.0749349419768458	0.0209197618862995	0.362522673919656	0.0405482452725941	0.082022065113935	0.0469338164135814	0.261624266431798	0.0588647351639713	0.0381524523160908	0.0459451449057576	0.0724794785417785	0.0456588839961871	0.0332252497183261	0.0083679135796141	0.0083679135796141	0.0501806455062502	0.217183515098965	0.0511693170140739	0.0222988330355284	0.0150538901853548	0.0152557406007383	0.00435476573978062	0.00435476573978062	0.0142141834547377	0.0167884000176415	0.194884682063437	0.0152557406007383	0.0095810931926982	0.0142141834547377	0.00215859963412772	0.00435476573978062	0.194884682063437	0.0142141834547377	0	0.0142141834547377	0.194884682063437	0.00215859963412772	0.0152557406007383	0.194884682063437	0.194884682063437	0.0157988579145063	0.0150538901853548	0	0.0213101615277046	0.194884682063437	0.194884682063437	0.194884682063437	0.194884682063437	0.037869100389815	0.194884682063437	0.01205243227624	0.01205243227624	0.0157988579145063	0.0157988579145063	0.00435476573978062	0.00435476573978062	0.00435476573978062	0.00435476573978062	0.0157988579145063	0.0222988330355284	0.0167884000176415	0.0152557406007383	0.0167884000176415	0.0167884000176415	0.00215859963412772	0.0152557406007383	0.0152557406007383	0.0028479003576307	0.0222988330355284	0.0152557406007383	0.0222988330355284	0.0222988330355284	0.0222988330355284	0.0142141834547377	0.0213101615277046	0.00435476573978062	0.00435476573978062	0.00435476573978062	0.00435476573978062	0.0095810931926982	0.0095810931926982	0.0142141834547377
"Mugil_liza"	0.0883631733538775	0.0677408003965874	4.51430652874252	0.0382522839106091	0.248792242126846	0.0402134000014632	0.0608377678938815	0.0230689795988999	0.0311274547183817	0.0190809217507181	0.0399149395203989	0.0226911780091536	0.00487957513232794	0.00487957513232794	0.00251483341974862	0.0277232684108263	0.00658520841681447	0.00165894473487619	0	0.00874167452323268	0.00874167452323268	0.00304347042012651	0.0571475592981803	0.05055096472787	0.0204547845171075	0.0185545475708342	0.00548373398472964	0.0485648584624038	0.0106459727026877	0.0353851716136529	0.0114450298692514	0.0329838029236327	0.0144969108424986	0.0101449014004217	0.0125583781574839	0.0334455070819599	0.027523222586896	0.360964291447105	0.00219580880954757	0.00219580880954757	0.0284750785808043	0.00932519424093622	0.0273617302925718	0.0049704285011556	0.00402134000014632	0.00344270555195482	0.338572989655689	0.338572989655689	0.00259526020487623	0.00513192079547986	0.00435476573978062	0.00344270555195482	0.00245326136794947	0.00259526020487623	0.00056583751944344	0.338572989655689	0.00435476573978062	0.00259526020487623	0	0.00259526020487623	0.00435476573978062	0.00056583751944344	0.00344270555195482	0.00435476573978062	0.00435476573978062	0.00400210132093478	0.00402134000014632	0	0.00608377678938815	0.00435476573978062	0.00435476573978062	0.00435476573978062	0.00435476573978062	0.00623773539243592	0.00435476573978062	0.00340367670137305	0.00340367670137305	0.00400210132093478	0.00400210132093478	0.338572989655689	0.338572989655689	0.338572989655689	0.338572989655689	0.00400210132093478	0.0049704285011556	0.00513192079547985	0.00344270555195482	0.00513192079547985	0.00513192079547985	0.000565837519443441	0.00344270555195482	0.00344270555195482	0.000746525130694288	0.0049704285011556	0.00344270555195482	0.00497042850115561	0.00497042850115561	0.0049704285011556	0.00259526020487623	0.00608377678938815	0.338572989655689	0.338572989655689	0.338572989655689	0.338572989655689	0.00245326136794947	0.00245326136794947	0.00259526020487623
"Centropomus_undecimalis"	0.467204079082864	0.237311520455929	0.045902740692731	2.73552260587748	0.253598474814779	0.222620652343375	0.302521184306953	0.151321816755639	0.147080813027224	0.101021383133949	0.145350777688854	0.14497362403213	0.0265615693964037	0.0265615693964037	0.0136875809506908	0.143953910442118	0.0358365919663294	0.00902920255990947	0	0.018194837156298	0.018194837156298	0.0167081235004837	0.419830614158058	0.401950983830044	0.111291434308162	0.0967263981154576	0.0298465306841452	0.1010824286461	0.0579542125984115	0.0902765476624361	0.0615307582285421	0.070469233183545	0.30272938240808	0.0556937450016122	0.0655026472108263	0.0793562106124364	0.0415118198647542	0.0262665682852849	0.0119527062283817	0.0119527062283817	0.0530759811640254	0.0415359700491494	0.0491040921817412	0.0262802294484111	0.0222620652343375	0.246197034528973	0.00344270555195483	0.00344270555195483	0.0170237043850093	0.0186879571314241	0.0152557406007383	0.246197034528974	0.0129884635457935	0.0170237043850093	0.00307970571390542	0.00344270555195482	0.0152557406007383	0.0170237043850093	0	0.0170237043850093	0.0152557406007383	0.00307970571390542	0.246197034528973	0.0152557406007383	0.0152557406007383	0.0189103902463574	0.0222620652343375	0	0.0302521184306953	0.0152557406007383	0.0152557406007383	0.0152557406007383	0.0152557406007383	0.0323896298494766	0.0152557406007383	0.0217460436048195	0.0217460436048195	0.0189103902463574	0.0189103902463574	0.00344270555195482	0.00344270555195483	0.00344270555195483	0.00344270555195482	0.0189103902463574	0.0262802294484111	0.0186879571314241	0.246197034528974	0.0186879571314241	0.0186879571314241	0.00307970571390543	0.246197034528974	0.246197034528973	0.00406314115195926	0.0262802294484111	0.246197034528974	0.0262802294484111	0.0262802294484111	0.0262802294484111	0.0170237043850093	0.0302521184306953	0.00344270555195483	0.00344270555195483	0.00344270555195483	0.00344270555195483	0.0129884635457935	0.0129884635457935	0.0170237043850093
"Trachelyopterus_striatulus"	0.585815112234965	0.449096417444042	0.298550690552216	0.253598474814779	1.64940042002613	0.266599948157848	0.403331868629806	0.152938790674188	0.206363496095937	0.126499444199205	0.264621265709311	0.150434106060685	0.0323497758772852	0.0323497758772852	0.0166724141531483	0.183795001686589	0.0436574928373996	0.0109981891682533	0	0.0579540644318018	0.0579540644318018	0.020177081674172	0.378867152384232	0.335134173566249	0.135607645502305	0.123009778339975	0.0363551253061705	0.321967024621121	0.0705788560659665	0.234590582179402	0.075876309133185	0.21867039716038	0.0961091496595275	0.0672569389139066	0.083257395932949	0.221731324728549	0.182468771964977	0.170837339593768	0.0145573991447783	0.0145573991447783	0.188779224665332	0.0618225840417623	0.181398137865568	0.0329521000632168	0.0266599948157848	0.0228238627333301	0.0223913017914162	0.0223913017914162	0.0172056139508461	0.0340227341626257	0.0288704839785455	0.0228238627333301	0.0162642142541835	0.0172056139508461	0.00375129318445836	0.0223913017914162	0.0288704839785455	0.0172056139508461	0	0.0172056139508461	0.0288704839785455	0.00375129318445836	0.0228238627333301	0.0288704839785455	0.0288704839785455	0.0265324494980491	0.0266599948157848	0	0.0403331868629806	0.0288704839785455	0.0288704839785455	0.0288704839785455	0.0288704839785455	0.0413538753794825	0.0288704839785455	0.0225651159091027	0.0225651159091027	0.0265324494980491	0.0265324494980491	0.0223913017914162	0.0223913017914162	0.0223913017914162	0.0223913017914162	0.0265324494980491	0.0329521000632167	0.0340227341626256	0.0228238627333301	0.0340227341626257	0.0340227341626256	0.00375129318445836	0.0228238627333301	0.0228238627333301	0.00494918512571398	0.0329521000632167	0.0228238627333301	0.0329521000632168	0.0329521000632168	0.0329521000632167	0.0172056139508461	0.0403331868629807	0.0223913017914162	0.0223913017914162	0.0223913017914162	0.0223913017914162	0.0162642142541835	0.0162642142541835	0.0172056139508461
"Gymnotus_carapo"	0.571103294356547	0.234171625105519	0.0536178666686176	0.247356280381528	0.296222164619831	1.71001927574632	0.337658771333462	0.15987524449286	0.22110772252414	0.35889189832576	0.155957143938556	0.206942676729807	0.138211652415487	0.138211652415487	0.0624393700237213	0.127635183702701	0.137911216872849	0.0411889961921187	0	0.0200981615150998	0.0200981615150998	0.0244395358613321	0.362286088001423	0.345573742908235	0.30930713158686	0.147346803685028	0.136152515190614	0.111656452861665	0.32071378029391	0.258214618451077	0.249269731952642	0.0704318013342473	0.0881525026752395	0.0814651195377737	0.250911048778433	0.0925504322566867	0.0467116276078848	0.0306813348159311	0.0621952435869691	0.0621952435869691	0.060425871949131	0.0471784504929106	0.0587845551233405	0.0321245603075558	0.171001927574632	0.0222620652343375	0.00402134000014632	0.00402134000014632	0.0179859650054467	0.0200516327921	0.0150538901853548	0.0222620652343375	0.0461432440704548	0.0179859650054467	0.0140488582553373	0.00402134000014632	0.0150538901853548	0.0179859650054467	0	0.0179859650054467	0.0150538901853548	0.0140488582553373	0.0222620652343375	0.0150538901853548	0.0150538901853548	0.0284281357531037	0.171001927574632	0	0.0337658771333462	0.0150538901853548	0.0150538901853548	0.0150538901853548	0.0150538901853548	0.0287179163331077	0.0150538901853548	0.0310414015094711	0.0310414015094711	0.0284281357531037	0.0284281357531037	0.00402134000014632	0.00402134000014632	0.00402134000014632	0.00402134000014632	0.0284281357531037	0.0321245603075557	0.0200516327921	0.0222620652343375	0.0200516327921	0.0200516327921	0.0140488582553373	0.0222620652343375	0.0222620652343375	0.0185350482864534	0.0321245603075557	0.0222620652343375	0.0321245603075558	0.0321245603075557	0.0321245603075557	0.0179859650054467	0.0337658771333462	0.00402134000014632	0.00402134000014632	0.00402134000014632	0.00402134000014632	0.0461432440704548	0.0461432440704548	0.0179859650054467
"Rhamdia_quelen"	0.593771493863939	0.331491401542072	0.0811170238585087	0.336134649229948	0.448146520699785	0.337658771333462	1.81932320267923	0.115217598274709	0.131212060281753	0.220560528265225	0.132223514121655	0.197735693856037	0.0541550861754158	0.0541550861754158	0.030445688602595	0.123786413787991	0.0871022747527338	0.0200839206328043	0	0.0648574265659015	0.0648574265659015	0.0191221134717662	0.233745201530357	0.377195446405495	0.304888880435341	0.121379928721041	0.066388515425103	0.360319036477231	0.112624130543632	0.124368832562399	0.0955233058687217	0.0894952914929833	0.245584085228465	0.0637403782392205	0.244055979606798	0.25566515366075	0.0573333529643362	0.0464169636523688	0.0243697887789371	0.0243697887789371	0.222265507130903	0.0547098080575512	0.0737328333928272	0.0333996465298466	0.0337658771333462	0.0302521184306953	0.00608377678938816	0.00608377678938816	0.0129619798059047	0.0170001661013556	0.0213101615277046	0.0302521184306953	0.028357782205529	0.0129619798059047	0.00685027993558388	0.00608377678938815	0.0213101615277046	0.0129619798059047	0	0.0129619798059047	0.0213101615277046	0.00685027993558388	0.0302521184306953	0.0213101615277046	0.0213101615277046	0.0168701220362254	0.0337658771333462	0	0.181932320267922	0.0213101615277046	0.0213101615277046	0.0213101615277046	0.0213101615277046	0.027851943102298	0.0213101615277046	0.0296603540784056	0.0296603540784056	0.0168701220362254	0.0168701220362254	0.00608377678938815	0.00608377678938816	0.00608377678938816	0.00608377678938815	0.0168701220362254	0.0333996465298466	0.0170001661013556	0.0302521184306953	0.0170001661013556	0.0170001661013556	0.00685027993558388	0.0302521184306953	0.0302521184306953	0.00903776428476194	0.0333996465298466	0.0302521184306953	0.0333996465298466	0.0333996465298466	0.0333996465298466	0.0129619798059047	0.181932320267923	0.00608377678938816	0.00608377678938816	0.00608377678938816	0.00608377678938815	0.0283577822055289	0.0283577822055289	0.0129619798059047
"Cyphocharax_gilbert"	0.373996891444026	0.221109520407031	0.0346034693983498	0.189152270944548	0.191173488342735	0.179859650054467	0.129619798059047	2.8706572808448	0.159723069265149	0.191949817514008	0.280574832508572	0.179044232126542	0.0290504653315253	0.0290504653315253	0.0138992063176964	0.104139684575716	0.0332733295259918	0.00916880416755606	0	0.0118176329853076	0.0118176329853076	0.0194763526069376	0.490456895292393	0.136502652139451	0.0888239036318568	0.431596073346366	0.0303079915538659	0.0656535165850423	0.0657199355142317	0.0767647272912528	0.0637025524009743	0.0548512264351198	0.0510230093346406	0.0649211753564585	0.0556272070631525	0.0512049189004773	0.0532795209876626	0.0198008741557224	0.0130727093991864	0.0130727093991864	0.0301675937567508	0.0352515085984642	0.0382429390945726	0.0210373251437265	0.0179859650054467	0.0170237043850093	0.00259526020487624	0.00259526020487623	0.32294894409504	0.0360739070368164	0.0142141834547377	0.0170237043850093	0.0246792622518011	0.32294894409504	0.0031273214214817	0.00259526020487623	0.0142141834547377	0.32294894409504	0	0.32294894409504	0.0142141834547377	0.0031273214214817	0.0170237043850093	0.0142141834547377	0.0142141834547377	0.0205358231912335	0.0179859650054467	0	0.0129619798059047	0.0142141834547377	0.0142141834547377	0.0142141834547377	0.0142141834547377	0.023431429029536	0.0142141834547377	0.0268566348189813	0.0268566348189813	0.0205358231912335	0.0205358231912335	0.00259526020487623	0.00259526020487623	0.00259526020487623	0.00259526020487623	0.0205358231912335	0.0210373251437265	0.0360739070368164	0.0170237043850093	0.0360739070368164	0.0360739070368164	0.0031273214214817	0.0170237043850093	0.0170237043850093	0.00412596187540023	0.0210373251437265	0.0170237043850093	0.0210373251437265	0.0210373251437265	0.0210373251437265	0.32294894409504	0.0129619798059047	0.00259526020487624	0.00259526020487623	0.00259526020487623	0.00259526020487623	0.0246792622518011	0.0246792622518011	0.32294894409504
"Cichla_ocellaris"	0.438182987285872	0.245760012003432	0.0533613509457971	0.210115447181749	0.294804994422768	0.284281357531037	0.168701220362254	0.182540650588742	2.38242880248183	0.112370076556772	0.174398704444537	0.291919316484256	0.0316886309168301	0.0316886309168301	0.0161158074029613	0.11719299898389	0.041571718910082	0.0106310158078358	0	0.0157636942319239	0.0157636942319239	0.143876783045525	0.489956839585702	0.18554521281258	0.126205463969822	0.125841785541728	0.0351414133647905	0.0875760790662438	0.0696071166102868	0.385920652890789	0.0675235100595189	0.0686997321839307	0.0604283053174131	0.479589276818417	0.059745839060914	0.0680503645691048	0.0489551400694896	0.0305345508189839	0.0142598839125736	0.0142598839125736	0.0434025715342745	0.0404466509493366	0.0511802425328794	0.0246477930348303	0.0284281357531037	0.0189103902463574	0.00400210132093479	0.00400210132093479	0.0205358231912335	0.0224226905714405	0.0157988579145063	0.0189103902463574	0.0144475812715849	0.0205358231912335	0.00362605666566629	0.00400210132093479	0.0157988579145063	0.0205358231912335	0	0.0205358231912335	0.0157988579145063	0.00362605666566628	0.0189103902463574	0.0157988579145063	0.0157988579145063	0.306312274604806	0.0284281357531037	0	0.0168701220362254	0.0157988579145063	0.0157988579145063	0.0157988579145063	0.0157988579145063	0.0263684247713753	0.0157988579145063	0.0437878974726384	0.0437878974726384	0.306312274604806	0.306312274604806	0.00400210132093479	0.00400210132093479	0.00400210132093479	0.00400210132093478	0.306312274604806	0.0246477930348303	0.0224226905714405	0.0189103902463574	0.0224226905714405	0.0224226905714405	0.00362605666566629	0.0189103902463574	0.0189103902463574	0.00478395711352612	0.0246477930348303	0.0189103902463574	0.0246477930348303	0.0246477930348303	0.0246477930348303	0.0205358231912335	0.0168701220362254	0.00400210132093479	0.00400210132093479	0.00400210132093479	0.00400210132093479	0.0144475812715849	0.0144475812715849	0.0205358231912335
"Hoplosternum_littorale"	0.494307533199461	0.149039227441972	0.0327101515726596	0.144316261619927	0.18071349171315	0.461432440704548	0.28357782205529	0.21937122001601	0.112370076556772	2.06628070222233	0.194919434245802	0.188995153750373	0.180091784042574	0.180091784042574	0.0738411351000765	0.0678044111881582	0.13813163758976	0.0487103286164371	0	0.0144327753512336	0.0144327753512336	0.0175877483564962	0.192225719963639	0.175163768398322	0.172094589357937	0.371559065888444	0.161014697371	0.0801820852846312	0.434288699880841	0.104659838338693	0.339612704527224	0.0411012999642173	0.0691510444937921	0.0586258278549874	0.340165687990284	0.0724267952021821	0.0413252843715009	0.018717475622133	0.0810413028191583	0.0810413028191583	0.0446219964597125	0.0373858919351679	0.0440690129966532	0.0278047987424697	0.0461432440704548	0.0129884635457935	0.00245326136794947	0.00245326136794947	0.0246792622518011	0.0250610701173173	0.0095810931926982	0.0129884635457935	0.2656646617143	0.0246792622518011	0.0166142553975172	0.00245326136794947	0.00958109319269821	0.0246792622518011	0	0.0246792622518011	0.0095810931926982	0.0166142553975172	0.0129884635457935	0.0095810931926982	0.00958109319269821	0.0144475812715849	0.0461432440704549	0	0.028357782205529	0.00958109319269821	0.0095810931926982	0.0095810931926982	0.00958109319269821	0.0152559925173356	0.00958109319269821	0.0283492730625559	0.0283492730625559	0.014447581271585	0.014447581271585	0.00245326136794947	0.00245326136794947	0.00245326136794947	0.00245326136794947	0.014447581271585	0.0278047987424697	0.0250610701173173	0.0129884635457935	0.0250610701173173	0.0250610701173173	0.0166142553975172	0.0129884635457935	0.0129884635457935	0.0219196478773967	0.0278047987424697	0.0129884635457935	0.0278047987424697	0.0278047987424697	0.0278047987424697	0.0246792622518011	0.028357782205529	0.00245326136794947	0.00245326136794947	0.00245326136794947	0.00245326136794947	0.2656646617143	0.2656646617143	0.0246792622518011
