"Daucus_carota"	"Leontodon_hispidus"	"Torilis_japonica"	"Eupatorium_cannabinum"	"Centaurea_nigra"	"Leontodon_autumnalis"	"Knautia_arvensis"	"Trifolium_pratense"	"Aethusa_cynapium"	"Hypochoeris_radicata"	"Crepis_capillaris"	"Linum_catharticum"	"Chamerion_angustifolium"	"Plantago_major"	"Angelica_sylvestris"	"Leontodon_saxatilis"	"Senecio_jacobea"	"Agrimonia_eupatoria"	"Clematis_vitalba"	"Euphrasia_officinalis"	"Convolvulus_arvensis"	"Medicago_lupulina"	"Lathyrus_pratensis"	"Lotus_corniculatus"	"Rubus_fruticosus"	"Unidentified_sp32_M_PL_017"	"Sphaerophoria_scripta"	"Eriothrix_rufomaculata"	"Unidentified_sp22_M_PL_017"	"Episyrphus_balteatus"	"Unidentified_sp31_M_PL_017"	"Unidentified_sp42_M_PL_017"	"Unidentified_sp39_M_PL_017"	"Symphyta_sp1_M_PL_017"	"Syritta_pipiens"	"Unidentified_sp17_M_PL_017"	"Unidentified_sp18_M_PL_017"	"Unidentified_sp15_M_PL_017"	"Eristalis_tenax"	"Bombus_pascuorum"	"Melanostoma_mellinum"	"Episyrphus_arbustorum"	"Unidentified_sp13_M_PL_017"	"Unidentified_sp33_M_PL_017"	"Scatophaga_stercoraria"	"Unidentified_sp16_M_PL_017"	"Melanostoma_scalare"	"Platycheirus_clypeatus"	"Unidentified_sp19_M_PL_017"	"Unidentified_sp38_M_PL_017"	"Unidentified_sp29_M_PL_017"	"Bombus_muscorum"	"Eristalis_pertinax"	"Unidentified_sp8_M_PL_017"	"Helophilus_pendulus"	"Platycheirus_albimanus"	"Syrphus_vitripennis."	"Pyonia_tithonus"	"Bombus_lapidarius"	"Bombus_terrestris"	"Meliscaeva_auricollis"	"Metasyrphus_corollae"	"Polyommatus_icarus"	"Rhingia_campestris"	"Syrphus_ribesii"	"Unidentified_sp43_M_PL_017"	"Apis_mellifera"	"Chrysotoxum_bicinctum"	"Unidentified_sp10_M_PL_017"	"Unidentified_sp27_M_PL_017"	"Aglais_urticae"	"Pieris_brassicae"	"Unidentified_sp1_M_PL_017"	"Unidentified_sp12_M_PL_017"	"Unidentified_sp2_M_PL_017"	"Unidentified_sp20_M_PL_017"	"Unidentified_sp24_M_PL_017"	"Unidentified_sp25_M_PL_017"	"Unidentified_sp7_M_PL_017"	"Unidentified_sp41_M_PL_017"	"Unidentified_sp6_M_PL_017"	"Maniola_jurtina"	"Psithyrus_sp1_M_PL_017"	"Unidentified_sp14_M_PL_017"	"Unidentified_sp28_M_PL_017"	"Unidentified_sp3_M_PL_017"	"Unidentified_sp36_M_PL_017"	"Unidentified_sp40_M_PL_017"	"Unidentified_sp9_M_PL_017"	"Xanthogramma_pedissequum"	"Helophilus_trivittatus"	"Platycheirus_scutatus"	"Scaeva_pyrastri"	"Thymelicus_sylvestris"	"Unidentified_sp11_M_PL_017"	"Unidentified_sp21_M_PL_017"	"Unidentified_sp23_M_PL_017"	"Unidentified_sp26_M_PL_017"	"Unidentified_sp30_M_PL_017"	"Unidentified_sp34_M_PL_017"	"Unidentified_sp35_M_PL_017"	"Unidentified_sp37_M_PL_017"	"Unidentified_sp4_M_PL_017"	"Unidentified_sp5_M_PL_017"
"Daucus_carota"	1.94289171197962	0.461406030338524	0.360574257278056	0.301341534984679	0.232646004351354	0.169792505016649	0.262682299464278	0.198695253666913	0.183756122797538	0.11508258326753	0.158519966371285	0.0868726158906187	0.136184541140931	0.0475101434356925	0.119387319431147	0.0458120731486047	0.106962700813189	0.110365227610729	0.0518796990304819	0.0558909254256095	0.0360165542636886	0.0238967169936181	0.024000703621873	0.0180435387083939	0.0129468657058441	0.237385743031227	0.221550858522673	0.19211951924925	0.134832460853546	0.188530801978875	0.124841012526715	0.162234051938119	0.123075206218618	0.112637603119696	0.143854063398268	0.12049805388064	0.0888237151691629	0.0979300789622004	0.1065822129249	0.0517288432085719	0.136893682463586	0.0975327141839556	0.0627853972566639	0.0468762071165038	0.0620474912269099	0.06477548118447	0.112125270712514	0.0646822298495594	0.0616254274705464	0.0739571449761413	0.05179480792246	0.0223398639641408	0.0593258515465327	0.0732544674524748	0.0482388907169558	0.0628022459717795	0.0509937719746547	0.0340813989537126	0.0712579380993877	0.0222897736717034	0.06477548118447	0.0621840525507736	0.0291078231028365	0.0743040999295936	0.0380130987126447	0.0502267877510174	0.0104690701958109	0.0380130987126446	0.0380130987126447	0.0362251634729783	0.0358260177962744	0.0221122982259996	0.0448612694609496	0.0502267877510174	0.0122136890383727	0.0740149573244231	0.0119387319431147	0.0509937719746547	0.0239685547702946	0.0352413687398302	0.0233381057560877	0.0498338021885372	0.0222897736717034	0.0234497434578209	0.0122136890383727	0.0225711215324504	0.0380130987126447	0.01298067326201	0.0105191604882483	0.0380130987126447	0.0117916252820092	0.0380130987126447	0.0117916252820092	0.0105191604882483	0.0117916252820092	0.0380130987126447	0.0380130987126447	0.0104690701958109	0.0380130987126447	0.0117916252820092	0.0119387319431147	0.0380130987126447	0.0122136890383727	0.0122136890383727
"Leontodon_hispidus"	0.624255217516827	1.69261885489637	0.316469794228186	0.302632082493119	0.238879190777305	0.201795588549014	0.284230311791694	0.220598211622184	0.150056364796955	0.142913905660017	0.17242398849341	0.0895184669735877	0.143205726307277	0.036070609474406	0.129052575149324	0.0566094686394089	0.11163812857815	0.102162942428565	0.0552001773224203	0.0684955262949857	0.0389798713036588	0.0261734251859796	0.0258261365003903	0.0193364323356065	0.0140148974180031	0.253003822534533	0.239896300487073	0.204861799492513	0.142064654764279	0.199211384052787	0.130465089604863	0.17964043743003	0.133921933310821	0.11829286642018	0.155721082422256	0.12826511371572	0.059591469325136	0.105524068405067	0.118049551041567	0.0555418124423897	0.107038200149662	0.108526516120934	0.0354487265977095	0.0820919984168777	0.0698086698162558	0.034860828990359	0.116731444575413	0.0345282029039081	0.036846178036121	0.081765688267684	0.0234679163981443	0.0244690928812124	0.0925087471878059	0.0461982901826882	0.082358586340822	0.0724297992020013	0.0236066016305874	0.035382052582727	0.0475304968415926	0.023539927615605	0.034860828990359	0.0376774838842104	0.0311296869865879	0.0826971851839107	0.0122136890383727	0.0570183057856295	0.0107495635849788	0.0122136890383727	0.0122136890383727	0.0716635959375358	0.069437105745005	0.0268327153320256	0.0820108400723363	0.0570183057856295	0.0448046167472568	0.0835480590732955	0.0129052575149324	0.0236066016305874	0.0587750805698809	0.0339846011443155	0.0242551641016162	0.0250040530689989	0.0235399276156049	0.0221424761771934	0.0448046167472568	0.0576668682566584	0.0122136890383727	0.0113929125922147	0.0116787288505862	0.0122136890383727	0.0118421249671221	0.0122136890383727	0.0118421249671221	0.0116787288505862	0.0118421249671221	0.0122136890383727	0.0122136890383727	0.0107495635849787	0.0122136890383727	0.0118421249671221	0.0129052575149324	0.0122136890383727	0.0448046167472568	0.0448046167472568
"Torilis_japonica"	0.663456633391623	0.430398920150332	1.53461872171563	0.330427766036935	0.285388407930464	0.154339544691542	0.237042703312965	0.206095734846318	0.198702959201778	0.143915525745918	0.174380986884931	0.0952077962189765	0.135181456767205	0.0437308920212989	0.119689842509084	0.0500581289435021	0.111521270060612	0.102710939839036	0.0598445304575057	0.0628094810264308	0.0377014274472921	0.0237810732639579	0.0277046952780774	0.0198543012072166	0.014594155788214	0.263794271044811	0.245469456703799	0.215604604761434	0.156027445951263	0.216538842851866	0.145778649136297	0.143808419179502	0.145194352836423	0.130237061692482	0.162157286535711	0.099705014634288	0.108225782442226	0.117711689609311	0.082408764079507	0.0558218990926711	0.15862203410852	0.07062431930521	0.081156729393044	0.0489788646576087	0.0350405075033081	0.0831296691839061	0.12889498323613	0.0376549216002913	0.0365773770603648	0.0492723522544044	0.0278833952021434	0.0215778723174179	0.101146841040667	0.0939992077499148	0.0936137981617951	0.0385057190851716	0.0682269472437727	0.0364391821552257	0.0489004333962638	0.0235094000059543	0.083129669183906	0.0352206993956238	0.0326878645684528	0.0472068386123566	0.01298067326201	0.0243735858542247	0.0128424783568709	0.01298067326201	0.01298067326201	0.0342442891029853	0.0349896163905694	0.0236374427188548	0.0442338639219206	0.0243735858542247	0.0113929125922147	0.0476047741377657	0.0119689842509084	0.0682269472437727	0.0220779579939369	0.0810185344879049	0.0681986712988952	0.0236475949110934	0.0235094000059543	0.0680887523386334	0.0113929125922147	0.0243453099093474	0.01298067326201	0.0552462739817626	0.0109109506683345	0.01298067326201	0.0129297821492714	0.01298067326201	0.0129297821492714	0.0109109506683345	0.0129297821492714	0.01298067326201	0.01298067326201	0.0128424783568709	0.01298067326201	0.0129297821492714	0.0119689842509084	0.01298067326201	0.0113929125922147	0.0113929125922147
"Eupatorium_cannabinum"	0.602683069969359	0.447369165424611	0.359160615257538	1.59909155499864	0.293063359108946	0.170383170071697	0.312128837268904	0.219495392915837	0.157532802389658	0.114181882026899	0.147545960498443	0.0899047586793994	0.123000142000665	0.029400891709046	0.139652822276046	0.0510152805234898	0.0908645473187241	0.0932028443756628	0.0540011607367817	0.0524225548484613	0.0370010130386998	0.0233061004710435	0.0203562258486314	0.0205166220805777	0.0158771208990811	0.263874467013232	0.247532012564207	0.21678735173223	0.160966478734853	0.213031973274653	0.0928869751342024	0.136019526823493	0.148113245474365	0.0874555195197155	0.176412454434235	0.147941798437875	0.110179528194859	0.0670120426410265	0.136856649149308	0.0572467747359858	0.0989657163674213	0.126013735886172	0.0872945552355752	0.0436697613791883	0.037679547926232	0.0365363676105049	0.0791401040593979	0.0310972127869851	0.0884105707634046	0.100172180281031	0.0236065854612335	0.0256661420079391	0.113011196928627	0.100482406395478	0.0497548331171998	0.0354288250900351	0.0247214074312806	0.0898067966412979	0.0476698335528101	0.0272336488370033	0.0365363676105049	0.0340727032023119	0.034040675427001	0.0487495607062919	0.0117916252820092	0.0236337502491313	0.0131878511599026	0.0117916252820092	0.0117916252820092	0.0347078956752225	0.0884610704485174	0.0220721273104615	0.0489867050928464	0.0236337502491313	0.0118421249671221	0.0456517697505284	0.0139652822276046	0.0247214074312806	0.0236378828951627	0.0886907811134686	0.0232061515316923	0.0258374229591099	0.0272336488370033	0.0261176333091739	0.0118421249671221	0.022118494349543	0.0117916252820092	0.0129297821492714	0.0116203443308384	0.0117916252820092	0.0625731478042946	0.0117916252820092	0.0625731478042946	0.0116203443308384	0.0625731478042946	0.0117916252820092	0.0117916252820092	0.0131878511599026	0.0117916252820092	0.0625731478042947	0.0139652822276046	0.0117916252820092	0.0118421249671221	0.0118421249671221
"Centaurea_nigra"	0.535085810008115	0.406094624321419	0.35673550991308	0.337022862975288	1.552160976996	0.162735658812624	0.335340598162174	0.274988111080824	0.147541608018892	0.121459518685723	0.147856714365506	0.0920140767527004	0.133372502988885	0.0291665125452544	0.0996926777669985	0.0535604202952269	0.0973818387574137	0.0947184209241014	0.0483532402740951	0.0594789337636108	0.0432645617198438	0.0289286557780652	0.0365204836356694	0.0589145769112468	0.0107689992840837	0.269442301181887	0.263525197358181	0.22788050943628	0.160486664058787	0.223002981316556	0.0900544475073705	0.199697624003723	0.0925697238101598	0.0812755810104881	0.119655547600929	0.156057124117684	0.0595685455830009	0.0725400402113338	0.145168564779728	0.142441542244274	0.0985893936877493	0.0707323944755639	0.0364993997125844	0.0434259961980682	0.0363089606980875	0.0343771691540987	0.080462038863693	0.0298748463133487	0.0387472482730113	0.0443757527173921	0.0215346907972279	0.0296485210333414	0.0664284141350936	0.106346643677405	0.106822046003482	0.0346013938776021	0.0233115485526818	0.0981254220420206	0.106878033545674	0.084937570882118	0.0343771691540987	0.0323912073906463	0.110916997690925	0.0483124859670871	0.0104690701958109	0.0212186337807897	0.0698472439648202	0.0104690701958109	0.010469070195811	0.0340194036948523	0.0390277416621791	0.022197671522589	0.0524491791847463	0.0212186337807897	0.0107495635849787	0.0434404054818727	0.00996926777669984	0.0233115485526818	0.0220158784258527	0.0958775734815937	0.0237738350385859	0.0255593971131088	0.0849375708821179	0.082689722321691	0.0107495635849787	0.0216809202666939	0.0104690701958109	0.0128424783568709	0.0145581941160436	0.010469070195811	0.0131878511599026	0.010469070195811	0.0131878511599026	0.0145581941160436	0.0131878511599026	0.0104690701958109	0.0104690701958109	0.0698472439648202	0.010469070195811	0.0131878511599026	0.00996926777669985	0.0104690701958109	0.0107495635849787	0.0107495635849787
"Leontodon_autumnalis"	0.600804248520451	0.527773077743574	0.296806816714505	0.301447147049926	0.250362552019421	1.34799700329144	0.261423205204021	0.222642174055717	0.147177853632385	0.175719169751035	0.157081398635581	0.107462849281325	0.157566547363992	0.0330325308349048	0.133566766863097	0.053922444634753	0.123773465954802	0.130038884128578	0.0485555337727455	0.0487869292997101	0.0453934531039199	0.034004687686531	0.0200995261783628	0.0188917745496549	0.018827854466413	0.307946221767764	0.301546356350272	0.256803439214618	0.188971437790228	0.177158573159383	0.0982603181579077	0.240539584279044	0.0952459686595895	0.0843505397968561	0.209198382960144	0.0951578291042179	0.0594549973468728	0.0711607815541151	0.165661254642759	0.052363383029142	0.113354381016642	0.155964677861715	0.0342356690616846	0.0561956684623507	0.0374893737887268	0.0334782501560729	0.0840691669936465	0.0362939994468583	0.0353146678941434	0.0508777641688962	0.0227932047543507	0.0235509828606601	0.0600022500130468	0.0455019839025586	0.0468988831576549	0.0367023886469807	0.022439911133644	0.0348261170030955	0.0489891084620342	0.0230303590750549	0.0334782501560729	0.119707109655025	0.0315545520146978	0.0516703630514861	0.0117548657319219	0.0257253295545459	0.0112663148408739	0.0117548657319219	0.0117548657319219	0.121474322544021	0.0375302659848455	0.109137594736231	0.0496539967261036	0.0257253295545459	0.013970463822624	0.132972713933099	0.0133566766863097	0.0224399111336441	0.107293333281262	0.0337471181706367	0.0264997706793153	0.0235189099661028	0.0230303590750549	0.0219513602425961	0.013970463822624	0.0297851891002172	0.0117548657319219	0.0106850454017222	0.0117869386264791	0.0117548657319219	0.0117957579280406	0.0117548657319219	0.0117957579280406	0.0117869386264791	0.0117957579280406	0.0117548657319219	0.0117548657319219	0.0112663148408739	0.0117548657319219	0.0117957579280406	0.0133566766863097	0.0117548657319219	0.013970463822624	0.013970463822624
"Knautia_arvensis"	0.604169288767839	0.483191530045879	0.296303379141206	0.35894816285924	0.335340598162174	0.169925083382613	1.48092572053702	0.285375273795529	0.144895822021126	0.111467922214027	0.1448351442537	0.0884874468715087	0.12919973663248	0.0291964572995384	0.121273315321764	0.0622128675493926	0.0890230219387174	0.0908111015259941	0.0445716229723835	0.0462555695577747	0.0349807503240901	0.0242739293850571	0.0339110844304368	0.0372927836812333	0.0162902820661194	0.269079968149761	0.257474328117716	0.222455903613551	0.11003531198697	0.166550547940514	0.0886794930600292	0.141905807247079	0.0927498725031922	0.135776800582556	0.181003134067993	0.157226774726047	0.0590285857505843	0.0714157029364319	0.147260996489616	0.128881827722067	0.0946167941294001	0.129189898374143	0.0365334228020766	0.0439013617705904	0.0912527249306847	0.0333548117765604	0.0816356411917658	0.0307958895874284	0.0925081585771592	0.0507841967157958	0.022687890127477	0.0817497601545174	0.119252843511328	0.0516237497193744	0.0489551157475067	0.035018570657018	0.0224876251249759	0.0957777820185645	0.0536471094204651	0.0817319843414638	0.0333548117765604	0.0338009966317478	0.0469801823042044	0.102880701227608	0.0118207034758925	0.0246110675065187	0.0150903269172978	0.0118207034758925	0.0118207034758925	0.0361823845617303	0.0934778191318928	0.0217961572334434	0.108538019383757	0.0246110675065187	0.0127903640306262	0.0463902017088054	0.0121273315321764	0.0224876251249759	0.0245544082648072	0.039803046243482	0.0206990346483459	0.0784623609000585	0.0817319843414637	0.0257572485663812	0.0127903640306262	0.0228224770298887	0.0118207034758925	0.0106669216490834	0.0151081027303515	0.0118207034758925	0.0140457976771007	0.0118207034758925	0.0140457976771007	0.0151081027303515	0.0140457976771007	0.0118207034758925	0.0118207034758925	0.0150903269172978	0.0118207034758925	0.0140457976771007	0.0121273315321764	0.0118207034758925	0.0127903640306262	0.0127903640306262
"Trifolium_pratense"	0.53764598051047	0.441196423244367	0.303081963009291	0.296964355121426	0.323515424800969	0.170255780160254	0.335735616230034	1.47209458065794	0.143437738074172	0.127083770886274	0.155296598347204	0.102738536767661	0.148546950195506	0.0394047754529176	0.100268902826598	0.0714617095848114	0.102344727421054	0.100168604197359	0.0496070871549447	0.0453081995525043	0.0462126760418682	0.0310082406458884	0.0387560619316219	0.0641009614695276	0.0169222304521824	0.284588038713586	0.280459234568711	0.234353987352886	0.103506282594793	0.23651343949302	0.0915585172010988	0.215471984210401	0.0877592590058835	0.0806489082517834	0.188024782802027	0.16382402472368	0.0571775113605796	0.0737100945873077	0.153205888118556	0.153886376352921	0.103086148652454	0.0707401653091634	0.0330504554874212	0.0460324810785941	0.037305992069186	0.0321879415121457	0.147881162012688	0.0336095610963265	0.0372476075494383	0.0438451239523327	0.0212769908438112	0.0930425217063599	0.127252545556119	0.0476086496034648	0.0473422185342777	0.032392234238148	0.0214301111565828	0.0412866411772336	0.116380999097896	0.0296662968463951	0.0321879415121457	0.0335750670869304	0.12133804575334	0.0506752175867816	0.0105191604882483	0.0221978893388345	0.0145581941160436	0.0105191604882483	0.0105191604882483	0.0368348929946609	0.0384071759117761	0.0232244780062438	0.120800135213529	0.0221978893388345	0.0116787288505862	0.0454986098001822	0.0100268902826598	0.0214301111565828	0.0234656674770653	0.0370894891152165	0.0223484900480991	0.0256272632185999	0.0296662968463951	0.0254691447843781	0.0116787288505862	0.0231162682303509	0.0105191604882483	0.0109109506683345	0.0779344189760085	0.0105191604882483	0.0116203443308384	0.0105191604882483	0.0116203443308384	0.0779344189760085	0.0116203443308384	0.0105191604882483	0.0105191604882483	0.0145581941160436	0.0105191604882483	0.0116203443308384	0.0100268902826598	0.0105191604882483	0.0116787288505862	0.0116787288505862
"Aethusa_cynapium"	0.704398470723895	0.42515970025804	0.413964498337038	0.301937871246844	0.245902680031487	0.159442674768417	0.241493036701877	0.203203462271743	1.3080430829372	0.136239434338846	0.189368907917481	0.10231959327605	0.147743063428723	0.0444074766817407	0.124862895398394	0.0536112425014422	0.119522800356637	0.115379426358151	0.066036391552543	0.0500537615030996	0.0388169015729313	0.0219682899024278	0.0205268394683958	0.0179770714969076	0.010778321706533	0.312335803418869	0.208418895487389	0.256541909421148	0.198649767166731	0.2620895148745	0.19384593667185	0.145791311688331	0.104562860760115	0.175598034015245	0.119759130072589	0.181847433671477	0.151899498258048	0.0768247194044311	0.0805798733798044	0.0500173975429507	0.206155999342831	0.0712427119626639	0.0404993913291731	0.0506986300093708	0.0359031232211714	0.126787662370239	0.0915182756722015	0.0400841376796295	0.0364638560406241	0.0493371862886507	0.111884940430105	0.0216250170071473	0.0595969264862766	0.0515650119305899	0.0484846662395193	0.0362980329077844	0.0286844311499487	0.0337477674322257	0.0489020358753802	0.0219328072530014	0.126787662370239	0.0378002336975361	0.0299131331305882	0.0491999989297565	0.0137817092098154	0.025035936569587	0.0110656206014169	0.0137817092098153	0.0137817092098154	0.0355894420907855	0.0339363741905804	0.0232998881129249	0.0449417739297435	0.025035936569587	0.0112542273597716	0.0495205906321375	0.0124862895398394	0.0286844311499487	0.0222925663822005	0.0377833027207746	0.0271642710306295	0.0246488958613998	0.0219328072530013	0.0259683425415503	0.0112542273597716	0.0235157764502678	0.0137817092098154	0.0149027219401334	0.0107578303555629	0.0137817092098154	0.0118149601792243	0.0137817092098154	0.0118149601792243	0.0107578303555629	0.0118149601792243	0.0137817092098153	0.0137817092098153	0.0110656206014169	0.0137817092098153	0.0118149601792243	0.0124862895398394	0.0137817092098153	0.0112542273597716	0.0112542273597716
"Hypochoeris_radicata"	0.529379883030638	0.485907279244059	0.359788814364796	0.262618328661868	0.242919037371446	0.228434920676345	0.222935844428054	0.216042410506666	0.163487321206615	1.33441773811901	0.193284879770236	0.127111252510864	0.140576507619615	0.0475595736151802	0.097843094169355	0.065079213173404	0.13303821219582	0.158922807513654	0.0584101643401791	0.0502042968724182	0.0576099103394709	0.0386177847086543	0.0201313226406052	0.0180784280398808	0.0107588696180057	0.340929491628741	0.340402322365505	0.285192874212746	0.10973675715254	0.295433065368259	0.103690967928211	0.274619803857387	0.0951673798755704	0.0827464188100736	0.119542995755619	0.0926549775199062	0.0584996339698927	0.0746943413636817	0.0817117877242355	0.0495953968669609	0.233621703439881	0.0691272010796912	0.0335861991936313	0.165335029768166	0.0332517970027417	0.0355713789017065	0.0890257444534636	0.0425041204239178	0.0306659148757611	0.0432803628028357	0.0226189815845738	0.0214696523790271	0.0575606705879823	0.0445175558753464	0.0480419723045434	0.0345156507997734	0.0233098298112104	0.0312398390633985	0.0453782142413228	0.0209634696809775	0.0355713789017065	0.0440509736169569	0.0305041886794261	0.045903682688507	0.0103574324940777	0.0232196840034793	0.0109313566817151	0.0103574324940777	0.0103574324940777	0.04132886247276	0.0331707338910849	0.135912321708304	0.0489747268524446	0.0232196840034792	0.0128622515094015	0.0540012081531022	0.00978430941693549	0.0233098298112104	0.0286769767869947	0.0341601233812687	0.133049993747844	0.0203895454933402	0.0209634696809775	0.0238837539988477	0.0128622515094015	0.132959847940113	0.0103574324940777	0.0129523973171326	0.0114375393797647	0.0103574324940777	0.0102763693824209	0.0103574324940777	0.0102763693824209	0.0114375393797647	0.0102763693824209	0.0103574324940777	0.0103574324940777	0.0109313566817151	0.0103574324940777	0.0102763693824209	0.0097843094169355	0.0103574324940777	0.0128622515094015	0.0128622515094015
