"Elephant"	"Rhinoceros"	"Hippopotamus"	"Giraffe"	"Buffalo"	"Eland"	"Zebra"	"Roan"	"Sable"	"Wildebeest"	"Waterbuck"	"Kudu"	"Tsessebe"	"Nyala"	"Warthog"	"Reedbuck"	"Impala"	"Bushbuck"	"Duiker"	"Klipsringer"	"Steenbok"	"Grysbok"	"Lion"	"spotted_hyena"	"Chettah"	"Leopard"	"wild_dog"
"Waterbuck"	0.0464234595819533	0.0464234595819533	0.0946376576715814	0.192363405840515	0.142908595931383	0.142908595931383	0.243351432347517	0.144092467580713	0.144149207750887	0.243351432347517	1.24335143234752	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.145682424348757	0.243351432347517	0.243351432347517	1.13479567866997	0.965418765196029	0.793147078997817	0.879196620606787	0.964283961792561
"Kudu"	0.0464234595819533	0.0464234595819533	0.0946376576715814	0.192363405840515	0.142908595931383	0.142908595931383	0.243351432347517	0.144092467580713	0.144149207750887	0.243351432347517	0.243351432347517	1.24335143234752	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.145682424348757	0.243351432347517	0.243351432347517	1.13479567866997	0.965418765196029	0.793147078997817	0.879196620606787	0.964283961792561
"Tsessebe"	0.0464234595819533	0.0464234595819533	0.0946376576715814	0.192363405840515	0.142908595931383	0.142908595931383	0.243351432347517	0.144092467580713	0.144149207750887	0.243351432347517	0.243351432347517	0.243351432347517	1.24335143234752	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.145682424348757	0.243351432347517	0.243351432347517	1.13479567866997	0.965418765196029	0.793147078997817	0.879196620606787	0.964283961792561
"Nyala"	0.0464234595819533	0.0464234595819533	0.0946376576715814	0.192363405840515	0.142908595931383	0.142908595931383	0.243351432347517	0.144092467580713	0.144149207750887	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	1.24335143234752	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.145682424348757	0.243351432347517	0.243351432347517	1.13479567866997	0.965418765196029	0.793147078997817	0.879196620606787	0.964283961792561
"Warthog"	0.0464234595819533	0.0464234595819533	0.0946376576715814	0.192363405840515	0.142908595931383	0.142908595931383	0.243351432347517	0.144092467580713	0.144149207750887	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	1.24335143234752	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.145682424348757	0.243351432347517	0.243351432347517	1.13479567866997	0.965418765196029	0.793147078997817	0.879196620606787	0.964283961792561
"Reedbuck"	0.0464234595819533	0.0464234595819533	0.0946376576715814	0.192363405840515	0.142908595931383	0.142908595931383	0.243351432347517	0.144092467580713	0.144149207750887	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	1.24335143234752	0.243351432347517	0.243351432347517	0.243351432347517	0.145682424348757	0.243351432347517	0.243351432347517	1.13479567866997	0.965418765196029	0.793147078997817	0.879196620606787	0.964283961792561
"Impala"	0.0464234595819533	0.0464234595819533	0.0946376576715814	0.192363405840515	0.142908595931383	0.142908595931383	0.243351432347517	0.144092467580713	0.144149207750887	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	1.24335143234752	0.243351432347517	0.243351432347517	0.145682424348757	0.243351432347517	0.243351432347517	1.13479567866997	0.965418765196029	0.793147078997817	0.879196620606787	0.964283961792561
"Bushbuck"	0.0464234595819533	0.0464234595819533	0.0946376576715814	0.192363405840515	0.142908595931383	0.142908595931383	0.243351432347517	0.144092467580713	0.144149207750887	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	1.24335143234752	0.243351432347517	0.145682424348757	0.243351432347517	0.243351432347517	1.13479567866997	0.965418765196029	0.793147078997817	0.879196620606787	0.964283961792561
"Duiker"	0.0464234595819533	0.0464234595819533	0.0946376576715814	0.192363405840515	0.142908595931383	0.142908595931383	0.243351432347517	0.144092467580713	0.144149207750887	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	1.24335143234752	0.145682424348757	0.243351432347517	0.243351432347517	1.13479567866997	0.965418765196029	0.793147078997817	0.879196620606787	0.964283961792561
"Klipsringer"	0.0516231046923578	0.0516231046923578	0.0904203677186638	0.183809749344478	0.144894704570394	0.144894704570394	0.242804040581262	0.129335412492748	0.145012486318172	0.242804040581262	0.242804040581262	0.242804040581262	0.242804040581262	0.242804040581262	0.242804040581262	0.242804040581262	0.242804040581262	0.242804040581262	0.242804040581262	1.16509173278087	0.242804040581262	0.242804040581262	1.26189811470208	1.08948673703461	0.917688974794415	0.691823018205938	0.775945260526121
"Steenbok"	0.0464234595819533	0.0464234595819533	0.0946376576715814	0.192363405840515	0.142908595931383	0.142908595931383	0.243351432347517	0.144092467580713	0.144149207750887	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.145682424348757	1.24335143234752	0.243351432347517	1.13479567866997	0.965418765196029	0.793147078997817	0.879196620606787	0.964283961792561
"Grysbok"	0.0464234595819533	0.0464234595819533	0.0946376576715814	0.192363405840515	0.142908595931383	0.142908595931383	0.243351432347517	0.144092467580713	0.144149207750887	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.145682424348757	0.243351432347517	1.24335143234752	1.13479567866997	0.965418765196029	0.793147078997817	0.879196620606787	0.964283961792561
"Lion"	0.0869919360445178	0.0869919360445178	0.13031798368426	0.215792732264917	0.173287686757222	0.173287686757222	0.25790810878863	0.172823029191955	0.172466684625175	0.25790810878863	0.25790810878863	0.25790810878863	0.25790810878863	0.25790810878863	0.25790810878863	0.25790810878863	0.25790810878863	0.25790810878863	0.25790810878863	0.172077015641193	0.25790810878863	0.25790810878863	2.12646954775488	0.859394061459244	0.655128079257751	0.75564525347014	0.866520952794836
"spotted_hyena"	0.0429697030729622	0.0429697030729622	0.0861804616371698	0.224329244877817	0.180949247060007	0.180949247060007	0.268171879221119	0.129560459454979	0.181118486313609	0.268171879221119	0.268171879221119	0.268171879221119	0.268171879221119	0.268171879221119	0.268171879221119	0.268171879221119	0.268171879221119	0.268171879221119	0.268171879221119	0.181581122839102	0.268171879221119	0.268171879221119	1.0503705195613	1.89537570845675	0.68199653422915	0.771199961205505	0.864215171284152
"Chettah"	0.0421153765237126	0.0421153765237126	0.08490278040745	0.172577187338861	0.128745414750752	0.128745414750752	0.283266813927792	0.128734552995558	0.129789783455123	0.283266813927792	0.283266813927792	0.283266813927792	0.283266813927792	0.283266813927792	0.283266813927792	0.283266813927792	0.283266813927792	0.283266813927792	0.283266813927792	0.196647637455946	0.283266813927792	0.283266813927792	1.02948698169075	0.876852686866049	1.72183863582782	0.779231512677482	0.855748077674748
"Leopard"	0.0425050455076953	0.0425050455076953	0.0858711848695254	0.230917171351512	0.129251182687335	0.129251182687335	0.274748943939621	0.187537173533703	0.187551031989682	0.274748943939621	0.274748943939621	0.274748943939621	0.274748943939621	0.274748943939621	0.274748943939621	0.274748943939621	0.274748943939621	0.274748943939621	0.274748943939621	0.129716815913613	0.274748943939621	0.274748943939621	1.03901222352144	0.867599956356193	0.681827573592796	1.80739535402982	0.867322787236601
"wild_dog"	0.0433260476397418	0.0433260476397418	0.138492354243714	0.225069252169752	0.181703112807922	0.181703112807922	0.267856656053489	0.181858493605544	0.12990294556578	0.267856656053489	0.267856656053489	0.267856656053489	0.267856656053489	0.267856656053489	0.267856656053489	0.267856656053489	0.267856656053489	0.267856656053489	0.267856656053489	0.129324210087687	0.267856656053489	0.267856656053489	1.05908116452702	0.864215171284153	0.665581838191471	0.770953588654757	1.90332613207945
