"Elephant"	"Rhinoceros"	"Hippopotamus"	"Giraffe"	"Buffalo"	"Eland"	"Zebra"	"Roan"	"Sable"	"Wildebeest"	"Waterbuck"	"Kudu"	"Tsessebe"	"Nyala"	"Warthog"	"Reedbuck"	"Impala"	"Bushbuck"	"Duiker"	"Klipsringer"	"Steenbok"	"Grysbok"	"Lion"	"spotted_hyena"	"Chettah"	"Leopard"	"wild_dog"
"Elephant"	1.07829274244007	0.078292742440066	0.117286185315834	0.194213459038425	0.1559589180815	0.1559589180815	0.232117297909767	0.155540726272759	0.155220016162658	0.232117297909767	0.232117297909767	0.232117297909767	0.232117297909767	0.232117297909767	0.232117297909767	0.232117297909767	0.232117297909767	0.232117297909767	0.232117297909767	0.154869314077073	0.232117297909767	0.232117297909767	1.91382259297939	0.773454655313319	0.589615271331976	0.680080728123126	0.779868857515353
"Rhinoceros"	0.078292742440066	1.07829274244007	0.117286185315834	0.194213459038425	0.1559589180815	0.1559589180815	0.232117297909767	0.155540726272759	0.155220016162658	0.232117297909767	0.232117297909767	0.232117297909767	0.232117297909767	0.232117297909767	0.232117297909767	0.232117297909767	0.232117297909767	0.232117297909767	0.232117297909767	0.154869314077073	0.232117297909767	0.232117297909767	1.91382259297939	0.773454655313319	0.589615271331976	0.680080728123126	0.779868857515353
"Hippopotamus"	0.0586430926579168	0.0586430926579168	1.12096465206759	0.198387892995601	0.159745859804315	0.159745859804315	0.236594144178954	0.159606685258875	0.13606633358593	0.236594144178954	0.236594144178954	0.236594144178954	0.236594144178954	0.236594144178954	0.236594144178954	0.236594144178954	0.236594144178954	0.236594144178954	0.236594144178954	0.135630551577996	0.236594144178954	0.236594144178954	1.43349782052686	0.775624154734528	0.59431946285215	0.686969478956204	1.24643118819343
"Giraffe"	0.0485533647596064	0.0485533647596064	0.0991939464978005	1.2016243901494	0.149668026595309	0.149668026595309	0.240454257300643	0.151150310051891	0.150983808411205	0.240454257300643	0.240454257300643	0.240454257300643	0.240454257300643	0.240454257300643	0.240454257300643	0.240454257300643	0.240454257300643	0.240454257300643	0.240454257300643	0.137857312008359	0.240454257300643	0.240454257300643	1.18686002745704	1.00948160195018	0.604020155686013	0.92366868540605	1.01281163476388
"Buffalo"	0.0519863060271665	0.0519863060271665	0.106497239869543	0.199557368793746	1.16078201398755	0.160782013987545	0.238180993218971	0.145272594675744	0.145046434951369	0.238180993218971	0.238180993218971	0.238180993218971	0.238180993218971	0.238180993218971	0.238180993218971	0.238180993218971	0.238180993218971	0.238180993218971	0.238180993218971	0.144894704570394	0.238180993218971	0.238180993218971	1.27077636955296	1.08569548236004	0.600811935503512	0.68933964099912	1.09021867684753
"Eland"	0.0519863060271665	0.0519863060271665	0.106497239869543	0.199557368793746	0.160782013987545	1.16078201398755	0.238180993218971	0.145272594675744	0.145046434951369	0.238180993218971	0.238180993218971	0.238180993218971	0.238180993218971	0.238180993218971	0.238180993218971	0.238180993218971	0.238180993218971	0.238180993218971	0.238180993218971	0.144894704570394	0.238180993218971	0.238180993218971	1.27077636955296	1.08569548236004	0.600811935503512	0.68933964099912	1.09021867684753
"Zebra"	0.0464234595819533	0.0464234595819533	0.0946376576715814	0.192363405840515	0.142908595931383	0.142908595931383	1.24335143234752	0.144092467580713	0.144149207750887	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.145682424348757	0.243351432347517	0.243351432347517	1.13479567866997	0.965418765196029	0.793147078997817	0.879196620606787	0.964283961792561
"Roan"	0.0518469087575865	0.0518469087575865	0.10640445683925	0.201533746735854	0.145272594675744	0.145272594675744	0.240154112634522	1.16266560889936	0.146976198654191	0.240154112634522	0.240154112634522	0.240154112634522	0.240154112634522	0.240154112634522	0.240154112634522	0.240154112634522	0.240154112634522	0.240154112634522	0.240154112634522	0.129335412492748	0.240154112634522	0.240154112634522	1.267368880741	0.777362756729877	0.600761247312606	1.00019825884641	1.09115096163327
"Sable"	0.0517400053875526	0.0517400053875526	0.0907108890572864	0.201311744548274	0.145046434951369	0.145046434951369	0.240248679584811	0.146976198654191	1.16234086087854	0.240248679584811	0.240248679584811	0.240248679584811	0.240248679584811	0.240248679584811	0.240248679584811	0.240248679584811	0.240248679584811	0.240248679584811	0.240248679584811	0.145012486318172	0.240248679584811	0.240248679584811	1.26475568725129	1.08671091788165	0.605685656123909	1.00027217061164	0.779417673394677
"Wildebeest"	0.0464234595819533	0.0464234595819533	0.0946376576715814	0.192363405840515	0.142908595931383	0.142908595931383	0.243351432347517	0.144092467580713	0.144149207750887	1.24335143234752	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.243351432347517	0.145682424348757	0.243351432347517	0.243351432347517	1.13479567866997	0.965418765196029	0.793147078997817	0.879196620606787	0.964283961792561
