"Apodemus_uralensis"	"Cricetulus_migratorius"	"Clethrionomys_centralis"	"Sicista_tianshanica"	"Spermophilus_relictus"	"Alticola_argentatus"	"Sciurus_vulgaris"	"Ellobius_tancrei"	"Microtus_oeconomus"	"Pectinoctenus_nemorosa"	"Frontopsylla_ornata"	"Neopsylla_teratura"	"Neopsylla_mana"	"Amalaraeus_penicilliger"	"Amphipsylla_anceps"	"Callopsylla_caspia"	"Megabothris_rectangulatus"	"Frontopsylla_elata"	"Amphipsylla_dumalis"	"Paraneopsylla_tiflovi"	"Amphipsylla_primaris"	"Neopsylla_pleskei"	"Neopsylla_setosa"	"Amphipsylla_kuznetzovi"	"Leptopsylla_nana"	"Frontopsylla_elatoides"	"Rhadinopsylla_li"	"Tarsopsylla_octodecimdentata"	"Amphipsylla_rossica"	"Amphipsylla_asiatica"	"Ctenophthalmus_breviatus"	"Oropsylla_silantiewi"	"Frontopsylla_protera"	"Amphipsylla_schelkovnikovi"	"Ctenophthalmus_arvalis"	"Hystrichopsylla_talpae"	"Palaeopsylla_soricis"	"Pectinoctenus_pectiniceps"
"Apodemus_uralensis"	2.22359612117477	0.830754849664212	0.907902824769488	0.332735242737973	0.447421441196577	0.389134773084264	0	0.0937845565849957	0.037828085524562	0.318576519616524	0.318576519616524	0.318879818068876	0.368911431751139	0.319001145340443	0.167565085630282	0.268666233205828	0.268544905934261	0.0510695338932837	0.126093618415207	0.150946438555399	0.310869283669076	0.0503349121346149	0.0503349121346149	0.168789328543713	0.100914824873136	0.0503349121346149	0.219124240678328	0	0.168789328543713	0.167565085630282	0.117719794650429	0.168054706785044	0.0997555773905487	0.0498452909798527	0.117719794650429	0.0510695338932837	0.0510695338932837	0.117719794650429
"Cricetulus_migratorius"	0.941522162952773	2.04686636601766	0.892292278203756	0.378097536742414	0.365879825147233	0.425899105403524	0	0.13682642567446	0.0757741945950273	0.33432180051026	0.33432180051026	0.320724824430299	0.375483280839324	0.318768650327962	0.172657272940912	0.277607169998898	0.279563344101235	0.0501914406489613	0.252580648650091	0.227761879019045	0.339179061552405	0.0411614803290638	0.0411614803290638	0.100036731628814	0.173003422610021	0.0411614803290638	0.141198211957878	0	0.100036731628814	0.172657272940912	0.0498452909798527	0.0910067713089165	0.179526612472421	0.122811981961059	0.0498452909798527	0.0501914406489613	0.0501914406489613	0.0498452909798527
"Clethrionomys_centralis"	0.964646751317581	0.836524010816022	2.16654641435999	0.338544000889232	0.402581094384561	0.419876742289771	0	0.0960496539901554	0.0383892266895334	0.327894963063493	0.327894963063493	0.319201183601642	0.373185336181756	0.322403736048371	0.101260974542245	0.277113362930108	0.273910810483379	0.121868235807749	0.127964088965111	0.226043829036824	0.320335707225678	0.0452903731182631	0.0452903731182631	0.172937769701033	0.172059676456711	0.0452903731182631	0.218228142819296	0	0.172937769701033	0.101260974542245	0.0510695338932837	0.0963599070115468	0.100973040782346	0.0501914406489613	0.0510695338932837	0.121868235807749	0.121868235807749	0.0510695338932837
"Sicista_tianshanica"	0.942749854424257	0.945243841856034	0.902784002371286	1.52418012506872	0.407810680299265	0.418104755626575	0	0.083529935795157	0.0387546992955545	0.439789861539167	0.439789861539167	0.431912237349418	0.485668563072834	0.257041544312527	0.106624916922058	0.21116284277886	0.38603353581575	0.0507816001333849	0.129182330985182	0.161252556368164	0.24875131388668	0.0458787015336673	0.0458787015336673	0.100691886544081	0.107496230644747	0.0458787015336673	0.146570588077748	0	0.100691886544081	0.106624916922058	0.0499102864106959	0.0957889879443632	0.285341649271669	0.056714630511362	0.049910286410696	0.0507816001333849	0.0507816001333849	0.049910286410696
"Spermophilus_relictus"	0.950770562542725	0.686024672151063	0.805162188769122	0.305858010224448	2.07538307213346	0.343174304918032	0	0.0674042395604772	0.0293808444375117	0.226787877747927	0.226787877747927	0.416146062730624	0.460268473362942	0.414389771829275	0.0914963924636786	0.18090917621426	0.182665467115609	0.0452903731182632	0.097936148125039	0.130574264079645	0.211241084016475	0.233480595615015	0.233480595615015	0.095625285252878	0.0864518534473269	0.233480595615015	0.329105880867893	0	0.095625285252878	0.0914963924636786	0.0503349121346149	0.28381550774963	0.087040181862731	0.0411614803290638	0.0503349121346149	0.0452903731182631	0.0452903731182631	0.0503349121346149
"Alticola_argentatus"	0.94504159177607	0.912640940150408	0.959718268090905	0.358375504822779	0.392199205620608	1.53295433336122	0	0.117917849994376	0.0443102009204768	0.409624676969831	0.409624676969831	0.256652959027136	0.45374708760215	0.399990761878733	0.104790070091287	0.355868351246415	0.212530548394817	0.0539841525801134	0.147700669734923	0.305836737564152	0.408931383743884	0.0441224106323184	0.0441224106323184	0.104015766262376	0.108742608989138	0.0441224106323184	0.148138176894694	0	0.104015766262376	0.104790070091287	0.0500316136822625	0.0941540243145809	0.108514782132441	0.0547584564090245	0.0500316136822625	0.0539841525801134	0.0539841525801134	0.0500316136822625
"Sciurus_vulgaris"	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0
"Ellobius_tancrei"	0.797168730972463	1.02619819255845	0.768397231921243	0.250589807385471	0.269616958241909	0.412712474980316	0	1.44579747580133	0.29267702287566	0.237648789917615	0.237648789917615	0.21491766522236	0.26798069771983	0.230392226612009	0.103774942016755	0.200060318809794	0.184585757420146	0.0432223442955699	0.9755900762522	0.157857268346546	0.850669182920393	0.0303319078022148	0.0303319078022148	0.085425394758818	0.104794235849077	0.0303319078022148	0.115757302561033	0	0.085425394758818	0.103774942016755	0.042203050463248	0.0725349582654628	0.0991603626613278	0.0615718915535071	0.0422030504632481	0.0432223442955699	0.0432223442955699	0.0422030504632481
"Microtus_oeconomus"	0.643077453917553	1.13661291892541	0.614227627032534	0.232528195773327	0.235046755500094	0.310171406443338	0	0.58535404575132	1.50613949139327	0.211550766322639	0.211550766322639	0.19811434548797	0.237993526316399	0.2031142969504	0.10224205210763	0.17667153695664	0.171671585494209	0.03455030402058	1.68713163797756	0.142626259984534	0.440080857544734	0.0264427599937605	0.0264427599937605	0.0685955809926858	0.102747079156105	0.0264427599937605	0.0950383409864463	0	0.0685955809926858	0.10224205210763	0.0340452769721058	0.0604880369658663	0.103076004501524	0.0681967751355246	0.0340452769721058	0.03455030402058	0.03455030402058	0.0340452769721058
"Pectinoctenus_nemorosa"	1.08316016669618	1.00296540153078	1.04926388180318	0.527747833847	0.362860604396684	0.573474547757764	0	0.095059515967046	0.0423101532645277	1.32943740790587	0.32943740790587	0.296526784045927	0.370259225900497	0.291097050823447	0.117521697622821	0.25027523282882	0.2557049660513	0.0590210933514287	0.141033844215092	0.192931459297845	0.29305201501399	0.040821817994627	0.040821817994627	0.116364866882403	0.119199017443275	0.040821817994627	0.15718668487703	0	0.116364866882403	0.117521697622821	0.0573437735309743	0.0981655915256013	0.139340099168897	0.0601779240918468	0.0573437735309744	0.0590210933514287	0.0590210933514287	0.0573437735309744
