"Pheidole_minutula"	"Allomerus_octoarticulatus"	"Azteca_sp2_M_PA_001"	"Pseudomyrmex_concolor"	"Allomerus_sp1_M_PA_001"	"Pseudomyrmex_nigrescens"	"Crematogaster_sp3_M_PA_001"	"Camponotus_balzanii"	"Azteca_isthmica"	"Crematogaster_sp4_M_PA_001"	"Allomerus_prancei"	"Crematogaster_sp2_M_PA_001"	"Allomerus_auripunctata"	"Solenops_sp1_M_PA_001"	"Azteca_schummani"	"Azteca_sp1_M_PA_001"	"Azteca_sp6_M_PA_001"	"Crematogaster_sp1_M_PA_001"	"Azteca_polymorpha"	"Crematogaster_sp5_M_PA_001"	"Azteca_alfari"	"Azteca_sp3_M_PA_001"	"Azteca_sp4_M_PA_001"	"Azteca_sp5_M_PA_001"	"Maieta_guianensis"	"Hirtella_physophora"	"Tachigali_myrmecophila"	"Cordia_nodosa"	"Maieta_poeppiggi"	"Duroia_saccifera"	"Tachigali_polyphylla"	"Tococa_bullifera"	"Pourouma_heterophylla"	"Cecropia_purpurascens"	"Amaioua_guianensis"	"Cecropia_ficifolia"	"Hirtella_myrmecophila"	"Cecropia_concolor"	"Cecropia_distachya"
"Pheidole_minutula"	1.77011956995889	0.197670554211421	0.562256616622997	0.0272109467371524	0	0.0272109467371524	0.859746871015411	0	0	0.502172799372977	0.0896273010565238	0.294309846037088	0.131946253187116	0.144299504574337	0.0272109467371524	0.0772740496693023	0	0.131946253187116	0.0161905133086057	0.093464562977908	0	0.0772740496693023	0.217035796367785	0.0161905133086057	0.893155901953033	0.398343560251217	0.107936755390705	0.601020386316795	0.950456676683973	0.242987571190282	0.0367347780951558	1.44690530911857	0	0	0	0	0.0593011662634263	0	0
"Allomerus_octoarticulatus"	0.197670554211421	2.12384245727558	0.212224074759598	0.0288528726787074	0	0.0288528726787074	0.477630310926314	0	0	0.128539991616503	0.279959756714893	0.14309351216468	0.352382052379237	0.550404993811171	0.0288528726787074	0.0819368152829588	0	0.352382052379237	0.0171674592438309	0.0991042745267897	0	0.0819368152829588	0.0611566968817212	0.0171674592438309	0.230435208649726	1.24426558539952	0.114449728292206	0.637286341089679	0.224610982449273	1.20197883153901	0.038951378116255	0.407711312544808	0	0	0	0	0.637152737182673	0	0
"Azteca_sp2_M_PA_001"	0.562256616622997	0.212224074759598	1.57793946769569	0.0540835692161385	0	0.0540835692161385	0.640550010013432	0	0	0.326401843358409	0.0782933933904346	0.3420846944311	0.230217502282124	0.154923574574506	0.0540835692161385	0.153587321098052	0	0.230217502282124	0.0321797236836024	0.185767044781655	0	0.153587321098052	0.188497373333047	0.0321797236836024	0.786182577548628	0.347970637290821	0.214531491224016	1.19456805298485	0.459681566751206	0.340578583040319	0.0730128184417869	1.25664915555365	0	0	0	0	0.0636672224278794	0	0
"Pseudomyrmex_concolor"	0.0408164201057286	0.0432793090180611	0.0811253538242077	1.83668631590248	0	0.836686315902476	0.0517775134002814	0	0	0.0263466782975154	0.0109610932945527	0.0666556120159944	0.07166699754131	0.0315938955831846	0.836686315902476	0.0510341952526782	0	0.07166699754131	0.362828357961973	0.413862553214651	0	0.0510341952526782	0.0156214167633162	0.362828357961973	0.0482324726940442	0.0487159701980121	2.41885571974649	0.396932629743053	0.0357508717806638	0.0917013435050304	1.57952652646834	0.104142778422108	0	0	0	0	0.0129837927054183	0	0
"Allomerus_sp1_M_PA_001"	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0
"Pseudomyrmex_nigrescens"	0.0408164201057286	0.0432793090180611	0.0811253538242077	0.836686315902476	0	1.83668631590248	0.0517775134002814	0	0	0.0263466782975154	0.0109610932945527	0.0666556120159944	0.07166699754131	0.0315938955831846	0.836686315902476	0.0510341952526782	0	0.07166699754131	0.362828357961973	0.413862553214651	0	0.0510341952526782	0.0156214167633162	0.362828357961973	0.0482324726940442	0.0487159701980121	2.41885571974649	0.396932629743053	0.0357508717806638	0.0917013435050304	1.57952652646834	0.104142778422108	0	0	0	0	0.0129837927054183	0	0
"Crematogaster_sp3_M_PA_001"	0.644810153261558	0.358222733194736	0.480412507510074	0.0258887567001407	0	0.0258887567001407	1.82412487964384	0	0	0.420411684416152	0.179314726382282	0.256014038664668	0.155707143664071	0.261502595232157	0.0258887567001407	0.0735192748141958	0	0.155707143664071	0.0154038102365837	0.0889230850507795	0	0.0735192748141958	0.182494763850472	0.0154038102365837	0.747994896151354	0.796954339476809	0.102692068243891	0.57181658188819	0.7930564018856	0.365279417110555	0.0349498215451899	1.21663175900315	0	0	0	0	0.107466819958421	0	0
"Camponotus_balzanii"	0	0	0	0	0	0	0	1.93741707209199	2.38832375055285	0	0	0	0	0	0	0	0	0	0	0	0.937417072091995	0	0	0	0	0	0	0	0	0	0	0	0	3.12472357363998	0	0.537372843874392	0	0.537372843874392	0.537372843874392
"Azteca_isthmica"	0	0	0	0	0	0	0	0.597080937638213	4.06899601946042	0	0	0	0	0	0	0	0	0	0	0	0.597080937638213	0	0	0	0	0	0	0	0	0	0	0	0	1.99026979212738	0	0.915524104378594	0	0.915524104378594	0.915524104378594
"Crematogaster_sp4_M_PA_001"	0.753259199059466	0.192809987424755	0.489602765037614	0.0263466782975154	0	0.0263466782975154	0.840823368832304	0	0	1.58464604489455	0.0875641697728383	0.320989610872696	0.128006808397677	0.140751290820071	0.0263466782975154	0.0748196873504441	0	0.128006808397677	0.0156762735870216	0.0904959609374658	0	0.0748196873504441	0.246169923522252	0.0156762735870216	0.562043847216392	0.389174087879281	0.104508490580144	0.581930901614565	1.12825373790765	0.236387204654368	0.0355680157016458	1.64113282348168	0	0	0	0	0.0578429962274264	0	0
"Allomerus_prancei"	0.268881903169572	0.839879270144679	0.234880180171304	0.0219221865891055	0	0.0219221865891055	0.717258905529128	0	0	0.175128339545677	1.44837700235956	0.141126616547409	0.226989815094935	0.613111867205616	0.0219221865891055	0.0622549502488763	0	0.226989815094935	0.0130437010205178	0.0752986512693941	0	0.0622549502488763	0.0788716662985326	0.0130437010205178	0.312511878746316	1.99278667715359	0.0869580068034517	0.484205168602371	0.32085557749048	0.732154954871372	0.0295949518952924	0.525811108656884	0	0	0	0	0.251963781043404	0	0
"Crematogaster_sp2_M_PA_001"	0.441464769055631	0.21464026824702	0.51312704164665	0.0666556120159944	0	0.0666556120159944	0.512028077329336	0	0	0.320989610872696	0.0705633082737045	1.39265188346371	0.275413682040189	0.156687395820325	0.0666556120159944	0.189289594493569	0	0.275413682040189	0.0396600891495167	0.228949683643086	0	0.189289594493569	0.203362288970145	0.0396600891495167	0.401583860609785	0.313614703438687	0.264400594330111	1.47225240161665	0.392091073008503	0.382773722429422	0.0899850762215925	1.3557485931343	0	0	0	0	0.064392080474106	0	0
"Allomerus_auripunctata"	0.197919379780674	0.528573078568855	0.345326253423186	0.07166699754131	0	0.07166699754131	0.311414287328141	0	0	0.128006808397677	0.113494907547468	0.275413682040189	1.47588444115891	0.385858347355264	0.07166699754131	0.203521001351109	0	0.475884441158906	0.0426418635370795	0.246162864888189	0	0.203521001351109	0.0718926806890803	0.0426418635370795	0.23304190460999	0.504421811322078	0.284279090247196	1.58294112161974	0.187047092361988	1.21050417692354	0.0967504466807685	0.479284537927202	0	0	0	0	0.158571923570657	0	0
"Solenops_sp1_M_PA_001"	0.216449256861506	0.825607490716756	0.23238536186176	0.0315938955831846	0	0.0315938955831846	0.523005190464314	0	0	0.140751290820071	0.306555933602808	0.156687395820325	0.385858347355264	1.60269346822323	0.0315938955831846	0.0897208127348398	0	0.385858347355264	0.0187983678719948	0.108519180606835	0	0.0897208127348398	0.0669665830854847	0.0187983678719948	0.25232655347145	1.36247081601248	0.125322452479965	0.697828543493199	0.245949025781954	1.31616682053522	0.0426517590372992	0.446443887236564	0	0	0	0	0.247682247215027	0	0
"Azteca_schummani"	0.0408164201057286	0.0432793090180611	0.0811253538242077	0.836686315902476	0	0.836686315902476	0.0517775134002814	0	0	0.0263466782975154	0.0109610932945527	0.0666556120159944	0.07166699754131	0.0315938955831846	1.83668631590248	0.0510341952526782	0	0.07166699754131	0.362828357961973	0.413862553214651	0	0.0510341952526782	0.0156214167633162	0.362828357961973	0.0482324726940442	0.0487159701980121	2.41885571974649	0.396932629743053	0.0357508717806638	0.0917013435050304	1.57952652646834	0.104142778422108	0	0	0	0	0.0129837927054183	0	0
"Azteca_sp1_M_PA_001"	0.231822149007907	0.245810445848876	0.460761963294157	0.102068390505356	0	0.102068390505356	0.294077099256783	0	0	0.149639374700888	0.0622549502488763	0.378579188987139	0.407042002702218	0.17944162546968	0.102068390505356	1.28985532748141	0	0.407042002702218	0.060730692350687	0.350586019832102	0	0.289855327481415	0.0887238615057238	0.060730692350687	0.273942581023395	0.276688667772784	0.404871282337914	2.25443032485545	0.203051710650548	0.520829667648015	0.137792327182231	0.591492410038159	0	0	0	0	0.0737431337546629	0	0
"Azteca_sp6_M_PA_001"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0
"Crematogaster_sp1_M_PA_001"	0.197919379780674	0.528573078568855	0.345326253423186	0.07166699754131	0	0.07166699754131	0.311414287328141	0	0	0.128006808397677	0.113494907547468	0.275413682040189	0.475884441158906	0.385858347355264	0.07166699754131	0.203521001351109	0	1.47588444115891	0.0426418635370795	0.246162864888189	0	0.203521001351109	0.0718926806890803	0.0426418635370795	0.23304190460999	0.504421811322078	0.284279090247196	1.58294112161974	0.187047092361988	1.21050417692354	0.0967504466807685	0.479284537927202	0	0	0	0	0.158571923570657	0	0
"Azteca_polymorpha"	0.0485715399258171	0.0515023777314927	0.0965391710508071	0.725656715923946	0	0.725656715923946	0.0616152409463348	0	0	0.0313525471740433	0.0130437010205178	0.0793201782990333	0.0852837270741589	0.0375967357439896	0.725656715923946	0.060730692350687	0	0.0852837270741589	1.43176574597475	0.492496438325435	0	0.060730692350687	0.0185894859483463	0.431765745974748	0.0573966425059126	0.0579720045356344	2.87843830649832	0.472349829394232	0.0425435374189899	0.109124598770986	0.979636566497327	0.123929906322309	0	0	0	0	0.0154507133194478	0	0
"Crematogaster_sp5_M_PA_001"	0.140196844466862	0.148656411790185	0.278650567172482	0.413862553214651	0	0.413862553214651	0.177846170101559	0	0	0.0904959609374657	0.037649325634697	0.228949683643086	0.246162864888189	0.108519180606835	0.413862553214651	0.175293009916051	0	0.246162864888189	0.246248219162717	1.42154122907877	0	0.175293009916051	0.0536566737270351	0.246248219162717	0.165669611764654	0.167330336154209	1.64165479441812	1.36339007712484	0.122797624034769	0.314977133209501	0.558714446839779	0.357711158180234	0	0	0	0	0.0445969235370554	0	0
