"Rhombomys_opimus"	"Meriones_libycus"	"Meriones_tamariscinus"	"Meriones_meridianus"	"Cricetulus_migratorius"	"Spermophilus_erythrogenys"	"Apodemus_uralensis"	"Allactaga_elater"	"Xenopsylla_gerbilli"	"Paradoxopsyllus_repandus"	"Echidnophaga_oschanini"	"Coptopsylla_lamellifer"	"Nosopsyllus_laeviceps"	"Xenopsylla_conformis"	"Ctenophthalmus_dolichus"	"Rhadinopsylla_cedestis"	"Xenopsylla_hirtipes"	"Stenoponia_conspecta"	"Stenoponia_vlasovi"	"Paradoxopsyllus_teretifrons"	"Neopsylla_teratura"	"Nosopsyllus_tersus"	"Pectinoctenus_lauta"	"Neopsylla_setosa"	"Neopsylla_mana"	"Mesopsylla_hebes"
"Rhombomys_opimus"	3.68776137241948	0.792768783366522	0.137633469334466	0.137633469334466	0.253680400140958	0	0.253680400140957	0	0.363964063351142	0.221265682345169	0.363964063351143	0.221265682345169	0.363964063351143	0.61170430815318	0.221265682345168	0.221265682345168	0.221265682345168	0.221265682345168	0.221265682345168	0.363964063351143	0.3354218624086	0.221265682345168	0.228312360126862	0	0.3354218624086	0
"Meriones_libycus"	2.37830635009957	2.15619015200637	0.200727456945549	0.200727456945549	0.163603239369907	0	0.163603239369907	0	0.53081260836712	0.142698381005974	0.53081260836712	0.142698381005974	0.53081260836712	0.892122030869109	0.142698381005974	0.142698381005974	0.142698381005974	0.142698381005974	0.142698381005974	0.53081260836712	0.216319838722432	0.142698381005974	0.147242915432916	0	0.216319838722432	0
"Meriones_tamariscinus"	2.06450204001698	1.00363728472775	1.45549258415412	0.455492584154123	0.142016700841933	0	0.142016700841933	0	0.304524833652014	0.123870122401019	0.304524833652014	0.123870122401019	0.304524833652014	2.02441148512943	0.123870122401019	0.123870122401019	0.123870122401019	0.123870122401019	0.123870122401019	0.304524833652014	0.187777637779889	0.123870122401019	0.127815030757739	0	0.187777637779889	0
"Meriones_meridianus"	2.06450204001698	1.00363728472775	0.455492584154123	1.45549258415412	0.142016700841933	0	0.142016700841933	0	0.304524833652014	0.123870122401019	0.304524833652014	0.123870122401019	0.304524833652014	2.02441148512943	0.123870122401019	0.123870122401019	0.123870122401019	0.123870122401019	0.123870122401019	0.304524833652014	0.187777637779889	0.123870122401019	0.127815030757739	0	0.187777637779889	0
"Cricetulus_migratorius"	1.90260300105718	0.409008098424766	0.0710083504209664	0.0710083504209664	2.03172429485538	0	0.777805799557579	0	0.187777637779889	0.114156180063431	0.187777637779889	0.114156180063431	0.187777637779889	0.315592668537628	0.114156180063431	0.114156180063431	0.114156180063431	0.114156180063431	0.114156180063431	0.187777637779889	1.02843211274835	0.114156180063431	1.26428854248583	0	0.464168789864341	0
"Spermophilus_erythrogenys"	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0
"Apodemus_uralensis"	1.90260300105718	0.409008098424766	0.0710083504209664	0.0710083504209664	0.777805799557579	0	2.03172429485538	0	0.187777637779889	0.114156180063431	0.187777637779889	0.114156180063431	0.187777637779889	0.315592668537628	0.114156180063431	0.114156180063431	0.114156180063431	0.114156180063431	0.114156180063431	0.187777637779889	0.464168789864341	0.114156180063431	1.26428854248583	0	1.02843211274835	0
"Allactaga_elater"	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316
"Xenopsylla_gerbilli"	2.72973047513357	1.3270315209178	0.152262416826007	0.152262416826007	0.187777637779889	0	0.187777637779889	0	1.40264950227322	0.163783828508014	0.402649502273218	0.163783828508014	0.402649502273218	0.67672185256003	0.163783828508014	0.163783828508014	0.163783828508014	0.163783828508014	0.163783828508014	0.402649502273218	0.248283765508964	0.163783828508014	0.1689998740019	0	0.248283765508964	0
"Paradoxopsyllus_repandus"	3.31898523517753	0.71349190502987	0.123870122401019	0.123870122401019	0.228312360126862	0	0.228312360126862	0	0.327567657016028	1.19913911411065	0.327567657016028	0.199139114110652	0.327567657016028	0.550533877337863	0.199139114110652	0.199139114110652	0.199139114110652	0.199139114110652	0.199139114110652	0.327567657016028	0.30187967616774	0.199139114110652	0.205481124114176	0	0.30187967616774	0
"Echidnophaga_oschanini"	2.72973047513357	1.3270315209178	0.152262416826007	0.152262416826007	0.187777637779889	0	0.187777637779889	0	0.402649502273218	0.163783828508014	1.40264950227322	0.163783828508014	0.402649502273218	0.67672185256003	0.163783828508014	0.163783828508014	0.163783828508014	0.163783828508014	0.163783828508014	0.402649502273218	0.248283765508964	0.163783828508014	0.1689998740019	0	0.248283765508964	0
"Coptopsylla_lamellifer"	3.31898523517753	0.71349190502987	0.123870122401019	0.123870122401019	0.228312360126862	0	0.228312360126862	0	0.327567657016028	0.199139114110652	0.327567657016028	1.19913911411065	0.327567657016028	0.550533877337862	0.199139114110652	0.199139114110652	0.199139114110652	0.199139114110652	0.199139114110652	0.327567657016028	0.30187967616774	0.199139114110652	0.205481124114176	0	0.30187967616774	0
"Nosopsyllus_laeviceps"	2.72973047513357	1.3270315209178	0.152262416826007	0.152262416826007	0.187777637779889	0	0.187777637779889	0	0.402649502273218	0.163783828508014	0.402649502273218	0.163783828508014	1.40264950227322	0.67672185256003	0.163783828508014	0.163783828508014	0.163783828508014	0.163783828508014	0.163783828508014	0.402649502273218	0.248283765508964	0.163783828508014	0.1689998740019	0	0.248283765508964	0
