"Rhombomys_opimus"	"Meriones_libycus"	"Meriones_tamariscinus"	"Meriones_meridianus"	"Cricetulus_migratorius"	"Spermophilus_erythrogenys"	"Apodemus_uralensis"	"Allactaga_elater"	"Xenopsylla_gerbilli"	"Paradoxopsyllus_repandus"	"Echidnophaga_oschanini"	"Coptopsylla_lamellifer"	"Nosopsyllus_laeviceps"	"Xenopsylla_conformis"	"Ctenophthalmus_dolichus"	"Rhadinopsylla_cedestis"	"Xenopsylla_hirtipes"	"Stenoponia_conspecta"	"Stenoponia_vlasovi"	"Paradoxopsyllus_teretifrons"	"Neopsylla_teratura"	"Nosopsyllus_tersus"	"Pectinoctenus_lauta"	"Neopsylla_setosa"	"Neopsylla_mana"	"Mesopsylla_hebes"
"Xenopsylla_conformis"	2.29389115557443	1.11515253858639	0.506102871282359	0.506102871282359	0.157796334268814	0	0.157796334268814	0	0.338360926280015	0.137633469334466	0.338360926280015	0.137633469334466	0.338360926280015	2.24934609458826	0.137633469334466	0.137633469334466	0.137633469334466	0.137633469334466	0.137633469334466	0.338360926280015	0.208641819755432	0.137633469334466	0.142016700841933	0	0.208641819755432	0
"Ctenophthalmus_dolichus"	3.31898523517753	0.71349190502987	0.123870122401019	0.123870122401019	0.228312360126862	0	0.228312360126862	0	0.327567657016028	0.199139114110652	0.327567657016028	0.199139114110652	0.327567657016028	0.550533877337862	1.19913911411065	0.199139114110652	0.199139114110652	0.199139114110652	0.199139114110652	0.327567657016028	0.30187967616774	0.199139114110652	0.205481124114176	0	0.30187967616774	0
"Rhadinopsylla_cedestis"	3.31898523517753	0.71349190502987	0.123870122401019	0.123870122401019	0.228312360126862	0	0.228312360126862	0	0.327567657016028	0.199139114110652	0.327567657016028	0.199139114110652	0.327567657016028	0.550533877337862	0.199139114110652	1.19913911411065	0.199139114110652	0.199139114110652	0.199139114110652	0.327567657016028	0.30187967616774	0.199139114110652	0.205481124114176	0	0.30187967616774	0
"Xenopsylla_hirtipes"	3.31898523517753	0.71349190502987	0.123870122401019	0.123870122401019	0.228312360126862	0	0.228312360126862	0	0.327567657016028	0.199139114110652	0.327567657016028	0.199139114110652	0.327567657016028	0.550533877337862	0.199139114110652	0.199139114110652	1.19913911411065	0.199139114110652	0.199139114110652	0.327567657016028	0.30187967616774	0.199139114110652	0.205481124114176	0	0.30187967616774	0
"Stenoponia_conspecta"	3.31898523517753	0.71349190502987	0.123870122401019	0.123870122401019	0.228312360126862	0	0.228312360126862	0	0.327567657016028	0.199139114110652	0.327567657016028	0.199139114110652	0.327567657016028	0.550533877337863	0.199139114110652	0.199139114110652	0.199139114110652	1.19913911411065	0.199139114110652	0.327567657016028	0.30187967616774	0.199139114110652	0.205481124114176	0	0.30187967616774	0
"Stenoponia_vlasovi"	3.31898523517753	0.71349190502987	0.123870122401019	0.123870122401019	0.228312360126862	0	0.228312360126862	0	0.327567657016028	0.199139114110652	0.327567657016028	0.199139114110652	0.327567657016028	0.550533877337862	0.199139114110652	0.199139114110652	0.199139114110652	0.199139114110652	1.19913911411065	0.327567657016028	0.30187967616774	0.199139114110652	0.205481124114176	0	0.301879676167739	0
"Paradoxopsyllus_teretifrons"	2.72973047513357	1.3270315209178	0.152262416826007	0.152262416826007	0.187777637779889	0	0.187777637779889	0	0.402649502273218	0.163783828508014	0.402649502273218	0.163783828508014	0.402649502273218	0.67672185256003	0.163783828508014	0.163783828508014	0.163783828508014	0.163783828508014	0.163783828508014	1.40264950227322	0.248283765508964	0.163783828508014	0.1689998740019	0	0.248283765508964	0
"Neopsylla_teratura"	2.5156639680645	0.54079959680608	0.0938888188899445	0.0938888188899445	1.02843211274835	0	0.464168789864341	0	0.248283765508964	0.15093983808387	0.248283765508964	0.15093983808387	0.248283765508964	0.417283639510864	0.15093983808387	0.15093983808387	0.15093983808387	0.15093983808387	0.15093983808387	0.248283765508964	1.61373428882063	0.15093983808387	0.671670406175713	0	0.359815793522823	0
"Nosopsyllus_tersus"	3.31898523517753	0.71349190502987	0.123870122401019	0.123870122401019	0.228312360126862	0	0.228312360126862	0	0.327567657016028	0.199139114110652	0.327567657016028	0.199139114110652	0.327567657016028	0.550533877337862	0.199139114110652	0.199139114110652	0.199139114110652	0.199139114110652	0.199139114110652	0.327567657016028	0.301879676167739	1.19913911411065	0.205481124114176	0	0.301879676167739	0
"Pectinoctenus_lauta"	1.71234270095146	0.36810728858229	0.0639075153788698	0.0639075153788698	1.26428854248583	0	1.26428854248583	0	0.1689998740019	0.102740562057088	0.1689998740019	0.102740562057088	0.1689998740019	0.284033401683865	0.102740562057088	0.102740562057088	0.102740562057088	0.102740562057088	0.102740562057088	0.1689998740019	0.671670406175713	0.102740562057088	2.13785968823725	0	0.671670406175713	0
"Neopsylla_setosa"	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0
"Neopsylla_mana"	2.5156639680645	0.54079959680608	0.0938888188899445	0.0938888188899445	0.464168789864341	0	1.02843211274835	0	0.248283765508964	0.15093983808387	0.248283765508964	0.15093983808387	0.248283765508964	0.417283639510864	0.15093983808387	0.15093983808387	0.15093983808387	0.15093983808387	0.15093983808387	0.248283765508964	0.359815793522824	0.15093983808387	0.671670406175713	0	1.61373428882063	0
"Mesopsylla_hebes"	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684
