"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"R25"	"R26"	"R27"	"R28"	"R29"	"R30"	"R31"	"R32"	"R33"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"
"R11"	0.19929073164792	0.0527411500068344	0.27639733422315	0.136701920357805	0.0417177261960856	0.136495270851565	0.264010272787149	0.166545321479835	0.0417177261960856	0.0834196071825671	1.36645050562843	0.125456001831212	0.210536650174513	0.0756290548408379	0.0408546309623727	0.0527411500068344	0.117346781036923	0.0410893196486234	0.0417177261960856	0.263596468633907	0.165682226246122	0.0420363946486446	0.135305554277313	0.210934609118151	0.0819439506109961	0.218630025759197	0.165682226246122	0.123980345259641	0.123980345259641	0.0408546309623727	0.0420363946486446	0.09421623462869	0.0834196071825671	0.726304550442181	0.355744024442116	0.684821994143724	0.352985330087167	0.410208944497601	0.602360503138065	0.648942407494665	0.30157487870539	0.65389947231225
"R12"	0.21713878552684	0.0308336368217664	0.249114340264297	0.152868632124572	0.061966464189276	0.149787016218911	0.212173310767979	0.210646874188783	0.061966464189276	0.121870750741586	0.334549338216565	1.17885766594945	0.191149751701958	0.0933142625727381	0.0300688505254983	0.0308336368217664	0.155280726762014	0.0317892082393281	0.061966464189276	0.217003839542317	0.178749260525005	0.0569869152078688	0.0909427827179156	0.184257045290654	0.0618580587648263	0.212664513252433	0.178749260525005	0.118844973972695	0.118844973972695	0.0300688505254983	0.0569869152078688	0.0591535744785875	0.121870750741586	0.534557342675524	0.193898159687262	0.529820137322135	0.226101684849518	0.239817175280405	0.865284139088924	0.963922776277626	0.296977564626027	0.886463125455736
"R13"	0.230725512242933	0.0319389338807934	0.270115283101162	0.144810203668526	0.0474577974030539	0.112143964460972	0.247704234545799	0.160698893159734	0.0474577974030539	0.0819426178440496	0.336858640279221	0.114689851021175	1.26084586489028	0.0918782056399705	0.045380467061349	0.0319389338807934	0.139336003043024	0.0460090421385592	0.0474577974030539	0.278074234545149	0.158621562818029	0.0327472331771252	0.125624682288905	0.217502887928876	0.0913895091999082	0.223226735906376	0.158621562818029	0.124136742377033	0.124136742377033	0.045380467061349	0.0327472331771252	0.0796156401503463	0.0819426178440496	0.806763858868427	0.228234487259982	0.766817368975986	0.430701153922316	0.248413930183949	0.498114073036604	0.738232404047506	0.510163423990887	0.509401404977503
"R14"	0.268822658705917	0.0309932018542725	0.303181918135699	0.100844249253116	0.0365346136015266	0.0980051489768475	0.254425672225378	0.1725300743103	0.0365346136015266	0.109494060338059	0.302516219363351	0.139971393859107	0.229695514099926	1.16819526206716	0.0315341025860383	0.0309932018542725	0.204729875668686	0.0325586804511931	0.0365346136015266	0.254631435873721	0.167529563294812	0.0304773335210484	0.0977193215194305	0.26591458358659	0.0640927830372313	0.201361865425353	0.167529563294812	0.0945701165582798	0.0945701165582798	0.0315341025860383	0.0304773335210484	0.0651606410682374	0.109494060338059	0.560606268196236	0.224176923214661	0.542644674186551	0.225548680870275	0.241058236644341	1.05385867508324	0.568316211579303	0.846540580716685	0.474091854771865
"R15"	0.225343791480846	0.028718524735389	0.189468469099998	0.0917650954023933	0.0260226770571026	0.0882473923398807	0.270290980072048	0.129417458526145	0.0260226770571026	0.0567003610291056	0.326837047698981	0.0902065515764948	0.226902335306745	0.0630682051720765	1.09704200230202	0.028718524735389	0.0890908822291791	0.0392109069496501	0.0260226770571026	0.263104373532421	0.200436783771059	0.0335061905473892	0.175675743589196	0.238743948761273	0.136252909251667	0.232673011568961	0.200436783771059	0.169759099799056	0.169759099799056	0.0970420023020172	0.0335061905473892	0.136464836639546	0.0567003610291056	1.72519115203586	0.262818895583526	0.653515115827502	0.214908185319343	0.22336630349747	0.443122101817821	0.404797198666041	0.287915744000654	0.521207408514943
"R16"	0.151121065411069	0.198966797965447	0.365148309404893	0.101074514458197	0.0314341389047482	0.263544836557103	0.360139245244646	0.121482908527686	0.0314341389047482	0.0593570107783909	0.421929200054675	0.0925009104652992	0.159694669403967	0.0619864037085449	0.028718524735389	1.19896679796545	0.0934205426132931	0.0289819980623872	0.0314341389047482	0.360371228151574	0.118767294358327	0.0331438996869083	0.0939650157573888	0.155951419465934	0.0577005227977761	0.155263770224868	0.118767294358327	0.0908444224846844	0.0908444224846844	0.028718524735389	0.0331438996869083	0.0649830176950015	0.0593570107783909	0.51055155085136	0.241763286397417	0.483033301039787	0.24330983911027	1.54751953973125	0.403330371508173	0.48897549407386	0.302786949643575	0.515571772907462
"R17"	0.259725037769924	0.0311401808710977	0.295965729303035	0.127782360730464	0.0625367884224647	0.12467855008731	0.2291458381826	0.18628543158729	0.0625367884224647	0.124279145968266	0.312924749431796	0.155280726762014	0.232226671738374	0.136486583779124	0.0296969607430597	0.0311401808710977	1.19902337220159	0.031004704825276	0.0625367884224647	0.231831644980755	0.153445603907885	0.0310015807937476	0.0922598502844326	0.228746434063557	0.0607016655683357	0.187689595422137	0.153445603907885	0.0917032463620833	0.0917032463620833	0.0296969607430597	0.0310015807937476	0.0612551454591566	0.124279145968266	0.527945968765506	0.210387898107313	0.516745080421267	0.228293276761676	0.242201406775204	0.891834053439358	0.972794486571674	0.664393122073975	0.482246812347185
"R18"	0.229677528857872	0.0289819980623872	0.189697632564787	0.0957353065529082	0.0278967535734418	0.0919970708014298	0.268509826746183	0.192820132150378	0.0278967535734418	0.0602493055523834	0.328714557188987	0.0953676247179842	0.230045210692796	0.0651173609023862	0.0392109069496501	0.0289819980623872	0.093014114475828	1.09745250743239	0.0278967535734418	0.266248774347342	0.204134285526586	0.0351183191656008	0.17164470059475	0.236762061497136	0.136663414382044	0.236854519340452	0.204134285526586	0.171781733547645	0.171781733547645	0.0392109069496501	0.0351183191656008	0.0741921931623566	0.0602493055523834	0.697082790216002	0.233208574751377	1.62420845720656	0.218134892092437	0.225415540485234	0.467314639695823	0.433949500031317	0.291242745986174	0.546284964798235
"R19"	0.241529795897939	0.0314341389047482	0.281533351637707	0.181658583685159	0.114541138064341	0.178025352308235	0.178586170097043	0.21379614614127	0.114541138064341	0.153849317228682	0.333741809568685	0.185899392567828	0.23728898701527	0.0730692272030532	0.0260226770571026	0.0314341389047482	0.187610365267394	0.0278967535734418	1.11454113806434	0.186232063194823	0.125277685134031	0.032050075339146	0.081340907814437	0.15441013501749	0.0539194306305444	0.160345055415703	0.125277685134031	0.0859695059696905	0.0859695059696905	0.0260226770571026	0.032050075339146	0.0534441542409951	0.153849317228682	0.462625369904046	0.182809847892617	0.464945892890697	0.233782468544479	0.24448774703693	0.567784810151591	1.78175103655642	0.300098204788554	0.498556727497827
"R20"	0.204141347137004	0.0600618713585956	0.270650336251134	0.136089101421778	0.0310386771991371	0.136276158137098	0.280850345642056	0.152876715495716	0.0310386771991371	0.0633263101917937	0.351461958178542	0.108501919771159	0.231728528787624	0.0848771452912402	0.0438507289220701	0.0600618713585956	0.115915822490377	0.044374795724557	0.0310386771991371	1.30592733252645	0.165688767218649	0.0451756095793649	0.123023352405511	0.207900497696752	0.0882255246466271	0.225563581861925	0.165688767218649	0.133401134225992	0.133401134225992	0.0438507289220701	0.0451756095793649	0.0786485566809545	0.0633263101917937	0.779568514170135	0.231985518392563	0.739579928742616	0.399165430955175	0.467147888344633	0.46637692100504	0.482823867542133	0.467462331542965	0.702731704567898
"R21"	0.216226970255325	0.0296918235895818	0.211243942704993	0.116111928660965	0.0313194212835078	0.112895039872452	0.249183642256281	0.1850955167754	0.0313194212835078	0.0821781503943914	0.331364452492244	0.134061945393754	0.198276953522536	0.083764781647406	0.0501091959427649	0.0296918235895818	0.115084202930914	0.0510335713816465	0.0313194212835078	0.248533150827973	1.20388529143466	0.0518837949993626	0.134701971130814	0.21846675277822	0.101142767324411	0.236794003812752	0.203885291434657	0.153026562323774	0.153026562323774	0.0501091959427649	0.0518837949993626	0.0836683997491675	0.0821781503943914	0.890830150093598	0.223728025376018	0.850559523027442	0.219391415853964	0.230936405696747	0.734626087157206	0.487190997743455	0.292498244769088	0.80708125554564
"R22"	0.161629252094233	0.0331438996869083	0.189710644233804	0.173067659414999	0.032050075339146	0.171417642268855	0.265027825975737	0.206079064789207	0.032050075339146	0.0647370783808053	0.336291157189157	0.170960745623606	0.163736165885626	0.0609546670420969	0.0335061905473892	0.0331438996869083	0.0930047423812429	0.0351183191656008	0.032050075339146	0.271053657476189	0.20753517999745	1.1062236672428	0.09739259504559	0.158347262087687	0.06862450971299	0.242329096830503	0.20753517999745	0.174848176955791	0.174848176955791	0.0335061905473892	0.106223667242801	0.0622742758799892	0.0647370783808053	0.595665609731363	0.191787235550667	0.58530531942668	0.231959445553682	0.257785886453731	0.472145599490634	0.498556727497827	0.251268124448334	1.65236815711024
"R23"	0.208033331679081	0.0313216719191296	0.246358397578037	0.0922839215203431	0.0271136359381456	0.0908995062058052	0.303411405718163	0.148157682916166	0.0271136359381456	0.0584785843693856	0.360814811406169	0.0909427827179156	0.209374470481509	0.065146214346287	0.0585585811963987	0.0313216719191296	0.0922598502844326	0.0572149001982501	0.0271136359381456	0.246046704811023	0.179602628174419	0.03246419834853	1.20584426953546	0.270990483881743	0.115773481394649	0.212308715408086	0.179602628174419	0.148237679743179	0.148237679743179	0.0585585811963987	0.03246419834853	0.148629369337206	0.0584785843693856	1.04104144349153	0.600471920938718	0.953581669970835	0.218040581557783	0.243613003815452	0.45304925511791	0.421767670148932	0.300277919244863	0.504998640977133
"R24"	0.232349062489816	0.0311902838931867	0.269087805801102	0.0957080526134524	0.030882027003498	0.0937417633142221	0.283817112321049	0.15790663947382	0.030882027003498	0.0788847747568548	0.337495374589042	0.110554227174392	0.217502887928876	0.106365833434636	0.0477487897522545	0.0311902838931867	0.137247860438134	0.0473524122994273	0.030882027003498	0.249480597236102	0.174773402222576	0.0316694524175374	0.162594290329046	1.26896012376368	0.0951012020516818	0.207929975414993	0.174773402222576	0.126770654469219	0.126770654469219	0.0477487897522545	0.0316694524175374	0.115241878029619	0.0788847747568548	0.848867373373414	0.449953921849095	0.789206871657121	0.22104382128278	0.242591096947008	0.693373023104043	0.480387086721081	0.518782983833592	0.492635926495026
"R25"	0.227510660169359	0.0288502613988881	0.189583050832393	0.0937502009776508	0.0269597153152722	0.0901222315706553	0.269400403409115	0.161118795338261	0.0269597153152722	0.0584748332907445	0.327775802443984	0.0927870881472395	0.22847377299977	0.0640927830372313	0.0681264546258336	0.0288502613988881	0.0910524983525035	0.0683317071910219	0.0269597153152722	0.264676573939881	0.202285534648823	0.034312254856495	0.173660222091973	0.237753005129205	1.13645816181686	0.234763765454706	0.202285534648823	0.17077041667335	0.17077041667335	0.0681264546258336	0.034312254856495	0.105328514900951	0.0584748332907445	1.21113697112593	0.248013735167451	1.13886178651703	0.21652153870589	0.224390921991352	0.455218370756822	0.419373349348679	0.289579244993414	0.533746186656589
"R26"	0.206519263435164	0.0310527540449735	0.240917584334655	0.144306180422672	0.0320690110831407	0.111587584494215	0.240384671323849	0.17496961181955	0.0320690110831407	0.0791328885853592	0.349808041214716	0.12759870795146	0.223226735906376	0.0805447461701413	0.0465346023137922	0.0310527540449735	0.112613757253282	0.0473709038680904	0.0320690110831407	0.27067629823431	0.189435203050202	0.0484658193661005	0.127385229244852	0.207929975414993	0.0939055061818825	1.25320655302363	0.189435203050202	0.142371325547983	0.142371325547983	0.0465346023137922	0.0484658193661005	0.0800143253767614	0.0791328885853592	0.827281818911861	0.223198153753128	0.789515064468173	0.425142333156203	0.241521420349794	0.679811563920935	0.498851283515521	0.297607721492646	0.753912745694897
"R27"	0.216226970255325	0.0296918235895818	0.211243942704993	0.116111928660965	0.0313194212835078	0.112895039872452	0.249183642256281	0.1850955167754	0.0313194212835078	0.0821781503943914	0.331364452492244	0.134061945393754	0.198276953522536	0.083764781647406	0.0501091959427649	0.0296918235895818	0.115084202930914	0.0510335713816465	0.0313194212835078	0.248533150827973	0.203885291434657	0.0518837949993626	0.134701971130814	0.21846675277822	0.101142767324411	0.236794003812752	1.20388529143466	0.153026562323774	0.153026562323774	0.0501091959427649	0.0518837949993626	0.0836683997491675	0.0821781503943914	0.890830150093598	0.223728025376018	0.850559523027442	0.219391415853964	0.230936405696747	0.734626087157206	0.487190997743455	0.292498244769088	0.80708125554564
"R28"	0.205550190810984	0.0302814741615615	0.189625581966196	0.1201893537901	0.0286565019898968	0.117220701803389	0.267942877597989	0.17610555182191	0.0286565019898968	0.0605622483207648	0.330614254025708	0.118844973972695	0.206894570628389	0.0630467443721865	0.0565863665996855	0.0302814741615615	0.0917032463620833	0.0572605778492148	0.0286565019898968	0.266802268451984	0.204035416431699	0.0582827256519303	0.148237679743179	0.211284424115365	0.1138469444489	0.237285542579972	0.204035416431699	1.17212967010083	0.172129670100831	0.0565863665996855	0.0582827256519303	0.090977101893964	0.0605622483207648	1.00597985066108	0.229271568628523	0.954342964153581	0.221667507655154	0.235522576812145	0.460860780334759	0.445767808731728	0.276808871478387	0.906620176807805
"R29"	0.205550190810984	0.0302814741615615	0.189625581966196	0.1201893537901	0.0286565019898968	0.117220701803389	0.267942877597989	0.17610555182191	0.0286565019898968	0.0605622483207648	0.330614254025708	0.118844973972695	0.206894570628389	0.0630467443721865	0.0565863665996855	0.0302814741615615	0.0917032463620833	0.0572605778492148	0.0286565019898968	0.266802268451984	0.204035416431699	0.0582827256519303	0.148237679743179	0.211284424115365	0.1138469444489	0.237285542579972	0.204035416431699	0.172129670100831	1.17212967010083	0.0565863665996855	0.0582827256519303	0.090977101893964	0.0605622483207648	1.00597985066108	0.229271568628523	0.954342964153581	0.221667507655154	0.235522576812145	0.460860780334759	0.445767808731728	0.276808871478387	0.906620176807805
"R30"	0.225343791480846	0.028718524735389	0.189468469099998	0.0917650954023933	0.0260226770571026	0.0882473923398807	0.270290980072048	0.129417458526145	0.0260226770571026	0.0567003610291056	0.326837047698981	0.0902065515764948	0.226902335306745	0.0630682051720765	0.0970420023020172	0.028718524735389	0.0890908822291791	0.0392109069496501	0.0260226770571026	0.263104373532421	0.200436783771059	0.0335061905473892	0.175675743589196	0.238743948761273	0.136252909251667	0.232673011568961	0.200436783771059	0.169759099799056	0.169759099799056	1.09704200230202	0.0335061905473892	0.136464836639546	0.0567003610291056	1.72519115203586	0.262818895583526	0.653515115827502	0.214908185319343	0.22336630349747	0.443122101817821	0.404797198666041	0.287915744000654	0.521207408514943
"R31"	0.161629252094233	0.0331438996869083	0.189710644233804	0.173067659414999	0.032050075339146	0.171417642268855	0.265027825975737	0.206079064789207	0.032050075339146	0.0647370783808053	0.336291157189157	0.170960745623606	0.163736165885626	0.0609546670420969	0.0335061905473892	0.0331438996869083	0.0930047423812429	0.0351183191656008	0.032050075339146	0.271053657476189	0.20753517999745	0.106223667242801	0.09739259504559	0.158347262087687	0.06862450971299	0.242329096830503	0.20753517999745	0.174848176955791	0.174848176955791	0.0335061905473892	1.1062236672428	0.0622742758799892	0.0647370783808053	0.595665609731363	0.191787235550667	0.58530531942668	0.231959445553682	0.257785886453731	0.472145599490634	0.498556727497827	0.251268124448334	1.65236815711024
"R32"	0.197211233089686	0.0324915088475008	0.274688780084662	0.0905582290040606	0.0267220771204976	0.0903507239079929	0.320862195204153	0.12582645829906	0.0267220771204976	0.0575932237778866	0.37686493851476	0.0887303617178812	0.199039100375866	0.0651606410682374	0.068232418319773	0.0324915088475008	0.0918827181887349	0.0370960965811783	0.0267220771204976	0.235945670042863	0.167336799498335	0.0311371379399946	0.22294405400581	0.288104695074047	0.105328514900951	0.200035813441903	0.167336799498335	0.136465652840946	0.136465652840946	0.068232418319773	0.0311371379399946	1.18584795742463	0.0575932237778866	1.2130207701293	0.784103594032388	0.618268276352972	0.217993426290456	0.252711735480562	0.445916562828953	0.41567675520774	0.304795505874207	0.484355479066583
"R33"	0.244893552243144	0.0296785053891955	0.278816188279544	0.142769118479359	0.0769246586143409	0.138971703193939	0.1857460531641	0.212930778888571	0.0769246586143409	0.150437586921977	0.333678428730268	0.182806126112379	0.204856544610124	0.109494060338059	0.0283501805145528	0.0296785053891955	0.1864187189524	0.0301246527761917	0.0769246586143409	0.189978930575381	0.164356300788783	0.0323685391904026	0.0877178765540784	0.197211936892137	0.0584748332907445	0.197832221463398	0.164356300788783	0.0908433724811472	0.0908433724811472	0.0283501805145528	0.0323685391904026	0.0575932237778866	1.15043758692198	0.504003209147605	0.194953621755559	0.502077546269862	0.223172804497436	0.230832819693743	1.06185340888807	1.19660580066753	0.319832284714873	0.503510609628486
"C1"	0.250381990534274	0.03190947192821	0.210520521222221	0.10196121711377	0.0289140856190029	0.0980526581554231	0.300323311191164	0.143797176140161	0.0289140856190029	0.0630004011434506	0.36315227522109	0.100229501751661	0.252113705896383	0.0700757835245295	0.107824447002241	0.03190947192821	0.0989898691435323	0.0435676743885001	0.0289140856190029	0.292338192813801	0.222707537523399	0.0372291006082102	0.195195270654662	0.265271054179192	0.151392121390741	0.258525568409957	0.222707537523399	0.188621221998952	0.188621221998952	0.107824447002241	0.0372291006082102	0.151627596266162	0.0630004011434506	1.91687905781762	0.292020995092807	0.726127906475002	0.238786872577048	0.248184781663855	0.492357890908689	0.449774665184489	0.319906382222949	0.579119342794381
"C2"	0.187865194109473	0.0402938810662362	0.399898990077029	0.099279291784142	0.0304683079821028	0.102726728306783	0.41270378926251	0.135817175635527	0.0304683079821028	0.0649845405851863	0.474325365922821	0.0969490798436308	0.190195406049985	0.0747256410715536	0.043803149263921	0.0402938810662362	0.105193949053656	0.0388680957918961	0.0304683079821028	0.231985518392563	0.149152016917345	0.0319645392584445	0.300235960469359	0.374961601540912	0.0826712450558171	0.18599846146094	0.149152016917345	0.114635784314262	0.114635784314262	0.043803149263921	0.0319645392584445	0.261367864677463	0.0649845405851863	0.778722653580818	1.45043143609028	0.647801596531602	0.245642963623965	0.313396852737393	0.498567804266762	0.473951457499377	0.357416964164178	0.49722616624247
"C3"	0.255197254286524	0.0322022200693191	0.210775147294208	0.106372562836565	0.0309963928593798	0.102218967557144	0.298344251940203	0.214244591278198	0.0309963928593798	0.0669436728359816	0.365238396876652	0.105964027464427	0.255605789658662	0.0723526232248735	0.0435676743885001	0.0322022200693191	0.103349016084253	0.108280563813771	0.0309963928593798	0.295831971497047	0.226815872807318	0.0390203546284453	0.190716333994167	0.26306895721904	0.151848238202271	0.263171688156058	0.226815872807318	0.190868592830716	0.190868592830716	0.0435676743885001	0.0390203546284453	0.0824357701803962	0.0669436728359816	0.774536433573335	0.259120638612641	1.80467606356284	0.24237210232493	0.25046171165026	0.519238488550915	0.482166111145908	0.323603051095749	0.606983294220261
"C4"	0.186320484616135	0.0405516398517117	0.399569056503672	0.28564798607722	0.0389637447574132	0.118175292201405	0.227987541771243	0.149406657773498	0.0389637447574132	0.0743909348324786	0.470647106782889	0.113050842424759	0.358917628268597	0.075182893623425	0.0358180308865572	0.0405516398517117	0.114146638380838	0.0363558153487396	0.0389637447574132	0.399165430955176	0.146260943902642	0.0386599075922803	0.109020290778892	0.184203184402317	0.0721738462352968	0.354285277630169	0.146260943902642	0.110833753827577	0.110833753827577	0.0358180308865572	0.0386599075922803	0.072664475430152	0.0743909348324786	0.636764993538795	0.245642963623965	0.605930255812326	1.38682889151685	0.315401643291091	0.511726078862055	0.606102696226428	0.353384031540975	0.601376340324361
"C5"	0.167912294901188	0.221074219961607	0.405720343783214	0.112305016064663	0.0349268210052757	0.292827596174559	0.400154716938496	0.134981009475207	0.0349268210052757	0.0659522341982121	0.468810222282972	0.102778789405888	0.177438521559963	0.0688737818983832	0.03190947192821	0.221074219961607	0.103800602903659	0.0322022200693191	0.0349268210052757	0.400412475723971	0.131963660398141	0.0368265552076759	0.104405573063765	0.173279354962148	0.064111691997529	0.172515300249853	0.131963660398141	0.100938247205205	0.100938247205205	0.03190947192821	0.0368265552076759	0.0722033529944462	0.0659522341982121	0.567279500945955	0.268625873774908	0.536703667821985	0.270344265678078	1.71946615525695	0.448144857231303	0.543306104526512	0.336429944048416	0.572857525452735
