"Humiria_balsamifera"	"Poecilandra_retusa"	"Bonnetia_sessilis"	"Brocchinia_acuminata"	"Clusia_pusilla"	"Ilex_retusa"	"Phthirusa_adunca"	"Stegolepsis_angustata"	"Calea_lucidivenia"	"Tibouchina_fraterna"	"Clusia_grandiflora"	"Cybianthus_quelchii"	"Digomphia_laurifolia"	"Vaccinium_puberulum"	"Vismia_lauriformis"	"Borreria_capitata"	"Heliamphora_heterodoxa"	"Macairea_pachyphylla"	"Marcetia_taxifolia"	"Siphanthera_cordifolia"	"Vaccinium_euryanthum"	"Vernonia_bolivariensis"	"Befaria_glauca"	"Chromolanea_sp1_M_PL_031"	"Cyrilla_racemiflora"	"Declieuxia_fruticosa"	"Epidendrum_ibaguense"	"Eriopsis_biloba"	"Galactophora_schomburgkiana"	"Mandevilla_benthamii"	"Meriana_sclerophylla"	"Miconia_ciliata"	"Mikania_psilotachya"	"Pagameopsis_garryoides"	"Philodendron_ptarianum"	"Remijia_densiflora"	"Sipanea_galioides"	"Ternstroemia_crassifolia"	"Xyris_setigera"	"Catasetum_discolor"	"Epistephium_duckei"	"Irlbachia_nemorosa"	"Macairea_parvifolia"	"Notopora_schomburgkii"	"Pogonia_stricta"	"Sauvagesia_angustifolia"	"Sobralia_liliastrum"	"Tococa_nitens"	"Apis_mellifera"	"Melipona_scutellaris"	"Xylocopa_sp1_M_PL_031"	"Bombus_volucelloides"	"Euglossa_sp1_M_PL_031"	"Bombus_pullatus"	"Politmus_milleri"	"Bombus_atratus"	"Augochloropsis_sp1_M_PL_031"	"Cerciris_sp1_M_PL_031"	"Polybia_scrobalis"	"Calicopis_sp1_M_PL_031"	"Ceratina_sp1_M_PL_031"	"Augochlora_sp1_M_PL_031"	"Campsomeris_sp1_M_PL_031"	"Copestylum_sp1_M_PL_031"	"Dialictus_sp1_M_PL_031"	"Exomalopsis_sp1_M_PL_031"	"Polistes_lanio"	"Sphex_ichneumoneus"	"Eulaema_meriana"	"Pachodynerus_nasidens"	"Panoquina_bola"	"Polybia_occidentalis"	"Psedagochloropsis_sp1_M_PL_031"	"Sphex_sp1_M_PL_031"	"Augochloropsis_sp2_M_PL_031"	"Augochloropsis_sp3_M_PL_031"	"Brachygastra_lecheguana"	"Coereba_flaveola"	"Cyclocephala_sp1_M_PL_031"	"Cyclocephala_sp2_M_PL_031"	"Cylindromia_sp1_M_PL_031"	"Dialictus_sp2_M_PL_031"	"Eristalis_sp1_M_PL_031"	"Hylaeus_sp1_M_PL_031"	"Melipona_compresipes"	"Montezumia_azurescens"	"Oxybelus_sp1_M_PL_031"	"Pepsis_sp1_M_PL_031"	"Pereirapsis_sp1_M_PL_031"	"Polistes_vibex"	"Pyrrhogige_sp1_M_PL_031"	"Sarcodexia_innota"	"Sticia_sp1_M_PL_031"	"Tachites_sp1_M_PL_031"	"Vehilius_inca"	"Volucella_sp1_M_PL_031"	"Zonotrichia_capensis"
"Humiria_balsamifera"	1.79432261309961	0.136815093315275	0.126271917674197	0.324899705701519	0.126271917674197	0.18760573434501	0.417534199908202	0.122940205649252	0.170810196122621	0.0843122633117431	0.0812612058803184	0.240885376719059	0.0812612058803184	0.0730789803474329	0.0796947350352232	0.111555992877188	0.05550461472461	0.0635565511905905	0.1077369909359	0.0488879157907117	0.0352044050541296	0.0557789689021414	0.0303789141218095	0.0307862157466423	0.0276543484657795	0.0781702646847492	0.0275134142553651	0.0171593269264382	0.0452074540958763	0.0228580394764561	0.0780815979852896	0	0.035108516730121	0.045258358051176	0	0.0409302269050773	0.0327173576742466	0.0419040812361187	0.0419040812361187	0.00583993899597267	0.0141848877969099	0.0247362005801777	0.0113193879304655	0.0161940263248996	0.0161940263248996	0.0138748876660228	0.0276721634565117	0.0113193879304655	0.460299377938687	0.253287531457489	0.30746848285013	0.141848877969099	0.100616781604138	0.105781927132711	0.125953538082552	0.100235760200952	0.077082709255682	0.313987748501541	0.328784308705725	0.0865192347385633	0.269094699315222	0.0824540019339257	0.226112711777079	0.0661850372694955	0.0696318915147399	0.0721748998482395	0.254690392120474	0.242264001663166	0.0129776422132726	0.0365651940825307	0.0311982958671579	0.0658935565774109	0.0311982958671579	0.18858103310354	0	0	0.0323210972807701	0.0105613215162389	0	0	0.0241207372729299	0.0146663747372135	0.0256215294183932	0.0241207372729299	0.0256215294183932	0.0124444568096008	0.0157988325285544	0.0241207372729299	0.0334667978631563	0.0102861177644052	0.0179313153829252	0.0541992097617884	0.146808213799059	0.146808213799059	0.014722810953411	0.041772819304481	0.0105613215162389
"Poecilandra_retusa"	0.188120753308503	1.52283254305418	0.341951708011611	0.0605536512670435	0.341951708011611	0.0494009404164928	0.101902663371353	0.459037376722053	0.079540205157963	0.196906854656957	0.196339947684131	0.0383421774194406	0.196339947684131	0.0889012251104942	0.0999539243002404	0.0343420891816935	0.117441088019855	0.0797132546294417	0.023833310742872	0.0698527071692806	0.0222835308539728	0.12584280246185	0.0618893944555212	0.0233962331644993	0.00728203125338657	0.0277373014281878	0.0256184064018985	0.0232966864061075	0.0745064502950582	0.0930982384708147	0.0391123934916535	0	0.0208075188507551	0.0480049677407032	0	0.0165015974711765	0.0134928587486191	0.0620476361297204	0.0620476361297204	0.0079287041970366	0.0516389702626937	0.00625117327834904	0.0153679822090709	0.0102504241928275	0.0102504241928275	0.0637951663321295	0.0480833081898417	0.0153679822090709	0.672907109351741	0.381667608186461	0.53425897988713	0.516389702626937	0.136604286302853	0.430837959145492	0.0797255214997695	0.406621168047275	0.354417590734053	0.0559537940470358	0.0520559215937123	0.0356811153574593	0.0563966728286088	0.0208372442611635	0.0404244997765511	0.0382853559056762	0.0412682457206643	0.0588853949990711	0.0371204589222308	0.0362789384514765	0.0176193426600813	0.00962846354614446	0.230337752386431	0.0141370189307404	0.230337752386431	0.0231771674465883	0	0	0.0071499932228616	0.00668505925619185	0	0	0.00635154948212051	0.0209558121507842	0.0119310307736945	0.00635154948212051	0.0119310307736945	0.00327691406402396	0.0093633834828398	0.00635154948212051	0.0103026267545081	0.0418942073118666	0.0224896329675541	0.00862698991937413	0.0153916979979684	0.0153916979979684	0.00607178643687858	0.00778546944861988	0.00668505925619185
"Bonnetia_sessilis"	0.19842729920231	0.39080195201327	1.3529185446156	0.0641209814696654	0.352918544615599	0.0572960582179339	0.110695908384476	0.3250973934049	0.10573195852339	0.208245137961307	0.193537961183848	0.0416520339461423	0.193537961183848	0.107388908096884	0.12262216782368	0.0386961736530237	0.130681402574072	0.097791178839385	0.0272496797197731	0.0737924999187913	0.0226168442211143	0.142013639268158	0.0606168421554153	0.0266289680458331	0.00844582477825777	0.0326214500441041	0.0272668955317394	0.0255632422371108	0.0867965750432928	0.0913820536374531	0.0542651853274969	0	0.0223306291568194	0.0502921020989983	0	0.0169209649514912	0.0164131442954728	0.0763090806597879	0.0763090806597879	0.00870009504708391	0.0502130938137027	0.00651721660977865	0.0168631471900268	0.0104037483417126	0.0104037483417126	0.0657045586083701	0.0474928721341957	0.0168631471900268	0.69899046862416	0.567720153131403	0.527698579268841	0.502130938137027	0.149894641689127	0.422895837111102	0.0809180426577647	0.392177449901723	0.365025325602056	0.0618852881361498	0.0562580296646004	0.0434036482480281	0.0664954774151102	0.0217240553659288	0.0463270857003379	0.047388934156899	0.0442890811610251	0.0716069939319904	0.0398389995597115	0.0387114181107864	0.0193335445490754	0.0111672572068075	0.0857634558964086	0.0156107622455485	0.0857634558964086	0.0244790870327823	0	0	0.00817490391593194	0.0067850532663343	0	0	0.0073666360565915	0.0221377499756374	0.0158597937785085	0.0073666360565915	0.0158597937785084	0.003800621150216	0.0100487831205687	0.0073666360565915	0.0116088520959071	0.0411219241368539	0.0275899877603281	0.00937170763788201	0.0162349608438254	0.0162349608438253	0.00738591493296276	0.00824412618895698	0.0067850532663343
"Brocchinia_acuminata"	0.510556680388101	0.0692041728766211	0.0641209814696654	1.84546760883004	0.0641209814696654	0.314714568381637	0.298948669731825	0.0622133600302245	0.104749920997406	0.0517181198490114	0.0409023269998867	0.174192636781602	0.0409023269998867	0.0547854759747476	0.0402667015437928	0.0457963471107344	0.0276889756902576	0.0321126944811748	0.121626241867376	0.0344000188935113	0.169602599522329	0.0275746525278574	0.0890109101416287	0.0316683903736979	0.046391046476638	0.0438571106829798	0.0916680755056591	0.0206936902843458	0.0199683897534694	0.0119414050568013	0.0336700988415928	0	0.0149309918719808	0.0203450742307041	0	0.215352731049531	0.0302815305013615	0.0205838396814608	0.0205838396814608	0.00704281055895801	0.0109937143613574	0.13733553526926	0.0136508797253878	0.0780171957802714	0.0780171957802714	0.00699081284639665	0.0108456841388842	0.0136508797253878	0.216488087929871	0.131772414432898	0.120507601543157	0.109937143613574	0.121341153114558	0.0552621689573083	0.606800411624333	0.0506786295517974	0.038837849146648	0.179601421573699	0.39316469952708	0.0800778251036005	0.109099525453367	0.4577851175642	0.0959215649910408	0.0685025218929968	0.0296131338794285	0.0384295159990467	0.11940242011729	0.317483483691007	0.0156506901310178	0.0613392725635547	0.0157843300239345	0.277737708498645	0.0157843300239345	0.279047226154058	0	0	0.0364878725602128	0.0508807798566987	0	0	0.0404633016490676	0.0103200056680534	0.0157124881496109	0.0404633016490676	0.0157124881496109	0.0208759709144871	0.00671894634239134	0.0404633016490676	0.0137389041332203	0.00537363227556059	0.00906000784735339	0.0391933432758603	0.041772819304481	0.041772819304481	0.0136266887256127	0.237274406849577	0.0508807798566987
"Clusia_pusilla"	0.19842729920231	0.39080195201327	0.352918544615599	0.0641209814696654	1.3529185446156	0.0572960582179339	0.110695908384476	0.3250973934049	0.10573195852339	0.208245137961307	0.193537961183848	0.0416520339461423	0.193537961183848	0.107388908096884	0.12262216782368	0.0386961736530237	0.130681402574072	0.097791178839385	0.0272496797197731	0.0737924999187913	0.0226168442211143	0.142013639268158	0.0606168421554153	0.0266289680458331	0.00844582477825777	0.0326214500441041	0.0272668955317394	0.0255632422371108	0.0867965750432928	0.0913820536374531	0.0542651853274969	0	0.0223306291568194	0.0502921020989983	0	0.0169209649514912	0.0164131442954728	0.0763090806597879	0.0763090806597879	0.00870009504708391	0.0502130938137027	0.00651721660977865	0.0168631471900268	0.0104037483417126	0.0104037483417126	0.0657045586083701	0.0474928721341957	0.0168631471900268	0.69899046862416	0.567720153131403	0.527698579268841	0.502130938137027	0.149894641689127	0.422895837111102	0.0809180426577647	0.392177449901723	0.365025325602056	0.0618852881361498	0.0562580296646004	0.0434036482480281	0.0664954774151102	0.0217240553659288	0.0463270857003379	0.047388934156899	0.0442890811610251	0.0716069939319904	0.0398389995597115	0.0387114181107864	0.0193335445490754	0.0111672572068075	0.0857634558964086	0.0156107622455485	0.0857634558964086	0.0244790870327823	0	0	0.00817490391593194	0.0067850532663343	0	0	0.0073666360565915	0.0221377499756374	0.0158597937785085	0.0073666360565915	0.0158597937785084	0.003800621150216	0.0100487831205687	0.0073666360565915	0.0116088520959071	0.0411219241368539	0.0275899877603281	0.00937170763788201	0.0162349608438254	0.0162349608438253	0.00738591493296276	0.00824412618895698	0.0067850532663343
"Ilex_retusa"	0.294809011113588	0.0564582176188489	0.0572960582179339	0.314714568381637	0.0572960582179339	2.38518145179499	0.214151279006209	0.0500031307094493	0.230991266555458	0.045383447116365	0.0321458814747491	0.166484781193367	0.0321458814747491	0.147736904888706	0.0562918782185322	0.032439434564748	0.0297903383290229	0.0448927728792794	0.0611678890368761	0.0315477933279463	0.0325364948556887	0.0298906470911526	0.0215429167808274	0.0299603005217996	0.351591806361045	0.100867861915854	0.02690142826778	0.0180920029995594	0.0205178991877215	0.0106802994071762	0.0290984478189665	0	0.0116347077307813	0.0180178995950525	0	0.0387642780962362	0.03029522670191	0.023435560181753	0.023435560181753	0.00615736236539628	0.00657612914721059	0.0237974904626194	0.0119346406341632	0.0149667876336168	0.0149667876336168	0.00645508690939961	0.00817758750120607	0.0119346406341632	0.209576916021156	0.178248946583	0.0908620833467341	0.0657612914721059	0.106085694525895	0.0494260522565431	0.116408348261464	0.0419794422072984	0.0358615939411089	0.441170273435155	0.147927217273795	0.0801140439450509	0.0744806050331161	0.0793249682087314	0.0863031631284755	0.374555680242634	0.0230755036660496	0.071524042325088	0.0891135489136644	0.0921177747942244	0.0136830274786584	0.464882499521826	0.0127805234304783	0.347129488308424	0.0127805234304783	0.0645840389219976	0	0	0.0183503667110628	0.00976094845670662	0	0	0.306666186659356	0.00946433799838389	0.0346486899833187	0.306666186659356	0.0346486899833187	0.15821631286247	0.0052356184788516	0.306666186659356	0.00973183036942439	0.00480613473322928	0.0126656725991697	0.0374590757685076	0.0241207372729299	0.0241207372729299	0.0136328520158595	0.0404633016490676	0.00976094845670662
"Phthirusa_adunca"	0.656125171284318	0.116460186710118	0.110695908384476	0.298948669731825	0.110695908384476	0.214151279006209	1.50165938747518	0.103837666903937	0.200414436259462	0.0699962845603702	0.067990361385831	0.291458184329633	0.067990361385831	0.0787096707679695	0.0870953666361803	0.135150506364755	0.0567457205110879	0.0694585548923538	0.126866222051131	0.0521577815931543	0.0324084806521546	0.0573280301595884	0.0270258825651641	0.0340358475066423	0.0315673404904512	0.0935024988940129	0.0263203883443708	0.0173004583704609	0.0344256056931376	0.0202356473238318	0.0920000055546953	0	0.0415171111367407	0.0513653744449837	0	0.0376699917043331	0.0380224542222901	0.044705510353408	0.044705510353408	0.00588797112608124	0.012117981465173	0.022762090604342	0.0114124872443797	0.0149079010999911	0.0149079010999911	0.0126225198061804	0.0163827886583525	0.0114124872443797	0.503628651573989	0.260618468280229	0.182030985092806	0.12117981465173	0.101444331061153	0.0936460790041772	0.11595034188882	0.0855126529578838	0.0701251100343353	0.381941413083706	0.388827676861462	0.100548267832278	0.328698615644046	0.0758736353478065	0.276815626673925	0.0753055772339393	0.0823422704212024	0.0825101484631525	0.312331552709174	0.285189718771955	0.0130843802801805	0.0417390390929299	0.0264523281782516	0.0659699934091758	0.0264523281782516	0.0921192260965749	0	0	0.0380598666153394	0.00972254419564639	0	0	0.0275337358722269	0.0156473344779463	0.0300621654389193	0.0275337358722269	0.0300621654389193	0.014205303220703	0.0186827000115333	0.0275337358722269	0.0405451519094264	0.00910604129572431	0.0195964574931406	0.0655780914741674	0.053682968559626	0.053682968559626	0.0171101044000305	0.0384362575369489	0.00972254419564639
"Stegolepsis_angustata"	0.193191751734539	0.524614144825204	0.3250973934049	0.0622133600302245	0.3250973934049	0.0500031307094493	0.103837666903937	1.48759440565417	0.0789437971177691	0.203564568891656	0.20444548397797	0.0391568589110779	0.20444548397797	0.089315345677473	0.100060463557829	0.034813650419187	0.119982371192981	0.0797982196873685	0.024196725437717	0.0713274547443135	0.0231213691444089	0.0991062949342087	0.0646596350498923	0.0238018918250448	0.00737079815735286	0.0279684656457643	0.026354670832691	0.0238285615557361	0.075926107192121	0.0973038914786683	0.0385498037429288	0	0.0211773376288495	0.0489507168262514	0	0.0170820402206502	0.0135849593256838	0.0620865557631737	0.0620865557631737	0.00810972052947321	0.0540238052434642	0.00644621041422212	0.0157188410262629	0.0106358298064281	0.0106358298064281	0.037019739171035	0.0501897523660332	0.0157188410262629	0.686614906589402	0.371747347487934	0.557663915178147	0.540238052434642	0.139723031344559	0.450300786676282	0.0827231207166628	0.425878169542575	0.205665217616861	0.0569822317864971	0.0532253265041751	0.0359246702168083	0.056948661852627	0.0214873680474071	0.0409987246102183	0.0383664962934546	0.0420017196305515	0.0590388797473159	0.0379674482975454	0.0371560156178675	0.0180216011766071	0.00974583311916656	0.250281229162657	0.0144278345236724	0.250281229162657	0.0238054584445041	0	0	0.00725901763131509	0.00693641074332266	0	0	0.00642897394835777	0.0213982364232941	0.0118415695676654	0.00642897394835777	0.0118415695676654	0.00331685917080879	0.00952980193298228	0.00642897394835777	0.0104440951257561	0.0437867511654007	0.0225136043005115	0.00881029325499253	0.0158065978691895	0.0158065978691895	0.00611323169655772	0.00799886057531458	0.00693641074332266
"Calea_lucidivenia"	0.313152026224806	0.106053606877284	0.123353951610621	0.122208241163641	0.123353951610621	0.269489810981368	0.233816842302706	0.0921010966373973	1.85020602124814	0.102332284723997	0.0571622542224199	0.0909332002092861	0.0571622542224199	0.186816891151872	0.0953920559884386	0.0431765394078249	0.0706112193029971	0.0760751646507798	0.180858610211579	0.0573386137087638	0.0197788302249036	0.0710202274351302	0.0210900805630325	0.12921146880602	0.0397246127197285	0.0423831026499738	0.0325834177561708	0.0356017012289567	0.0533118081039519	0.0227621884163925	0.0602380337062416	0	0.0167672690790449	0.0283485572567141	0	0.019084836360346	0.177691282274462	0.0570677171952435	0.0570677171952435	0.0121165453762416	0.0119918186595769	0.00998657445689041	0.0234851558527151	0.00909826190345563	0.00909826190345563	0.0139525102398867	0.0146161230633908	0.0234851558527151	0.34702727403289	0.558937672808105	0.162401367371008	0.119918186595769	0.208756940913024	0.105338349726972	0.0707642592490994	0.0812152022984657	0.0775139457771485	0.129864751080209	0.146113736117486	0.469894724236911	0.0957437718474686	0.0332885815229681	0.333214598044533	0.35421339367971	0.033255083673439	0.0633581581851208	0.0761436649044019	0.0713961830069234	0.0269256563916479	0.0525247657071966	0.0237726003413598	0.0503611781329297	0.0237726003413598	0.0413340175680042	0	0	0.0542575830634737	0.00593364906747107	0	0	0.0346486899833187	0.0172015841126291	0.27753090318722	0.0346486899833188	0.27753090318722	0.0178760757238778	0.00754527108557019	0.0346486899833187	0.0129529618223475	0.0102429847873766	0.0214632125973987	0.0204599700470894	0.0256215294183932	0.0256215294183932	0.079961077023508	0.015712488149611	0.00593364906747107
"Tibouchina_fraterna"	0.185486979285835	0.315050967451132	0.29154319314583	0.0724053677886159	0.29154319314583	0.063536825962911	0.0979947983845183	0.284990396448318	0.122798741668797	1.25719599384769	0.161515671561308	0.0399190563928336	0.161515671561308	0.141635448255549	0.1100354268497	0.0337296414513043	0.126995032705988	0.0877532529126361	0.03723494628684	0.113328506396365	0.0337039435198771	0.0984572494366675	0.0678745831877687	0.072580565416896	0.00936575596541546	0.0298621511428935	0.0712055415642098	0.0844395615014382	0.0905251428618638	0.0984846290287983	0.0555158200793955	0	0.0176057386380332	0.0375034966139101	0	0.0237152314383552	0.0283677947425708	0.0683966784338535	0.0683966784338535	0.0287378339563718	0.0523707691686252	0.00821141741921174	0.0557017275450664	0.0155038140191435	0.0155038140191435	0.030060571002814	0.0491565465522907	0.0557017275450664	0.510530440125296	0.597546391138278	0.546183850581008	0.523707691686252	0.495126467067257	0.455764977672161	0.120585220148894	0.219735158107409	0.167003172237856	0.0583643148006157	0.057237071764242	0.0750170572081316	0.0628765500880997	0.0273713913973724	0.0461953498672999	0.0584568075887638	0.0349180482987658	0.0645219149292755	0.036757326305368	0.0370848001898025	0.0638618532363818	0.0123836106653827	0.0720848562387504	0.0174782820537678	0.0720848562387504	0.0244854689689358	0	0	0.011170483886052	0.0101111830559631	0	0	0.00816902048094571	0.0339985519189096	0.0184198112503196	0.00816902048094571	0.0184198112503195	0.00421459018443696	0.00792258238711492	0.00816902048094571	0.0101188924353913	0.0443180830629592	0.0247579710411826	0.00898178768838755	0.0151762073961138	0.0151762073961138	0.0127655076341568	0.00930926157282205	0.0101111830559631
