"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"
"R1"	1.59529403631566	0.595294036315662	0.306618742778873	0.536717875753932	0.457586796800078	0.0585761605617302	0.457586796800078	0.457586796800078	0.398886016372401	0.399010636238348	0.455592359924569	0.563038344210961	0.563038344210961	0.563038344210961	0.507846970510764	0.507846970510764	0.456561625548598	0.507846970510764	0.30601608781241	0.30601608781241
"R2"	0.595294036315662	1.59529403631566	0.306618742778873	0.536717875753932	0.457586796800078	0.0585761605617302	0.457586796800078	0.457586796800078	0.398886016372401	0.399010636238348	0.455592359924569	0.563038344210961	0.563038344210961	0.563038344210961	0.507846970510764	0.507846970510764	0.456561625548598	0.507846970510764	0.30601608781241	0.30601608781241
"R3"	0.613237485557745	0.613237485557745	1.38491079978348	0.569201285583662	0.425773416593841	0.0440361999740826	0.425773416593841	0.425773416593841	0.379477171878844	0.381737216619758	0.342503777576198	0.6581557693986	0.6581557693986	0.6581557693986	0.408871825437573	0.408871825437573	0.360081903338865	0.408871825437573	0.416586819919788	0.416586819919788
"R4"	0.596353195282147	0.596353195282147	0.316222936435368	1.55119735822915	0.452630647492716	0.045155837052999	0.452630647492716	0.452630647492716	0.392508619537168	0.407474810439717	0.35121206596777	0.575001295486459	0.575001295486459	0.575001295486459	0.518081166928092	0.518081166928092	0.467615772987599	0.518081166928092	0.319383439532067	0.319383439532067
"R5"	0.571983496000098	0.571983496000098	0.26610838537115	0.509209478429306	1.48118362707971	0.0627740175707916	0.481183627079708	0.481183627079708	0.41913853061736	0.418409609508916	0.488242358883935	0.584361721502535	0.584361721502535	0.584361721502535	0.536462212135728	0.536462212135728	0.482572972484924	0.536462212135728	0.201777486489755	0.201777486489755
"R6"	0.585761605617302	0.585761605617302	0.220180999870413	0.406402533476991	0.502192140566333	1.17935907214031	0.502192140566333	0.502192140566333	0.456282587889501	0.322833068426022	1.39501500553575	0.455371782731478	0.455371782731478	0.455371782731478	0.415739202754804	0.415739202754804	0.357074298597582	0.415739202754804	0.185709922335488	0.185709922335488
"R7"	0.571983496000098	0.571983496000098	0.26610838537115	0.509209478429306	0.481183627079708	0.0627740175707916	1.48118362707971	0.481183627079708	0.41913853061736	0.418409609508916	0.488242358883935	0.584361721502535	0.584361721502535	0.584361721502535	0.536462212135728	0.536462212135728	0.482572972484924	0.536462212135728	0.201777486489755	0.201777486489755
"R8"	0.571983496000098	0.571983496000098	0.26610838537115	0.509209478429306	0.481183627079708	0.0627740175707916	0.481183627079708	1.48118362707971	0.41913853061736	0.418409609508916	0.488242358883935	0.584361721502535	0.584361721502535	0.584361721502535	0.536462212135728	0.536462212135728	0.482572972484924	0.536462212135728	0.201777486489755	0.201777486489755
"R9"	0.569837166246287	0.569837166246287	0.271055122770603	0.50465393940493	0.479015463562697	0.0651832268413573	0.479015463562697	0.479015463562697	1.43171264581794	0.41383223672134	0.506980653210557	0.600778066956709	0.600778066956709	0.600778066956709	0.551988144858001	0.551988144858	0.367910804681407	0.551988144858001	0.201826005963533	0.201826005963533
"R10"	0.570015194626211	0.570015194626211	0.272669440442684	0.523896184851065	0.478182410867333	0.0461190097751459	0.478182410867333	0.478182410867333	0.41383223672134	1.43206340109219	0.358703409362246	0.602788855612686	0.602788855612686	0.602788855612686	0.553708356333003	0.553708356333003	0.50050135446883	0.553708356333003	0.204072852797508	0.204072852797508
"C1"	0.650846228463669	0.650846228463669	0.24464555541157	0.45155837052999	0.557991267295926	0.199287857933679	0.557991267295926	0.557991267295926	0.506980653210557	0.358703409362246	1.5500166728175	0.50596864747942	0.50596864747942	0.50596864747942	0.461932447505338	0.461932447505338	0.39674922066398	0.461932447505338	0.206344358150542	0.206344358150542
"C2"	0.625598160234401	0.625598160234401	0.365642094110334	0.575001295486459	0.519432641335587	0.050596864747942	0.519432641335587	0.519432641335587	0.467271829855218	0.468835776587645	0.393531170261771	1.5315885840384	0.531588584038398	0.531588584038398	0.465773007098538	0.465773007098538	0.405695200402867	0.465773007098538	0.235923375330698	0.235923375330698
"C3"	0.625598160234401	0.625598160234401	0.365642094110333	0.575001295486459	0.519432641335587	0.050596864747942	0.519432641335587	0.519432641335587	0.467271829855218	0.468835776587645	0.393531170261771	0.531588584038398	1.5315885840384	0.531588584038398	0.465773007098538	0.465773007098538	0.405695200402867	0.465773007098538	0.235923375330698	0.235923375330698
"C4"	0.625598160234401	0.625598160234401	0.365642094110333	0.575001295486459	0.519432641335587	0.050596864747942	0.519432641335587	0.519432641335587	0.467271829855218	0.468835776587645	0.393531170261771	0.531588584038398	0.531588584038398	1.5315885840384	0.465773007098538	0.465773007098538	0.405695200402867	0.465773007098538	0.235923375330698	0.235923375330698
"C5"	0.634808713138455	0.634808713138455	0.255544890898483	0.582841312794104	0.536462212135728	0.0519674003443505	0.536462212135728	0.536462212135728	0.48298962675075	0.484494811791377	0.40419089156717	0.523994632985855	0.523994632985855	0.523994632985855	1.47799655262413	0.477996552624128	0.415897886327603	0.477996552624128	0.218547780006059	0.218547780006059
"C6"	0.634808713138455	0.634808713138455	0.255544890898483	0.582841312794104	0.536462212135728	0.0519674003443505	0.536462212135728	0.536462212135728	0.482989626750751	0.484494811791377	0.40419089156717	0.523994632985855	0.523994632985855	0.523994632985855	0.477996552624128	1.47799655262413	0.415897886327603	0.477996552624128	0.218547780006059	0.218547780006059
"C7"	0.652230893640854	0.652230893640854	0.25720135952776	0.601220279555485	0.551511968554199	0.0510106140853689	0.551511968554199	0.551511968554199	0.367910804681407	0.50050135446883	0.39674922066398	0.521608114803686	0.521608114803686	0.521608114803686	0.475311870088689	0.475311870088689	1.42800905234394	0.475311870088689	0.223819833525899	0.223819833525899
