"Alyxia_oliviformis"	"Ilex_anomala"	"Cheirodendron_platyphyllum"	"Cheirodendron_trigynum"	"Dubautia_paleata"	"Dubautia_raillardioides"	"Dubautia_laxa"	"Clermontia_faurieri"	"Carex"	"Machaerina_angustifolia"	"Elaphoglossum"	"Elaeocarpus_bifidus"	"Styphelia_tameiameiae"	"Vaccinium_calycinum"	"Vaccinium_dentatum"	"Scaevola_glabra"	"Broussaisia_arguta"	"Myrsine_helleri"	"Myrsine_wawraea"	"Myrsine_punctata"	"Metrosideros_polymorpha"	"Syzygium_sandwicensis"	"Peperomia_hesperomannii"	"Coprosma_kauensis"	"Psychotria"	"Coprosoma_elliptica"	"Melicope_clusiifolia"	"Melicope_sp."	"Smilax_melastomifolia"	"Wilkstroemia_oahuensis"	"Athyrium_microphyllum"	"Hedychium_gardinerianum"	"Amorbia_emigratella"	"Scotorythra_apicalis"	"Spheterista_pleonectes"	"Udea_ommatias"	"Fletcherana_sp._1"	"Carposina_sp._3"	"Omiodes_antidoxa"	"Hyposmocoma_trivitella"	"Scotorythra_hecataea"	"Eupithecia_orichloris"	"Udea_pyranthes"	"Udea_constricta"	"Udea_swezeyi"	"Thyrocopa_sp._3"	"Pararrhaptica_complex"	"Carposina_graminis"	"Carposina_sp._1"	"Eccoptocera_sp._1"	"Eudonia_sp._1"	"Eupithecia_monticolans"	"Scotorythra_complex"	"Scotorythra_sp._1"	"Thyrocopa_complex"	"Fletcherana_leucoxyla"	"Scotorythra_ortharcha"	"Agrotis_hephaestaea"	"Haliophyle_euclidias"
"Alyxia_oliviformis"	1.35521098239373	0.0744765732132059	0.0771442113626448	0.0849824567893912	0.072340581595921	0.0990966871177001	0.0443135610618575	0.132144339110221	0.0744765732132059	0.0443135610618575	0	0.0443135610618575	0.126865464896676	0.56725431848231	0.113180139008056	0.671469820933766	0	0.0228624104841431	0.0671759715460006	0.0467113905919171	0.359139307401202	0.0443135610618575	0.030400097346215	0.0800463827754514	0	0.587995033967822	0.152737668798637	0.0467113905919171	0.0744765732132059	0	0.124691714594212	0.0443135610618575	0	0.0335144579459427	0.0729570006684162	0.0622822678534745	0.02972900613531	0.0396433017330663	0.0335144579459427	0	0.101333657820717	1.57871547730548	0.153036839880441	0.151080709710097	0.151080709710097	0	0.050805356631429	0.0359139307401202	0.0359139307401202	0.0359139307401202	0.187574337493919	0.40562516157803	1.03398309144334	0.0359139307401202	0.25950772551065	0.177880850612114	0.0335144579459427	0	0.0374075143782635
"Ilex_anomala"	0.037238286606603	1.82454419203993	0.128171076905502	0.0820377262636116	0.139745669620489	0.191432424137656	0.0856037942637565	0.171334572446058	0.143871923132364	0.0856037942637565	0	0.0856037942637565	0.159671597334787	0.2432071004186	0.132042093288606	0.206457278773713	0	0.0441650148749317	0.129768809138688	0.0344562769015249	0.36285428792531	0.0856037942637565	0.0345973594491646	0.0315823403828347	0	0.231993734910947	0.163173107921509	0.0344562769015249	0.143871923132364	0	0.164465850911344	0.0856037942637565	0	0.821044886417967	0.0945939614261011	0.120315278570517	0.0574297272412969	0.0514003717338175	0.0647423654095638	0	0.115324531497215	0.165503496029347	0.103196220055221	0.0464528877240855	0.0464528877240855	0	0.0981444774998483	0.036285428792531	0.036285428792531	0.036285428792531	0.126996233452954	0.306992339281181	1.99742186615432	0.036285428792531	0.191423760564027	0.0701829786285217	0.0647423654095637	0	0.0493397552734033
"Cheirodendron_platyphyllum"	0.0385721056813224	0.128171076905502	1.46463251203153	0.45324759301911	0.124495124400749	0.170541266302395	0.0762617907587737	0.193340633568671	0.128171076905502	0.0762617907587737	0	0.0762617907587737	0.179871175945925	0.261055383518563	0.122140785985928	0.192998145277472	0	0.039345255104845	0.115607045863619	0.035465620104957	0.402877632554922	0.0762617907587737	0.0387325134407958	0.0350184206510278	0	0.257234077621748	0.183643551289397	0.035465620104957	0.128171076905502	0	0.153051247758535	0.0762617907587737	0	0.0576769846074759	0.863046047272787	0.107185185871056	0.0511623798907186	0.0580021900706012	0.0576769846074759	0	0.129108378135986	0.171431580805877	0.101953322727009	0.0434245826874313	0.0434245826874313	0	0.087433900232989	0.0402877632554922	0.0402877632554922	0.0402877632554922	0.141682962614226	0.504597891360546	1.77944178437139	0.0402877632554922	0.197031222805317	0.0778187125578396	0.0576769846074759	0	0.0459153743275606
"Cheirodendron_trigynum"	0.0424912283946956	0.0820377262636116	0.45324759301911	1.54396300397971	0.0796848804217582	0.109157370440765	0.0488124471268489	0.258000418101778	0.0820377262636116	0.0488124471268489	0	0.0488124471268489	0.239223024210751	0.313498486948085	0.0930480558867006	0.153451555498394	0	0.0251834918297756	0.0739959389566245	0.0384313445792392	0.520477089614771	0.0488124471268489	0.0508827189964531	0.0451145577353483	0	0.331397059907805	0.243791273777761	0.0384313445792392	0.0820377262636116	0	0.119512043432997	0.0488124471268489	0	0.0369169768186252	0.898744768649469	0.0686054073220206	0.0327472111322294	0.0774001254305335	0.0369169768186252	0	0.16960906332151	0.188849903976425	0.0983013527996705	0.0345265999871387	0.0345265999871387	0	0.055963315177279	0.0520477089614771	0.0520477089614771	0.0520477089614771	0.18483656187821	1.08521667401349	1.13895709962647	0.0520477089614771	0.213507469884662	0.100254572745218	0.0369169768186252	0	0.0358536130298992
"Dubautia_paleata"	0.0361702907979605	0.139745669620489	0.124495124400749	0.0796848804217582	1.46631303538807	0.638784979983655	0.0831486734241911	0.16642068886218	0.139745669620489	0.0831486734241911	0	0.0831486734241911	0.155092208424811	0.236231909357229	0.128255119852196	0.200536074322944	0	0.0428983601742642	0.126047033598455	0.0334680692618713	0.352447609907437	0.0831486734241911	0.0336051055554193	0.0306765573775016	0	0.225340143698931	0.158493295523469	0.0334680692618713	0.139745669620489	0	0.159748962583647	0.0831486734241911	0	0.0628855513292201	0.0918810021701281	0.851476359919727	0.191635493995097	0.0499262066586541	0.0628855513292201	0	0.112017018518064	0.160756847990936	0.10023654761779	0.0451206167226624	0.0451206167226624	0	0.0953296892761427	0.0352447609907437	0.0352447609907437	0.0352447609907437	0.123353975513592	0.298187784573782	1.94013571323112	0.0352447609907437	0.185933718121507	0.0681701275055591	0.0628855513292201	0	0.0479246887750941
"Dubautia_raillardioides"	0.0330322290392334	0.127621616091771	0.11369417753493	0.0727715802938431	0.425856653322437	1.95322829222252	0.0759348615746037	0.151982364257699	0.127621616091771	0.0759348615746037	0	0.0759348615746037	0.141636720022658	0.215736903522583	0.117127963335339	0.183137967418214	0	0.0391765846340312	0.115111446208635	0.0305644468144944	0.321869963385787	0.0759348615746037	0.0306895941145382	0.0280151208926955	0	0.2057900855698	0.144742735637871	0.0305644468144944	0.127621616091771	0	0.14588946354671	0.0759348615746037	0	0.0574297272412969	0.083909591022948	0.777603981661852	0.585968487666755	0.0455947092773097	0.0574297272412969	0	0.102298647048461	0.146809906841037	0.0915402261349676	0.0412060426690981	0.0412060426690981	0	0.0870590769645138	0.0321869963385787	0.0321869963385787	0.0321869963385787	0.112652032432504	0.272317611482906	1.77181343674075	0.0321869963385787	0.169802482302747	0.06225582420599	0.0574297272412969	0	0.0437668390640129
"Dubautia_laxa"	0.0443135610618575	0.171207588527513	0.152523581517547	0.0976248942536978	0.166297346848382	0.227804584723811	1.10186851517387	0.203888141210809	0.171207588527513	0.10186851517387	0	0.10186851517387	0.190009200828397	0.289416449498134	0.157130091013441	0.245684161740719	0	0.0525563677011687	0.154424882875039	0.0410029695128146	0.431796602631119	0.10186851517387	0.0411708577445058	0.0375829850555733	0	0.276072544544026	0.194175998426595	0.0410029695128146	0.171207588527513	0	0.1957143625845	0.10186851517387	0	0.0770434148373809	0.11256681409706	0.143175181498915	0.0683413754171433	0.0611664423632428	0.0770434148373809	0	0.137236192481686	0.196949160274922	0.122803501865712	0.0552789363916618	0.0552789363916618	0	0.116791928224819	0.0431796602631118	0.0431796602631118	0.0431796602631118	0.151125517809015	0.365320883744605	2.37693202072364	0.0431796602631119	0.227794275071192	0.0835177445679408	0.0770434148373808	0	0.0587143087753499
"Clermontia_faurieri"	0.0440481130367404	0.114223048297372	0.128893755712447	0.172000278734519	0.11094712590812	0.151982364257699	0.0679627137369365	1.61511226095335	0.114223048297372	0.0679627137369365	0	0.0679627137369365	0.227726985473263	0.312200504956763	0.116929096725309	0.188253490375927	0	0.0350635656859354	0.103026279422872	0.0401540584357048	0.501731561361614	0.0679627137369365	0.0486950349773179	0.0435425772967067	0	0.319849796191857	0.23225910585841	0.0401540584357048	0.114223048297372	0	0.148105167359783	0.0679627137369365	0	0.0514003717338175	0.135402315501135	0.0955209159359637	0.0455947092773097	0.484533678286005	0.0514003717338175	0	0.162316783257726	0.195769391274402	0.108814184418607	0.0423570353345837	0.0423570353345837	0	0.0779190348576342	0.0501731561361614	0.0501731561361614	0.0501731561361614	0.177423851208219	0.863871841458953	1.58579665386185	0.0501731561361614	0.223078102420582	0.0967612828815703	0.0514003717338175	0	0.0444315502079348
"Carex"	0.037238286606603	0.143871923132364	0.128171076905502	0.0820377262636116	0.139745669620489	0.191432424137656	0.0856037942637565	0.171334572446058	1.82454419203993	0.0856037942637565	0	0.0856037942637565	0.159671597334787	0.2432071004186	0.132042093288606	0.206457278773713	0	0.0441650148749317	0.129768809138688	0.0344562769015249	0.36285428792531	0.0856037942637565	0.0345973594491646	0.0315823403828347	0	0.231993734910947	0.163173107921509	0.0344562769015249	0.143871923132364	0	0.164465850911344	0.0856037942637565	0	0.0647423654095638	0.0945939614261011	0.120315278570517	0.0574297272412969	0.0514003717338175	0.821044886417967	0	0.115324531497215	0.165503496029347	0.103196220055221	0.0464528877240855	0.0464528877240855	0	0.0981444774998483	0.036285428792531	0.036285428792531	0.036285428792531	0.126996233452954	0.306992339281181	1.99742186615432	0.036285428792531	0.191423760564027	0.0701829786285217	0.0647423654095637	0	0.0493397552734033
"Machaerina_angustifolia"	0.0443135610618575	0.171207588527513	0.152523581517547	0.0976248942536978	0.166297346848382	0.227804584723811	0.10186851517387	0.203888141210809	0.171207588527513	1.10186851517387	0	0.10186851517387	0.190009200828397	0.289416449498134	0.157130091013441	0.245684161740719	0	0.0525563677011687	0.154424882875039	0.0410029695128146	0.431796602631119	0.10186851517387	0.0411708577445058	0.0375829850555733	0	0.276072544544026	0.194175998426595	0.0410029695128146	0.171207588527513	0	0.1957143625845	0.10186851517387	0	0.0770434148373809	0.11256681409706	0.143175181498915	0.0683413754171433	0.0611664423632428	0.0770434148373809	0	0.137236192481686	0.196949160274922	0.122803501865712	0.0552789363916618	0.0552789363916618	0	0.116791928224819	0.0431796602631118	0.0431796602631118	0.0431796602631118	0.151125517809015	0.365320883744605	2.37693202072364	0.0431796602631119	0.227794275071192	0.0835177445679408	0.0770434148373808	0	0.0587143087753499
