"Hamelia_versicolor"	"Vitex_mollis"	"Combretum_farinosum"	"Ipomoea_bracteata"	"Mirabilis_sp1_M_PL_065"	"Ipomoea_wolcottiana"	"Opuntia_excelsa"	"Nopalea_karwinskiana"	"Ceiba_aesculifolia"	"Caesalpinia_pulcherrima"	"Cordia_seleriana"	"Psittacanthus_calyculatus"	"Tillandsia_bartramii"	"Pithecellobium_mangens"	"Tillandsia_paucifolia"	"Tillandsia_dasyrifolia"	"Groton_suberosus"	"Justicia_mexicana"	"Erythrina_lanata"	"Ipomoea_quamoclit"	"Tabebuia_donnell-smithii"	"Amazilia_rutila"	"Chlorostilbon_canivetii"	"Cynanthus_latirostris"	"Heliomaster_constantii"	"Archilochus_colubris"
"Hamelia_versicolor"	1.40867956603376	0.200576949244663	0.301838454074978	0.365934750754147	0.101261504830315	0.259093638795369	0.30741806120344	0.195346884671061	0.296608389501376	0.0885057727122831	0.200576949244663	0.157832133965053	0.0885057727122831	0.11207117653238	0.296608389501376	0.0885057727122831	0.0885057727122831	0.189767277542599	0.106841111958778	0.301838454074978	0.106841111958778	1.67177570678757	0.871664706362952	1.01261504830315	0.949698772966913	0.231087870842568
"Vitex_mollis"	0.401153898489325	1.2604596773844	0.332932608906137	0.310961359616795	0.0724729315217326	0.242740070033606	0.328680966967593	0.172665866318801	0.245138797840534	0.104444576735613	0.260459677384404	0.170267138511874	0.104444576735613	0.156015100648791	0.245138797840534	0.104444576735613	0.104444576735613	0.176917508257345	0.0682212895831884	0.332932608906137	0.0682212895831884	1.97284200500602	1.21345078282393	0.724729315217326	0.606411462961675	0.219408539254204
"Combretum_farinosum"	0.402451272099971	0.221955072604091	1.33269079715318	0.345201012664041	0.110735724549093	0.275440537717255	0.291715547550878	0.16413942158787	0.274875146136964	0.094378946641084	0.221955072604091	0.164704813168161	0.094378946641084	0.127576125963007	0.274875146136964	0.094378946641084	0.094378946641084	0.205114671190177	0.0697604749467864	0.332690797153184	0.0697604749467864	1.78271343655381	0.992258757490056	1.10735724549093	0.620093110638101	0.234419555090258
"Ipomoea_bracteata"	0.365934750754147	0.155480679808397	0.258900759498031	1.4650701900968	0.103420079689633	0.358036198840689	0.262514671064513	0.196161438594582	0.299581518284216	0.0891274473384666	0.155480679808397	0.254616119151055	0.0891274473384666	0.0663532324699308	0.299581518284216	0.0891274473384666	0.0891274473384666	0.1925475270281	0.107033991256116	0.258900759498031	0.107033991256116	1.68351844972659	0.516080696988351	1.03420079689633	0.951413255609918	0.551628906041963
"Mirabilis_sp1_M_PL_065"	0.405046019321262	0.144945863043465	0.332207173647279	0.413680318758533	1.18726131060381	0.340841473084551	0.217784708717448	0.147086532126009	0.334347842729823	0.0742476864520268	0.144945863043465	0.153580162480737	0.0742476864520268	0.0706981765914385	0.334347842729823	0.0742476864520268	0.0742476864520268	0.261508997055841	0.0728388456739824	0.332207173647279	0.0728388456739824	1.40245629964939	0.549874706822299	1.87261310603814	0.647456405990955	0.264441586762367
"Ipomoea_wolcottiana"	0.345458185060492	0.161826713355738	0.275440537717255	0.477381598454252	0.113613824361517	1.40736395111101	0.231844360698975	0.165225493485899	0.278839317847416	0.0952078461426621	0.161826713355738	0.293750126749498	0.0952078461426621	0.0666188672130756	0.278839317847416	0.0952078461426621	0.0952078461426621	0.208821670504179	0.0700176473432371	0.275440537717255	0.0700176473432371	1.79837042713917	0.518146744990588	1.13613824361517	0.622379087495441	0.661807602022785
"Opuntia_excelsa"	0.409890748271254	0.219120644645062	0.291715547550878	0.350019561419351	0.0725949029058159	0.231844360698975	1.33729584536544	0.211433668852745	0.284028571758561	0.0932584681323685	0.219120644645062	0.159249457793159	0.0932584681323685	0.125862176512693	0.284028571758561	0.0932584681323685	0.0932584681323685	0.165853371038184	0.118175200720376	0.291715547550878	0.118175200720376	1.76154884250029	0.978928039543169	0.725949029058159	1.05044622862557	0.219969965535968
"Nopalea_karwinskiana"	0.390693769342122	0.172665866318801	0.246209132381806	0.392322877189165	0.0735432660630046	0.247838240228849	0.317150503279117	1.24646255378291	0.320005819845911	0.10197791682259	0.172665866318801	0.174294974165844	0.10197791682259	0.0706879494962109	0.320005819845911	0.10197791682259	0.10197791682259	0.175521182885595	0.144484636960316	0.246209132381806	0.144484636960316	1.92624953998226	0.549795162748307	0.735432660630046	1.2843078840917	0.241056857810847
"Ceiba_aesculifolia"	0.395477852668502	0.163425865227022	0.274875146136964	0.399442024378954	0.111449280909941	0.278839317847416	0.28402857175856	0.213337213230607	1.32478649414055	0.0927345066990691	0.163425865227022	0.167390036937475	0.0927345066990691	0.0706913585279534	0.324786494140548	0.0927345066990691	0.0927345066990691	0.20418378760901	0.120602706531538	0.274875146136964	0.120602706531538	1.75165179320464	0.549821677439637	1.11449280909941	1.07202405805812	0.248851767461353
"Caesalpinia_pulcherrima"	0.354023090849132	0.208889153471225	0.283136839923252	0.356509789353866	0.0742476864520267	0.285623538427986	0.279775404397106	0.20395583364518	0.278203520097207	1.1330695827193	0.208889153471225	0.211375851975959	0.1330695827193	0.0758195707519251	0.278203520097207	0.1330695827193	0.1330695827193	0.207317269171327	0.0708862509258802	0.283136839923252	0.0708862509258802	2.51353656247567	0.589707772514973	0.742476864520267	0.630100008230046	0.261020897522198
