"Canthium_bibracteatum"	"Psidium_cattleianum"	"Premna_serratifolia"	"Erythroxylum_sechellarum"	"Cinnamomum_verum"	"Ochna_kirkii"	"Memecylon_eleagni"	"Lasioglossum_mahense"	"Apis_mellifera"	"Ornidia_obesa"	"Parasarcophaga_hirticeps"	"Unidentified_sp1_M_PL_109"	"Xylocopa_caffra"	"Hemipyrellia_germana"	"Pachycerina_seychellensis"	"Dichaetomyia_fasciculifera"	"Hemipyrellia_sp1_M_PL_109"	"Lygistorrhina_sp1_M_PL_109"	"Plagiostenopterina_cyanosoma"	"Simosyrphus_aegyptius"
"Parasarcophaga_hirticeps"	0.52161518907766	0.882617751161362	1.44986659515651	0.455304852145538	1.08658289105474	0.150193356815274	0.190661469852088	0.578501921620179	0.504193664719965	0.674647323898739	1.55728390635627	0.163109991955107	0.333763015145053	0.28047340949758	0.265553583687853	0.163109991955107	0.358694912344959	0.102443591732746	0.195584920389852	0.0857976614334395
"Unidentified_sp1_M_PL_109"	0.539256812183238	0.452018483674726	2.30304277754224	0.498754670395996	0.71407502536114	0.076919111717758	0.152775224388064	0.621178400618835	0.40400559338177	0.610662758606549	0.489329975865321	1.2590923124735	0.170931359372796	0.38042509521473	0.371312113312601	0.259092312473502	0.387625817038507	0.112219800839099	0.128533504565005	0.0687488509746289
"Xylocopa_caffra"	0.433639648283269	1.41762185587511	0.759694930545758	0.366442526518911	0.534521808107116	0.99753649228127	0.227384843651723	0.361698094476169	0.601306586545666	0.598213443581315	0.500644522717579	0.0854656796863978	2.21674776062504	0.183034600550133	0.167915248153153	0.0854656796863978	0.181679605145679	0.0824495684667551	0.0962139254592809	0.102323179643275
"Hemipyrellia_germana"	1.07010953750658	0.484024832565908	1.69077820095436	0.521259426631717	0.675510996175977	0.08236557024756	0.212793541181064	0.669862543850157	0.562720697789924	0.66148476018535	0.420710114246371	0.190212547607365	0.183034600550133	1.43098719354635	0.307495918599501	0.190212547607365	0.311804526919041	0.117283370992136	0.121591979311676	0.0957570935314787
"Pachycerina_seychellensis"	0.541510497525338	0.444042545116115	1.65027605916711	1.17722693891422	0.626470812357515	0.0755618616689188	0.221753390513936	0.685136726079554	0.586414521581298	0.52017023747498	0.398330375531779	0.1856560566563	0.167915248153153	0.307495918599501	1.450532117912	0.1856560566563	0.298420802880653	0.2648760612557	0.112764746224353	0.0997890257312714
"Dichaetomyia_fasciculifera"	0.539256812183238	0.452018483674726	2.30304277754224	0.498754670395996	0.71407502536114	0.076919111717758	0.152775224388064	0.621178400618835	0.40400559338177	0.610662758606549	0.489329975865321	0.259092312473502	0.170931359372796	0.380425095214731	0.371312113312601	1.2590923124735	0.387625817038507	0.112219800839099	0.128533504565005	0.0687488509746289
"Hemipyrellia_sp1_M_PL_109"	0.524407192887945	0.48044162249635	1.72278140906003	0.464923974939554	1.31183386075837	0.0817558223155554	0.150698222805357	0.652542516216947	0.398513078085277	0.656033986917226	0.538042368517439	0.193812908519254	0.181679605145679	0.311804526919041	0.298420802880653	0.193812908519254	1.42994300345576	0.1046078943614	0.236130094936506	0.0678142002624105
"Lygistorrhina_sp1_M_PL_109"	0.543764182867438	0.436066606557505	0.997509340791991	1.85569920743245	0.53886659935389	0.0742046116200796	0.290731556639808	0.749095051540274	0.768823449780827	0.429677716343411	0.307330775198238	0.112219800839099	0.16489913693351	0.234566741984273	0.5297521225114	0.112219800839099	0.209215788722799	1.4175323216723	0.0969959878837003	0.130829200487914
"Plagiostenopterina_cyanosoma"	0.509557573592651	0.508864761317974	1.14252004057783	0.431093279483112	1.9095926961556	0.0865925329133528	0.148621221222649	0.68390663181506	0.393020562788783	0.701405215227903	0.586754761169557	0.128533504565005	0.192427850918562	0.243183958623352	0.225529492448706	0.128533504565005	0.472260189873013	0.0969959878837003	1.34372668530801	0.0668795495501921
"Simosyrphus_aegyptius"	0.545623715948127	0.5411759278911	0.611100897552257	0.581463113279617	0.371553053056623	0.0920908616789477	1.99383453585649	0.389222937101063	1.27258466148716	0.380158320388647	0.257392984300319	0.0687488509746289	0.20464635928655	0.191514187062957	0.199578051462543	0.0687488509746289	0.135628400524821	0.130829200487914	0.0668795495501921	1.89722554113542
