"Potentilla_vahliana"	"Dryas_integrifolia"	"Astragalus_alpinus"	"Taraxacum_sp1_M_PL_024"	"Caltha_palustris"	"Cerastium_alpinum"	"Arnica_alpina"	"Papaver_radicatum"	"Geum_rossii"	"Oxytropis_arctica"	"Petasites_frigidus"	"Spilogona_sanctipauli"	"Bombus_polaris"	"Spilogona_almquistii"	"Colias_hecla"	"Eupogonomyia_probilofensis"	"Boloria_improba"	"Pogonomyiodes_segnis"	"Spilogona_latilamina"	"Boreellus_atriceps"	"Spilogona_dorsata"	"Spilogona_projecta"	"Spilogona_aesturium"	"Spilogona_melanosoma"	"Anarta_richardsoni"	"Colias_nastes"	"Protocalliphora_sp1_M_PL_024"	"Rhamphomyia_sp1_M_PL_024"	"Spilogona_hurdiana"
"Potentilla_vahliana"	2.41757132555856	0.681744696988748	0	0.568587799640687	0.661391198870331	0.201758142364441	0.365631518975081	0.251838532691818	0.114634679647172	0	0	0.765895676592675	0	0.891603063922449	0	0.453708292796693	0.102261704548312	0.457346176815487	0.241757132555856	0.34410293649118	0.360807548352516	0.193052868612311	0.102345803935324	0.360807548352516	0	0	0.241757132555856	0.102345803935324	0.11905041579666
"Dryas_integrifolia"	1.02261704548312	2.06308427470559	0	0.504058107019003	0.511734231838828	0.338502148879995	0.414740780610782	0.285221774759125	0.123199531440398	0	0	0.871315167927793	0	0.958218577869759	0	0.536146579937385	0.309462641205838	0.540074144395757	0.102261704548312	0.192992163811733	0.194373866279301	0.461788608201836	0.0907304592634206	0.194373866279301	0	0	0.102261704548312	0.0907304592634206	0.092112161730989
"Astragalus_alpinus"	0	0	4.28983417447729	0	0	0	0	0	0	0	0.973323720259553	0	2.16294160057679	0	1.28695025234319	0	0	0	0	0	0	0	0	0	0	1.28695025234319	0	0	0
"Taraxacum_sp1_M_PL_024"	1.02345803935324	0.604869728422804	0	2.19786515302377	0.523351150621358	0.217900322250887	0.351205531030626	0.215780616082459	0.128727353951704	0	0	0.886312002176955	0	1.00121275295769	0	0.298437922507932	0.0907304592634206	0.290177540435851	0.102345803935324	0.497961531479602	0.196549011047168	0.18878560427632	0.395615727544279	0.196549011047168	0	0	0.102345803935324	0.395615727544278	0.0942032071118445
"Caltha_palustris"	1.1905041579666	0.614081078206593	0	0.523351150621358	2.01918139308906	0.215966126140233	0.352934088757699	0.220101165261983	0.12703873469332	0	0	0.871883418785939	0	0.988079047614714	0	0.317042804154958	0.092112161730989	0.310208101895541	0.11905041579666	0.213253622908504	0.482503066552691	0.189296918494094	0.0942032071118445	0.482503066552691	0	0	0.11905041579666	0.0942032071118445	0.363452650756031
"Cerastium_alpinum"	0.907911640639985	1.01550644663999	0	0.544750805627218	0.539915315350582	1.5779654997511	0.391434994326807	0.192283287785073	0.0933899046160893	0	0	1.26587200602204	0	0.726365924791805	0	0.360547629358038	0.152325966995998	0.329644610563279	0.0907911640639985	0.188846309076898	0.187975920827103	0.862410441883994	0.0980551450128992	0.187975920827103	0	0	0.0907911640639985	0.0980551450128992	0.0971847567631049
"Arnica_alpina"	1.09689455692524	0.829481561221564	0	0.585342551717711	0.588223481262831	0.260956662884538	1.50456271447597	0.250900736306551	0.146795629942439	0	0	1.01415288845309	0	1.14174378844119	0	0.685480504218549	0.124422234183235	0.347017021213707	0.109689455692524	0.215051115001712	0.215569682319834	0.241852732481277	0.105361659309188	0.215569682319834	0	0	0.109689455692524	0.105361659309188	0.10588022662731
"Papaver_radicatum"	1.13327339711318	0.855665324277374	0	0.539451540206147	0.550252913154957	0.192283287785073	0.376351104459826	1.44149247680759	0.174387850932691	0	0	0.637256750799154	0	1.35634995169871	0	0.354582469690872	0.128349798641606	0.890348752916342	0.113327339711318	0.210428616948425	0.21237286407921	0.214877278144889	0.0971012772371065	0.21237286407921	0	0	0.113327339711318	0.0971012772371065	0.0990455243678922
"Geum_rossii"	1.03171211682455	0.739197188642385	0	0.643636769758518	0.635193673466602	0.186779809232179	0.440386889827316	0.348775701865382	1.23747574511991	0	0	0.660407250862009	0	1.84703357315487	0	0.346166856927007	0.110879578296358	0.370999855818235	0.103171211682455	0.219025830238988	0.217506072906443	0.194930492450838	0.115854618556533	0.217506072906443	0	0	0.103171211682455	0.115854618556533	0.114334861223988
"Oxytropis_arctica"	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0
"Petasites_frigidus"	0	0	2.91997116077866	0	0	0	0	0	0	0	2.34318673395818	0	2.98485940879596	0	0.875991348233598	0	0	0	0	0	0	0	0	0	0	0.875991348233598	0	0	0
"Spilogona_sanctipauli"	1.14884351488901	0.871315167927793	0	0.738593335147462	0.726569515654949	0.42195733534068	0.507076444226544	0.212418916933051	0.110067875143668	0	0	1.85131467399377	0	0.856083473339642	0	0.397704559946033	0.130697275189169	0.341170139297943	0.114884351488901	0.247831151815444	0.245666864306792	0.320578076092475	0.132946800326543	0.245666864306792	0	0	0.114884351488901	0.132946800326543	0.130782512817891
"Bombus_polaris"	0	0	3.24441240086518	0	0	0	0	0	0	0	1.49242970439798	0	3.31651045421774	0	0.973323720259553	0	0	0	0	0	0	0	0	0	0	0.973323720259553	0	0	0
"Spilogona_almquistii"	1.14634679647172	0.82133020960265	0	0.715151966398353	0.705770748296224	0.207533121369087	0.489318766474795	0.387528557628203	0.263861939022125	0	0	0.733785834291122	0	2.05225952572764	0	0.384629841030008	0.123199531440398	0.412222062020261	0.114634679647172	0.243362033598876	0.241673414340492	0.216589436056487	0.128727353951704	0.241673414340492	0	0	0.114634679647172	0.128727353951704	0.12703873469332
"Colias_hecla"	0	0	3.86085075702956	0	0	0	0	0	0	0	0.875991348233598	0	1.94664744051911	0	2.15825522710887	0	0	0	0	0	0	0	0	0	0	1.15825522710887	0	0	0
