"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"	"C17"	"C18"	"C19"	"C20"	"C21"	"C22"	"C23"	"C24"	"C25"	"C26"
"R1"	1.05907226003244	0.0823791405067421	0.0823791405067421	0.0971191040601566	0.105140922367724	0.116023161088168	0.148154915696241	0.138064839865058	0.148906918665426	0.148263254847963	0.126755194603492	0.159243380242935	0.159699594541814	0.169875414524485	0.170125618963379	0.188101065620021	0.197900969532396	0.220269441894282	0.269750540001042	0.279760980490809	0.289499719463227	0.299163504430859	0.29869607968091	0.308812733110527	0.0214427303992618	0.0322126165587727	0.054016024840458	0.0541041054023227	0.0650512742041369	0.0767125975985401	0.0769253323760807	0.0885866557704839	0.0771434855654241	0.0779822943736888	0.0899258082632582	0.100678867131771	0.101758199826704	0.115844715795169	0.179877931273141	0.0900465400112019	0.195202229243936	0.181370645340746	0.192748067562102	0.208940452769557	0.249335164833533	0.282130430840443	0.282130430840443	0.300665737454459	0.764761512518467	0.777248254469059
"R2"	0.041189570253371	1.08261456536284	0.073324509163739	0.106849887685519	0.105488959864626	0.116417673967032	0.148822779812643	0.138618565281137	0.149576128693968	0.148931694919747	0.127207564915503	0.159959314854539	0.160415478144688	0.170635348147561	0.170888028956946	0.18880695951446	0.198719221851318	0.221251889355803	0.270950135114736	0.281003492075821	0.290785505051531	0.300492225966446	0.300024062504701	0.310184333278163	0.0215380162482595	0.0323557363830516	0.0542559816428422	0.0543445165317232	0.0653403053520814	0.077053640670918	0.0772634586631605	0.0889767939819971	0.0774778956065824	0.0783167252084222	0.0903135179863288	0.101114384236498	0.102198700028729	0.116361675691747	0.180655824178681	0.0904476908540559	0.196046576618533	0.182145235040104	0.194801127339204	0.211050681609233	0.251591904754417	0.282400770369253	0.509491033014052	0.525989047575892	0.530786511487485	0.544524354189909
"R3"	0.041189570253371	0.073324509163739	1.08261456536284	0.106849887685519	0.105488959864626	0.116417673967032	0.148822779812643	0.138618565281137	0.149576128693968	0.148931694919747	0.127207564915503	0.159959314854539	0.160415478144688	0.170635348147561	0.170888028956946	0.18880695951446	0.198719221851318	0.221251889355803	0.270950135114736	0.281003492075821	0.290785505051531	0.300492225966446	0.300024062504701	0.310184333278163	0.0215380162482595	0.0323557363830516	0.0542559816428422	0.0543445165317232	0.0653403053520814	0.077053640670918	0.0772634586631605	0.0889767939819971	0.0774778956065824	0.0783167252084222	0.0903135179863288	0.101114384236498	0.102198700028729	0.116361675691747	0.180655824178681	0.0904476908540559	0.196046576618533	0.182145235040104	0.194801127339204	0.211050681609233	0.251591904754417	0.509491033014052	0.282400770369253	0.525989047575892	0.530786511487485	0.544524354189909
"R4"	0.027748315445759	0.0610570786774397	0.0610570786774397	1.12037538157201	0.0950151789855675	0.105996536578055	0.153359721203176	0.135380855723604	0.15391382425294	0.153481477276867	0.118145826258129	0.164627580797487	0.164868530557048	0.175201957186008	0.175608938389974	0.179120966993107	0.196747643876865	0.226855377562015	0.277426528056612	0.287546180572435	0.297558236781618	0.307492686849403	0.307159012039166	0.317412980424121	0.0220450968327065	0.033114833559285	0.0555250745044736	0.055622534495457	0.0668743415613349	0.0788843321381475	0.0786792001939469	0.0906891907707594	0.0783892608680347	0.0788448524437852	0.0911463856440492	0.102204110077459	0.103334266289597	0.11933786481029	0.182578438401805	0.0926867070464333	0.198152951477685	0.18302262654146	0.329474996077088	0.344499628470876	0.382408403935448	0.409437652091911	0.409437652091911	0.423175494794335	0.291613973399954	0.435662236744926
"R5"	0.0350469741225746	0.0703259732430842	0.0703259732430842	0.110851042149829	1.10620201718425	0.117197763993791	0.149763241649785	0.139473045043472	0.150521790991074	0.14986968089002	0.121175477586196	0.160921271649837	0.161380992724726	0.171662817043517	0.171917018459377	0.189936972374431	0.199977618397074	0.222586255133548	0.272585088226153	0.282699500167731	0.292540547740084	0.302305850085518	0.301834533805404	0.312056448832284	0.0216679972150351	0.0325510078181138	0.0545834327127565	0.0546724865130732	0.0657346408674627	0.0775186190804152	0.0777332979712871	0.0895172761842396	0.077944874805819	0.0787923237549371	0.0908614669056014	0.101727510122596	0.102818243187907	0.11706695260723	0.180986695560871	0.0909973108288959	0.19647272461897	0.183262446825666	0.196422150179581	0.21200303880855	0.40357827514198	0.433033860350122	0.433033860350122	0.448857204329815	0.450376065837139	0.464628342684974
"R6"	0.0331494745966196	0.0665243851240186	0.0665243851240186	0.105996536578055	0.100455226280392	1.11931185977931	0.144024767736482	0.141568931428987	0.152597942031164	0.144081368993438	0.116414414004659	0.155159713781661	0.16347197139229	0.173884444088955	0.174016347280577	0.192734445963551	0.202851411789852	0.225232239480859	0.275845568246314	0.286089251212029	0.296048190527193	0.305930503147225	0.305446618222906	0.315797897926288	0.021927543953473	0.0329410420667732	0.0552376459981006	0.0553274406398012	0.0665222374263588	0.0784462971635808	0.07869332213375	0.0906173818709719	0.0789123089525871	0.0797988022317199	0.0920113751411756	0.1030074533972	0.10412472696665	0.117159732092079	0.181233822685445	0.0914085262598642	0.196948351790631	0.314277224981938	0.196071299594245	0.211153729605276	0.381598073034199	0.409662681262627	0.409662681262627	0.424630667915531	0.425919805352546	0.43954793148401
"R7"	0.0296309831392483	0.059529111925057	0.059529111925057	0.107351804842223	0.0898579449898708	0.100817337415537	1.15934297763192	0.133175506670675	0.149432686529368	0.143959494206933	0.117835614687343	0.160214569470017	0.160367635216321	0.170827018770652	0.171173961895683	0.179951208761826	0.190350582622543	0.233749015046651	0.285472060398317	0.295752080733131	0.30605160417542	0.31627087529101	0.31603851460736	0.32647619378468	0.0226784855414885	0.0340642370519649	0.0571140797154918	0.0572195746793834	0.068792482186332	0.0811674300417429	0.0802135171436845	0.0925884649990955	0.0803607741781637	0.080103406664676	0.0927793704650622	0.104156756990927	0.104593835543315	0.120070296437363	0.182249144782553	0.185508298028616	0.28897911578816	0.182656540427777	0.289016530821197	0.304169553183238	0.34034329432486	0.366993851160324	0.366993851160324	0.380387901343462	0.379919468847837	0.393721843756123
"R8"	0.0306810755255684	0.061608251236061	0.061608251236061	0.105296221118358	0.0929820300289816	0.110109168889212	0.147972785189639	1.14358185778113	0.154688148013995	0.142300493400313	0.121562130382677	0.159157589188942	0.165639352258335	0.176057774311356	0.176284728049173	0.189415970120156	0.193816553173961	0.227751197187434	0.27863666323181	0.288851259358265	0.298908089391774	0.30888712499927	0.308509473678839	0.318851706985527	0.0221435155250141	0.0332634520249878	0.0557753807433724	0.0558712779639352	0.0671741533301282	0.0792315696518159	0.0788031465205659	0.0908605628422536	0.079350894266424	0.0795811148701057	0.0919309627261111	0.103037303778549	0.104184220530213	0.118281953231537	0.182520070738991	0.0925491203188835	0.299681702908966	0.285452314337179	0.197445159695332	0.313850091951058	0.352084284056987	0.379621880253152	0.379621880253152	0.393483736781265	0.393752135195411	0.407290220767771
"R9"	0.0297813837330852	0.059830451477587	0.059830451477587	0.107739676977058	0.0903130745946443	0.106818559421815	0.149432686529367	0.139219333212596	1.15547210713869	0.144365817229504	0.118293696994423	0.160650503205895	0.166445403493653	0.176887827138298	0.177155988033065	0.185666509046692	0.195886421903131	0.228819626091482	0.27987818936836	0.290108825994469	0.300209827575192	0.310232600961806	0.309877940232294	0.320240992906145	0.0222408709874215	0.0334092446220465	0.056019197651552	0.0561166754484582	0.0674687599438939	0.0795827401487371	0.0792219452580818	0.091335925462925	0.0794044640968956	0.0797080871187414	0.092116023767564	0.103271629615927	0.104424236446456	0.119006494882355	0.182888272582633	0.0930316819363802	0.289505528469175	0.27509141378617	0.288938203130649	0.304414992049594	0.342076616576912	0.368846509071242	0.368846509071242	0.382308360653699	0.381857739150822	0.395709983333587
"R10"	0.0296526509695927	0.0595726779678988	0.0595726779678988	0.107437034093807	0.0899218085340119	0.100856958295407	0.143959494206933	0.128070444060282	0.144365817229504	1.15789953249456	0.118300557862807	0.1690158972814	0.160855830166813	0.171310046352689	0.179951047042795	0.180317264888571	0.195910843147275	0.232064788320458	0.283580605942346	0.293859873573719	0.304092615994432	0.314245837329117	0.313958704248112	0.324384886766414	0.0225312209717694	0.0338440711156176	0.0567464088335109	0.0568485690039593	0.0683474336220614	0.0806332165331445	0.0801020842108979	0.092387867121981	0.0799392577934696	0.0800928835937555	0.0926771779404571	0.103979691293389	0.104542161858758	0.212169076399797	0.274833548955162	0.0935895710117684	0.197624262877123	0.182252496023246	0.289695523008386	0.304056729585143	0.340549986075333	0.367262651377676	0.367262651377676	0.380666503920454	0.380196863901852	0.39401019685677
