"Nephrosperma_vanhoutteanum"	"Paragenipa_wrightii"	"Memecylon_eleagni"	"Mimusops_sechellarum"	"Soulamea_terminaloides"	"Apis_mellifera"	"Unidentified_sp2_M_PL_084"	"Rhiparida_seychellensis"	"Lasioglossum_mahense"	"Lygistorrhina_sp1_M_PL_084"	"Unidentified_sp1_M_PL_084"	"Scaptodrosophila_sp1_M_PL_084"	"Xylocopa_caffra"	"Geron_seychellarum"	"Phelsuma_sp1_M_PL_084"	"Polistes_olivaceus"	"Unidentified_sp3_M_PL_084"
"Nephrosperma_vanhoutteanum"	3.71007354566869	0.555431027075434	0.330481461109883	0.418289567951623	0.248882292931215	0.691071912479148	0.417383273887727	0.417383273887727	0.124971981091973	0.417383273887727	0.829607643104051	0.18823030557823	0.27368863859142	0.417383273887727	0.417383273887727	0.124971981091973	0.417383273887727
"Paragenipa_wrightii"	1.11086205415087	3.10503618221277	0.8474965284166	0.125243341665581	0.074519788291021	1.20497855987732	0.124971981091973	0.124971981091973	0.698633140997874	0.124971981091973	0.248399294303403	0.0563595037495117	1.08000657878534	0.124971981091973	0.124971981091973	0.698633140997874	0.124971981091973
"Memecylon_eleagni"	1.32192584443953	1.6949930568332	2.00852086881575	0.149039576582042	0.0886785480663149	1.43392448625401	0.148716657499448	0.148716657499448	0.38137343778747	0.148716657499448	0.29559516022105	0.0670678094619189	1.28520782875456	0.148716657499448	0.148716657499448	0.38137343778747	0.148716657499448
"Mimusops_sechellarum"	1.67315827180649	0.250486683331163	0.149039576582042	2.62725602697	0.563217336047149	0.311657618789661	0.18823030557823	0.18823030557823	0.0563595037495117	0.18823030557823	1.87739112015716	1.1822652121365	0.123427313211431	0.18823030557823	0.18823030557823	0.0563595037495117	0.18823030557823
"Soulamea_terminaloides"	1.99105834344972	0.298079153164084	0.17735709613263	1.1264346720943	1.67022862989611	0.370872566359696	0.223994063638094	0.223994063638094	0.0670678094619189	0.223994063638094	2.23409543298702	0.506895602442434	0.146878502721602	0.223994063638094	0.223994063638094	0.0670678094619189	0.223994063638094
"Apis_mellifera"	1.84285843327773	1.60663807983642	0.955949657502671	0.207771745859774	0.123624188786565	1.99899248758314	0.207321573743744	0.207321573743744	0.361493567963195	0.207321573743744	0.412080629288551	0.0934972856368982	0.791670913839397	0.207321573743744	0.207321573743744	0.361493567963195	0.207321573743744
"Unidentified_sp2_M_PL_084"	3.33906619110182	0.499887924367891	0.297433314998895	0.37646061115646	0.223994063638094	0.621964721231233	1.37564494649896	0.375644946498955	0.112474782982775	0.375644946498955	0.746646878793646	0.169407275020407	0.246319774732278	0.375644946498955	0.375644946498955	0.112474782982775	0.375644946498955
"Rhiparida_seychellensis"	3.33906619110182	0.499887924367891	0.297433314998895	0.37646061115646	0.223994063638094	0.621964721231233	0.375644946498955	1.37564494649895	0.112474782982775	0.375644946498955	0.746646878793646	0.169407275020407	0.246319774732278	0.375644946498955	0.375644946498955	0.112474782982775	0.375644946498955
"Lasioglossum_mahense"	0.999775848735782	2.7945325639915	0.76274687557494	0.112719007499023	0.0670678094619189	1.08448070388958	0.112474782982775	0.112474782982775	1.62876982689809	0.112474782982775	0.223559364873063	0.0507235533745605	0.972005920906809	0.112474782982775	0.112474782982775	0.628769826898087	0.112474782982775
"Lygistorrhina_sp1_M_PL_084"	3.33906619110182	0.499887924367891	0.297433314998895	0.37646061115646	0.223994063638094	0.621964721231233	0.375644946498955	0.375644946498955	0.112474782982775	1.37564494649895	0.746646878793646	0.169407275020407	0.246319774732278	0.375644946498955	0.375644946498955	0.112474782982775	0.375644946498955
"Unidentified_sp1_M_PL_084"	2.21228704827747	0.331199059071204	0.197063440147367	1.25159408010478	0.744698477662341	0.412080629288551	0.248882292931215	0.248882292931215	0.074519788291021	0.248882292931215	2.48232825887447	0.563217336047149	0.163198336357336	0.248882292931215	0.248882292931215	0.074519788291021	0.248882292931215
"Scaptodrosophila_sp1_M_PL_084"	1.50584244462584	0.225438014998047	0.134135618923838	2.364530424273	0.506895602442434	0.280491856910695	0.169407275020407	0.169407275020407	0.0507235533745605	0.169407275020407	1.68965200814145	2.06403869092285	0.111084581890287	0.169407275020407	0.169407275020407	0.0507235533745605	0.169407275020407
"Xylocopa_caffra"	1.09475455436568	2.16001315757069	1.28520782875456	0.123427313211431	0.0734392513608012	1.1875063707591	0.123159887366139	0.123159887366139	0.486002960453405	0.123159887366139	0.244797504536004	0.0555422909451438	2.06434648339296	0.123159887366139	0.123159887366139	0.486002960453405	0.123159887366139
"Geron_seychellarum"	3.33906619110182	0.499887924367891	0.297433314998895	0.37646061115646	0.223994063638094	0.621964721231233	0.375644946498955	0.375644946498955	0.112474782982775	0.375644946498955	0.746646878793646	0.169407275020407	0.246319774732278	1.37564494649895	0.375644946498955	0.112474782982775	0.375644946498955
"Phelsuma_sp1_M_PL_084"	3.33906619110182	0.499887924367891	0.297433314998895	0.37646061115646	0.223994063638094	0.621964721231233	0.375644946498955	0.375644946498955	0.112474782982775	0.375644946498955	0.746646878793646	0.169407275020407	0.246319774732278	0.375644946498955	1.37564494649895	0.112474782982775	0.375644946498955
"Polistes_olivaceus"	0.999775848735782	2.7945325639915	0.76274687557494	0.112719007499023	0.0670678094619189	1.08448070388958	0.112474782982775	0.112474782982775	0.628769826898086	0.112474782982775	0.223559364873063	0.0507235533745605	0.972005920906809	0.112474782982775	0.112474782982775	1.62876982689809	0.112474782982775
"Unidentified_sp3_M_PL_084"	3.33906619110182	0.499887924367891	0.297433314998895	0.37646061115646	0.223994063638094	0.621964721231233	0.375644946498955	0.375644946498955	0.112474782982775	0.375644946498955	0.746646878793646	0.169407275020407	0.246319774732278	0.375644946498955	0.375644946498955	0.112474782982775	1.37564494649895
