"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"
"R1"	1.41998649054892	0.0843366282929083	0.116287839726644	0.419986490548922	0.335649862256013	0.116287839726644	0.0319512114337361	0.0843366282929083	0.0843366282929083	0.0843366282929083	0.335649862256013	0.335649862256013	0.0319512114337361	0.147784124003497	0.147784124003497	0.335649862256013	0.401392004546255	0.485728632839163	0.179735335437233	0.0843366282929083	0.248509422262392	0.497259055194094	0.187727393647254	0.497259055194094	0.497259055194094	0.497259055194094	0.497259055194094	0.497259055194094	0.609097871004338	0.609097871004338	0.0988552161802754
"R2"	0.337346513171633	1.17623595967021	0.218821139099445	0.337346513171633	0.16111055350142	0.218821139099445	0.0425851794292325	0.176235959670213	0.176235959670213	0.176235959670213	0.16111055350142	0.16111055350142	0.0425851794292325	0.274965108770556	0.274965108770556	0.16111055350142	0.248156876784182	0.424392836454395	0.317550288199788	0.176235959670213	0.331218062227364	0.238682301483586	0.247006354741828	0.238682301483586	0.238682301483586	0.238682301483586	0.238682301483586	0.238682301483586	1.27281526428487	1.27281526428487	0.180893350822712
"R3"	0.310100905937719	0.14588075939963	1.24319274885744	0.310100905937719	0.164220146538088	0.243192748857442	0.0973119894578118	0.14588075939963	0.14588075939963	0.14588075939963	0.164220146538088	0.164220146538088	0.0973119894578118	0.240518480288156	0.240518480288156	0.164220146538088	0.305457016679242	0.451337776078873	0.337830469745968	0.14588075939963	0.756871029116314	0.243289105982353	0.244027114907458	0.243289105982353	0.243289105982353	0.243289105982353	0.243289105982353	0.243289105982353	1.05358326233066	1.05358326233066	0.169042800683945
"R4"	0.419986490548922	0.0843366282929083	0.116287839726644	1.41998649054892	0.335649862256013	0.116287839726644	0.0319512114337361	0.0843366282929083	0.0843366282929083	0.0843366282929083	0.335649862256013	0.335649862256013	0.0319512114337361	0.147784124003497	0.147784124003497	0.335649862256013	0.401392004546255	0.485728632839163	0.179735335437233	0.0843366282929083	0.248509422262392	0.497259055194094	0.187727393647254	0.497259055194094	0.497259055194094	0.497259055194094	0.497259055194094	0.497259055194094	0.609097871004338	0.609097871004338	0.0988552161802754
"R5"	0.447533149674684	0.0537035178338068	0.0821100732690441	0.447533149674684	1.39382963184088	0.0821100732690441	0.0284065554352373	0.0537035178338068	0.0537035178338068	0.0537035178338068	0.393829631840878	0.393829631840878	0.0284065554352373	0.105390462414477	0.105390462414477	0.393829631840878	0.452470380466946	0.506173898300753	0.133797017849714	0.0537035178338068	0.220939875607401	0.58345130643093	0.167967739949062	0.58345130643093	0.58345130643093	0.58345130643093	0.58345130643093	0.58345130643093	0.387858739910827	0.387858739910827	0.0715091712994633
"R6"	0.310100905937719	0.14588075939963	0.243192748857442	0.310100905937719	0.164220146538088	1.24319274885744	0.0973119894578118	0.14588075939963	0.14588075939963	0.14588075939963	0.164220146538088	0.164220146538088	0.0973119894578118	0.240518480288156	0.240518480288156	0.164220146538088	0.305457016679242	0.451337776078873	0.337830469745968	0.14588075939963	0.756871029116314	0.243289105982353	0.244027114907458	0.243289105982353	0.243289105982353	0.243289105982353	0.243289105982353	0.243289105982353	1.05358326233066	1.05358326233066	0.169042800683945
"R7"	0.255609691469889	0.0851703588584649	0.291935968373435	0.255609691469889	0.170439332611424	0.291935968373435	1.20676560951497	0.0851703588584649	0.0851703588584649	0.0851703588584649	0.170439332611424	0.170439332611424	0.20676560951497	0.171625223323357	0.171625223323357	0.170439332611424	0.420057296469364	0.505227655327829	0.378390832838327	0.0851703588584649	1.60817696289421	0.252502714979887	0.238068635238718	0.252502714979887	0.252502714979887	0.252502714979887	0.252502714979887	0.252502714979887	0.615119258422247	0.615119258422247	0.14534170040641
"R8"	0.337346513171633	0.176235959670213	0.218821139099445	0.337346513171633	0.16111055350142	0.218821139099445	0.0425851794292325	1.17623595967021	0.176235959670213	0.176235959670213	0.16111055350142	0.16111055350142	0.0425851794292325	0.274965108770556	0.274965108770556	0.16111055350142	0.248156876784182	0.424392836454395	0.317550288199788	0.176235959670213	0.331218062227364	0.238682301483586	0.247006354741828	0.238682301483586	0.238682301483586	0.238682301483586	0.238682301483586	0.238682301483586	1.27281526428487	1.27281526428487	0.180893350822712
"R9"	0.337346513171633	0.176235959670213	0.218821139099445	0.337346513171633	0.16111055350142	0.218821139099445	0.0425851794292325	0.176235959670213	1.17623595967021	0.176235959670213	0.16111055350142	0.16111055350142	0.0425851794292325	0.274965108770556	0.274965108770556	0.16111055350142	0.248156876784182	0.424392836454395	0.317550288199788	0.176235959670213	0.331218062227364	0.238682301483586	0.247006354741828	0.238682301483586	0.238682301483586	0.238682301483586	0.238682301483586	0.238682301483586	1.27281526428487	1.27281526428487	0.180893350822712
"R10"	0.337346513171633	0.176235959670213	0.218821139099445	0.337346513171633	0.16111055350142	0.218821139099445	0.0425851794292325	0.176235959670213	0.176235959670213	1.17623595967021	0.16111055350142	0.16111055350142	0.0425851794292325	0.274965108770556	0.274965108770556	0.16111055350142	0.248156876784182	0.424392836454395	0.317550288199788	0.176235959670213	0.331218062227364	0.238682301483586	0.247006354741828	0.238682301483586	0.238682301483586	0.238682301483586	0.238682301483586	0.238682301483586	1.27281526428487	1.27281526428487	0.180893350822712
