"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"
"R11"	0.447533149674684	0.0537035178338068	0.0821100732690441	0.447533149674684	0.393829631840878	0.0821100732690441	0.0284065554352373	0.0537035178338068	0.0537035178338068	0.0537035178338068	1.39382963184088	0.393829631840878	0.0284065554352373	0.105390462414477	0.105390462414477	0.393829631840878	0.452470380466946	0.506173898300753	0.133797017849714	0.0537035178338068	0.220939875607401	0.58345130643093	0.167967739949062	0.58345130643093	0.58345130643093	0.58345130643093	0.58345130643093	0.58345130643093	0.387858739910827	0.387858739910827	0.0715091712994633
"R12"	0.447533149674684	0.0537035178338068	0.0821100732690441	0.447533149674684	0.393829631840878	0.0821100732690441	0.0284065554352373	0.0537035178338068	0.0537035178338068	0.0537035178338068	0.393829631840878	1.39382963184088	0.0284065554352373	0.105390462414477	0.105390462414477	0.393829631840878	0.452470380466946	0.506173898300753	0.133797017849714	0.0537035178338068	0.220939875607401	0.58345130643093	0.167967739949062	0.58345130643093	0.58345130643093	0.58345130643093	0.58345130643093	0.58345130643093	0.387858739910827	0.387858739910827	0.0715091712994633
"R13"	0.255609691469889	0.0851703588584649	0.291935968373435	0.255609691469889	0.170439332611424	0.291935968373435	0.20676560951497	0.0851703588584649	0.0851703588584649	0.0851703588584649	0.170439332611424	0.170439332611424	1.20676560951497	0.171625223323357	0.171625223323357	0.170439332611424	0.420057296469364	0.505227655327829	0.378390832838327	0.0851703588584649	1.60817696289421	0.252502714979887	0.238068635238718	0.252502714979887	0.252502714979887	0.252502714979887	0.252502714979887	0.252502714979887	0.615119258422247	0.615119258422247	0.14534170040641
"R14"	0.295568248006993	0.137482554385278	0.180388860216117	0.295568248006993	0.158085693621716	0.180388860216117	0.0429063058308392	0.137482554385278	0.137482554385278	0.137482554385278	0.158085693621716	0.158085693621716	0.0429063058308392	1.37600641516546	0.37600641516546	0.158085693621716	0.298633707251599	0.436116261636877	0.418912720996299	0.137482554385278	0.333715712017639	0.234201027587727	0.542453932216915	0.234201027587727	0.234201027587727	0.234201027587727	0.234201027587727	0.234201027587727	0.992929559449229	0.992929559449229	0.469607176603791
"R15"	0.295568248006993	0.137482554385278	0.180388860216117	0.295568248006993	0.158085693621716	0.180388860216117	0.0429063058308392	0.137482554385278	0.137482554385278	0.137482554385278	0.158085693621716	0.158085693621716	0.0429063058308392	0.37600641516546	1.37600641516546	0.158085693621716	0.298633707251599	0.436116261636877	0.418912720996299	0.137482554385278	0.333715712017639	0.234201027587727	0.542453932216915	0.234201027587727	0.234201027587727	0.234201027587727	0.234201027587727	0.234201027587727	0.992929559449229	0.992929559449229	0.469607176603791
"R16"	0.447533149674684	0.0537035178338068	0.0821100732690441	0.447533149674684	0.393829631840878	0.0821100732690441	0.0284065554352373	0.0537035178338068	0.0537035178338068	0.0537035178338068	0.393829631840878	0.393829631840878	0.0284065554352373	0.105390462414477	0.105390462414477	1.39382963184088	0.452470380466946	0.506173898300753	0.133797017849714	0.0537035178338068	0.220939875607401	0.58345130643093	0.167967739949062	0.58345130643093	0.58345130643093	0.58345130643093	0.58345130643093	0.58345130643093	0.387858739910827	0.387858739910827	0.0715091712994633
"R17"	0.401392004546255	0.0620392191960455	0.114546381254716	0.401392004546255	0.33935278535021	0.114546381254716	0.0525071620586704	0.0620392191960455	0.0620392191960455	0.0620392191960455	0.33935278535021	0.33935278535021	0.0525071620586704	0.1493168536258	0.1493168536258	0.33935278535021	1.44808130975219	0.510120528948235	0.20182401568447	0.0620392191960455	0.408389038234103	0.502744867185496	0.312340901907277	0.502744867185496	0.502744867185496	0.502744867185496	0.502744867185496	0.502744867185496	0.448061027526995	0.448061027526995	0.103520906954815
"R18"	0.388582906271331	0.084878567290879	0.135401332823662	0.388582906271331	0.303704338980452	0.135401332823662	0.0505227655327829	0.084878567290879	0.084878567290879	0.084878567290879	0.303704338980452	0.303704338980452	0.0505227655327829	0.174446504654751	0.174446504654751	0.303704338980452	0.408096423158588	1.49297499044947	0.224969270187534	0.084878567290879	0.392954843032756	0.449932354045114	0.299273992474187	0.449932354045114	0.449932354045114	0.449932354045114	0.449932354045114	0.449932354045114	0.61301187487857	0.61301187487857	0.118995395728394
"R19"	0.287576536699573	0.127020115279915	0.202698281847581	0.287576536699573	0.160556421419657	0.202698281847581	0.0756781665676655	0.127020115279915	0.127020115279915	0.127020115279915	0.160556421419657	0.160556421419657	0.0756781665676655	0.335130176797039	0.335130176797039	0.160556421419657	0.322918425095152	0.449938540375067	1.4108083433647	0.127020115279915	0.588607962192954	0.237861365066159	0.481576872821275	0.237861365066159	0.237861365066159	0.237861365066159	0.237861365066159	0.237861365066159	0.917367499243832	0.917367499243832	0.404754081364315
"R20"	0.337346513171633	0.176235959670213	0.218821139099445	0.337346513171633	0.16111055350142	0.218821139099445	0.0425851794292325	0.176235959670213	0.176235959670213	0.176235959670213	0.16111055350142	0.16111055350142	0.0425851794292325	0.274965108770556	0.274965108770556	0.16111055350142	0.248156876784182	0.424392836454395	0.317550288199788	1.17623595967021	0.331218062227364	0.238682301483586	0.247006354741828	0.238682301483586	0.238682301483586	0.238682301483586	0.238682301483586	0.238682301483586	1.27281526428487	1.27281526428487	0.180893350822712
"C1"	0.284010768299877	0.094633732064961	0.324373298192706	0.284010768299877	0.189377036234916	0.324373298192706	0.229739566127745	0.094633732064961	0.094633732064961	0.094633732064961	0.189377036234916	0.189377036234916	0.229739566127745	0.190694692581508	0.190694692581508	0.189377036234916	0.466730329410404	0.561364061475365	0.420434258709253	0.094633732064961	1.78686329210468	0.280558572199875	0.264520705820797	0.280558572199875	0.280558572199875	0.280558572199875	0.280558572199875	0.280558572199875	0.683465842691385	0.683465842691385	0.161490778229344
"C2"	0.497259055194094	0.0596705753708964	0.0912334147433824	0.497259055194094	0.437588479823197	0.0912334147433824	0.0315628393724859	0.0596705753708964	0.0596705753708964	0.0596705753708964	0.437588479823197	0.437588479823197	0.0315628393724859	0.117100513793863	0.117100513793863	0.437588479823197	0.502744867185496	0.562415442556392	0.148663353166349	0.0596705753708964	0.245488750674891	1.48161256270103	0.186630822165625	0.481612562701033	0.481612562701033	0.481612562701033	0.481612562701033	0.481612562701033	0.430954155456474	0.430954155456474	0.0794546347771814
"C3"	0.300363829835606	0.0988025418967311	0.146416268944475	0.300363829835606	0.201561287938875	0.146416268944475	0.0476137270477435	0.0988025418967311	0.0988025418967311	0.0988025418967311	0.201561287938875	0.201561287938875	0.0476137270477435	0.433963145773532	0.433963145773532	0.201561287938875	0.499745443051643	0.598547984948374	0.481576872821275	0.0988025418967311	0.370328988149116	0.298609315465	1.39205793369458	0.298609315465	0.298609315465	0.298609315465	0.298609315465	0.298609315465	0.713573913698614	0.713573913698614	0.281967252705919
"C4"	0.497259055194094	0.0596705753708964	0.0912334147433824	0.497259055194094	0.437588479823197	0.0912334147433824	0.0315628393724859	0.0596705753708964	0.0596705753708964	0.0596705753708964	0.437588479823197	0.437588479823197	0.0315628393724859	0.117100513793863	0.117100513793863	0.437588479823197	0.502744867185496	0.562415442556392	0.148663353166349	0.0596705753708964	0.245488750674891	0.481612562701033	0.186630822165625	1.48161256270103	0.481612562701033	0.481612562701033	0.481612562701033	0.481612562701033	0.430954155456474	0.430954155456474	0.0794546347771814
"C5"	0.497259055194094	0.0596705753708964	0.0912334147433824	0.497259055194094	0.437588479823197	0.0912334147433824	0.0315628393724859	0.0596705753708964	0.0596705753708964	0.0596705753708964	0.437588479823197	0.437588479823197	0.0315628393724859	0.117100513793863	0.117100513793863	0.437588479823197	0.502744867185496	0.562415442556392	0.148663353166349	0.0596705753708964	0.245488750674891	0.481612562701033	0.186630822165625	0.481612562701033	1.48161256270103	0.481612562701033	0.481612562701033	0.481612562701033	0.430954155456474	0.430954155456474	0.0794546347771814
"C6"	0.497259055194094	0.0596705753708964	0.0912334147433824	0.497259055194094	0.437588479823197	0.0912334147433824	0.0315628393724859	0.0596705753708964	0.0596705753708964	0.0596705753708964	0.437588479823197	0.437588479823197	0.0315628393724859	0.117100513793863	0.117100513793863	0.437588479823197	0.502744867185496	0.562415442556392	0.148663353166349	0.0596705753708964	0.245488750674891	0.481612562701033	0.186630822165625	0.481612562701033	0.481612562701033	1.48161256270103	0.481612562701033	0.481612562701033	0.430954155456474	0.430954155456474	0.0794546347771814
"C7"	0.497259055194094	0.0596705753708964	0.0912334147433824	0.497259055194094	0.437588479823197	0.0912334147433824	0.0315628393724859	0.0596705753708964	0.0596705753708964	0.0596705753708964	0.437588479823197	0.437588479823197	0.0315628393724859	0.117100513793863	0.117100513793863	0.437588479823197	0.502744867185496	0.562415442556392	0.148663353166349	0.0596705753708964	0.245488750674891	0.481612562701033	0.186630822165625	0.481612562701033	0.481612562701033	0.481612562701033	1.48161256270103	0.481612562701033	0.430954155456474	0.430954155456474	0.0794546347771814
"C8"	0.497259055194094	0.0596705753708964	0.0912334147433824	0.497259055194094	0.437588479823197	0.0912334147433824	0.0315628393724859	0.0596705753708964	0.0596705753708964	0.0596705753708964	0.437588479823197	0.437588479823197	0.0315628393724859	0.117100513793863	0.117100513793863	0.437588479823197	0.502744867185496	0.562415442556392	0.148663353166349	0.0596705753708964	0.245488750674891	0.481612562701033	0.186630822165625	0.481612562701033	0.481612562701033	0.481612562701033	0.481612562701033	1.48161256270103	0.430954155456474	0.430954155456474	0.0794546347771814
"C9"	0.374829459079593	0.195817732966903	0.243134598999384	0.374829459079593	0.179011726112689	0.243134598999384	0.0473168660324805	0.195817732966903	0.195817732966903	0.195817732966903	0.179011726112689	0.179011726112689	0.0473168660324805	0.30551678752284	0.30551678752284	0.179011726112689	0.275729863093535	0.471547596060439	0.35283365355532	0.195817732966903	0.368020069141515	0.265202557203984	0.274451505268698	0.265202557203984	0.265202557203984	0.265202557203984	0.265202557203984	0.265202557203984	1.91423918253875	0.914239182538746	0.200992612025235
"C10"	0.374829459079593	0.195817732966903	0.243134598999384	0.374829459079593	0.179011726112689	0.243134598999384	0.0473168660324805	0.195817732966903	0.195817732966903	0.195817732966903	0.179011726112689	0.179011726112689	0.0473168660324805	0.30551678752284	0.30551678752284	0.179011726112689	0.275729863093535	0.471547596060439	0.35283365355532	0.195817732966903	0.368020069141515	0.265202557203984	0.274451505268698	0.265202557203984	0.265202557203984	0.265202557203984	0.265202557203984	0.265202557203984	0.914239182538746	1.91423918253875	0.200992612025235
"C11"	0.263613909814068	0.120595567215141	0.169042800683944	0.263613909814068	0.143018342598927	0.169042800683944	0.0484472334688032	0.120595567215141	0.120595567215141	0.120595567215141	0.143018342598927	0.143018342598927	0.0484472334688032	0.626142902138388	0.626142902138388	0.143018342598927	0.276055751879505	0.396651319094647	0.674590135607191	0.120595567215141	0.376811815868469	0.211879026072484	0.469945421176531	0.211879026072484	0.211879026072484	0.211879026072484	0.211879026072484	0.211879026072484	0.870967985442687	0.870967985442687	1.40319053037157
