"Aphloia_theiformis"	"Stillingia_lineata"	"Syzygium_coriaceum"	"Molinaea_macrantha"	"Casearia_coriacea"	"Gaertnera_sp1_M_PL_082"	"Syzygium_petrinese"	"Croton_grangeroides"	"Labourdonnaisia_callophylloides"	"Phyllanthus_phillyreifolius"	"Cordemoya_integrifolia"	"Erythroxylum_macrocarpum"	"Musca_domestica"	"Apis_mellifera"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_082"	"Chaetocnema_sp1_M_PL_082"	"Eristalinus_flaveolus"	"Chrysomya_megacephala"	"Dysauxes_florida"	"Villa_unifasciata"	"Panara_naso"	"Paragus_borbonicus"	"Stomorhina_lunata"	"Melanostoma_annulipes"	"Nacoleia_sp1_M_PL_082"	"Phorinia_sp1_M_PL_082"	"Sarcophaga_arno"	"Allograpta_nasuta"	"Episyrphus_sp1_M_PL_082"	"Hippotion_eson"	"Leptotes_pirithous"	"Lygaeidae_sp1_M_PL_082"	"Macroglossum_milvus"	"Mordellidae_sp1_M_PL_082"	"Ornidia_obesa"	"Orthellia_albigena"	"Stomoxys_calcitrans"	"Syritta_sp1_M_PL_082"
"Aphloia_theiformis"	2.50496935139792	0.576753726183415	0.251081960168323	0.0895376460808098	0.324687324508385	0.37551448216428	0.290342845628553	0.177309705793015	0.119949476259728	0.315784415434443	0.0643708305974267	0.172856130520547	0.563764686785256	0.401673230037248	0.298458820269366	0.236358332068935	0.429138870649512	0.361320815439828	0.212941579374945	0.110034106516104	0.234088392032824	0.161033744018438	0.105885099673385	0.226360884284862	0.161033744018438	0.100137272577286	0.108749030134707	0.117234975622932	0.0519078353565074	0.0482804334211217	0.0482804334211217	0.0519078353565074	0.161033744018438	0.161033744018438	0.161033744018438	0.0730546480143866	0.0519078353565074	0.0482804334211217	0.0519078353565074
"Stillingia_lineata"	0.807455216656782	2.48145235051943	0.20614708137913	0.0457355150586782	0.237699621113325	0.307718186360082	0.307462811471268	0.156943345849476	0.194058321154326	0.329899544183016	0.04195257596364	0.146633325027687	0.596280489931848	0.301459394025213	0.152451716862261	0.113751959770246	0.2796838397576	0.390565086067493	0.275238546903256	0.106464921707786	0.105390250107006	0.0519078353565074	0.310656956066196	0.121086967937543	0.0519078353565074	0.0835537643260308	0.282712629499692	0.292509844127784	0.223330711546749	0.0395637668177248	0.0395637668177248	0.223330711546749	0.0519078353565074	0.0519078353565074	0.0519078353565074	0.0534824147504982	0.223330711546749	0.0395637668177248	0.223330711546749
"Syzygium_coriaceum"	1.17171581411884	0.687156937930432	1.47927899876905	0.0538172903619646	0.34151814328777	0.391351753717033	0.269949636504303	0.202379088089059	0.104968213043588	0.309060102760834	0.0523474222862123	0.199614493867755	0.868236627441746	0.310457188422661	0.179390967873215	0.519108287681212	0.348982815241416	0.657793994334699	0.137168712464236	0.116344544923668	0.152166170290245	0.075324588050497	0.109079820283354	0.136063256263965	0.075324588050497	0.110201002209659	0.117474942910689	0.122582792627207	0.0618441244137389	0.0503166540493328	0.0503166540493328	0.0618441244137389	0.075324588050497	0.075324588050497	0.075324588050497	0.0768415822397483	0.0618441244137389	0.0503166540493328	0.0618441244137389
"Molinaea_macrantha"	1.25352704513134	0.457355150586782	0.161451871085894	1.45801406156334	0.182203960552929	0.308203026248069	0.19278461328682	0.20718374667058	0.0772473386068682	0.743983342581808	0.063073060226391	0.158130678196027	0.496695376840301	0.239343716334515	1.52671353854446	0.129019442798497	0.42048706817594	0.211177297475716	0.121745845025539	0.196072125665899	0.121579772597138	0.0805838814727289	0.0759232659259011	0.123960419462263	0.0805838814727289	0.0870653068335597	0.175078965217536	0.084538501542345	0.0411619635528104	0.0396261033747517	0.0396261033747517	0.0411619635528104	0.0805838814727289	0.0805838814727289	0.0805838814727289	0.040995891124409	0.0411619635528104	0.0396261033747517	0.0411619635528104
"Casearia_coriacea"	1.13640563577935	0.594249052783313	0.256138607465828	0.0455509901382323	1.86332117383457	0.389124465265081	0.288286017139403	0.123300928714219	0.186130448604578	0.209922748085066	0.0410570864428601	0.129670740484347	0.431950882667106	0.690955256246815	0.151836633794108	0.149896230254135	0.273713909619067	0.622625909117411	0.126537062764885	0.0747763732695778	0.492301912127165	0.0730546480143866	0.137241116622558	0.137919001870752	0.0730546480143866	0.0889315105365289	0.0912685094058101	0.118346768606864	0.0534824147504982	0.0500302883912247	0.0500302883912247	0.0534824147504982	0.0730546480143866	0.0730546480143866	0.0730546480143866	0.419247264112778	0.0534824147504982	0.0500302883912247	0.0534824147504982
"Gaertnera_sp1_M_PL_082"	0.751028964328559	0.439597409085831	0.167722180164443	0.0440290037497242	0.222356837294332	2.21648036957464	0.264936827123713	0.238664009541081	0.136113405506939	0.326982272425225	0.0989483204867196	0.356298295455635	0.72009318844331	0.504148587910044	0.146763345832414	0.0985970874704545	0.659655469911464	0.188191142679404	0.0878442002388465	0.130456011898865	0.0983107218123464	0.0482804334211217	0.100814799295848	0.107891219523957	0.0482804334211217	0.39186553615343	0.0984205758542653	0.0991745529205603	0.0395637668177248	0.284976047516739	0.284976047516739	0.0395637668177248	0.0482804334211217	0.0482804334211217	0.0482804334211217	0.0500302883912247	0.0395637668177248	0.284976047516739	0.0395637668177248
"Syzygium_petrinese"	1.01619995969994	0.768657028678171	0.202462227378227	0.0481961533217051	0.288286017139403	0.463639447466498	1.58060586826868	0.185907696414589	0.180473911747327	0.288612034165136	0.0502245604253594	0.189892990031815	0.775182419607862	0.626651860872375	0.160653844405684	0.126065808479893	0.334830402835729	0.260109294917294	0.13450627284746	0.107722475074101	0.13019149412279	0.0653271402664245	0.150392392867333	0.420963460626877	0.0653271402664245	0.11657868311238	0.12112929873076	0.424815452941487	0.0691791325810354	0.0596107861028354	0.0596107861028354	0.0691791325810354	0.0653271402664245	0.0653271402664245	0.0653271402664245	0.0648643538563658	0.0691791325810354	0.0596107861028354	0.0691791325810354
"Croton_grangeroides"	0.827445293700736	0.523144486164921	0.202379088089059	0.0690612488901932	0.164401238285626	0.556882688929189	0.247876928552786	1.49615573787982	0.0842249798669591	0.638089595712401	0.135913837218454	0.317582771446693	0.947338833732354	0.255455943079003	0.230204162967311	0.113906638164622	0.906092248123025	0.197979920533731	0.100275915492747	0.56370284859218	0.0901831903521704	0.0531929117379045	0.0849842446949746	0.108965220662281	0.0531929117379045	0.166874034296332	0.161939130983075	0.10285531267922	0.047083003754843	0.0715992028623243	0.0715992028623243	0.0470830037548429	0.0531929117379045	0.0531929117379045	0.0531929117379045	0.0369902786142658	0.0470830037548429	0.0715992028623243	0.047083003754843
"Labourdonnaisia_callophylloides"	0.839646333818095	0.970291605771632	0.157452319565382	0.0386236693034341	0.372260897209156	0.476396919274288	0.360947823494654	0.126337469800439	1.52091117466205	0.222261098082289	0.0406393039313032	0.137389279824126	0.450128520012541	0.964610287551278	0.12874556434478	0.101212960186492	0.270928692875355	0.272297906577999	0.141303508836324	0.0779082385949437	0.137735966188938	0.0539772643168775	0.771736273117368	0.135190524603175	0.0539772643168775	0.102467816425361	0.127333242174259	0.168539504805744	0.087326244519447	0.0612510324781227	0.0612510324781227	0.087326244519447	0.0539772643168775	0.0539772643168775	0.0539772643168775	0.0837587018720601	0.087326244519447	0.0612510324781227	0.087326244519447
"Phyllanthus_phillyreifolius"	0.884196363216441	0.659799088366032	0.1854360616565	0.148796668516362	0.167938198468053	0.457775181395315	0.230889627332109	0.382853757427441	0.0889044392329157	1.69572610339785	0.106160035940593	0.254682369787229	0.779152443190373	0.245441262274589	0.495988895054539	0.11247201327515	0.707733572937289	0.209640025883405	0.116223112731143	0.420086825839846	0.0946272894335117	0.0568411947781998	0.099388915607755	0.108791360927924	0.0568411947781998	0.135261519972709	0.364612616564557	0.111332084102667	0.0593819179529429	0.0588568090365404	0.0588568090365404	0.0593819179529429	0.0568411947781998	0.0568411947781998	0.0568411947781998	0.0377860946553119	0.0593819179529429	0.0588568090365404	0.0593819179529429
