"Clethrionomys_glareolus"	"Apodemus_uralensis"	"Microtus_arvalis"	"Sorex_araneus"	"Crocidura_suaveolens"	"Arvicola_terrestris"	"Cricetus_cricetus"	"Microtus_oeconomus"	"Allocricetulus_eversmanni"	"Micromys_minutus"	"Lagurus_lagurus"	"Sicista_subtilis"	"Ctenophthalmus_wagneri"	"Nosopsyllus_consimilis"	"Megabothris_turbidus"	"Amphipsylla_rossica"	"Nosopsyllus_mokrzeckyi"	"Leptopsylla_taschenbergi"	"Amalaraeus_penicilliger"	"Peromyscopsylla_bidentata"	"Ctenophthalmus_breviatus"	"Palaeopsylla_soricis"	"Corrodopsylla_birulai"	"Megabothris_walkeri"	"Leptopsylla_segnis"	"Hystrichopsylla_talpae"
"Clethrionomys_glareolus"	1.83228558367243	0.81107385922023	0.728723045807035	0.607341148646995	0.223083950350448	0.353086946168272	0.105272595233547	0.228786224891677	0.105272595233547	0.105272595233547	0.105272595233547	0.0576867550455657	0.636441242173738	0.53200129964787	0.448674761465511	0.396756681924502	0.237656036020404	0.183001807584877	0.345279781323875	0.160999384441164	0.345279781323875	0.292316739398634	0.231705132615172	0.396756681924502	0.237656036020404	0.292316739398634
"Apodemus_uralensis"	0.81107385922023	1.83340879099586	0.751022985354517	0.585044278382799	0.222888228974963	0.352777167438509	0.105180234948966	0.228585500659577	0.105180234948966	0.105180234948966	0.105180234948966	0.0576361439145226	0.63588286423961	0.531534551475429	0.448281119335176	0.396408589812105	0.239406291993472	0.183079568091884	0.344976852163701	0.233404876336054	0.344976852163701	0.292060277047924	0.158955103750604	0.396408589812105	0.239406291993472	0.292060277047924
"Microtus_arvalis"	0.789449966290955	0.81360823413406	1.76366680558236	0.593554960085777	0.226410687003977	0.358352350890823	0.106842471509386	0.232197996643853	0.106842471509386	0.106842471509386	0.106842471509386	0.0585470080674965	0.645932164334794	0.539934762456303	0.45536561830275	0.402673311042004	0.243255962755793	0.110980952337116	0.350428761797137	0.239544138896161	0.350428761797137	0.296675909163513	0.159016579419142	0.402673311042004	0.243255962755793	0.296675909163513
"Sorex_araneus"	0.789543493241094	0.760557561897639	0.712265952102932	1.64481110254215	0.235638587411116	0.372957844334808	0.111197087889857	0.241661772475818	0.111197087889857	0.111197087889857	0.111197087889857	0.0609332291718622	0.672258649895719	0.561941074438439	0.473925115781151	0.419085209526475	0.160734634840401	0.107314688432681	0.364711310719416	0.159092613629673	0.364711310719416	0.308767634069195	0.255712384774524	0.419085209526475	0.160734634840401	0.308767634069195
"Crocidura_suaveolens"	0.725022838638956	0.724386744168629	0.679232061011931	0.589096468527791	1.40190615892842	0.292349159742733	0.151357379345598	0.203012567363644	0.151357379345598	0.151357379345598	0.151357379345598	0.042722378972352	0.881707197290813	0.792176995672583	0.33228516978496	0.293835028709843	0.151286144924112	0.100343740348217	0.248157201053023	0.416521141854156	0.248157201053023	0.204304827091613	0.418641456755246	0.293835028709843	0.151286144924112	0.204304827091613
"Arvicola_terrestris"	0.765021716697922	0.764350529450103	0.716704701781645	0.62159640722468	0.194899439828488	1.43411183070905	0.103915171554184	0.279062379173811	0.103915171554184	0.103915171554184	0.103915171554184	0.0717502036544093	0.724381639004268	0.446475829083803	0.558057139534295	0.493481956245327	0.15963246967464	0.105879617041017	0.430692920931219	0.15052180171081	0.430692920931219	0.215576146324862	0.152759092536872	0.493481956245327	0.15963246967464	0.215576146324862
"Cricetus_cricetus"	0.684271869018058	0.683671527168276	0.641054829056317	0.555985439449286	0.302714758691195	0.311745514662552	1.20400179367435	0.22549548975853	0.204001793674347	0.204001793674347	0.204001793674347	0.0422112922352436	1.17563393702619	1.07813562463113	0.328310050718562	0.290319887706842	0.142782885761355	0.0947037735821308	0.239583402511173	0.163521038611777	0.239583402511173	0.19282157531179	0.165522178111051	0.290319887706842	0.142782885761355	0.19282157531179
"Microtus_oeconomus"	0.743555230897949	0.742902877143625	0.69659398993156	0.604154431189545	0.203012567363644	0.418593568760717	0.112747744879265	1.32055976497929	0.112747744879265	0.112747744879265	0.112747744879265	0.0827944849534517	0.818065837174904	0.458150854740455	0.643957105193513	0.569442068735406	0.155153187493899	0.102908638249032	0.272316121615066	0.149354114550092	0.272316121615066	0.209527086300958	0.151528627064506	0.569442068735407	0.155153187493899	0.209527086300958
"Allocricetulus_eversmanni"	0.684271869018058	0.683671527168276	0.641054829056317	0.555985439449286	0.302714758691195	0.311745514662552	0.204001793674347	0.22549548975853	1.20400179367435	0.204001793674347	0.204001793674347	0.0422112922352436	1.17563393702619	1.07813562463113	0.328310050718562	0.290319887706842	0.142782885761355	0.0947037735821308	0.239583402511173	0.163521038611777	0.239583402511173	0.19282157531179	0.165522178111051	0.290319887706842	0.142782885761355	0.19282157531179
"Micromys_minutus"	0.684271869018058	0.683671527168276	0.641054829056317	0.555985439449286	0.302714758691195	0.311745514662552	0.204001793674347	0.22549548975853	0.204001793674347	1.20400179367435	0.204001793674347	0.0422112922352436	1.17563393702619	1.07813562463113	0.328310050718562	0.290319887706842	0.142782885761355	0.0947037735821308	0.239583402511173	0.163521038611777	0.239583402511173	0.19282157531179	0.165522178111051	0.290319887706842	0.142782885761355	0.19282157531179
