"Sorex_araneus"	"Apodemus_uralensis"	"Clethrionomys_glareolus"	"Microtus_agrestis"	"Clethrionomys_rutilus"	"Microtus_arvalis"	"Sorex_caecutiens"	"Arvicola_terrestris"	"Sicista_betulina"	"Hystrichopsylla_talpae"	"Amalaraeus_penicilliger"	"Rhadinopsylla_integella"	"Megabothris_walkeri"	"Amphipsylla_sibirica"	"Corrodopsylla_birulai"	"Ctenophthalmus_assimilis"	"Ceratophyllus_sciurorum"
"Sorex_araneus"	1.59397702226659	0.443529683485721	0.460727371042405	0.757709588163514	0.648691046361981	0.511911595723757	0.265637487568573	0.314179904677792	0.266794195446516	0.668037383788348	0.726790278676884	0.581433503939022	0.5496309125829	0.451599605608292	0.673577591169298	0.750968310575981	0.334804518922436
"Apodemus_uralensis"	0.554412104357151	1.51274623881928	0.479474266756603	0.75291056559586	0.632468051814853	0.49204949283856	0.278247539342925	0.240164326776581	0.320685308435031	0.452085380305613	0.802950091873383	0.631835077296035	0.803120767769387	0.43350192262945	0.720403986006976	0.538390748321801	0.354554131060516
"Clethrionomys_glareolus"	0.460727371042405	0.383579413405282	1.5912625144616	0.693083025902463	0.578476479375896	0.515627406903181	0.369133292904376	0.309503612497181	0.361764778244456	0.444477090444632	0.764043643510448	0.345118441469094	0.749957134000459	0.665900470888828	0.437931374711667	0.730904343047721	0.598509607190311
"Microtus_agrestis"	0.541221134402509	0.43023460891192	0.495059304216045	1.75080711497006	0.648813264414705	0.504710075693062	0.288017364292613	0.32057250605814	0.283722521777788	0.606865131221573	0.679959003702364	0.516648352784562	0.684303793509086	0.594113397451042	0.607496166409313	0.695975805980461	0.35148045420476
"Clethrionomys_rutilus"	0.540575871968317	0.421645367876569	0.482063732813247	0.756948808483823	1.67667627884923	0.520334823242233	0.267581168704441	0.335303440607254	0.262028402191732	0.640378388809665	0.535150197563967	0.540997296216115	0.702733900009324	0.616460286189483	0.634657564399717	0.72714986071605	0.339314611358838
"Microtus_arvalis"	0.511911595723757	0.393639594270848	0.515627406903181	0.706594105970287	0.62440178789068	1.58611207764919	0.291156954051166	0.312954511699439	0.320759860578298	0.656038696525315	0.54794878719738	0.36522107774957	0.74761805591221	0.458554454776107	0.650721251726424	0.748851629767888	0.561888151608266
"Sorex_caecutiens"	0.442729145947622	0.370996719123899	0.615222154840627	0.672040516682764	0.535162337408881	0.485261590085277	1.45019769010966	0.301043797558865	0.390503942979248	0.424031031652697	0.912521195159219	0.329845067972565	0.565392078682431	0.802791994070987	0.417192154187915	0.53477101952401	0.750297564013335
"Arvicola_terrestris"	0.523633174462987	0.320219102368775	0.515839354161968	0.748002514135659	0.670606881214508	0.521590852832399	0.301043797558865	1.42778341176688	0.234438806234798	0.813238132442853	0.515970886141007	0.36306605343593	0.525881161162018	0.808262030546497	0.456952406945762	0.906089216192007	0.347382218397085
"Sicista_betulina"	0.444656992410859	0.427580411246709	0.602941297074093	0.662019217481506	0.524056804383465	0.534599767630497	0.390503942979248	0.234438806234798	1.44236065529567	0.41032313586874	0.919749420653612	0.33996912835532	0.897396457956892	0.459737535428407	0.43619708652881	0.518852569342077	0.754616771129301
"Hystrichopsylla_talpae"	0.668037383788348	0.36166830424449	0.444477090444632	0.849611183710202	0.768454066571598	0.656038696525315	0.254418618991618	0.487942879465712	0.246193881521244	1.6092203919018	0.541047447590689	0.426125931142536	0.577830208171597	0.527218159422856	0.544212896517092	0.68922626818183	0.348276591808449
"Amalaraeus_penicilliger"	0.60565856556407	0.535300061248922	0.636703036258707	0.793285504319425	0.535150197563967	0.45662398933115	0.456260597579609	0.257985443070504	0.459874710326806	0.45087287299224	1.72090204503639	0.41172743577249	0.637470171675173	0.511146738911551	0.493919753852097	0.565479419518808	0.471639456978099
"Rhadinopsylla_integella"	0.726791879923777	0.631835077296035	0.431398051836368	0.904134617372983	0.811495944324173	0.456526347186963	0.247383800979424	0.272299540076948	0.25497684626649	0.53265741392817	0.617591153658735	1.51095570180304	0.616452609120907	0.47152692267261	0.593130444296693	0.610309063258716	0.310534585997974
"Megabothris_walkeri"	0.45802576048575	0.535413845179591	0.624964278333716	0.7983544257606	0.702733900009324	0.623015046593508	0.282696039341215	0.262940580581009	0.448698228978446	0.481525173476331	0.637470171675173	0.410968406080604	1.6877695163736	0.484240210104498	0.523111114467436	0.594018743576399	0.444054558982799
"Amphipsylla_sibirica"	0.451599605608291	0.34680153810356	0.665900470888828	0.831758756431459	0.739752343427379	0.458554454776107	0.481675196442592	0.484957218327898	0.275842521257044	0.527218159422856	0.613376086693861	0.377221538138088	0.581088252125397	1.62775507224643	0.459761339997787	0.647080244182845	0.429657201929579
"Corrodopsylla_birulai"	0.673577591169298	0.576323188805581	0.437931374711667	0.850494632973038	0.761589077279661	0.650721251726424	0.250315292512749	0.274171444167457	0.261718251917286	0.544212896517092	0.592703704622516	0.474504355437355	0.627733337360923	0.459761339997787	1.59163418074811	0.623040543965193	0.349567536087867
"Ctenophthalmus_assimilis"	0.625806925479984	0.358927165547867	0.609086952539767	0.811971773643871	0.72714986071605	0.624043024806573	0.267385509762005	0.453044608096004	0.259426284671038	0.574355223484858	0.565479419518808	0.406872708839144	0.594018743576399	0.539233536819037	0.519200453304327	1.68399087494202	0.380006934252254
"Ceratophyllus_sciurorum"	0.418505648653045	0.354554131060516	0.748137008987888	0.61509079485833	0.508971917038258	0.702360189510332	0.562723173010002	0.260536663797814	0.565962578346976	0.435345739760562	0.707459185467148	0.310534585997974	0.666081838474198	0.537071502411974	0.436959420109834	0.570010401378381	1.59969522113677
