"Guarea_guidonia"	"Cecropia_schreberiana"	"Schefflera_morototoni"	"Miconia_prasina"	"Cupania_americana"	"Alchornea_latifolia"	"Myrcia_sp1_M_SD_003"	"Byrsonima_coriacea"	"Clusia_rosea"	"Henriettea_fascicularis"	"Casearia_arborea"	"Ocotea_leucoxylon"	"Miconia_affinis"	"Phoradendron_sp1_M_SD_003"	"Psychotria_berteroana"	"Inga_vera"	"Ficus_sp1_M_SD_003"	"Myrcine_coriacea"	"Anthurium_scandens"	"Dendropanax_arboreus"	"Inga_laurina"	"Miconia_serrulata"	"Tournefortia_hisutissima"	"Unidentified_sp2_M_SD_003"	"Unidentified_sp3_M_SD_003"	"Loxigilla_portoricensis"	"Spindalis_portoricensis"	"Vireo_altiloquous"	"Turdus_plumbeus"	"Columba_squamosa"	"Coereba_flaveola"	"Tyrannus_dominicensis"	"Euphonia_musica"	"Margarops_fuscatus"	"Icterus_dominicensis"	"Zenaida_zenaida"	"Molothrus_bonariensis"	"Nesospingus_sp1_M_SD_003"	"Tiaris_bicolor"	"Todus_mexicanus"	"Unidentified_sp1_M_SD_003"
"Guarea_guidonia"	1.38682026914249	0.62295035349682	0.214159430309225	0.2744975260381	0.472835105377582	0.196597568876637	0.222440417951562	0.235475545915274	0.0760016234932175	0.201684369620713	0.386460350373487	0.0476203957526155	0.0675146017867275	0.108531527546457	0.111853526669441	0.111853526669441	0.0410169257597298	0.120340548375931	0.0675146017867275	0.0443389248827136	0.0436323567705937	0.0443389248827136	0.0443389248827136	0.0760016234932175	0.0443389248827136	1.05022713890465	0.640451137194752	0.844462483257972	0.205326605247457	0.264557754181197	0.173523693621794	0.442390508601405	0.136723085865766	0.491497294587205	0.145441189235312	0.0589792706629911	0.0607930849771177	0.0509686652861035	0.0509686652861035	0.0509686652861035	0.0695628630672276
"Cecropia_schreberiana"	0.226527401271571	1.99065457411147	0.248263855964503	0.261658701975723	0.392850368864924	0.148373910289945	0.179982418285875	0.229838612617431	0.0550635823635067	0.219170702363581	0.264105027732244	0.0683019877026558	0.0532493721481528	0.147451366441522	0.106473042551269	0.106473042551269	0.0942019942933695	0.108287252766622	0.0532493721481528	0.0532236704031157	0.0410230443170884	0.0532236704031157	0.0532236704031157	0.0550635823635067	0.0532236704031157	0.828323566749044	0.768786350267227	0.611817581816741	0.318553846645442	0.379455487236977	0.272254278966161	0.149016903417683	0.314006647644565	0.326708336598251	0.136743481056961	0.0445121730869834	0.0505093331397759	0.162871737881847	0.162871737881847	0.162871737881847	0.0475389049918039
"Schefflera_morototoni"	0.214159430309225	0.682725603902382	1.35614186532001	0.206455699372849	0.418771973178549	0.166112091631506	0.159609496136405	0.294929755069575	0.0755224520522278	0.268917936015768	0.32691794414101	0.104433446518508	0.0457393748387716	0.0842816032099281	0.11497385649884	0.11497385649884	0.0385422283711565	0.144756933712296	0.0457393748387716	0.0692344816600684	0.0469925944277218	0.0692344816600684	0.0692344816600684	0.0755224520522278	0.0692344816600684	0.711501386380892	1.00005362397877	0.839138356135864	0.475339933729805	0.580185813991709	0.156154010788146	0.160873212602199	0.128474094570522	0.198380620611401	0.156641981425739	0.0498336274894518	0.053842110837242	0.0558593675920131	0.0558593675920131	0.0558593675920131	0.0588452299453819
"Miconia_prasina"	0.2744975260381	0.719561430433239	0.206455699372849	1.38026198767362	0.429258616493246	0.153726271900217	0.252875223057548	0.226308744041543	0.044577982594829	0.230578194702405	0.242664754686475	0.0429432881147273	0.0676421958923291	0.112673555268507	0.138787473331987	0.138787473331987	0.0450313593761777	0.115723260034486	0.0676421958923291	0.0711452774396575	0.0440015701467834	0.0711452774396575	0.0711452774396575	0.044577982594829	0.0711452774396575	1.0522119361029	1.02765400746172	0.495310917720322	0.212396227660602	0.238573822859596	0.424622548720233	0.16063199275127	0.150104531253926	0.507056665446939	0.146671900489278	0.046117881570065	0.0551903935491316	0.0588732079445378	0.0588732079445378	0.0588732079445378	0.0436796558435655
"Cupania_americana"	0.27019148878719	0.617336293930595	0.239298270387742	0.245290637996141	1.73070289375994	0.165180621196315	0.146825036944442	0.207476574531125	0.0632346451949762	0.308603791730417	0.319341743650234	0.0447884650103119	0.0573472082783337	0.0958256503951536	0.0994534643258365	0.0994534643258365	0.0384784421168199	0.105340901242479	0.0573472082783337	0.0421062560475029	0.119981423269629	0.0421062560475029	0.0421062560475029	0.0632346451949762	0.0421062560475029	0.892067684329635	0.608201476241708	0.702607168833069	0.396306240599783	0.248824805612844	0.328218670172329	0.340793542317581	0.128261473722733	0.210540322749358	0.399938077565432	0.0495541863588945	0.222518943483421	0.050509333139776	0.050509333139776	0.050509333139776	0.0574815138570421
"Alchornea_latifolia"	0.262130091835516	0.54403767106313	0.221482788842008	0.204968362533622	0.385421449458068	1.60002505735428	0.162913090228839	0.25497957909282	0.0920417651612959	0.199550407823604	0.312833908756803	0.0446834554901408	0.0759765267073315	0.115658010794029	0.118254358441384	0.118254358441384	0.0396814840866971	0.134319596895348	0.0759765267073315	0.0422778317340522	0.0388163129257008	0.0422778317340522	0.0422778317340522	0.0920417651612959	0.0422778317340522	1.18185708211405	0.610679791714087	1.02268627956995	0.18879882869564	0.248241419389671	0.140184241015943	0.16484356059811	0.132271613622324	0.198483252388691	0.129387709752336	0.480007517206285	0.0495541863588945	0.0445121730869834	0.0445121730869834	0.0445121730869834	0.0563101035762246
"Myrcia_sp1_M_SD_003"	0.296587223935416	0.659935533714875	0.212812661515207	0.33716696407673	0.342591752870365	0.162913090228839	1.28499552303082	0.242018838248282	0.0447784512126405	0.239185850944864	0.249202968902428	0.0432146808118105	0.0741481046544121	0.118195855535209	0.154025706223831	0.154025706223831	0.0440477508807973	0.124656052782059	0.0741481046544121	0.0798776015694185	0.040218216799696	0.0798776015694185	0.0798776015694185	0.0447784512126405	0.0798776015694185	1.15341496129085	1.15378757822493	0.497538346807117	0.199741901872611	0.240081560065614	0.173904803486359	0.155636170871238	0.146825836269324	0.582088074697742	0.134060722665653	0.0488739270686518	0.0440475110833326	0.0539947254857625	0.0539947254857625	0.0539947254857625	0.044856534402437
"Byrsonima_coriacea"	0.235475545915274	0.632056184697935	0.294929755069575	0.226308744041543	0.363084005429468	0.191234684319615	0.181514128686211	1.31129321554259	0.0749133143263213	0.222313966502521	0.346469353753379	0.102131385659198	0.0646880052269979	0.105439243978798	0.134248515557071	0.134248515557071	0.0407512387518005	0.144473824656394	0.0646880052269979	0.0695605103300727	0.0397409061914672	0.0695605103300727	0.0695605103300727	0.0749133143263213	0.0695605103300727	1.00625785908663	1.00476292698994	0.832370159181347	0.214775754462147	0.567396586995546	0.149315384517772	0.162028710776048	0.135837462506002	0.210069391685069	0.132469687304891	0.0573704052958846	0.0466822292695031	0.051713687838922	0.051713687838922	0.051713687838922	0.0623644836756083
"Clusia_rosea"	0.30400649397287	0.605699405998574	0.302089808208911	0.178311930379316	0.442642516364834	0.276125295483888	0.134335353637922	0.299653257305285	1.15575948294124	0.17777473668056	0.374182475774453	0.0541938027581209	0.0458119827619962	0.081193133872948	0.0896999716059224	0.0896999716059224	0.0353811511109518	0.199647471785168	0.0458119827619962	0.0438879888439261	0.0398262314090156	0.0438879888439261	0.0438879888439261	0.155759482941242	0.0438879888439261	0.712630842964386	0.633937616634489	1.73066092156935	0.214437927402766	0.301076681989561	0.146588589137981	0.192665487458776	0.117937170369839	0.198379475697774	0.132754104696719	0.0828375886451663	0.0569111806754786	0.0495572241271561	0.0495572241271561	0.0495572241271561	0.0673528456394016
"Henriettea_fascicularis"	0.201684369620713	0.602719431499849	0.268917936015768	0.230578194702405	0.54005663552823	0.149662805867703	0.179389388208648	0.222313966502521	0.0444436841701401	1.404080579797	0.238860696592417	0.0435684869538306	0.0648101641132829	0.10437889447435	0.13430179537855	0.13430179537855	0.0395687303610671	0.113935315435407	0.0648101641132829	0.0694916312652673	0.158364650791919	0.0694916312652673	0.0694916312652673	0.0444436841701401	0.0694916312652673	1.00815810842885	1.00376800716497	0.493818713001556	0.495173927229022	0.242047149743503	0.170629354979191	0.157809761690639	0.131895767870224	0.200389301467102	0.527882169306395	0.0448988417603108	0.0694358531393439	0.0493134080318058	0.0493134080318058	0.0493134080318058	0.042994925386635
