"Guarea_guidonia"	"Clusia_rosea"	"Ocotea_coriacea"	"Roystonea_borinquena"	"Cupania_americana"	"Cecropia_schreberiana"	"Clusia_gundlachi"	"Hyeronima_clusioides"	"Ficus_sp1_M_SD_005"	"Margravia_rectiflora"	"Persea_americana"	"Phoradendron_sp1_M_SD_005"	"Alchornea_latifolia"	"Anthurium_scandens"	"Ardisia_obovata"	"Bursera_simaruba"	"Chrysophyllum_argenteum"	"Comocladia_glabra"	"Dendropemon_bicolor"	"Guapira_fragrans"	"Petitia_dominguensis"	"Syzigium_malaccensis"	"Unidentified_sp1_M_SD_005"	"Unidentified_sp2_M_SD_005"	"Zanthoxylum_martinicensis"	"Loxigilla_portoricensis"	"Margarops_fuscatus"	"Columba_squamosa"	"Turdus_plumbeus"	"Vireo_altiloquous"	"Spindalis_portoricensis"	"Euphonia_musica"	"Tyrannus_caudifasciatus"	"Tyrannus_dominicensis"	"Molothrus_bonariensis"	"Myarchus_antillarum"	"Coereba_flaveola"	"Vireo_latimeri"
"Guarea_guidonia"	1.86653807036522	0.797074253784302	0.305011803863987	0.15500972810521	0.24945579171561	0.245726731902675	0.236990019743306	0.0354917487056986	0.176160102533406	0.179622909631251	0.12093484744164	0	0.0907170037974648	0	0.0354917487056986	0.0907170037974648	0.0854430987359412	0.0907170037974648	0	0.0854430987359412	0.0608299172099003	0.0854430987359412	0.0907170037974648	0.0941798108953095	0.0854430987359412	1.00796670886072	1.04430454010595	0.337943984499446	0.732509640296852	0.382461686041337	0.118305829018995	0	0.279980710554784	0.14346439338408	0.102480975486553	0.382461686041337	0.102480975486553	0.102480975486553
"Clusia_rosea"	0.683206503243688	2.35239841807046	0.236079600548198	0.103010128097105	0.193522316938864	0.191310357471073	0.219157742357269	0.0344939123529031	0.171341129482808	0.138234415331485	0.117534812461744	0	0.0883002293739674	0	0.0344939123529031	0.0883002293739674	0.0830409001088409	0.0883002293739674	0	0.0830409001088409	0.0478166128744606	0.0830409001088409	0.0883002293739674	0.0551935152226445	0.0830409001088409	0.981113659710749	1.01494433466361	0.265647849302559	0.429282896176124	0.404932200667041	0.11497970784301	0	0.102480975486553	0.111174605205003	0.302451225180488	0.404932200667041	0.302451225180488	0.302451225180488
"Ocotea_coriacea"	0.457517705795981	0.413139300959346	1.5768453596928	0.269609505484491	0.408571420889777	0.337336319998044	0.303727567830132	0.0383911420372458	0.160149934232848	0.218454991606503	0.130814261756541	0	0.067726814513553	0	0.0383911420372458	0.067726814513553	0.0924231197192954	0.067726814513553	0	0.0924231197192954	0.143577633597284	0.0924231197192954	0.067726814513553	0.126031871887207	0.0924231197192954	0.7525201612617	1.12961590768028	0.79765351998491	0.980247892456058	0.121745565992741	0.127970473457486	0	0.0686276558693971	0.477361632197813	0.0531179101233444	0.121745565992742	0.0531179101233444	0.0531179101233445
"Roystonea_borinquena"	0.465029184315629	0.360535448339868	0.539219010968982	1.37659043688885	0.334678737413922	0.444619518160144	0.340598436097658	0.0261073466315925	0.130880100939948	0.229723121399783	0.088958366300241	0	0.0680290812712991	0	0.0261073466315925	0.0680290812712991	0.0628510196686486	0.0680290812712991	0	0.0628510196686486	0.209718335157711	0.0628510196686486	0.0680290812712991	0.166872101731134	0.0628510196686486	0.755878680792212	0.768179129283483	1.16510186198728	1.29789412457549	0.116108935291042	0.0870244887719749	0	0.0697543776473444	0.221727898692198	0.0463545576436973	0.116108935291042	0.0463545576436973	0.0463545576436973
"Cupania_americana"	0.498911583431221	0.451552072857348	0.544761894519702	0.223119158275948	1.50770681880518	0.335368891191175	0.261554541544972	0.0261464568445111	0.175194906800161	0.199704697416071	0.0890916307294454	0	0.112249732915227	0	0.0261464568445111	0.112249732915227	0.0629451738849342	0.112249732915227	0	0.0629451738849342	0.0863596347448111	0.0629451738849342	0.112249732915227	0.136759523531137	0.0629451738849342	1.24721925461363	0.769329903038085	0.479775748582284	1.06368518301996	0.132893432596342	0.0871548561483705	0	0.0748367375146831	0.574883471908488	0.058056695081659	0.132893432596342	0.058056695081659	0.0580566950816591
"Cecropia_schreberiana"	0.491453463805349	0.446390834099169	0.449781759997392	0.296413012106763	0.335368891191175	1.40728889814337	0.336164640879425	0.0259837799732661	0.173429430416689	0.196231346024112	0.0885373243533511	0	0.110875886036604	0	0.0259837799732661	0.110875886036604	0.062553544380085	0.110875886036604	0	0.062553544380085	0.162735210462736	0.062553544380085	0.110875886036604	0.133677801644027	0.062553544380085	1.2319542892956	0.764543320201039	0.904084502570756	1.0397162350091	0.131111126812124	0.086612599910887	0	0.0737180195708023	0.201811563356766	0.0573931072413217	0.131111126812124	0.0573931072413217	0.0573931072413218
"Clusia_gundlachi"	0.473980039486612	0.511368065500294	0.404970090440176	0.227065624065106	0.261554541544972	0.336164640879425	1.36161358252384	0.0421994969762254	0.210690398423751	0.177733821574445	0.143790878585657	0	0.109099016814319	0	0.0421994969762254	0.109099016814319	0.101591381609432	0.109099016814319	0	0.101591381609432	0.150923184100092	0.101591381609432	0.109099016814319	0.0761424399650135	0.101591381609432	1.21221129793688	1.24167244189305	0.8384621338894	0.592218977505661	0.136844328630172	0.140664989920751	0	0.0710970059229918	0.169584632812531	0.0657473227071806	0.136844328630172	0.0657473227071806	0.0657473227071806
"Hyeronima_clusioides"	0.212950492234192	0.241457386470322	0.153564568148983	0.052214693263185	0.0784393705335334	0.0779513399197983	0.126598490928676	1.86201119966376	0.1009487939953	0.101777143668495	0.937223347002449	0	0.0257366466566133	0	0.862011199663762	0.0257366466566133	0.0752121473386866	0.0257366466566133	0	0.0752121473386866	0.0256496969333764	0.0752121473386866	0.0257366466566133	0.0265649963298086	0.0752121473386866	0.285962740629037	0.919259578583948	0.142498316296536	0.206616638120733	0.0629870949527416	2.87337066554587	0	0.0319425738351288	0.0580838389935812	0.0310445211176128	0.0629870949527416	0.0310445211176128	0.0310445211176128
"Ficus_sp1_M_SD_005"	0.528480307600218	0.599693953189829	0.320299868465697	0.130880100939948	0.262792360200241	0.260144145625033	0.316035597635626	0.05047439699765	1.25077648190165	0.187133422422536	0.171986834214215	0	0.129264044685086	0	0.05047439699765	0.129264044685086	0.121512437216565	0.129264044685086	0	0.121512437216565	0.0652591157339763	0.121512437216565	0.129264044685086	0.0656209852059714	0.121512437216565	1.43626716316762	1.48515201042468	0.362550642966535	0.510385440490889	0.156375554407296	0.168247989992167	0	0.0792720461400326	0.150905178464854	0.0771035082672637	0.156375554407296	0.0771035082672637	0.0771035082672637
"Margravia_rectiflora"	0.538868728893752	0.483820453660199	0.436909983213006	0.229723121399783	0.299557046124107	0.294347019036167	0.266600732361668	0.0508885718342476	0.187133422422536	1.2727653362468	0.173398096620399	0	0.0646238976363845	0	0.0508885718342476	0.0646238976363845	0.122509524786152	0.0646238976363845	0	0.122509524786152	0.0794673099391315	0.122509524786152	0.0646238976363845	0.150255811460651	0.122509524786152	0.718043307070939	1.49733863627519	0.441485055217397	1.16865631136062	0.143035796233231	0.169628572780825	0	0.0808303093340628	0.188171860060158	0.0622054868991684	0.143035796233231	0.0622054868991684	0.0622054868991684
