"Marmota_caudata"	"Apodemus_uralensis"	"Spermophilus_fulvus"	"Ellobius_tancrei"	"Cricetulus_migratorius"	"Alticola_argentatus"	"Dryomys_nitedula"	"Microtus_juldaschi"	"Citellophilus_lebedewi"	"Oropsylla_silantiewi"	"Pectinoctenus_nemorosa"	"Citellophilus_transcaucasicus"	"Amphipsylla_dumalis"	"Leptopsylla_taschenbergi"	"Amphipsylla_kuznetzovi"	"Ctenophthalmus_dux"	"Callopsylla_caspia"	"Ceratophyllus_sciurorum"	"Amalaraeus_penicilliger"	"Leptopsylla_nana"	"Frontopsylla_elata"	"Ctenophthalmus_assimilis"	"Neopsylla_mana"	"Frontopsylla_protera"	"Amphipsylla_phaiomydis"	"Ophthalmopsylla_praefecta"	"Amphipsylla_schelkovnikovi"	"Ctenophthalmus_dilatatus"	"Neopsylla_pleskei"	"Ctenophthalmus_golovi"	"Amphipsylla_primaris"	"Rhadinopsylla_li"
"Marmota_caudata"	5.26315789473684	0	0	0	0	0	0	0	1.57894736842105	1.57894736842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57894736842105
"Apodemus_uralensis"	0	3.28961282234617	0	0.212148597619459	0.893794786636933	0.371713730536954	0.279893527951723	0.2159944296456	0	0	0.185040721256972	0	0.280507590185729	0.185040721256972	0.397106753914713	0.0954668689287564	0.296554840418059	0.310992808835247	0.310992808835247	0.397106753914713	0.197749406837175	0.282238214597492	0.185040721256972	0.185040721256972	0.185040721256972	0.285592634753627	0.100551913496655	0.285592634753627	0.285592634753627	0.185040721256972	0.100551913496655	0
"Spermophilus_fulvus"	0	0	5.26315789473684	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ellobius_tancrei"	0	1.69718878095567	0	2.65722316182915	0.461129794379564	0.191775873716518	0.144403667287195	0.111436616568749	0	0	0.0954668689287564	0	1.29121729175187	0.0954668689287564	0.204876732911413	1.19575042282312	0.152999631043712	0.160448519207994	0.160448519207994	0.204876732911413	0.102023579323638	0.145613346384694	0.0954668689287564	0.0954668689287564	0.0954668689287564	0.147343970796457	0.0518771018677009	0.147343970796457	0.147343970796457	0.0954668689287564	0.0518771018677009	0
"Cricetulus_migratorius"	0	1.78758957327386	0	0.115282448594891	2.51601163347714	0.402058823987145	0.152095331339478	0.290120084064327	0	0	0.100551913496655	0	0.152429015364356	0.100551913496655	0.504220869458976	0.0518771018677009	0.221169560692798	0.16899481259942	0.16899481259942	0.504220869458976	0.413605346595125	0.231105951325602	0.100551913496655	0.100551913496655	0.100551913496655	0.383603222262833	0.283051308766178	0.383603222262833	0.383603222262833	0.100551913496655	0.283051308766178	0
"Alticola_argentatus"	0	1.98247322953042	0	0.127850582477679	1.07215686396572	1.73643855976179	0.168676818899122	0.175561840102106	0	0	0.111514119161086	0	0.169046881276042	0.111514119161086	0.753063334285767	0.0575327621149554	0.632445687089623	0.187418687665691	0.187418687665691	0.753063334285767	0.199620475242091	0.190516947207034	0.111514119161086	0.111514119161086	0.111514119161086	0.23213176635723	0.120617647196143	0.23213176635723	0.23213176635723	0.111514119161086	0.120617647196143	0
"Dryomys_nitedula"	0	2.23914822361378	0	0.144403667287195	0.608381325357912	0.253015228348683	1.871188031631	0.147021418498266	0	0	0.125952087578275	0	0.190933737857513	0.125952087578275	0.270299555185645	0.0649816502792376	0.20185665608288	0.967986701812227	0.967986701812227	0.270299555185645	0.134602537426985	0.192111725902495	0.125952087578275	0.125952087578275	0.125952087578275	0.19439498668104	0.0684428991027651	0.19439498668104	0.19439498668104	0.125952087578275	0.0684428991027651	0
"Microtus_juldaschi"	0	1.7279554371648	0	0.111436616568749	1.16048033625731	0.26334276015316	0.147021418498266	1.85292132609455	0	0	0.0971974933405201	0	0.147343970796457	0.0971974933405201	0.306754359215415	0.0501464774559372	0.176200321386468	0.16335713166474	0.16335713166474	0.306754359215415	0.964368634571497	0.93101209008307	0.0971974933405201	0.0971974933405202	0.0971974933405201	0.227751531169467	0.130554037828947	0.227751531169467	0.227751531169467	0.0971974933405201	0.130554037828947	0
"Citellophilus_lebedewi"	4.73684210526316	0	0	0	0	0	0	0	2.42105263157895	1.42105263157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42105263157895
"Oropsylla_silantiewi"	4.73684210526316	0	0	0	0	0	0	0	1.42105263157895	2.42105263157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42105263157895
