"Coregonus_artedii"	"Coregonus_clupeaformis"	"Salvelinus_namaycush"	"Oncorhynchus_kisutch"	"Esox_lucius"	"Catostomus_catostomus"	"Catostomus_commersoni"	"Lota_lota"	"Pungitius_pungitius"	"Stizostedion_vitreum"	"Gyrodactylus__sp."	"Discocotyle__sagittata"	"Diplostomum__spathaceum_(L)"	"Apatemon__gracilis_(L)"	"Cotylurus__erraticus_(L)"	"Lissorchis__attenuatum"	"Bunodera__luciopercae"	"Crepidostomum__farionis"	"Phyllodistomum__coregoni"	"Glaridacris__sp."	"Hunterella__nodulosa"	"Cyathocephalus__truncatus"	"Eubothrium__rugosum"	"Eubothrium__salvelini"	"Bothriocephalus__cuspidatus"	"Diphyllobothrium__sp._(L)"	"Schistocephalus__solidus_(L)"	"Triaenophorus__crassus"	"Triaenophorus__crassus_(L)"	"Triaenophorus__nodulosus"	"Triaenophorus__nodulosus_(L)"	"Proteocephalus__exiguus"	"Proteocephalus__filicollis"	"Proteocephalus__pinguis"	"Proteocephalus__sp._A"	"Raphidascaris__acus"	"Raphidascaris__acus_(L)"	"Haplonema__hamulatum"	"Philonema__agubernaculum"	"Cystidicola__farionis"	"Rhabdochona__cascadilla"	"Neoechinorhynchus__strigosus"	"Metechinorhynchus__salmonis"	"Pomphorhynchus__bulbocolli"	"Cystobranchus__verrilli"	"Ergasilus__auritus"	"Ergasilus__nerkae"	"Ergasilus__sp._A"	"Salmincola__extensus"	"Salmincola__extumescens"
"Coregonus_artedii"	1.93555268703194	0.848694203254013	0.353742645577216	0.745216557483524	0.191572950592057	0.107695227698254	0.234239385592993	0.224499103215765	0.536276230817228	0.0856689034738549	0.0402207173112921	0.223256817914092	0.13093841713397	0.0402207173112921	0.215570756530014	0.0263519308792118	0.0402207173112921	0.223256817914092	0.0509216521952408	0.0505833571113189	0.0263519308792118	0.256931683396456	0.0336748654823648	0.0877028263228062	0.0257006710421565	0.223256817914092	0.112758303939926	0.0246308079332644	0.124428387023482	0.0246308079332644	0.161598409116463	0.0509216521952408	0.164649104334774	0.0246308079332644	0.0257006710421565	0.0246308079332644	0.0800167649387288	0.0336748654823648	0.172335165718851	0.223256817914092	0.0505833571113189	0.0988895175078456	0.437863284421925	0.329625513732032	0.0336748654823648	0.303273582852821	0.263052865541529	0.0505833571113189	0.175350039218722	0.0509216521952408
"Coregonus_clupeaformis"	0.792114589703745	2.05733359349364	0.372798791306044	0.698984121223059	0.18519076053981	0.105924985060485	0.229673392898221	0.220781431971587	0.515859219188195	0.0844970093520547	0.0386894414391146	0.219296361312056	0.204069321070663	0.0386894414391146	0.213051109243974	0.0258382567010498	0.0386894414391146	0.219296361312056	0.123440015609618	0.0496713783396589	0.0258382567010498	0.252413576107794	0.033117214795738	0.0868745575291266	0.0253491028056164	0.219296361312056	0.107434375587144	0.0238102406408327	0.0509216521952408	0.0238102406408327	0.158681213763979	0.123440015609618	0.0896110936343554	0.0238102406408327	0.0253491028056164	0.0238102406408327	0.0806293054610445	0.033117214795738	0.0958563457024375	0.219296361312056	0.0496713783396589	0.0945831908490792	0.431873603354946	0.32576392347415	0.033117214795738	0.2999256667731	0.261236225333986	0.0496713783396589	0.174361667804859	0.123440015609618
"Salvelinus_namaycush"	0.619049629760127	0.698997733698832	1.59496093275422	0.705659218922474	0.212266414024153	0.124597444921048	0.267820920654032	0.259212590883817	0.680428511939988	0.10016449717815	0.0510321383954991	0.127099718580097	0.272405107352279	0.0510321383954991	0.132768050044866	0.0301298535735786	0.0510321383954991	0.127099718580097	0.0419398640219299	0.0581642786808145	0.0301298535735786	0.16598160721267	0.0388818886325726	0.22479691186558	0.0300493491534449	0.127099718580097	0.123687341415049	0.0272913960888197	0.0397960476274367	0.0272913960888197	0.314710938893652	0.0419398640219299	0.0908281860229359	0.0272913960888197	0.0300493491534449	0.0272913960888197	0.230465243330349	0.0388818886325726	0.0851598545581673	0.127099718580097	0.0581642786808145	0.102785056593129	0.511951874466098	0.387694815484025	0.0388818886325726	0.357564961910446	0.306532823514947	0.0581642786808146	0.0817359116493667	0.0419398640219299
"Oncorhynchus_kisutch"	0.745216557483524	0.748911558453278	0.403233839384271	1.82247376726731	0.287388498454706	0.120158892635255	0.281788370778291	0.252755368119196	0.512396215671129	0.0888348264898772	0.0384297161753347	0.210000500098322	0.128728216613262	0.0384297161753347	0.131271188377901	0.0317011917125577	0.0384297161753347	0.210000500098322	0.0449346935071967	0.0587369425554901	0.0317011917125577	0.247913805316201	0.0379133052178794	0.162522834826486	0.0266504479469632	0.210000500098322	0.19253869387241	0.0369499498013193	0.0479067786953694	0.0369499498013193	0.2388658562197	0.0449346935071967	0.0863364948707041	0.0369499498013193	0.0266504479469632	0.0369499498013193	0.0837935231060652	0.0379133052178794	0.165065806591125	0.210000500098322	0.0587369425554901	0.185810169409633	0.454044668726039	0.325495214916945	0.0379133052178793	0.293794023204387	0.255364307029052	0.0587369425554902	0.0928414722025661	0.0449346935071967
"Esox_lucius"	0.383145901184113	0.396837344013878	0.242590187456175	0.574776996909412	2.38778563166009	0.159939291875664	0.381577513171635	0.179182130727209	0.441223664791949	0.116099232946715	0.0330917748593962	0.0853909983754164	0.0841934115890486	0.0330917748593962	0.0815328234334933	0.0429274702318089	0.0330917748593962	0.0853909983754164	0.0238102406408327	0.0789138109038333	0.0429274702318089	0.112268317984498	0.0268773196090814	0.064241345890139	0.0348297698840144	0.0853909983754164	0.377042734445584	0.307001009784869	0.0246308079332644	0.307001009784869	0.124210440358617	0.0238102406408327	0.0577225827926606	0.307001009784869	0.0348297698840144	0.307001009784869	0.0603831709482159	0.0268773196090814	0.0615807577345838	0.0853909983754164	0.0789138109038333	0.386878429817997	0.59339607950543	0.188701639555441	0.0268773196090814	0.145774169323632	0.112682394464236	0.0789138109038333	0.0484410485740971	0.0238102406408327
"Catostomus_catostomus"	0.376933296943888	0.397218693976818	0.249194889842097	0.420556124223393	0.279893760782411	1.77057782314607	1.08290717923568	0.195922462171235	0.341479139373874	0.148474525041377	0.0256109354530406	0.0751002987136486	0.0774784821988855	0.0256109354530406	0.0736754833237567	0.121827057664014	0.0256109354530406	0.0751002987136486	0.0238331216386091	0.52020706787188	0.121827057664014	0.104488668039334	0.0293883693256852	0.0550701759501683	0.0445423575124131	0.0751002987136486	0.0886330269679973	0.0359863406720243	0.0242314262321071	0.0359863406720243	0.110069480728894	0.023833121638609	0.0498423616851477	0.0359863406720243	0.0445423575124132	0.0359863406720243	0.0536453605602765	0.0293883693256853	0.0512671770750395	0.0751002987136486	0.52020706787188	0.184849149178971	0.758869794655928	0.250572716937939	0.0293883693256852	0.128745659273925	0.103134723820884	0.52020706787188	0.0480645478707161	0.0238331216386091
"Catostomus_commersoni"	0.409918924787739	0.430637611684164	0.267820920654032	0.493129648862009	0.333880324025181	0.541453589617839	2.12228472041061	0.177548164033503	0.367646882272508	0.118837108389259	0.0275735161704381	0.0838913792928193	0.0835416264450666	0.0275735161704381	0.0797637037506997	0.238757031046194	0.0275735161704381	0.0838913792928193	0.0258382567010498	0.360584088710208	0.238757031046194	0.110523603897845	0.0266322246050254	0.0618310452861363	0.0356511325167776	0.0838913792928193	0.102202178114805	0.0429274702318089	0.0263519308792118	0.0429274702318089	0.1160367860616	0.0258382567010498	0.0539254470496499	0.0429274702318089	0.0356511325167776	0.0429274702318089	0.0577033697440167	0.0266322246050254	0.0580531225917695	0.0838913792928193	0.360584088710208	0.31338569299056	0.607389665100655	0.38035178008303	0.0266322246050254	0.141594749036836	0.114021232866398	0.360584088710208	0.0521901875802616	0.0258382567010498
"Lota_lota"	0.523831240836785	0.551953579928967	0.34561678784509	0.589762525611457	0.209045819181744	0.130614974780823	0.236730885378003	2.09223126697642	0.463833481644584	0.119537332552965	0.0347875111233438	0.104705385495982	0.106786614551654	0.0347875111233438	0.101579591401447	0.0266322246050254	0.0347875111233438	0.104705385495982	0.033117214795738	0.0560205939307106	0.0266322246050254	0.418540075542446	0.313834690046464	0.0767951938504519	0.0358611997658895	0.104705385495982	0.0995781359503045	0.0268773196090814	0.0336748654823647	0.0268773196090814	0.425417395020259	0.033117214795738	0.0684623766057085	0.0268773196090814	0.0358611997658895	0.0268773196090814	0.0736693997559163	0.313834690046464	0.0715881707002441	0.104705385495982	0.0560205939307106	0.0914228494319861	0.610968588604044	0.205007009856924	0.313834690046464	0.178374785251898	0.143587274128555	0.0560205939307106	0.0667920802781028	0.033117214795738
"Pungitius_pungitius"	0.625655602620099	0.644824023985244	0.453619007959992	0.597795584949651	0.257380471128637	0.113826379791291	0.245097921515005	0.231916740822292	2.00167831392203	0.0913638480425983	0.150125873544152	0.117339874925741	0.239847453378766	0.150125873544152	0.229036032294559	0.0275735161704381	0.150125873544152	0.117339874925741	0.0386894414391146	0.0531844516234787	0.0275735161704381	0.152127386049085	0.0347875111233438	0.0894618545708338	0.0274091544127795	0.117339874925741	0.221647364578883	0.0330917748593962	0.0402207173112921	0.0330917748593962	0.27437523923833	0.0386894414391146	0.190346590855444	0.0330917748593962	0.0274091544127795	0.0330917748593962	0.201158011939652	0.0347875111233438	0.0786504334866268	0.117339874925741	0.0531844516234787	0.099095007205169	0.466970778884391	0.346071403035831	0.0347875111233438	0.318497886865393	0.16837201332124	0.0531844516234787	0.0789101587504067	0.0386894414391146
"Stizostedion_vitreum"	0.399788216211323	0.422485046760274	0.267105325808399	0.414562523619427	0.270898210209001	0.197966033388503	0.31689895570469	0.23907466510593	0.365455392170393	2.3689235257589	0.0274091544127795	0.0777002217947361	0.0828076063718407	0.0274091544127795	0.0784589282605524	0.0356511325167776	0.0274091544127795	0.0777002217947361	0.0253491028056164	0.0801934900291908	0.0356511325167776	0.113561421560626	0.0358611997658895	0.056699797100408	0.710677057727671	0.0777002217947361	0.088889372243757	0.0348297698840144	0.0257006710421565	0.0348297698840144	0.119970151279077	0.0253491028056164	0.053109825454936	0.0348297698840144	0.710677057727671	0.0348297698840144	0.0574585035662243	0.0358611997658895	0.0523511189891196	0.0777002217947361	0.0801934900291908	0.0971313503477551	0.996720242767726	0.170809857877738	0.0358611997658895	0.13515872536096	0.107749570948181	0.0801934900291908	0.0510497738477729	0.0253491028056164
